k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[187, 0, 0, 3]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[373, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[559, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[745, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[931, 0, 0, 15]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.0217245620081903, 0.0220027389323848, 0.0095043363857377, 0.0211718936062686, 0.4262433785464386, 0.0215212711242169, 0.8033421983603071, 0.0262212450237795, 0.2185663961192645, 0.0191145812077385, 2.6881246333932554, 0.0157423127194453, 0.8078280949696014, 0.0226769215507226, 2.2675676451572824, 0.0262155325593088, 14.3564326454634, 0.0360964316751891, 12.162262664286867, 0.0247844722179787, 0.2706675158696725, 0.0200538043473156, 0.2355167120797675, 0.0172885028201274, 1.161744429052744, 0.0227961190253351, 0.1830991530612014, 0.0190674963347642, 0.1160045436823596, 0.0219661389439637, 3.7496515804658985, 0.0208435027142549, 0.8366956140545467, 0.0258781623859573, 0.1613342118638517, 0.0208352669579883, 0.3898504302707174, 0.0216803145295128, 0.9212627508889698, 0.018845958686316, 0.2607521143048311, 0.0177657490736706, 2.0725007133691618, 0.0208830555010846, 1.949756563783088, 0.0226600611938301, 1.492564925823549, 0.0232756255992309, 0.4886453066758363, 0.0197913842967849, 0.4924092529658918, 0.026031027965355, 0.3294635359904689, 0.0216437847505265, 0.8399561032006125, 0.0235547972264912, 0.461008020001843, 0.0170399976967915, 0.4900340356387945, 0.0194662258084238, 0.9848336180496338, 0.0146160365367435, -0.0222878183241926, 0.0203772239528553, 0.2667104012978771, 0.0217627787395001]|2636815.5000000000000000|      0.06250000|[1056, 0, 0, 17]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[1.0217245620081903, 0.0220027389323848, 0.0095043363857377, 0.0211718936062686, 0.4262433785464386, 0.0215212711242169, 0.8033421983603071, 0.0262212450237795, 0.2185663961192645, 0.0191145812077385, 2.6881246333932554, 0.0157423127194453, 0.8078280949696014, 0.0226769215507226, 2.2675676451572824, 0.0262155325593088, 14.3564326454634, 0.0360964316751891, 12.162262664286867, 0.0247844722179787, 0.2706675158696725, 0.0200538043473156, 0.2355167120797675, 0.0172885028201274, 1.161744429052744, 0.0227961190253351, 0.1830991530612014, 0.0190674963347642, 0.1160045436823596, 0.0219661389439637, 3.7496515804658985, 0.0208435027142549, 0.8366956140545467, 0.0258781623859573, 0.1613342118638517, 0.0208352669579883, 0.3898504302707174, 0.0216803145295128, 0.9212627508889698, 0.018845958686316, 0.2607521143048311, 0.0177657490736706, 2.0725007133691618, 0.0208830555010846, 1.949756563783088, 0.0226600611938301, 1.492564925823549, 0.0232756255992309, 0.4886453066758363, 0.0197913842967849, 0.4924092529658918, 0.026031027965355, 0.3294635359904689, 0.0216437847505265, 0.8399561032006125, 0.0235547972264912, 0.461008020001843, 0.0170399976967915, 0.4900340356387945, 0.0194662258084238, 0.9848336180496338, 0.0146160365367435, -0.0222878183241926, 0.0203772239528553, 0.2667104012978771, 0.0217627787395001]|2636815.5000000000000000|      0.03125000|[1242, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0224976547040652, 0.0211212805688824, 0.0115925822672101, 0.0198510329725878, 0.4288063745733647, 0.0237809256414101, 0.8030674581787242, 0.0270197123534375, 0.2195217215671061, 0.0177155041760691, 2.68752083088321, 0.0177657227346361, 0.8066465979584041, 0.0224508651644773, 2.265396805655206, 0.0253410462282976, 14.354817972025874, 0.0487651744134296, 12.161685994134011, 0.0499762191366495, 0.2662059104302839, 0.0224167271961743, 0.2375502708586526, 0.0161841375356508, 1.1602626450895057, 0.0243783517006265, 0.1836869050270617, 0.0181929666816914, 0.1158966403694027, 0.0217570520488042, 3.7489777084449583, 0.0252115011572567, 0.835161868147248, 0.0248511427045571, 0.1619604340048069, 0.0194712237444108, 0.3878598932543665, 0.0232554720190186, 0.9227558097425866, 0.0191635954866516, 0.2633070430559529, 0.0157148838120791, 2.0711487577481145, 0.021549129742641, 1.9510694303876388, 0.0231654421866499, 1.4894292292902314, 0.0207363910316196, 0.4882099697835303, 0.0206372071457946, 0.4915198205550916, 0.0263393271247536, 0.3298221481613717, 0.0200012455372188, 0.8402818092458598, 0.022274827185123, 0.4616352096027024, 0.0209460470119191, 0.4902942807994979, 0.0180783343435904, 0.985361700182417, 0.0132400604463999, -0.0232959947856828, 0.0183703830279154, 0.2655876249752392, 0.0249182049266011]|1992406.6250000000000000|      0.06250000|[1428, 0, 0, 23]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       9|[1.0224976547040652, 0.0211212805688824, 0.0115925822672101, 0.0198510329725878, 0.4288063745733647, 0.0237809256414101, 0.8030674581787242, 0.0270197123534375, 0.2195217215671061, 0.0177155041760691, 2.68752083088321, 0.0177657227346361, 0.8066465979584041, 0.0224508651644773, 2.265396805655206, 0.0253410462282976, 14.354817972025874, 0.0487651744134296, 12.161685994134011, 0.0499762191366495, 0.2662059104302839, 0.0224167271961743, 0.2375502708586526, 0.0161841375356508, 1.1602626450895057, 0.0243783517006265, 0.1836869050270617, 0.0181929666816914, 0.1158966403694027, 0.0217570520488042, 3.7489777084449583, 0.0252115011572567, 0.835161868147248, 0.0248511427045571, 0.1619604340048069, 0.0194712237444108, 0.3878598932543665, 0.0232554720190186, 0.9227558097425866, 0.0191635954866516, 0.2633070430559529, 0.0157148838120791, 2.0711487577481145, 0.021549129742641, 1.9510694303876388, 0.0231654421866499, 1.4894292292902314, 0.0207363910316196, 0.4882099697835303, 0.0206372071457946, 0.4915198205550916, 0.0263393271247536, 0.3298221481613717, 0.0200012455372188, 0.8402818092458598, 0.022274827185123, 0.4616352096027024, 0.0209460470119191, 0.4902942807994979, 0.0180783343435904, 0.985361700182417, 0.0132400604463999, -0.0232959947856828, 0.0183703830279154, 0.2655876249752392, 0.0249182049266011]|1992406.6250000000000000|      0.03125000|[1614, 0, 0, 26]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.0283662190262273, 0.0261909693792683, 0.0124422351043678, 0.0199313774299567, 0.4297568602246808, 0.019863505168145, 0.8014848197880605, 0.0266347900570727, 0.2260606299608156, 0.0119847018606274, 2.6918311131026673, 0.0181786823813482, 0.8025209512105612, 0.0240598872761889, 2.2632492740494983, 0.0218671260380411, 14.35407585338094, 0.0626581599997652, 12.160470094714688, 0.0559373378523779, 0.2601252259056579, 0.01956630860883, 0.2375616362317093, 0.020747953370176, 1.1668506901001487, 0.0244305623779169, 0.1876667400661041, 0.0173058544018379, 0.1130636226130745, 0.0200859857786016, 3.7495490850384328, 0.029518297970398, 0.8332857525609001, 0.0255560685884936, 0.1563859914491636, 0.0158611076852854, 0.3875021508184741, 0.0276463628812823, 0.9238293573819113, 0.0186691578389621, 0.2637220176669672, 0.0189456951058215, 2.0754153739779886, 0.0252718425510723, 1.954352826573011, 0.0254178563746898, 1.492597174365117, 0.0273494197382443, 0.4905822193454285, 0.0218667388254712, 0.4985055454611106, 0.0280777761978895, 0.3285194358572702, 0.0142121742604517, 0.8426569093107577, 0.0202003333106954, 0.4566467909477185, 0.0201861137003874, 0.4852398523813177, 0.0222715224678561, 0.9861372766348717, 0.0137794390949957, -0.0225450409391914, 0.0169956565689137, 0.2630271159215013, 0.0209076765212483]|1819291.5000000000000000|      0.06250000|[1739, 0, 0, 28]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
