k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-0.0036317962806171, 0.0033202912245925, 0.0012330369155964, -0.0023022391438028, -0.001476969431931, 0.0033194224300558, -0.0004348440556791, -0.0002386538177589, -0.001421610165513, 0.0015557450779807, 0.002018417976377, -0.0002108291348641, 0.0004810455705433, -0.000155409931306, 0.9972181285470939]|2123.2352680523226809|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[-0.0036317962806171, 0.0033202912245925, 0.0012330369155964, -0.0023022391438028, -0.001476969431931, 0.0033194224300558, -0.0004348440556791, -0.0002386538177589, -0.001421610165513, 0.0015557450779807, 0.002018417976377, -0.0002108291348641, 0.0004810455705433, -0.000155409931306, 0.9972181285470939]|2123.2352680523226809|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[-0.0036317962806171, 0.0033202912245925, 0.0012330369155964, -0.0023022391438028, -0.001476969431931, 0.0033194224300558, -0.0004348440556791, -0.0002386538177589, -0.001421610165513, 0.0015557450779807, 0.002018417976377, -0.0002108291348641, 0.0004810455705433, -0.000155409931306, 0.9972181285470939]|2123.2352680523226809|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[-0.0036317962806171, 0.0033202912245925, 0.0012330369155964, -0.0023022391438028, -0.001476969431931, 0.0033194224300558, -0.0004348440556791, -0.0002386538177589, -0.001421610165513, 0.0015557450779807, 0.002018417976377, -0.0002108291348641, 0.0004810455705433, -0.000155409931306, 0.9972181285470939]|2123.2352680523226809|      0.00195312|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
