k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.0877852148338711, -0.0452915132632926, -0.1136504080236246, 0.0116480962532624, 0.4366571560737131, 0.1496204817354065, 0.031300219609641, 0.0985358408496518, 0.0586989378775515]|148152.1101949515286833|      1.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate success | actual_k=0
       3|[0.0877852148338711, -0.0452915132632926, -0.1136504080236246, 0.0116480962532624, 0.4366571560737131, 0.1496204817354065, 0.031300219609641, 0.0985358408496518, 0.0586989378775515]|148152.1101949515286833|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[0.3271702373407986, -0.1349991332157592, -0.0979811423759948, 0.0567306504951134, 0.7620170376502597, -0.0485153359124369, 0.1352630926248914, 0.0207140620650654, 0.2014855911251503]|7824.7382267332059200|      1.00000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       5|[0.3271702373407986, -0.1349991332157592, -0.0979811423759948, 0.0567306504951134, 0.7620170376502597, -0.0485153359124369, 0.1352630926248914, 0.0207140620650654, 0.2014855911251503]|7824.7382267332059200|      0.50000000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.3271702373407986, -0.1349991332157592, -0.0979811423759948, 0.0567306504951134, 0.7620170376502597, -0.0485153359124369, 0.1352630926248914, 0.0207140620650654, 0.2014855911251503]|7824.7382267332059200|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[0.3271702373407986, -0.1349991332157592, -0.0979811423759948, 0.0567306504951134, 0.7620170376502597, -0.0485153359124369, 0.1352630926248914, 0.0207140620650654, 0.2014855911251503]|7824.7382267332059200|      0.12500000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.3271702373407986, -0.1349991332157592, -0.0979811423759948, 0.0567306504951134, 0.7620170376502597, -0.0485153359124369, 0.1352630926248914, 0.0207140620650654, 0.2014855911251503]|7824.7382267332059200|      0.06250000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.3536316223491808, -0.126901787251459, -0.1258059401316861, 0.0499653361511088, 0.7853876118414382, -0.0121918814065367, 0.1223737845888877, 0.0356020681225259, 0.2096785864365565]|3558.0117644157508039|      0.12500000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
      10|[0.3536316223491808, -0.126901787251459, -0.1258059401316861, 0.0499653361511088, 0.7853876118414382, -0.0121918814065367, 0.1223737845888877, 0.0356020681225259, 0.2096785864365565]|3558.0117644157508039|      0.06250000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.3643495483173348, -0.1311637213051722, -0.123693371477871, 0.0101456808842246, 0.810673798511576, 0.0254787145032179, 0.1239883696139675, 0.038492098722929, 0.1990146333709788]|1757.8274884635914077|      0.12500000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
