k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[113, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[225, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[337, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[119.996958491668, -0.0156545896329807, 0.8730772437157045, 109.99712125455112, 0.2013916623060605, 0.8274483111960013, 100.01496103325579, 0.2712597589070627, 0.7159049623341183, 87.98119245287465, 0.3274336063598704, 0.7090548208612079, 85.99977764413829, 0.3543688444915782, 0.6489053186095131, 84.001990348734, 0.4675475063851465, 0.5379087569795673, 79.99959001179018, 0.6567075823837915, 0.3301439034319633, 76.00130045459596, 0.8844984540387083, 0.1219872333278726, 886.3810993126259, 909.999753373081, 922.5173405267625, 926.4591348528288, 935.5501573094222, 952.8461733787522, 975.7305376237985]|2475.2893066406250000|      0.25000000|[449, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[119.996958491668, -0.0156545896329807, 0.8730772437157045, 109.99712125455112, 0.2013916623060605, 0.8274483111960013, 100.01496103325579, 0.2712597589070627, 0.7159049623341183, 87.98119245287465, 0.3274336063598704, 0.7090548208612079, 85.99977764413829, 0.3543688444915782, 0.6489053186095131, 84.001990348734, 0.4675475063851465, 0.5379087569795673, 79.99959001179018, 0.6567075823837915, 0.3301439034319633, 76.00130045459596, 0.8844984540387083, 0.1219872333278726, 886.3810993126259, 909.999753373081, 922.5173405267625, 926.4591348528288, 935.5501573094222, 952.8461733787522, 975.7305376237985]|2475.2893066406250000|      0.12500000|[561, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[120.00555164676004, 0.0046772887011463, 0.8936911617929612, 110.01896363560648, 0.0979106742141854, 0.8038027219046612, 100.01651003823675, 0.2758458825249582, 0.7344435300828352, 88.00082450370385, 0.3300084285292949, 0.722069192928192, 86.02165707807067, 0.3555638070414605, 0.6467007713069639, 83.99173725106753, 0.4697897615934448, 0.5346942019603957, 80.00336101574243, 0.6400201067533344, 0.3231796253100213, 75.99769126321829, 0.8760320274764339, 0.1256284721243486, 886.3707740540799, 909.9974791337445, 922.5162064653566, 926.4487896970729, 935.5467320937578, 952.826726389958, 975.710912727061]|1509.3253173828125000|      0.25000000|[673, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[120.00555164676004, 0.0046772887011463, 0.8936911617929612, 110.01896363560648, 0.0979106742141854, 0.8038027219046612, 100.01651003823675, 0.2758458825249582, 0.7344435300828352, 88.00082450370385, 0.3300084285292949, 0.722069192928192, 86.02165707807067, 0.3555638070414605, 0.6467007713069639, 83.99173725106753, 0.4697897615934448, 0.5346942019603957, 80.00336101574243, 0.6400201067533344, 0.3231796253100213, 75.99769126321829, 0.8760320274764339, 0.1256284721243486, 886.3707740540799, 909.9974791337445, 922.5162064653566, 926.4487896970729, 935.5467320937578, 952.826726389958, 975.710912727061]|1509.3253173828125000|      0.12500000|[785, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[120.00555164676004, 0.0046772887011463, 0.8936911617929612, 110.01896363560648, 0.0979106742141854, 0.8038027219046612, 100.01651003823675, 0.2758458825249582, 0.7344435300828352, 88.00082450370385, 0.3300084285292949, 0.722069192928192, 86.02165707807067, 0.3555638070414605, 0.6467007713069639, 83.99173725106753, 0.4697897615934448, 0.5346942019603957, 80.00336101574243, 0.6400201067533344, 0.3231796253100213, 75.99769126321829, 0.8760320274764339, 0.1256284721243486, 886.3707740540799, 909.9974791337445, 922.5162064653566, 926.4487896970729, 935.5467320937578, 952.826726389958, 975.710912727061]|1509.3253173828125000|      0.06250000|[897, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[120.0004062282229, -0.0340957694000142, 0.8795170712249911, 110.01742726491895, 0.1263025189472904, 0.8143942182464468, 100.02034189058219, 0.2533997891172167, 0.7254424325095, 88.00368298053638, 0.3423166798305899, 0.7325404158201745, 86.01952128454691, 0.3642969998709927, 0.649485226782286, 83.98483610018515, 0.4641339513482456, 0.5414014541324772, 80.00757377590982, 0.6360815977139176, 0.3184278230879243, 76.00021802338053, 0.8735542726241876, 0.1240424046639837, 886.3784665290798, 909.9997589066321, 922.5167446876385, 926.4542915351624, 935.5464348435423, 952.8267947036187, 975.7135499318435]|739.6513061523437500|      0.12500000|[1009, 144, 0, 18]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[120.0004062282229, -0.0340957694000142, 0.8795170712249911, 110.01742726491895, 0.1263025189472904, 0.8143942182464468, 100.02034189058219, 0.2533997891172167, 0.7254424325095, 88.00368298053638, 0.3423166798305899, 0.7325404158201745, 86.01952128454691, 0.3642969998709927, 0.649485226782286, 83.98483610018515, 0.4641339513482456, 0.5414014541324772, 80.00757377590982, 0.6360815977139176, 0.3184278230879243, 76.00021802338053, 0.8735542726241876, 0.1240424046639837, 886.3784665290798, 909.9997589066321, 922.5167446876385, 926.4542915351624, 935.5464348435423, 952.8267947036187, 975.7135499318435]|739.6513061523437500|      0.06250000|[1121, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
