k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.231406373e-07, 3.744104833e-07, 0.0100005237148021, 0.0003724958255451, 100000.00000099433, 0.0979800944768373, 0.0001644372412257, 100000.0000005]|3356.5088437823051208|      0.00000763|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.231406373e-07, 3.744104833e-07, 0.0100005237148021, 0.0003724958255451, 100000.00000099433, 0.0979800944768373, 0.0001644372412257, 100000.0000005]|3356.5088437823051208|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[1.231406373e-07, 3.744104833e-07, 0.0100005237148021, 0.0003724958255451, 100000.00000099433, 0.0979800944768373, 0.0001644372412257, 100000.0000005]|3356.5088437823051208|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[8.106327242e-07, 1.4479191611e-06, 0.0100003549426382, 0.0003720026184459, 100000.00000130305, 0.097980423243843, 0.0001656753244879, 100000.00000057019]|3354.4161373815445586|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[8.106327242e-07, 1.4479191611e-06, 0.0100003549426382, 0.0003720026184459, 100000.00000130305, 0.097980423243843, 0.0001656753244879, 100000.00000057019]|3354.4161373815445586|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[8.106327242e-07, 1.4479191611e-06, 0.0100003549426382, 0.0003720026184459, 100000.00000130305, 0.097980423243843, 0.0001656753244879, 100000.00000057019]|3354.4161373815445586|      0.00000095|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[1.131238106e-06, 1.4967171075e-06, 0.0100005256587224, 0.0003728168320599, 100000.00000151033, 0.0979804205098017, 0.0001657212638259, 100000.00000082933]|3354.1720483738909024|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[1.131238106e-06, 1.4967171075e-06, 0.0100005256587224, 0.0003728168320599, 100000.00000151033, 0.0979804205098017, 0.0001657212638259, 100000.00000082933]|3354.1720483738909024|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[1.131238106e-06, 1.4967171075e-06, 0.0100005256587224, 0.0003728168320599, 100000.00000151033, 0.0979804205098017, 0.0001657212638259, 100000.00000082933]|3354.1720483738909024|      0.00000048|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.131238106e-06, 1.4967171075e-06, 0.0100005256587224, 0.0003728168320599, 100000.00000151033, 0.0979804205098017, 0.0001657212638259, 100000.00000082933]|3354.1720483738909024|      0.00000024|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[1.2539693867e-06, 1.4804973267e-06, 0.0100005334115422, 0.0003726774447933, 100000.00000150938, 0.0979802755413025, 0.0001657389774346, 100000.00000085574]|3354.1593314494170954|      0.00000048|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[1.5475118072e-06, 1.4096927979e-06, 0.01000083650196, 0.0003726742858357, 100000.00000149175, 0.0979804562632189, 0.0001656371921935, 100000.00000082431]|3354.1408621188734287|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[1.5475118072e-06, 1.4096927979e-06, 0.01000083650196, 0.0003726742858357, 100000.00000149175, 0.0979804562632189, 0.0001656371921935, 100000.00000082431]|3354.1408621188734287|      0.00000048|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[1.5475118072e-06, 1.4096927979e-06, 0.01000083650196, 0.0003726742858357, 100000.00000149175, 0.0979804562632189, 0.0001656371921935, 100000.00000082431]|3354.1408621188734287|      0.00000024|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[1.5475118072e-06, 1.4096927979e-06, 0.01000083650196, 0.0003726742858357, 100000.00000149175, 0.0979804562632189, 0.0001656371921935, 100000.00000082431]|3354.1408621188734287|      0.00000012|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[1.5762732816e-06, 1.4164475524e-06, 0.01000085017799, 0.0003726924328419, 100000.00000148559, 0.0979804541753387, 0.0001657500522284, 100000.0000008308]|3354.1309374619686423|      0.00000024|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[1.5762732816e-06, 1.4164475524e-06, 0.01000085017799, 0.0003726924328419, 100000.00000148559, 0.0979804541753387, 0.0001657500522284, 100000.0000008308]|3354.1309374619686423|      0.00000012|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[1.6489442321e-06, 1.4676056712e-06, 0.010000811421444, 0.0003727048083173, 100000.00000145055, 0.0979804196215026, 0.0001657436611454, 100000.00000087764]|3354.1258170540463652|      0.00000024|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[1.6489442321e-06, 1.4676056712e-06, 0.010000811421444, 0.0003727048083173, 100000.00000145055, 0.0979804196215026, 0.0001657436611454, 100000.00000087764]|3354.1258170540463652|      0.00000012|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[1.7331511947e-06, 1.4513882759e-06, 0.0100008329058692, 0.0003727120424626, 100000.00000144915, 0.097980443243711, 0.0001656723752845, 100000.00000090413]|3354.1210247598519345|      0.00000024|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[1.7331511947e-06, 1.4513882759e-06, 0.0100008329058692, 0.0003727120424626, 100000.00000144915, 0.097980443243711, 0.0001656723752845, 100000.00000090413]|3354.1210247598519345|      0.00000012|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[1.7997761712e-06, 1.4347222574e-06, 0.0100008595160058, 0.0003726608391234, 100000.00000141459, 0.0979804506792671, 0.000165729112897, 100000.00000086294]|3354.1138600339172626|      0.00000024|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
