k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[999.9968886176224, 999.9971118822652, 399.9961079173919, 40.005854525663736, 0.69481459307538, 0.3028324015167406, 0.0004330276397894]|1847324.7133394533302635|      0.06250000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[1000.0282509752127, 999.9966058157333, 399.9863648827264, 39.99092641115332, 0.6997960479254244, 0.3275020733596543, -0.0439653224923257]|1427214.9822682926896960|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[1000.0282509752127, 999.9966058157333, 399.9863648827264, 39.99092641115332, 0.6997960479254244, 0.3275020733596543, -0.0439653224923257]|1427214.9822682926896960|      0.06250000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[1000.0053454658713, 1000.0220121010938, 399.984319594707, 39.990646863579165, 0.7090377975581145, 0.277500392920662, -0.0560594935294198]|1324295.1549459761008620|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[1000.0053454658713, 1000.0220121010938, 399.984319594707, 39.990646863579165, 0.7090377975581145, 0.277500392920662, -0.0560594935294198]|1324295.1549459761008620|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[1000.0053454658713, 1000.0220121010938, 399.984319594707, 39.990646863579165, 0.7090377975581145, 0.277500392920662, -0.0560594935294198]|1324295.1549459761008620|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[1000.0059614510903, 1000.0273491768994, 399.9768485433386, 39.98551179830455, 0.7324376993892037, 0.266322953344734, -0.0421662354899302]|1299441.4079856695607305|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[1000.0059614510903, 1000.0273491768994, 399.9768485433386, 39.98551179830455, 0.7324376993892037, 0.266322953344734, -0.0421662354899302]|1299441.4079856695607305|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[1000.0059614510903, 1000.0273491768994, 399.9768485433386, 39.98551179830455, 0.7324376993892037, 0.266322953344734, -0.0421662354899302]|1299441.4079856695607305|      0.01562500|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[1000.0052762065393, 1000.0282908121948, 399.9748461487887, 39.98457370404147, 0.7378293895455418, 0.2691634308820937, -0.056335079751685]|1250659.6347885385621339|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[1000.0094449455452, 1000.0286955525315, 399.98345832580213, 39.9978334117366, 0.7583238044870426, 0.254769539467236, -0.0653808359628507]|1220753.3338076630607247|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[1000.0094449455452, 1000.0286955525315, 399.98345832580213, 39.9978334117366, 0.7583238044870426, 0.254769539467236, -0.0653808359628507]|1220753.3338076630607247|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[1000.0069781527724, 1000.0282639534719, 399.98868473503705, 40.002796692148486, 0.7840251805251318, 0.2701810530485593, -0.0608790398089306]|1160373.4466225092764944|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[1000.0069781527724, 1000.0282639534719, 399.98868473503705, 40.002796692148486, 0.7840251805251318, 0.2701810530485593, -0.0608790398089306]|1160373.4466225092764944|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1000.0069781527724, 1000.0282639534719, 399.98868473503705, 40.002796692148486, 0.7840251805251318, 0.2701810530485593, -0.0608790398089306]|1160373.4466225092764944|      0.01562500|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[1000.0021235531565, 1000.0250971123619, 399.9854406561224, 39.999847310146, 0.7944183117637849, 0.2773522714227344, -0.066525113917456]|1137836.2299677422270179|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[1000.0072268626494, 1000.0314160879581, 399.9843608500326, 40.00295788398973, 0.8168382534937179, 0.2816012974225766, -0.0859940537880258]|1122326.8320981985889375|      0.06250000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[1000.0072268626494, 1000.0314160879581, 399.9843608500326, 40.00295788398973, 0.8168382534937179, 0.2816012974225766, -0.0859940537880258]|1122326.8320981985889375|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[1000.015035777903, 1000.023105794574, 399.97407570468937, 40.00333210184146, 0.8376678080670991, 0.271134783927208, -0.0719519790044688]|1080355.0252997193019837|      0.06250000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[1000.015035777903, 1000.023105794574, 399.97407570468937, 40.00333210184146, 0.8376678080670991, 0.271134783927208, -0.0719519790044688]|1080355.0252997193019837|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
