k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0185751449411485, -0.0185501661440577, 0.1938097494084256, -0.0357452180219155, 0.2123257269347737, 0.0703424211364252, 0.0007014178202551, 0.0238904672901289, -0.0346339176988337, -0.0585136317190206, 0.191525327653518, 0.0346493269375569, 0.2501175180468231, 0.215444344244158, -0.0346298942760289, -0.1915093155578812, -0.2501409955846623, -0.0585977081464567, -0.0947341219139145, 0.2123307951571895, 0.2484462737306819, 0.0529471864778474, 0.0877571894026437, 0.0360451530178929, -0.0866178708844932, 0.0069614118347031, 0.024904114741791, 0.0936163727884277, -0.0585942462058198, -0.0585828229124586, -3.92661143646e-05, -0.0361227723056312, 0.2484764797395539, 0.0947032998532088, -0.2484347811631555, 0.0435195618404115, -0.0074110040892552, -0.0431783494290869, -0.035708520613397, 0.0727750117709665, -0.0167736852339145, 0.2129465920457863, 0.0381882516331084, 0.2297704256371174, 8.5221429498e-06, -0.1984616444546023, -0.2501555604912946, 0.1985033326239813, -0.2548236733872514, 0.2298211409683555]|4522.1199102659356868|      2.00000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       2|[0.0669765993536277, -0.0626460468231918, 0.5792044175916073, -0.1243289636605271, 0.6440354690813164, 0.2310456114545838, 0.0024904278886428, 0.0882330486904191, -0.1051547619635682, -0.1921205103752659, 0.5348851470815746, 0.1127375827119692, 0.728510138128011, 0.6157684727817718, -0.1090470666994507, -0.5398272154325608, -0.7240364098615197, -0.1896777118467674, -0.317218832924464, 0.6421643573015315, 0.7688312101780898, 0.1740121658942475, 0.2851629566178482, 0.1325773833442035, -0.2810301103688054, 0.022600835258493, 0.0816098929169719, 0.3007117066762544, -0.1843831815289418, -0.1836501337552922, 0.0002779052609549, -0.1206581340727601, 0.7680565531352641, 0.3066879768008173, -0.7676137212441808, 0.1409183167475076, -0.0219846014562947, -0.1407768083788389, -0.1193178833714931, 0.248215877475569, -0.0456244075913289, 0.6251593852777536, 0.1041855246954111, 0.6898603296381431, -0.0190790909875231, -0.5849095019590036, -0.7611743401914746, 0.5660137974645849, -0.764095468105036, 0.6704783559443577]|3667.6903357629366838|      4.00000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       3|[0.2376289595958278, -0.1886728524428881, 1.3035742618791697, -0.4046073457125526, 1.517676893512537, 0.6761064730255416, 0.0067558520356834, 0.314788157553538, -0.2391024681613225, -0.5430142977010176, 1.0023877891049107, 0.3059642767441431, 1.554862058453033, 1.244135197320794, -0.2769983619351268, -1.0446227943091928, -1.5201172628426178, -0.5191653594685863, -0.950896120952358, 1.497958169281744, 1.9138534277314805, 0.5044021853149955, 0.8013040510298575, 0.4860781558692556, -0.7918482954701991, 0.0678020219072035, 0.2387662308650191, 0.8208432359877081, -0.475940293552155, -0.4661325695045951, 0.0045567370700582, -0.3637139038289897, 1.909090999552687, 0.8641045801186514, -1.9097258083345037, 0.3932921739414734, -0.0427138228420285, -0.4027305131007362, -0.3586553036303831, 0.7807002470404549, -0.0641740505099773, 1.3483693783948518, 0.1575317595612893, 1.5697857685414773, -0.1533197063358527, -1.2610947241431871, -1.813044086512542, 1.1032402910255312, -1.7625373601937024, 1.4141807710453143]|2770.5652140742863594|      8.00000000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       4|[0.9633605940155912, -0.6428270683452267, 1.62315448123683, -1.8193357751276173, 2.481209915726279, 2.3757807526675716, 0.1193475697338811, 1.265297232114392, -0.3490269938840748, -1.4352436850973587, 0.2988656843170269, 0.6360990921502525, 1.8155596114774442, 0.8059005284834959, -0.6697539040176796, -0.7121095981751986, -1.5907999564948658, -1.2080433456586586, -3.3267960751639882, 2.196752611415441, 4.111530441077612, 1.7237812183732166, 2.639743411062371, 2.3271326787828697, -2.4939784177135897, 0.2173107363021637, 0.8613613964564961, 2.4113744172170506, -1.0003338329636413, -1.000053173090138, 0.0351085200549554, -1.3441716538288302, 4.036327371087176, 2.938317421669972, -4.026617249809763, 1.413426592714013, 0.0514684217178617, -1.2531814722060057, -1.4035867901071573, 3.100336627124263, 0.3807503451591388, 1.674003119381102, -0.6957279700729111, 1.9801502782590585, -0.6926415801389678, -0.9203880622956613, -3.100278873093147, 0.2533326505860988, -3.1386974637038767, 1.3947619720080633]|2173.6570498981304809|     16.00000000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       5|[0.9633605940155912, -0.6428270683452267, 1.62315448123683, -1.8193357751276173, 2.481209915726279, 2.3757807526675716, 0.1193475697338811, 1.265297232114392, -0.3490269938840748, -1.4352436850973587, 0.2988656843170269, 0.6360990921502525, 1.8155596114774442, 0.8059005284834959, -0.6697539040176796, -0.7121095981751986, -1.5907999564948658, -1.2080433456586586, -3.3267960751639882, 2.196752611415441, 4.111530441077612, 1.7237812183732166, 2.639743411062371, 2.3271326787828697, -2.4939784177135897, 0.2173107363021637, 0.8613613964564961, 2.4113744172170506, -1.0003338329636413, -1.000053173090138, 0.0351085200549554, -1.3441716538288302, 4.036327371087176, 2.938317421669972, -4.026617249809763, 1.413426592714013, 0.0514684217178617, -1.2531814722060057, -1.4035867901071573, 3.100336627124263, 0.3807503451591388, 1.674003119381102, -0.6957279700729111, 1.9801502782590585, -0.6926415801389678, -0.9203880622956613, -3.100278873093147, 0.2533326505860988, -3.1386974637038767, 1.3947619720080633]|2173.6570498981304809|      8.00000000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[0.9633605940155912, -0.6428270683452267, 1.62315448123683, -1.8193357751276173, 2.481209915726279, 2.3757807526675716, 0.1193475697338811, 1.265297232114392, -0.3490269938840748, -1.4352436850973587, 0.2988656843170269, 0.6360990921502525, 1.8155596114774442, 0.8059005284834959, -0.6697539040176796, -0.7121095981751986, -1.5907999564948658, -1.2080433456586586, -3.3267960751639882, 2.196752611415441, 4.111530441077612, 1.7237812183732166, 2.639743411062371, 2.3271326787828697, -2.4939784177135897, 0.2173107363021637, 0.8613613964564961, 2.4113744172170506, -1.0003338329636413, -1.000053173090138, 0.0351085200549554, -1.3441716538288302, 4.036327371087176, 2.938317421669972, -4.026617249809763, 1.413426592714013, 0.0514684217178617, -1.2531814722060057, -1.4035867901071573, 3.100336627124263, 0.3807503451591388, 1.674003119381102, -0.6957279700729111, 1.9801502782590585, -0.6926415801389678, -0.9203880622956613, -3.100278873093147, 0.2533326505860988, -3.1386974637038767, 1.3947619720080633]|2173.6570498981304809|      4.00000000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       7|[1.0701657160447602, -0.712141565070582, 0.4593570881661915, -2.5501958838678087, 1.5384056086199314, 3.022166097353874, 0.1869626002824621, 1.2098765501061495, 0.1877627893195655, -0.814301914624479, 1.240247785277123, 0.3076999951874514, 2.1721606606497645, 1.489517196606871, -0.5419955506468418, -2.086791540701955, -2.118011928346426, -0.2278831942001805, -3.476701704712872, 0.8165892183306163, 3.8299442446115575, 1.865160863801451, 2.6236424500867117, 3.243097423963553, -2.5118423913753563, 0.6898083556989627, 0.979488047226902, 2.391659431683513, -0.6654534840892918, -0.6388939080961108, 0.2545758283011841, -1.6826136826013596, 3.665517427095541, 3.3527915795964263, -3.5979358042270526, 1.4189025226143217, 0.3432935704880463, -1.3265051282133091, -1.7530352862697935, 3.802989500809539, 0.9451285902221969, 2.226311616673781, -1.4042593912636505, 1.4569362215145452, -0.1850364442694186, -0.0460950671560078, -2.8745076193480523, -0.0954413258397911, -3.3862991944153378, 1.2945231534284836]|1954.7710571036839156|      8.00000000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       8|[1.0701657160447602, -0.712141565070582, 0.4593570881661915, -2.5501958838678087, 1.5384056086199314, 3.022166097353874, 0.1869626002824621, 1.2098765501061495, 0.1877627893195655, -0.814301914624479, 1.240247785277123, 0.3076999951874514, 2.1721606606497645, 1.489517196606871, -0.5419955506468418, -2.086791540701955, -2.118011928346426, -0.2278831942001805, -3.476701704712872, 0.8165892183306163, 3.8299442446115575, 1.865160863801451, 2.6236424500867117, 3.243097423963553, -2.5118423913753563, 0.6898083556989627, 0.979488047226902, 2.391659431683513, -0.6654534840892918, -0.6388939080961108, 0.2545758283011841, -1.6826136826013596, 3.665517427095541, 3.3527915795964263, -3.5979358042270526, 1.4189025226143217, 0.3432935704880463, -1.3265051282133091, -1.7530352862697935, 3.802989500809539, 0.9451285902221969, 2.226311616673781, -1.4042593912636505, 1.4569362215145452, -0.1850364442694186, -0.0460950671560078, -2.8745076193480523, -0.0954413258397911, -3.3862991944153378, 1.2945231534284836]|1954.7710571036839156|      4.00000000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
       9|[1.0701657160447602, -0.712141565070582, 0.4593570881661915, -2.5501958838678087, 1.5384056086199314, 3.022166097353874, 0.1869626002824621, 1.2098765501061495, 0.1877627893195655, -0.814301914624479, 1.240247785277123, 0.3076999951874514, 2.1721606606497645, 1.489517196606871, -0.5419955506468418, -2.086791540701955, -2.118011928346426, -0.2278831942001805, -3.476701704712872, 0.8165892183306163, 3.8299442446115575, 1.865160863801451, 2.6236424500867117, 3.243097423963553, -2.5118423913753563, 0.6898083556989627, 0.979488047226902, 2.391659431683513, -0.6654534840892918, -0.6388939080961108, 0.2545758283011841, -1.6826136826013596, 3.665517427095541, 3.3527915795964263, -3.5979358042270526, 1.4189025226143217, 0.3432935704880463, -1.3265051282133091, -1.7530352862697935, 3.802989500809539, 0.9451285902221969, 2.226311616673781, -1.4042593912636505, 1.4569362215145452, -0.1850364442694186, -0.0460950671560078, -2.8745076193480523, -0.0954413258397911, -3.3862991944153378, 1.2945231534284836]|1954.7710571036839156|      2.00000000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
      10|[0.9601640032868893, -0.7073599732936593, 0.2432402212200319, -2.7463477031076633, 1.6310954734691843, 3.334497115456584, 0.2103712997192531, 1.4863676986489156, 0.1803882113014545, -0.8379693183789685, 0.5770373526508797, 0.374430376208418, 1.5492702381499381, 0.7919159979866616, -0.70693045935651, -1.5755078174084076, -1.5934763627630042, -0.3668222573297579, -3.8955263314156463, 0.8223267807838962, 4.109548286824322, 1.9152156229327215, 2.6462729664044344, 3.6357656655256685, -2.552421927956116, 0.8569317537971892, 1.0211566330257569, 2.470803291548527, -0.5973033462834145, -0.6194801111556976, 0.3944060901660857, -1.8251119297273894, 3.664814993697043, 3.5440584346972166, -3.5808722828945703, 1.4370661228521637, 0.3812251863688421, -1.3691748262721937, -1.840301065172052, 4.230417372263286, 0.9230349065663713, 2.2051212101732034, -1.562066279250104, 2.0011722777908276, -0.7395215174526211, -0.384860059065057, -3.4055845457729186, -0.3189952599479213, -3.259646749604602, 1.270536184629085]|1816.0301326882720332|      4.00000000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[0.5826035730258627, -0.6976576444014307, -0.20828091701327, -3.499590137532534, 1.7355699200948889, 4.4616903197129965, 0.2604213615743344, 1.8455542313649516, 0.229364330610225, -0.46568428724701, 1.3033178316999345, 0.2712324240878802, 1.889280800000269, 1.2809518562487225, -0.9661071835820435, -2.754884094642515, -2.2126103717117154, -0.2237621672256976, -4.753008893209809, 0.5265315225357099, 4.887905628012698, 2.0239259019707347, 2.787737391139597, 4.989746968207701, -2.7836579014987377, 1.25523753848683, 1.201618772363491, 2.7383936756760887, -0.4151032265518003, -0.646880492717221, 0.8186652869181874, -2.2610582599494817, 3.869270450106848, 4.108972407773823, -3.7292085028972086, 1.5515835872797439, 0.5215288953325162, -1.5193128184235298, -2.087605017337787, 5.491478906459106, 1.3700049727013133, 3.436160410614462, -2.3925457111791104, 1.9495817177081305, 0.2402863862429603, 0.4170214477775007, -3.485487162257979, -0.2183681268123259, -3.7063741660802076, 1.9390533759176973]|1782.3561784247306150|      8.00000000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
