k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.1014022145694843, 1.0719973690544635, 0.0285259537575227, 1.0505514019841553, 0.8491418428865365, 1.455844307926112, 1.0063454088934523, 1.02392309760395]| 84.3987763860982625|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[0.1014022145694843, 1.0719973690544635, 0.0285259537575227, 1.0505514019841553, 0.8491418428865365, 1.455844307926112, 1.0063454088934523, 1.02392309760395]| 84.3987763860982625|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.1014022145694843, 1.0719973690544635, 0.0285259537575227, 1.0505514019841553, 0.8491418428865365, 1.455844307926112, 1.0063454088934523, 1.02392309760395]| 84.3987763860982625|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.1201609351272808, 1.1674780377069998, 0.04864345958999, 1.0411878798620275, 0.8296068966959276, 1.6571754368901546, 0.9928202095208968, 1.1308828755514333]| 56.6953061319648128|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[0.1201609351272808, 1.1674780377069998, 0.04864345958999, 1.0411878798620275, 0.8296068966959276, 1.6571754368901546, 0.9928202095208968, 1.1308828755514333]| 56.6953061319648128|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.1201609351272808, 1.1674780377069998, 0.04864345958999, 1.0411878798620275, 0.8296068966959276, 1.6571754368901546, 0.9928202095208968, 1.1308828755514333]| 56.6953061319648128|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0670813530268192, 1.1864401827214348, 0.0648611891287953, 1.0236456623754018, 0.8186201992355253, 1.7511686055439581, 1.0219123792501907, 1.1764402378601004]| 55.3604464599723798|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[0.0670813530268192, 1.1864401827214348, 0.0648611891287953, 1.0236456623754018, 0.8186201992355253, 1.7511686055439581, 1.0219123792501907, 1.1764402378601004]| 55.3604464599723798|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-0.0022029951900069, 1.1237571778751487, 0.0068562800585872, 1.0188437483544408, 0.845672642946732, 1.7765197950923972, 1.0097284406973408, 1.1318877265933522]| 52.8025117598488549|      0.25000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[-0.0022029951900069, 1.1237571778751487, 0.0068562800585872, 1.0188437483544408, 0.845672642946732, 1.7765197950923972, 1.0097284406973408, 1.1318877265933522]| 52.8025117598488549|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-0.0022029951900069, 1.1237571778751487, 0.0068562800585872, 1.0188437483544408, 0.845672642946732, 1.7765197950923972, 1.0097284406973408, 1.1318877265933522]| 52.8025117598488549|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-0.025195333819649, 1.087658788510653, 0.0104628764166121, 1.0116672233248194, 0.8396170897519228, 1.7519100826918075, 0.9943356891129083, 1.1655144143660674]| 49.2860282428341492|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[-0.025195333819649, 1.087658788510653, 0.0104628764166121, 1.0116672233248194, 0.8396170897519228, 1.7519100826918075, 0.9943356891129083, 1.1655144143660674]| 49.2860282428341492|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-0.0416435866583302, 1.070727881500448, -0.0194913725062098, 1.0376282977577194, 0.8611316695488597, 1.7429428865566532, 0.9849977947331859, 1.1993866881355344]| 48.6482574596340598|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[-0.0416435866583302, 1.070727881500448, -0.0194913725062098, 1.0376282977577194, 0.8611316695488597, 1.7429428865566532, 0.9849977947331859, 1.1993866881355344]| 48.6482574596340598|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-0.0739803978404343, 1.0443977443534724, -0.0321093511797021, 1.0112816673190892, 0.8650295907296789, 1.7596948360324949, 0.9909547060072783, 1.1680396020441686]| 47.0169145250543181|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[-0.0739803978404343, 1.0443977443534724, -0.0321093511797021, 1.0112816673190892, 0.8650295907296789, 1.7596948360324949, 0.9909547060072783, 1.1680396020441686]| 47.0169145250543181|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-0.0946367329901682, 1.0279775054536526, -0.0378625852185636, 1.015773090481266, 0.8733689697949798, 1.8046525309963468, 0.9859826390481031, 1.2003073562149038]| 45.5606888682734308|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-0.0946367329901682, 1.0279775054536526, -0.0378625852185636, 1.015773090481266, 0.8733689697949798, 1.8046525309963468, 0.9859826390481031, 1.2003073562149038]| 45.5606888682734308|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
