k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00320689233401, 149.94315496226446, -100.05627052973355, 0.9977638941484634, 1.9991227836310697]|84511.8530481164925732|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[49.00320689233401, 149.94315496226446, -100.05627052973355, 0.9977638941484634, 1.9991227836310697]|84511.8530481164925732|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[48.033476387153705, 150.07610890136237, -100.04576414426953, 1.2018695246420357, 2.012408297034298]|81377.4812905193102779|      2.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[48.033476387153705, 150.07610890136237, -100.04576414426953, 1.2018695246420357, 2.012408297034298]|81377.4812905193102779|      1.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[47.03730247140373, 150.01615551348792, -100.10932517720148, 1.2036104422453027, 2.0121164747475517]|78170.1881178628245834|      2.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[47.03730247140373, 150.01615551348792, -100.10932517720148, 1.2036104422453027, 2.0121164747475517]|78170.1881178628245834|      1.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[46.06044419704825, 150.05190535969905, -100.11795063366466, 1.4141618842570205, 2.0041445184816884]|75117.3146103120379848|      2.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[46.06044419704825, 150.05190535969905, -100.11795063366466, 1.4141618842570205, 2.0041445184816884]|75117.3146103120379848|      1.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[45.06435884923565, 149.98920612012628, -100.1801897354891, 1.4171033428973687, 2.0047981660967626]|72040.4501345396420220|      2.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[43.08253876750406, 149.80463125099885, -100.27945353723781, 1.5857049898755637, 1.9983589401633495]|66108.5431935371452710|      4.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[43.08253876750406, 149.80463125099885, -100.27945353723781, 1.5857049898755637, 1.9983589401633495]|66108.5431935371452710|      2.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[41.133331953236905, 149.71192696846236, -100.39633171674137, 1.8990254879894821, 2.281499307881274]|60541.9351997535704868|      4.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[41.133331953236905, 149.71192696846236, -100.39633171674137, 1.8990254879894821, 2.281499307881274]|60541.9351997535704868|      2.00000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[39.1420817865271, 149.587525442466, -100.53513919912183, 1.903143669064227, 2.268749510714717]|55107.3891666815034114|      4.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[39.1420817865271, 149.587525442466, -100.53513919912183, 1.903143669064227, 2.268749510714717]|55107.3891666815034114|      2.00000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[37.152362589746645, 149.4570009479576, -100.68897020737383, 1.918829806606003, 2.2771661778610883]|49937.0142564284033142|      4.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[37.152362589746645, 149.4570009479576, -100.68897020737383, 1.918829806606003, 2.2771661778610883]|49937.0142564284033142|      2.00000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[35.16184162343385, 149.31544890481257, -100.82162764521176, 1.9143964434376346, 2.2640646043704207]|45030.1323448225521133|      4.00000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[35.16184162343385, 149.31544890481257, -100.82162764521176, 1.9143964434376346, 2.2640646043704207]|45030.1323448225521133|      2.00000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[33.1712395487177, 149.1863928010237, -100.9624728012784, 1.9455219986107308, 2.257603641722753]|40387.5995741281003575|      4.00000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[33.1712395487177, 149.1863928010237, -100.9624728012784, 1.9455219986107308, 2.257603641722753]|40387.5995741281003575|      2.00000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[31.182319662366886, 149.03213260730746, -101.1049741808927, 1.95232860907447, 2.2506390760571127]|36008.2343619956445764|      4.00000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[31.182319662366886, 149.03213260730746, -101.1049741808927, 1.95232860907447, 2.2506390760571127]|36008.2343619956445764|      2.00000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[29.191221576226045, 148.88913202395167, -101.22673312104055, 1.9368007618379253, 2.24704867490225]|31893.0395565541512042|      4.00000000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[25.375767965769406, 149.10714884074312, -101.35686097061368, 3.107177615730163, 2.3368661380612057]|24830.3546726337626751|      8.00000000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
