k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.128737575161216, -0.0324825556624858, 0.2235738570286647, 0.0305252024693171, 1.5126110189785291, -0.0417114578793765, 1.183542048085415, 0.0382496846816353, 0.1922673027055237, 0.0698928499080054, 0.4433417715919247, -0.0999558938210304, 0.2338974348677441, 0.0489709945787491, 0.1788978405656916, -0.1448665082751804, 1.4983996957841075, 0.1108635610969381, 1.1070386022747658, 0.0551668722469467, 0.1301664652485844, -0.0958318014287698, 0.1167211471163261, 0.063739612549603, 0.3885231701738453, 0.1919463008300801, -0.0001033902907093, 0.2460430688590688, 0.1343420572918222, -0.0760846748783006, 0.5944665748321407, 0.339105595989396, -0.0560379516813159, 0.0732232132590835, 0.155395309221427, -0.065171088190988, 0.1899073600364242, -0.0624052650880189, 0.0768742764904915, 0.3289918675719068, 0.391146446919996, -0.0583567052496707, 0.2393605456616663, 0.2035263547138847, 0.3907245557976696, 0.1091538986275592, 0.3146397270648774, 0.0518975832258707, 0.2036025674279058, -0.0749589641262381, 0.2783441704847919, 0.3226139226738731, 0.0894078852325568, -0.0188261499308065, 0.5439225945012786, 0.0353976334214305, 0.0431865390979076, 0.0254635135428074, 0.2875372206754803, -0.1958777469054409, -0.0404369430698852, -0.0840301504136626, 0.1511532356031586, 0.0073619959291043, 0.4241866455399704, 0.1122512732814817]|117008.6015625000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[4.073492860568755, -0.1410387062907273, 0.2617916581033428, -0.2161405284043712, 1.6193020581171322, 0.1800204146541031, 1.2098553791298834, 0.2321901864037268, 0.3416107659015697, 0.1312395365694977, 0.3982429993566899, -0.511753747965602, 0.5591702251519692, 0.0106375370370767, 0.0369063972299161, 0.0336830636288759, 1.329671062030694, 0.2265295256742057, 0.9149157649752865, 0.2638675619988615, -0.0843598239229857, 0.215105477349335, 0.2944031921078502, 0.0170359334716268, 0.0030919724121796, 0.325476037626147, 0.1448693545327787, 0.1450726689195036, 0.0693833933493954, -0.2707446252587323, 0.7647257461389807, 0.4004850793014376, 0.2755948667362493, -0.0275729527256997, 0.3396646897114606, 0.1032506473211402, 0.1084356097365315, -0.0592656977841306, 0.3609722717743061, -0.0760902470982944, 0.5919933607881577, -0.2747071347253937, 0.5495770938871414, 0.4797811042257394, 0.6020850932659293, -0.0076027501206575, 0.5851733673162167, 0.5002349372013521, -0.0948115372746905, 0.5507200640445823, 0.4978941261177336, 0.201606239159959, -0.0787735142460679, -0.0625069510320295, 0.0478832424566757, 0.400166865586955, -0.5314903961254424, -0.1374878675965503, 0.6878799002520188, -0.3478261537931974, 0.1601048526085025, -0.1627144751617774, -0.035266336607079, -0.3846690752583538, 0.7641797327537772, -0.0501601488803501]|35183.4570312500000000|      4.00000000|[81, 0, 0, 5]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | iterate success | actual_k=0
       3|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      8.00000000|[113, 0, 0, 7]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      4.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      2.00000000|[273, 0, 0, 17]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      1.00000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      0.50000000|[433, 0, 0, 27]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[3.8139810073336924, -0.4979156999920927, 0.4894112950871221, 0.1579288653034633, 0.2859813848508697, 0.4466370067208293, 0.4663719901571556, 0.4292596472930227, -0.3855989375935102, 0.2273526984473366, 0.7271129433008167, -1.324083172112362, 0.7317572842599726, -0.6590386628097469, 0.0812308749817318, -0.1004472726480928, 1.4616596457484743, 0.4262781568136842, -0.0821580032238285, -0.8759832002159034, 0.0136327275313656, 0.6376366872363362, 0.2820888714034464, -0.2078593463322475, 0.5004088676831837, -0.3243755134135041, 0.6866504968703795, -0.3258202236759535, 0.5358636898143571, 0.1580017560286253, -0.1363574192006189, 0.5480805308110135, -0.3297417087690374, -0.5291444782634948, 0.6437110902476479, 0.3244636733727978, 0.0753174735975915, -0.4870506976127483, 0.6807346070312845, -0.2553587547761498, 0.911191757566711, -0.3310989784639208, 0.4591302136585429, 0.1240776233863587, 0.1800468434732242, 1.2364810132635864, 0.0875160741230869, -0.3682448885897699, 0.3352802496781618, 1.1921672710178681, 0.6889351773401853, 0.019980998511687, -0.3569202729891853, 0.1183239375146442, -0.6298677091381719, 0.9914786361227281, -0.9444832746075258, -0.5489285366918428, 0.7341167767145447, -0.6185782249283394, 0.4202503690398185, -0.022572644047639, 0.1425444327130213, -0.3925400469021054, 0.8635029326796334, -0.4798044351469217]|10415.0292968750000000|      0.25000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[3.761963373768821, -0.5581232790502001, 0.4569911165350384, 0.1470385375541041, 0.2227505667136501, 0.4136272151677756, 0.4991876164008981, 0.4168855990185343, -0.3512843868509528, 0.1953873112605264, 0.7564570145318786, -1.3274516453912384, 0.7499253610441929, -0.6439346724335452, 0.0827822108867648, -0.1065854522432315, 1.4045016368577419, 0.4337746753509796, -0.0799725364144463, -0.8625671527842286, 0.039893306847045, 0.6790664710485387, 0.2670311351518082, -0.2435137217314617, 0.5226113874440645, -0.3145492803543912, 0.6886352785171054, -0.3266799605119772, 0.547886758968455, 0.1847298774377661, -0.094747943581429, 0.527470101383529, -0.3555978594179643, -0.5483653847557709, 0.6884888929973706, 0.3517812515676195, 0.0474633006015309, -0.485548158448155, 0.6695291083316408, -0.2475418966971844, 0.8429502112060941, -0.3147310856275923, 0.4431846141752038, 0.1403477922661859, 0.1832539075516625, 1.2304680084167459, 0.0749187561989509, -0.3421026454380924, 0.352622562695214, 1.1653402781282833, 0.7237567827498778, 0.0848669300622282, -0.4310385324927251, 0.1050705870429036, -0.6264843703924107, 0.9683242095393367, -0.9488362668537761, -0.527335536249462, 0.6707181321334899, -0.6076605991669545, 0.4421256947668451, 0.0165536643071109, 0.0988985521022014, -0.4027235711051497, 0.8679796893224134, -0.4400265128566335]|6258.4448242187500000|      0.50000000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[3.761963373768821, -0.5581232790502001, 0.4569911165350384, 0.1470385375541041, 0.2227505667136501, 0.4136272151677756, 0.4991876164008981, 0.4168855990185343, -0.3512843868509528, 0.1953873112605264, 0.7564570145318786, -1.3274516453912384, 0.7499253610441929, -0.6439346724335452, 0.0827822108867648, -0.1065854522432315, 1.4045016368577419, 0.4337746753509796, -0.0799725364144463, -0.8625671527842286, 0.039893306847045, 0.6790664710485387, 0.2670311351518082, -0.2435137217314617, 0.5226113874440645, -0.3145492803543912, 0.6886352785171054, -0.3266799605119772, 0.547886758968455, 0.1847298774377661, -0.094747943581429, 0.527470101383529, -0.3555978594179643, -0.5483653847557709, 0.6884888929973706, 0.3517812515676195, 0.0474633006015309, -0.485548158448155, 0.6695291083316408, -0.2475418966971844, 0.8429502112060941, -0.3147310856275923, 0.4431846141752038, 0.1403477922661859, 0.1832539075516625, 1.2304680084167459, 0.0749187561989509, -0.3421026454380924, 0.352622562695214, 1.1653402781282833, 0.7237567827498778, 0.0848669300622282, -0.4310385324927251, 0.1050705870429036, -0.6264843703924107, 0.9683242095393367, -0.9488362668537761, -0.527335536249462, 0.6707181321334899, -0.6076605991669545, 0.4421256947668451, 0.0165536643071109, 0.0988985521022014, -0.4027235711051497, 0.8679796893224134, -0.4400265128566335]|6258.4448242187500000|      0.25000000|[625, 0, 0, 39]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
