k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[-3.986396734535905, -0.0667004598278645, 4.007865239616196, 0.0594354557945811, -1.9972496466485252, -0.0700428120701198]|  0.9391305928497090|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[-3.986396734535905, -0.0667004598278645, 4.007865239616196, 0.0594354557945811, -1.9972496466485252, -0.0700428120701198]|  0.9391305928497090|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[-3.986396734535905, -0.0667004598278645, 4.007865239616196, 0.0594354557945811, -1.9972496466485252, -0.0700428120701198]|  0.9391305928497090|      0.03125000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-3.986396734535905, -0.0667004598278645, 4.007865239616196, 0.0594354557945811, -1.9972496466485252, -0.0700428120701198]|  0.9391305928497090|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[-3.9903309698492007, -0.0584038842482007, 4.007071994159112, 0.0471862826353877, -1.997668309350775, -0.0670457316152103]|  0.5894096846826093|      0.03125000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[-3.9903309698492007, -0.0584038842482007, 4.007071994159112, 0.0471862826353877, -1.997668309350775, -0.0670457316152103]|  0.5894096846826093|      0.01562500|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[-3.9903309698492007, -0.0584038842482007, 4.007071994159112, 0.0471862826353877, -1.997668309350775, -0.0670457316152103]|  0.5894096846826093|      0.00781250|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[-3.991300284180304, -0.065602824278868, 4.005933720854728, 0.0448929459754105, -1.997209778149939, -0.068272735445181]|  0.5284507579641785|      0.01562500|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[-3.991300284180304, -0.065602824278868, 4.005933720854728, 0.0448929459754105, -1.997209778149939, -0.068272735445181]|  0.5284507579641785|      0.00781250|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[-3.9915387052912097, -0.0675653005004008, 4.00598616133967, 0.0373833347768868, -1.9965461670076, -0.0677345824947084]|  0.4539534442063894|      0.01562500|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[-3.9915387052912097, -0.0675653005004008, 4.00598616133967, 0.0373833347768868, -1.9965461670076, -0.0677345824947084]|  0.4539534442063894|      0.00781250|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-3.9916257269572584, -0.0700861079181232, 4.005706030314348, 0.0301114500103791, -1.9961024234661984, -0.06896642000962]|  0.4212179657790996|      0.01562500|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[-3.9916257269572584, -0.0700861079181232, 4.005706030314348, 0.0301114500103791, -1.9961024234661984, -0.06896642000962]|  0.4212179657790996|      0.00781250|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-3.9871578981338103, -0.0739768819369151, 4.007766988854059, 0.0308194969996502, -1.991613194898737, -0.0679498150633777]|  0.4087957966254409|      0.01562500|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[-3.9871578981338103, -0.0739768819369151, 4.007766988854059, 0.0308194969996502, -1.991613194898737, -0.0679498150633777]|  0.4087957966254409|      0.00781250|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-3.9871578981338103, -0.0739768819369151, 4.007766988854059, 0.0308194969996502, -1.991613194898737, -0.0679498150633777]|  0.4087957966254409|      0.00390625|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-3.987227933884579, -0.0754556688285836, 4.0071409314040105, 0.0273390947454951, -1.9921652855384342, -0.0684568865861558]|  0.3969755578903688|      0.00781250|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[-3.987227933884579, -0.0754556688285836, 4.0071409314040105, 0.0273390947454951, -1.9921652855384342, -0.0684568865861558]|  0.3969755578903688|      0.00390625|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[-3.987227933884579, -0.0754556688285836, 4.0071409314040105, 0.0273390947454951, -1.9921652855384342, -0.0684568865861558]|  0.3969755578903688|      0.00195312|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-3.987765502071885, -0.0758625373519551, 4.006853003901351, 0.0255838273356176, -1.992235088524678, -0.0688944221052356]|  0.3942226945459609|      0.00390625|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[-3.987765502071885, -0.0758625373519551, 4.006853003901351, 0.0255838273356176, -1.992235088524678, -0.0688944221052356]|  0.3942226945459609|      0.00195312|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-3.987330367066159, -0.0767511843557353, 4.007591349379809, 0.0241390947071972, -1.9926099377122173, -0.0686439366395726]|  0.3928412776652079|      0.00390625|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[-3.987330367066159, -0.0767511843557353, 4.007591349379809, 0.0241390947071972, -1.9926099377122173, -0.0686439366395726]|  0.3928412776652079|      0.00195312|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[-3.987330367066159, -0.0767511843557353, 4.007591349379809, 0.0241390947071972, -1.9926099377122173, -0.0686439366395726]|  0.3928412776652079|      0.00097656|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-3.987420675522131, -0.077672883480992, 4.0074863335368605, 0.0243733561842892, -1.992658762262137, -0.0688103662586096]|  0.3921282869714933|      0.00195312|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      30|[-3.987420675522131, -0.077672883480992, 4.0074863335368605, 0.0243733561842892, -1.992658762262137, -0.0688103662586096]|  0.3921282869714933|      0.00097656|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
