k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|1687370.1489277461078018|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8861967588809899, 1.2137200431349344, -1.0613608732534519, 0.9100924094529818, -0.8280893009283103, 1.122240463571844, -1.0959222806983995, 0.9701000053764886, -0.9137251972868062, 1.1045878207006972, -1.223765223395272, 0.709010381226252, -0.7770473759508312, 1.1767626871992714, -1.2629337356534382, 0.9061570354059125, -0.8720011641277264, 1.0812750378338403, -1.2852639025980765, 0.7799595590211817, -0.9045454931378429, 1.1412256402363683, -1.2151955586585728, 0.5904742277955062, -0.971746737938939, 1.1880805369264842, -1.106048541509339, 0.6882156621890108, -0.8175766670877489, 1.1665879800920824, -1.373641874648085, 0.7097321927091977, -0.8696806779565847, 1.3305816913801698, -1.1477035239489917, 0.9177462887894701, -0.7636708006715217, 1.108925532552803, -1.1944053705725832, 0.7348731688367753, -0.7228617163570709, 1.2542615362656155, -1.0853308420140442, 0.6978434294085115, -0.762087291705525, 0.9850600872447962, -1.083413767590093, 0.7015395654539983, -0.8699207999887858, 1.2269952084674756, -1.1271544203797292, 0.5974904803538663, -0.9290957848302775, 1.2329361739951332, -1.0959936739849436, 0.8989389239514161, -0.8276467611416881, 1.1203365372229372, -1.1961834788032015, 0.4994355847146972, -0.7600239684943804, 1.2218356556681056, -1.0903445269450458, 0.8150057179636646, -0.6508452265941398, 1.0785675080694714, -1.1934935164111633, 0.9262741056766065, -0.8917420453213704, 1.2029351922344034, -1.2263550843399882, 0.7030698520189744, -0.696920317005627, 1.2179227609756444, -1.2796642114339105, 0.7735061841550698, -0.9177736910898302, 1.0640912962037352, -1.2947073984159632, 0.7897231231466316, -0.8049838197464191, 1.1914149515494787, -1.420738158309199, 0.684856958692537, -0.8754049566625364, 1.0430041130600844, -1.1774317796963065, 0.6782085994997069, -0.71160525132688, 1.1096063353293928, -1.137272083803131, 0.7305543587894986, -0.9409282013289163, 1.1199079754142958, -1.3057221913263164, 0.6300820449510405, -0.797210213126543, 1.2022921062824703, -1.143456296875826, 0.8169963669466014]|1577862.0000000000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.9621586438055667, 1.3000677890752508, -1.2292094382065568, 0.6868375871885192, -1.2652160976315632, 0.8507851597742724, -0.9253709376539292, 0.5312263903495091, -1.0606779907485975, 1.06798323798425, -1.3563872179510803, 0.7458796302177103, -0.7123977607657865, 1.0630247540187152, -0.9361292325442037, 0.8810102204594573, -0.8988110591592866, 0.8707901667033684, -1.0646340004495698, 0.8221032542729549, -1.3768865048893981, 0.9409787036093066, -1.289137852391875, 0.5971886592348011, -1.0823475952274704, 1.020757498396145, -0.6677261809084405, 0.7433559917958973, -0.7305914916545326, 0.9574794894923049, -1.0959258690980394, 0.628270602740664, -0.7446762966009813, 0.8755731434872156, -1.139860316480246, 1.0921470924511907, -0.7223706917042657, 1.2531324097170593, -1.4226591951915915, 0.857410471825905, -0.5196052508421392, 1.6019650803852972, -1.0594615700905372, 0.5426407570252552, -0.9329352211169484, 1.1188622276327527, -1.2392709020328545, 0.3745810869758606, -0.9228224095776698, 0.7394109493297651, -1.2826415221052223, 0.765856653057296, -0.8501582860945072, 0.9248038130592273, -0.9665939075933199, 1.0355953795335477, -0.8413534020046671, 1.26398740393686, -1.1493467623860283, 0.4913701559690281, -0.5892959314178007, 0.9722530963096233, -1.1793649841190177, 0.8370567230960952, -0.6141339779707939, 1.1647037849157214, -1.3712412898663384, 0.8401675276210356, -0.7644066782863552, 1.1601249605113053, -1.1040165339340813, 0.596983042883625, -0.6556803154222233, 1.5537746140442414, -1.3372459160169714, 0.4479995173648397, -0.6159935297271336, 0.8031338518642919, -1.3243906279393745, 0.7510881752049496, -0.9349874253325008, 1.0858725130571072, -1.252937455184883, 0.5457545245402736, -0.8407914679869839, 1.0011505036592037, -1.1003778131347854, 0.6796477888637352, -0.6449452979396507, 1.1260489779261333, -1.4286262667452583, 0.7101823647527408, -1.3369874542936866, 0.9571850689355572, -0.9493047619888964, 0.8370278341020859, -1.0419477291570236, 0.862540878359466, -1.3059646244268792, 1.0491057553464858]|1434861.8750000000000000|      4.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[-0.3022316870489767, 1.4465563951560851, -1.057573130726059, 0.3260899568089765, -0.9869712651581407, 1.276636481674729, -0.480063510396964, 0.3558853198202056, -0.5782740799282613, 1.4796343935539598, -0.931178786937131, 0.6516082682300932, -1.2969615717544336, 1.2303480247002199, -0.1584149491391534, 0.9140681248812543, -1.0238723261438696, 1.304327607811955, -0.6330353466649157, 0.7720371897108974, -1.510583363571847, 0.1428267221887832, -1.4227518455030044, 0.7751177044398392, -1.4302797243578627, 0.2920043946904241, -0.0823232377986123, 1.1650996159324543, -1.7703641438218827, 0.6829542734304479, -0.7864087249845108, 0.2818868962884039, -0.5107264777320971, 0.4916901953958113, -1.1403710617436467, 0.6227683514971326, -0.7117503908113609, 1.597743057442235, -2.02665776585512, 0.2246851215052885, 0.0792803051123127, 1.0054384130773342, -1.0834911934742721, 0.3398848253369398, -0.6595007981092742, 1.1222316433787272, -0.487979538407231, 0.5353662801677126, -1.0709127148037039, 0.8725832924815542, -1.011937856500798, 0.2860249819434813, -1.5257046357566169, 0.4016966331657499, -0.2991812518816028, 1.2719035199394908, -0.8618302774675267, 1.0273675977465693, -1.610500911904031, 0.0627325331221661, -0.4395003965431354, 1.2983985737183605, -2.0407430498779338, 0.7741706678796684, -0.3977782486057766, 0.7091566659431521, -1.1945939388705222, 0.5687089085446733, -0.8326332333326579, 0.8857594265450377, -0.3656541436491263, 0.744805872376306, -0.5952395956486815, 1.3000257669170527, -1.7972783231872014, 0.7344579235361861, -1.028134221651765, 0.3930713569289561, -1.694068192861551, 0.1390170159654655, -0.9481205816034215, 1.1978006401528498, -1.5755795588244528, 0.3550200521452949, -0.964878870785794, 0.6667222317416892, -1.1827969272431829, 0.9497338223058792, -0.8733392808869533, 0.9523305967472508, -0.8981561735411291, 0.241732355788265, -0.558292420455618, 1.1201369063858269, -0.8611202287719314, 0.7247728852843903, -1.0473157471606298, 0.8429319154032223, -0.8237595257255881, 0.9499797896847787]|1262627.8787565852981061|      8.00000000|[85, 12, 1, 7]                                                             |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       4|[0.1470278690643788, 0.950285333322503, -0.7514105859681227, 0.6513818117357405, -0.7758086274406366, 1.608044549826389, -0.4222251394036042, 0.5129198836723459, -0.4373007423739392, -0.3386799595055068, -1.873125520036193, -0.2342463187084154, -0.9721251235278576, 0.9472637549964531, -1.5520155058862866, -0.1402620994776616, -1.4190952813819364, -0.0036075496526966, -0.3807045224537016, 0.3005436733738681, -0.363647064719385, 0.6769651336953665, -1.1122997829224068, 1.755244321138181, -0.5799270949180115, 0.633550768284523, 0.953664354592415, 0.132895554012195, -2.5734883087105476, -0.7300068647562501, 0.5597310432693462, -0.1638590317180986, -0.7855276337919674, 0.3738924535588775, -1.9997563767402968, -1.3015948471940688, 0.6493571285264266, 1.7498678754757684, -2.1749864544229793, 0.1141667029303046, 0.0199246333862246, -1.0368539603630615, -1.645797887591813, -1.4677472777116265, -1.0689399606471433, 1.7865539980579612, -0.8327530999537567, -0.8556016080883135, 0.3000306460188877, 0.72257901356894, -1.5786568637619016, -1.6336863911139377, -2.0777226787550926, 0.2462039621563553, 0.1177430232868803, 0.4785173264274217, -0.5526708802827212, 0.2651719826244279, -1.3248270594780975, -0.3030078028692582, -0.5656635727824506, 1.390819128392136, -1.4987816071588962, 0.7619777483702251, -1.521734306402687, -0.043605143883895, -1.4976248719401533, 0.2811555844057776, 0.6817799960127874, 0.0415582476815992, -0.566774711807523, 1.6997580488260402, -0.588993237969831, 0.1554388919464444, -0.6388056756779279, 0.6444707746901102, -0.6068821704877123, 0.7722560869600044, -0.0729736589042635, 0.7738805664697785, -1.3800442636263806, 0.3427161209722598, -1.0434708903888725, 0.5460128444289903, -0.8387729852742081, -0.0223756199377868, -1.4691476548614963, 1.5235168595610513, -1.2615520459048923, 1.6452123034698662, -0.232218411855025, -0.6090193851896528, -0.4349500227415027, 0.8909543453451306, -0.3922794704219086, 1.2436787031581917, -1.3541269983591255, 0.3196955120440396, -0.5439116362939164, 0.2700213400633031]|1005217.7500000000000000|     16.00000000|[156, 22, 1, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | iterate success | actual_k=2
       5|[0.1470278690643788, 0.950285333322503, -0.7514105859681227, 0.6513818117357405, -0.7758086274406366, 1.608044549826389, -0.4222251394036042, 0.5129198836723459, -0.4373007423739392, -0.3386799595055068, -1.873125520036193, -0.2342463187084154, -0.9721251235278576, 0.9472637549964531, -1.5520155058862866, -0.1402620994776616, -1.4190952813819364, -0.0036075496526966, -0.3807045224537016, 0.3005436733738681, -0.363647064719385, 0.6769651336953665, -1.1122997829224068, 1.755244321138181, -0.5799270949180115, 0.633550768284523, 0.953664354592415, 0.132895554012195, -2.5734883087105476, -0.7300068647562501, 0.5597310432693462, -0.1638590317180986, -0.7855276337919674, 0.3738924535588775, -1.9997563767402968, -1.3015948471940688, 0.6493571285264266, 1.7498678754757684, -2.1749864544229793, 0.1141667029303046, 0.0199246333862246, -1.0368539603630615, -1.645797887591813, -1.4677472777116265, -1.0689399606471433, 1.7865539980579612, -0.8327530999537567, -0.8556016080883135, 0.3000306460188877, 0.72257901356894, -1.5786568637619016, -1.6336863911139377, -2.0777226787550926, 0.2462039621563553, 0.1177430232868803, 0.4785173264274217, -0.5526708802827212, 0.2651719826244279, -1.3248270594780975, -0.3030078028692582, -0.5656635727824506, 1.390819128392136, -1.4987816071588962, 0.7619777483702251, -1.521734306402687, -0.043605143883895, -1.4976248719401533, 0.2811555844057776, 0.6817799960127874, 0.0415582476815992, -0.566774711807523, 1.6997580488260402, -0.588993237969831, 0.1554388919464444, -0.6388056756779279, 0.6444707746901102, -0.6068821704877123, 0.7722560869600044, -0.0729736589042635, 0.7738805664697785, -1.3800442636263806, 0.3427161209722598, -1.0434708903888725, 0.5460128444289903, -0.8387729852742081, -0.0223756199377868, -1.4691476548614963, 1.5235168595610513, -1.2615520459048923, 1.6452123034698662, -0.232218411855025, -0.6090193851896528, -0.4349500227415027, 0.8909543453451306, -0.3922794704219086, 1.2436787031581917, -1.3541269983591255, 0.3196955120440396, -0.5439116362939164, 0.2700213400633031]|1005217.7500000000000000|      8.00000000|[269, 38, 2, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.1470278690643788, 0.950285333322503, -0.7514105859681227, 0.6513818117357405, -0.7758086274406366, 1.608044549826389, -0.4222251394036042, 0.5129198836723459, -0.4373007423739392, -0.3386799595055068, -1.873125520036193, -0.2342463187084154, -0.9721251235278576, 0.9472637549964531, -1.5520155058862866, -0.1402620994776616, -1.4190952813819364, -0.0036075496526966, -0.3807045224537016, 0.3005436733738681, -0.363647064719385, 0.6769651336953665, -1.1122997829224068, 1.755244321138181, -0.5799270949180115, 0.633550768284523, 0.953664354592415, 0.132895554012195, -2.5734883087105476, -0.7300068647562501, 0.5597310432693462, -0.1638590317180986, -0.7855276337919674, 0.3738924535588775, -1.9997563767402968, -1.3015948471940688, 0.6493571285264266, 1.7498678754757684, -2.1749864544229793, 0.1141667029303046, 0.0199246333862246, -1.0368539603630615, -1.645797887591813, -1.4677472777116265, -1.0689399606471433, 1.7865539980579612, -0.8327530999537567, -0.8556016080883135, 0.3000306460188877, 0.72257901356894, -1.5786568637619016, -1.6336863911139377, -2.0777226787550926, 0.2462039621563553, 0.1177430232868803, 0.4785173264274217, -0.5526708802827212, 0.2651719826244279, -1.3248270594780975, -0.3030078028692582, -0.5656635727824506, 1.390819128392136, -1.4987816071588962, 0.7619777483702251, -1.521734306402687, -0.043605143883895, -1.4976248719401533, 0.2811555844057776, 0.6817799960127874, 0.0415582476815992, -0.566774711807523, 1.6997580488260402, -0.588993237969831, 0.1554388919464444, -0.6388056756779279, 0.6444707746901102, -0.6068821704877123, 0.7722560869600044, -0.0729736589042635, 0.7738805664697785, -1.3800442636263806, 0.3427161209722598, -1.0434708903888725, 0.5460128444289903, -0.8387729852742081, -0.0223756199377868, -1.4691476548614963, 1.5235168595610513, -1.2615520459048923, 1.6452123034698662, -0.232218411855025, -0.6090193851896528, -0.4349500227415027, 0.8909543453451306, -0.3922794704219086, 1.2436787031581917, -1.3541269983591255, 0.3196955120440396, -0.5439116362939164, 0.2700213400633031]|1005217.7500000000000000|      4.00000000|[383, 54, 4, 31]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.5549250524350351, 0.7288195324234336, -1.0720788548074716, 0.2892755376796964, -0.2814168560888989, 1.2827035690478312, -0.4711609686944994, -0.3964231844267115, -0.3139582413434703, -0.2360921032194082, -1.4328048482224274, -0.8062554586938099, -1.1838823065352222, 0.5317696768479515, -1.2522569947295907, -0.3579302443641358, -1.862514127524299, 0.5143921158574422, -0.216783784199437, 0.6217010690342012, 0.0538076797715302, -0.4343748462012206, -0.8946539807968027, 2.271706169929611, -0.0382409792152013, 0.4018936585665852, 0.8349836854339361, -0.3610261181638609, -3.534861124978075, -0.9509375631581909, 0.5273799334766492, -0.5057932514397125, -0.9150469379563393, 0.3375318918754596, -2.011135553712685, -0.6203214928611159, 0.7455363920984923, 2.0616006859993825, -1.785058727616709, 0.1453876038040575, 0.0954067367863542, -0.1393648145292454, -1.2939164790460627, -1.062167426978958, -1.4391248414147246, 1.870398553786525, -0.8401550093448705, -0.7648651289360023, -0.1202296778239557, 0.6281596019862434, -1.6224127195731735, -1.566448378042647, -2.1916904298535598, 0.3260692042529115, 0.2620116166978295, -0.0111910861953256, -0.5388726906675658, 0.039801922444838, -1.326521751478955, -0.8985033749058993, -0.879917761189956, 1.232818489089426, -1.144715039917625, 0.535862038562949, -0.8107419001084722, 0.0051147445285294, -1.1183311971588443, 0.2296528614402261, 0.5089477793316752, 0.147066818725574, -0.7939745122817803, 1.7302902045921176, -0.1977679891463843, -0.1101144915714132, -0.616176998730433, 0.5307958699442055, -0.6845727824021558, 1.0898358393335181, 0.3383541810136569, -0.0453773769280229, -1.571676092658588, 0.0960108317820788, -0.8491035419727536, 0.9537061883523368, -0.5840434523571282, -0.2287457305057475, -1.4376211817547226, 1.8919158947664114, -1.2046891441161849, 0.5503210965067338, -0.2606288610775915, -1.121579788732213, -0.6391328162273692, -0.2830662425803258, -1.0570269465508821, 0.7817697023677317, -0.964439162514308, 0.1232109745205858, -0.3649299120861779, 0.0645030060381191]|788099.2500000000000000|      8.00000000|[425, 60, 4, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       8|[0.5549250524350351, 0.7288195324234336, -1.0720788548074716, 0.2892755376796964, -0.2814168560888989, 1.2827035690478312, -0.4711609686944994, -0.3964231844267115, -0.3139582413434703, -0.2360921032194082, -1.4328048482224274, -0.8062554586938099, -1.1838823065352222, 0.5317696768479515, -1.2522569947295907, -0.3579302443641358, -1.862514127524299, 0.5143921158574422, -0.216783784199437, 0.6217010690342012, 0.0538076797715302, -0.4343748462012206, -0.8946539807968027, 2.271706169929611, -0.0382409792152013, 0.4018936585665852, 0.8349836854339361, -0.3610261181638609, -3.534861124978075, -0.9509375631581909, 0.5273799334766492, -0.5057932514397125, -0.9150469379563393, 0.3375318918754596, -2.011135553712685, -0.6203214928611159, 0.7455363920984923, 2.0616006859993825, -1.785058727616709, 0.1453876038040575, 0.0954067367863542, -0.1393648145292454, -1.2939164790460627, -1.062167426978958, -1.4391248414147246, 1.870398553786525, -0.8401550093448705, -0.7648651289360023, -0.1202296778239557, 0.6281596019862434, -1.6224127195731735, -1.566448378042647, -2.1916904298535598, 0.3260692042529115, 0.2620116166978295, -0.0111910861953256, -0.5388726906675658, 0.039801922444838, -1.326521751478955, -0.8985033749058993, -0.879917761189956, 1.232818489089426, -1.144715039917625, 0.535862038562949, -0.8107419001084722, 0.0051147445285294, -1.1183311971588443, 0.2296528614402261, 0.5089477793316752, 0.147066818725574, -0.7939745122817803, 1.7302902045921176, -0.1977679891463843, -0.1101144915714132, -0.616176998730433, 0.5307958699442055, -0.6845727824021558, 1.0898358393335181, 0.3383541810136569, -0.0453773769280229, -1.571676092658588, 0.0960108317820788, -0.8491035419727536, 0.9537061883523368, -0.5840434523571282, -0.2287457305057475, -1.4376211817547226, 1.8919158947664114, -1.2046891441161849, 0.5503210965067338, -0.2606288610775915, -1.121579788732213, -0.6391328162273692, -0.2830662425803258, -1.0570269465508821, 0.7817697023677317, -0.964439162514308, 0.1232109745205858, -0.3649299120861779, 0.0645030060381191]|788099.2500000000000000|      4.00000000|[538, 76, 5, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.2015041458231025, 0.8840366988364284, -1.0847971748515002, 0.3330468282764234, 0.1643931455760447, 1.821141257120959, -0.4615987680551785, 0.0606522951429257, -0.73975744971428, -0.7216671080962016, -1.5001032456729664, -0.2335626224946017, -1.2012123295220958, 0.3657342463026475, -0.7677972618778987, -0.4351015025465043, -2.419913375698755, 0.3583938736534241, 0.2544592014210945, -0.0441025272975277, 0.3638729634552347, -0.3790247747843476, -1.0396701290104648, 1.2522087029474982, -0.147245393793229, -0.4007129117918494, 1.397203321913946, -0.1946599588445083, -4.274649813918366, -0.8047768633165406, 0.3964924095799859, -0.1801821869850334, -0.3724795088908198, 0.3794303985161002, -1.9298706884827244, -0.7997236964801522, 0.102111712878701, 2.096286616342241, -1.6106932416539341, -0.1821481053086747, 0.5470940631289458, 0.6779519045244337, -1.1831058074377139, -0.6125150071324221, -1.0636400012912153, 2.0688176120679818, -0.3983437040729623, -0.1279811478016687, -0.4148531641773221, 0.4760477445985755, -2.040577106042186, -1.3515729359465007, -2.2211890273530517, 0.138066404623692, -0.06211456181977, 0.4974196132301098, -0.5494542668699346, -0.0743810563219347, -0.839800912165735, -0.7128994941515763, -0.7574111157779417, 1.019401957303647, -1.3178782025836528, 0.3992214123303393, -0.6128195529973405, -0.1063742830608722, -1.2303388178569319, 0.1853818486627536, 0.3745979910830095, -0.3628739565299965, -1.466644425368572, 2.0183610718852227, -0.2583730083166534, -0.2464081125851445, -1.3911407166720182, 0.7636259738997739, -0.9233081583959457, 0.9428449874128562, 0.23054155213144, 0.815513185673209, -0.9207582123662748, -0.1656854354171834, -0.9207761744623123, 0.4781099999523579, -0.1811825031061626, -0.9351554044637711, -0.6042440804094518, 1.4347203119474807, -1.590059088388832, -0.1343051220932514, -0.6880909097188901, -0.6646466664468459, -0.2856474308307846, -0.6705380202941451, -1.3711650686909556, 0.6993806180879828, -1.4153090013180984, 0.3706800351457227, -0.6310170668828957, 0.0831535098858048]|735229.6875000000000000|      8.00000000|[566, 80, 5, 45]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.2015041458231025, 0.8840366988364284, -1.0847971748515002, 0.3330468282764234, 0.1643931455760447, 1.821141257120959, -0.4615987680551785, 0.0606522951429257, -0.73975744971428, -0.7216671080962016, -1.5001032456729664, -0.2335626224946017, -1.2012123295220958, 0.3657342463026475, -0.7677972618778987, -0.4351015025465043, -2.419913375698755, 0.3583938736534241, 0.2544592014210945, -0.0441025272975277, 0.3638729634552347, -0.3790247747843476, -1.0396701290104648, 1.2522087029474982, -0.147245393793229, -0.4007129117918494, 1.397203321913946, -0.1946599588445083, -4.274649813918366, -0.8047768633165406, 0.3964924095799859, -0.1801821869850334, -0.3724795088908198, 0.3794303985161002, -1.9298706884827244, -0.7997236964801522, 0.102111712878701, 2.096286616342241, -1.6106932416539341, -0.1821481053086747, 0.5470940631289458, 0.6779519045244337, -1.1831058074377139, -0.6125150071324221, -1.0636400012912153, 2.0688176120679818, -0.3983437040729623, -0.1279811478016687, -0.4148531641773221, 0.4760477445985755, -2.040577106042186, -1.3515729359465007, -2.2211890273530517, 0.138066404623692, -0.06211456181977, 0.4974196132301098, -0.5494542668699346, -0.0743810563219347, -0.839800912165735, -0.7128994941515763, -0.7574111157779417, 1.019401957303647, -1.3178782025836528, 0.3992214123303393, -0.6128195529973405, -0.1063742830608722, -1.2303388178569319, 0.1853818486627536, 0.3745979910830095, -0.3628739565299965, -1.466644425368572, 2.0183610718852227, -0.2583730083166534, -0.2464081125851445, -1.3911407166720182, 0.7636259738997739, -0.9233081583959457, 0.9428449874128562, 0.23054155213144, 0.815513185673209, -0.9207582123662748, -0.1656854354171834, -0.9207761744623123, 0.4781099999523579, -0.1811825031061626, -0.9351554044637711, -0.6042440804094518, 1.4347203119474807, -1.590059088388832, -0.1343051220932514, -0.6880909097188901, -0.6646466664468459, -0.2856474308307846, -0.6705380202941451, -1.3711650686909556, 0.6993806180879828, -1.4153090013180984, 0.3706800351457227, -0.6310170668828957, 0.0831535098858048]|735229.6875000000000000|      4.00000000|[678, 96, 5, 53]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
