k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       4|[0.0138444271761133, 0.0338046603169764, -0.0220162133155145, 0.0003957146582639, 0.0111273200655439, 0.0024142210049634, 0.008608851215713, -0.0010988417336575, 0.0038419845599708, 0.0282472419315264, 0.0046532610853608, -0.0143949928926512, -0.0112410370624214, -0.0278294176413087, -0.0241467823383107, -0.0166272830216939, 0.0301885812404136, -0.0037411724860516, -0.0025092756624688, -0.0063612586683652, -0.0150568106528669, 0.0118842443838614, -0.0031134000657038, -0.0036897570365702, -0.0114789726695214, -0.0211249236697157, -0.0097662114872396, 0.0002365956944166, 0.0073767574514023, 0.0186557556584364, 0.0254006010467374, 0.004696271843893, -0.0112065637593894, -0.0072986690667891, 0.0084758416484303, -0.0074489318178835, 0.0004968476397722, 0.0051254610496264, -0.0069711553440545, 0.0198011908956016, 0.0028160346994766, -0.0228162944650832, -0.0179938721247323, 0.0206341867834813, -0.0079922746598709, 0.0022795425077948, 0.0108970722267915, -0.0098369675019085, 0.0484074247760476, -0.0037731396703097, 0.0087717351368877, -0.0077947815829234, 0.0379103549616456, 0.0291008514241366, 0.0112361444643147, 0.0142753403533456, 0.0157152866193138]|86554.0460132105217781|      0.25000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=16
       5|[0.0138444271761133, 0.0338046603169764, -0.0220162133155145, 0.0003957146582639, 0.0111273200655439, 0.0024142210049634, 0.008608851215713, -0.0010988417336575, 0.0038419845599708, 0.0282472419315264, 0.0046532610853608, -0.0143949928926512, -0.0112410370624214, -0.0278294176413087, -0.0241467823383107, -0.0166272830216939, 0.0301885812404136, -0.0037411724860516, -0.0025092756624688, -0.0063612586683652, -0.0150568106528669, 0.0118842443838614, -0.0031134000657038, -0.0036897570365702, -0.0114789726695214, -0.0211249236697157, -0.0097662114872396, 0.0002365956944166, 0.0073767574514023, 0.0186557556584364, 0.0254006010467374, 0.004696271843893, -0.0112065637593894, -0.0072986690667891, 0.0084758416484303, -0.0074489318178835, 0.0004968476397722, 0.0051254610496264, -0.0069711553440545, 0.0198011908956016, 0.0028160346994766, -0.0228162944650832, -0.0179938721247323, 0.0206341867834813, -0.0079922746598709, 0.0022795425077948, 0.0108970722267915, -0.0098369675019085, 0.0484074247760476, -0.0037731396703097, 0.0087717351368877, -0.0077947815829234, 0.0379103549616456, 0.0291008514241366, 0.0112361444643147, 0.0142753403533456, 0.0157152866193138]|86554.0460132105217781|      0.12500000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       6|[0.0128805504632184, 0.0279327738161698, -0.0099050341715908, -0.0036126665565785, 0.0120347281424093, 0.0038991213044664, 0.0258584102706896, 0.0109256352491343, 0.0141828398455956, 0.02330963732909, -0.0219870635427879, 0.0073979595470761, 0.0180066941121793, -0.025506789048369, -0.0319448041255634, -0.045888955137863, 0.0272473470080464, -0.0156205414213434, 0.0300747191754304, 0.0020964596631454, -0.0233168672966833, 0.007143687776721, -0.0015511031923019, 0.0196966288681406, -0.0110042722391082, -0.0178725483037283, 0.0137666174891649, 0.0121916875491649, 0.0079115799612347, 0.0132506839362767, 0.0530185288627042, 0.03351421044508, -0.0281448773084027, 0.0025449204379046, 0.0403038836239553, -0.0176899557014701, 0.0125734600252442, 0.0074191660287161, -0.0081815470919501, 0.0185801354203577, 0.0280678820386993, -0.0193945571956208, -0.004209559811905, 0.039232499355943, 0.0011614792387458, -0.0434802516161481, 0.0096385019908006, -0.0098482457060806, 0.0535989063916669, -0.0210775557232054, 0.0318074071435342, 0.0196990481647653, 0.0653957658210586, 0.0385840176975264, 0.0083284119270271, 0.0225597659627883, 0.0245885916770136]|64077.2995634879043791|      0.25000000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=16
       7|[0.0128805504632184, 0.0279327738161698, -0.0099050341715908, -0.0036126665565785, 0.0120347281424093, 0.0038991213044664, 0.0258584102706896, 0.0109256352491343, 0.0141828398455956, 0.02330963732909, -0.0219870635427879, 0.0073979595470761, 0.0180066941121793, -0.025506789048369, -0.0319448041255634, -0.045888955137863, 0.0272473470080464, -0.0156205414213434, 0.0300747191754304, 0.0020964596631454, -0.0233168672966833, 0.007143687776721, -0.0015511031923019, 0.0196966288681406, -0.0110042722391082, -0.0178725483037283, 0.0137666174891649, 0.0121916875491649, 0.0079115799612347, 0.0132506839362767, 0.0530185288627042, 0.03351421044508, -0.0281448773084027, 0.0025449204379046, 0.0403038836239553, -0.0176899557014701, 0.0125734600252442, 0.0074191660287161, -0.0081815470919501, 0.0185801354203577, 0.0280678820386993, -0.0193945571956208, -0.004209559811905, 0.039232499355943, 0.0011614792387458, -0.0434802516161481, 0.0096385019908006, -0.0098482457060806, 0.0535989063916669, -0.0210775557232054, 0.0318074071435342, 0.0196990481647653, 0.0653957658210586, 0.0385840176975264, 0.0083284119270271, 0.0225597659627883, 0.0245885916770136]|64077.2995634879043791|      0.12500000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       8|[0.0128805504632184, 0.0279327738161698, -0.0099050341715908, -0.0036126665565785, 0.0120347281424093, 0.0038991213044664, 0.0258584102706896, 0.0109256352491343, 0.0141828398455956, 0.02330963732909, -0.0219870635427879, 0.0073979595470761, 0.0180066941121793, -0.025506789048369, -0.0319448041255634, -0.045888955137863, 0.0272473470080464, -0.0156205414213434, 0.0300747191754304, 0.0020964596631454, -0.0233168672966833, 0.007143687776721, -0.0015511031923019, 0.0196966288681406, -0.0110042722391082, -0.0178725483037283, 0.0137666174891649, 0.0121916875491649, 0.0079115799612347, 0.0132506839362767, 0.0530185288627042, 0.03351421044508, -0.0281448773084027, 0.0025449204379046, 0.0403038836239553, -0.0176899557014701, 0.0125734600252442, 0.0074191660287161, -0.0081815470919501, 0.0185801354203577, 0.0280678820386993, -0.0193945571956208, -0.004209559811905, 0.039232499355943, 0.0011614792387458, -0.0434802516161481, 0.0096385019908006, -0.0098482457060806, 0.0535989063916669, -0.0210775557232054, 0.0318074071435342, 0.0196990481647653, 0.0653957658210586, 0.0385840176975264, 0.0083284119270271, 0.0225597659627883, 0.0245885916770136]|64077.2995634879043791|      0.06250000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[0.0178846010770212, 0.0261676035713324, -0.0214366808469946, -0.0062108421303935, 0.0007338711995379, 0.0076120871820536, 0.0377140195454194, 0.0099887864017904, 0.0170093770754462, 0.0214582684849804, -0.035946306238407, 0.0093000608306362, 0.002511019451473, -0.0338880079712202, -0.0321065204601959, -0.0577611710084042, 0.0244260556906919, -0.0170619505295587, 0.0384582942638917, 0.0133848929336143, -0.0190351682608364, 0.0065856253276445, -0.0055188857173197, 0.0145374851024997, -0.006683873449583, -0.0204976578006593, 0.0110487646035377, 0.0073290391083796, 0.0106127119536928, 0.006954026495317, 0.0707546773339279, 0.031569307019739, -0.0306784002952944, -0.0018035538250368, 0.0507821878157934, -0.0106211516839898, 0.0060454517748878, 0.0232968612973708, -0.0053358474293163, 0.0354953285976055, 0.0276137087493227, -0.0249024795075491, -0.0101581845415633, 0.0498056917346801, 0.0069641484527636, -0.0480976143167031, 0.0140015486025296, -0.0112832875727264, 0.0755525836008175, -0.001838122186992, 0.0250966595655909, 0.0160584775378764, 0.0739515753092564, 0.037653571117526, 0.0044680458731044, 0.0262593066984072, 0.0325044485409785]|42525.2788106457010144|      0.12500000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[0.0178846010770212, 0.0261676035713324, -0.0214366808469946, -0.0062108421303935, 0.0007338711995379, 0.0076120871820536, 0.0377140195454194, 0.0099887864017904, 0.0170093770754462, 0.0214582684849804, -0.035946306238407, 0.0093000608306362, 0.002511019451473, -0.0338880079712202, -0.0321065204601959, -0.0577611710084042, 0.0244260556906919, -0.0170619505295587, 0.0384582942638917, 0.0133848929336143, -0.0190351682608364, 0.0065856253276445, -0.0055188857173197, 0.0145374851024997, -0.006683873449583, -0.0204976578006593, 0.0110487646035377, 0.0073290391083796, 0.0106127119536928, 0.006954026495317, 0.0707546773339279, 0.031569307019739, -0.0306784002952944, -0.0018035538250368, 0.0507821878157934, -0.0106211516839898, 0.0060454517748878, 0.0232968612973708, -0.0053358474293163, 0.0354953285976055, 0.0276137087493227, -0.0249024795075491, -0.0101581845415633, 0.0498056917346801, 0.0069641484527636, -0.0480976143167031, 0.0140015486025296, -0.0112832875727264, 0.0755525836008175, -0.001838122186992, 0.0250966595655909, 0.0160584775378764, 0.0739515753092564, 0.037653571117526, 0.0044680458731044, 0.0262593066984072, 0.0325044485409785]|42525.2788106457010144|      0.06250000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[0.0133420754725444, 0.0411419696563161, -0.008777495597112, -0.0050347904075458, 0.0051174821704824, 0.0105871323979191, 0.0405852514776956, 0.0062736149749102, 0.0094090438609003, 0.0272062325076702, -0.0313685242927623, -0.0009931574719695, 0.0108494473909286, -0.0303020611604241, -0.0219601417730062, -0.0684105361606164, 0.0387323867980977, 0.0022890138761359, 0.0310488752604117, 0.0171433762610599, -0.0152259078285472, -0.006700555753961, -0.0070456411805683, 0.0235464678274128, -0.006449308616241, -0.0086403103283999, 0.0165992538603481, 0.0123448274305799, 0.0103198985816598, 0.0036013594921472, 0.0698255453464571, 0.02679005776344, -0.0259171222055454, -1.97207465683e-05, 0.0598347061911292, -0.005959051890464, 0.015201392267587, 0.0166800899094546, -0.0032343730841402, 0.0394912234333135, 0.0353501232875974, -0.0323242651333144, -0.0081975895583235, 0.0698990479981697, 0.0068909258941334, -0.0437712665119599, 0.0079052683659713, 0.0045056134059274, 0.0910602872330489, 0.00763820283403, 0.0285000200996824, 0.0210875175456548, 0.0836703422025912, 0.0448914355807992, 0.0089118598343762, 0.0144738696732242, 0.0334871730622309]|31737.8708171752259659|      0.12500000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
