k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1220252079738044, 0.1239223908980143, 0.2577111632934262, 0.1640242348321145, 0.1689555377770761, 0.1199711078315552, 0.1883086447875442, 0.0850386670801267, 0.1143855736677662, 0.1235472066885149, 0.1582070990642152, 0.1308382807707879, 0.0987317935364414, 0.1885523462956566, 0.1157549367612543, 0.1329479791181293, 0.0989244148405179, 0.0584401152281375, 0.0578288827553694, 0.1254666597067366, 0.1417826470205502, 0.0117483805109778, 0.1097342893476067, 0.1367596719755378, 0.096362436781899, 0.1581837674237826, 0.1053547758060795, 0.1445774101543209, 0.137216590400133, 0.2498264490047794, 0.1115267364477688, 0.1177407490053054, 0.0937253473510647, 0.2830234945111807, 0.0987022558625239, 0.1703229912447907, 0.1422331315663351, 0.1014451948997771, 0.148833749444279, 0.1018189643015146, 0.1695565983270549, 0.108091207382893, 0.1937188593668556, 0.1016633798765325, 0.1640916270833726, 0.1394799723841752, 0.147927431660649, 0.1248748781542638, -0.0088170215942548, 0.1545913029543112]|1722.9562534358819903|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[0.2996606080275349, 0.3151439213588839, 0.6354911666929945, 0.2622784481204946, 0.5027530478606641, 0.436385642362201, 0.6038851658125041, 0.3379940209319422, 0.3074438199665727, 0.2799807191971024, 0.578338369938898, 0.4821694990033577, 0.2356526800555914, 0.3171647974688939, 0.2287162556778589, 0.2942574522013318, 0.3927907988703984, 0.1659372992410001, -0.0315242647982082, 0.3359799444711041, 0.3612333002914059, 0.1083188681488597, 0.4118448278932291, 0.429655100649943, 0.4050829522481838, 0.5286724529317666, 0.2886411056511335, 0.409840952119121, 0.353933163183825, 0.6959758583343785, 0.3283240996878637, 0.3367600261618858, 0.2988927186397911, 0.8231774764207066, 0.406424501010846, 0.5926649610534734, 0.3991679927373247, 0.3527375638484941, 0.4493330783416704, 0.5113176504527529, 0.5859688580413159, 0.27616755950018, 0.3903995453838601, 0.3746109288892929, 0.5760132346876619, 0.3390452493010723, 0.5529467630139451, 0.314364178539249, 0.1360658319206376, 0.4610191360903284]|1526.7199091269521887|      4.00000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       3|[0.7514260044974965, 0.6001536404367109, 1.367157376811143, 0.4536612214742299, 0.4669288304714055, 1.5711281264382042, 1.3645617908531236, 1.1407128772553654, 0.4080190343088843, 0.3495002140582701, 1.300772140637228, 0.9953840998848027, 0.7178356089031299, 0.9335786187651449, 0.1818211343311862, 0.4355013381134122, 0.0896092994989882, 0.3443453990436021, 0.7138352840610112, 0.4987306446150072, 1.1063742825086957, 0.4828408608660573, 0.8249182549838496, 0.7136300640526194, 1.0819736094914245, 1.111878041299648, 0.2923296533633945, 0.5714542947460874, 1.1519022975081368, 1.4099482907641816, 0.5826099492675627, 0.9897656955894207, 0.6250032711483984, 1.5167763918906159, 0.2295426180868602, 1.834863757342485, 1.3586742628694224, 1.076391019384633, 1.1027813724557896, 0.4813733498541445, 1.5024910399161535, 0.6927181996609635, 0.7130606758112106, 0.8220836010102002, 1.408429137323878, 1.0011802585350777, 0.7830164410887557, 0.306479810988797, 0.8735811511952577, 0.4261300731469571]|1237.2531138966126036|      8.00000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       4|[1.3906803157502954, 0.7695107075118954, 1.0785865256168325, 1.865490317507325, 2.6517201353158018, 2.9592692798829265, 1.6870059030538458, 2.2430006599802645, 2.529628457858675, 0.8470411604119872, 1.668839371484847, 0.5506873190349237, 0.8836583842917549, 2.6608371330579694, 0.2347512007602998, 0.3972543481468321, 0.4300774765896424, 0.5549264434414356, 2.615512237031198, 1.491240538624786, 1.4882978117470245, 1.7930485799255889, 1.5930343066595851, 1.8157289119710984, 1.71770511011561, 1.0756237604230174, 1.8088109009581363, 0.7629968395053399, 1.2068431384637395, 3.301843202879027, 0.4966680799239023, 0.2483169611068262, 2.9820792875150297, 1.2329417042290036, 2.6031354261793473, 2.8394727583745567, 2.0886074413469076, 0.8296273044041048, 2.1919329160690957, 1.008937704224974, 1.273344802966346, -1.2768437513080981, 0.8005198563387848, 0.7995592081740046, 1.4706735291779975, 1.014971763064079, 1.9592754846563696, 2.29773076811966, 1.8409849241025389, 2.7699081452157186]|945.2152116713541545|     16.00000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       5|[1.3906803157502954, 0.7695107075118954, 1.0785865256168325, 1.865490317507325, 2.6517201353158018, 2.9592692798829265, 1.6870059030538458, 2.2430006599802645, 2.529628457858675, 0.8470411604119872, 1.668839371484847, 0.5506873190349237, 0.8836583842917549, 2.6608371330579694, 0.2347512007602998, 0.3972543481468321, 0.4300774765896424, 0.5549264434414356, 2.615512237031198, 1.491240538624786, 1.4882978117470245, 1.7930485799255889, 1.5930343066595851, 1.8157289119710984, 1.71770511011561, 1.0756237604230174, 1.8088109009581363, 0.7629968395053399, 1.2068431384637395, 3.301843202879027, 0.4966680799239023, 0.2483169611068262, 2.9820792875150297, 1.2329417042290036, 2.6031354261793473, 2.8394727583745567, 2.0886074413469076, 0.8296273044041048, 2.1919329160690957, 1.008937704224974, 1.273344802966346, -1.2768437513080981, 0.8005198563387848, 0.7995592081740046, 1.4706735291779975, 1.014971763064079, 1.9592754846563696, 2.29773076811966, 1.8409849241025389, 2.7699081452157186]|945.2152116713541545|      8.00000000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[1.3906803157502954, 0.7695107075118954, 1.0785865256168325, 1.865490317507325, 2.6517201353158018, 2.9592692798829265, 1.6870059030538458, 2.2430006599802645, 2.529628457858675, 0.8470411604119872, 1.668839371484847, 0.5506873190349237, 0.8836583842917549, 2.6608371330579694, 0.2347512007602998, 0.3972543481468321, 0.4300774765896424, 0.5549264434414356, 2.615512237031198, 1.491240538624786, 1.4882978117470245, 1.7930485799255889, 1.5930343066595851, 1.8157289119710984, 1.71770511011561, 1.0756237604230174, 1.8088109009581363, 0.7629968395053399, 1.2068431384637395, 3.301843202879027, 0.4966680799239023, 0.2483169611068262, 2.9820792875150297, 1.2329417042290036, 2.6031354261793473, 2.8394727583745567, 2.0886074413469076, 0.8296273044041048, 2.1919329160690957, 1.008937704224974, 1.273344802966346, -1.2768437513080981, 0.8005198563387848, 0.7995592081740046, 1.4706735291779975, 1.014971763064079, 1.9592754846563696, 2.29773076811966, 1.8409849241025389, 2.7699081452157186]|945.2152116713541545|      4.00000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[1.3906803157502954, 0.7695107075118954, 1.0785865256168325, 1.865490317507325, 2.6517201353158018, 2.9592692798829265, 1.6870059030538458, 2.2430006599802645, 2.529628457858675, 0.8470411604119872, 1.668839371484847, 0.5506873190349237, 0.8836583842917549, 2.6608371330579694, 0.2347512007602998, 0.3972543481468321, 0.4300774765896424, 0.5549264434414356, 2.615512237031198, 1.491240538624786, 1.4882978117470245, 1.7930485799255889, 1.5930343066595851, 1.8157289119710984, 1.71770511011561, 1.0756237604230174, 1.8088109009581363, 0.7629968395053399, 1.2068431384637395, 3.301843202879027, 0.4966680799239023, 0.2483169611068262, 2.9820792875150297, 1.2329417042290036, 2.6031354261793473, 2.8394727583745567, 2.0886074413469076, 0.8296273044041048, 2.1919329160690957, 1.008937704224974, 1.273344802966346, -1.2768437513080981, 0.8005198563387848, 0.7995592081740046, 1.4706735291779975, 1.014971763064079, 1.9592754846563696, 2.29773076811966, 1.8409849241025389, 2.7699081452157186]|945.2152116713541545|      2.00000000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[1.3906803157502954, 0.7695107075118954, 1.0785865256168325, 1.865490317507325, 2.6517201353158018, 2.9592692798829265, 1.6870059030538458, 2.2430006599802645, 2.529628457858675, 0.8470411604119872, 1.668839371484847, 0.5506873190349237, 0.8836583842917549, 2.6608371330579694, 0.2347512007602998, 0.3972543481468321, 0.4300774765896424, 0.5549264434414356, 2.615512237031198, 1.491240538624786, 1.4882978117470245, 1.7930485799255889, 1.5930343066595851, 1.8157289119710984, 1.71770511011561, 1.0756237604230174, 1.8088109009581363, 0.7629968395053399, 1.2068431384637395, 3.301843202879027, 0.4966680799239023, 0.2483169611068262, 2.9820792875150297, 1.2329417042290036, 2.6031354261793473, 2.8394727583745567, 2.0886074413469076, 0.8296273044041048, 2.1919329160690957, 1.008937704224974, 1.273344802966346, -1.2768437513080981, 0.8005198563387848, 0.7995592081740046, 1.4706735291779975, 1.014971763064079, 1.9592754846563696, 2.29773076811966, 1.8409849241025389, 2.7699081452157186]|945.2152116713541545|      1.00000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       9|[1.4856192992682642, 0.8477904806691733, 1.1971076376858956, 1.9861401138465462, 2.7672105993171794, 2.788028150991043, 1.8397611200646862, 2.380728721831551, 2.6756020045318123, 0.876124332147785, 1.8345003036298928, 0.6586339088098789, 1.111474848440664, 2.7879179332074195, 0.1105955404444909, 0.5082447557744145, 0.2989749127965742, 0.6018684615790297, 2.6941141252966694, 1.581543105008244, 1.6589825984588342, 2.0654795586449723, 1.661835770481878, 1.6998771759416966, 1.7028711344796772, 1.5660688737103174, 1.8588005130407945, 0.7329948137142811, 1.2796082669530982, 3.3921951911407358, 0.5291154661022328, 0.2915446697457101, 3.057924237636671, 1.4445037895114652, 2.5796932346426127, 3.0484124679901448, 2.120414558641236, 0.8562673356091077, 2.3109541009776784, 1.0427336458818999, 1.4637978645094942, -1.1674893874667476, 0.9303929928126884, 0.897466273902975, 1.5975376564405885, 1.2339375795683603, 1.9001059986064102, 2.4533164977665813, 1.7540323216186344, 2.656985187370055]|898.1493287466346374|      2.00000000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
      10|[1.6266083275759973, 0.9609036186063458, 1.086324718062339, 2.0517242455170384, 2.850962082510834, 3.3846158347741016, 2.583050309680692, 2.339375226812367, 2.6027342168856142, 1.0110442444708838, 2.0875517770892067, 0.8216752588541351, 1.0191266582312057, 3.0080329023230252, 0.3247644694729018, 0.8361312352061662, 0.9110017687462151, 0.5231894070770704, 2.905908838320786, 2.295408176472423, 1.674931648504881, 1.9824921808267868, 1.545005048175551, 1.6753081446462736, 1.6931938270323457, 1.93879644696386, 1.9061836744376948, 0.8095654800303318, 1.7437561469388667, 3.6848532975631665, 0.5564293306878952, 0.5152789446885895, 2.8085062275254233, 1.373699312351627, 2.5099740647065185, 2.820357601387482, 2.4371672479956508, 0.8062967502776996, 2.3652146994100938, 0.9827976068422238, 1.7697564608603404, -0.6054708689647847, 1.3779758440421195, 0.826176205889857, 1.6650115781008727, 1.7745687428159576, 1.719391292724781, 2.638951293286322, 1.9364873154331628, 2.7459913842669317]|826.8264316093174102|      4.00000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[1.6266083275759973, 0.9609036186063458, 1.086324718062339, 2.0517242455170384, 2.850962082510834, 3.3846158347741016, 2.583050309680692, 2.339375226812367, 2.6027342168856142, 1.0110442444708838, 2.0875517770892067, 0.8216752588541351, 1.0191266582312057, 3.0080329023230252, 0.3247644694729018, 0.8361312352061662, 0.9110017687462151, 0.5231894070770704, 2.905908838320786, 2.295408176472423, 1.674931648504881, 1.9824921808267868, 1.545005048175551, 1.6753081446462736, 1.6931938270323457, 1.93879644696386, 1.9061836744376948, 0.8095654800303318, 1.7437561469388667, 3.6848532975631665, 0.5564293306878952, 0.5152789446885895, 2.8085062275254233, 1.373699312351627, 2.5099740647065185, 2.820357601387482, 2.4371672479956508, 0.8062967502776996, 2.3652146994100938, 0.9827976068422238, 1.7697564608603404, -0.6054708689647847, 1.3779758440421195, 0.826176205889857, 1.6650115781008727, 1.7745687428159576, 1.719391292724781, 2.638951293286322, 1.9364873154331628, 2.7459913842669317]|826.8264316093174102|      2.00000000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
