k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[164, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[326, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[489, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[653, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[815, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[0.6849183486361108, 0.0207330960357087, 0.6654741316377408, 0.0150293738072402, 0.6191681649676121, 0.0186892602506973, 1.3275238007803742, 0.0259335674168274, 0.0047085734133708, 0.0226603914847414, 1.2536483007208294, 0.0198378111223642, 0.2319101223880722, 0.0226569873494808, 1.2238273328443796, 0.0236153451733566, 4.5918487696383545, 0.0350273572643462, 4.455511588941166, 0.0338061961680675, 0.0835000873193238, 0.0193917849070922, 0.2433699775688832, 0.0223673858753433, 0.711274094298783, 0.016765760723674, 0.2033543985273977, 0.0198721545053133, -0.0603130753352312, 0.0214084213434764, 1.3978882748101125, 0.0213357594876838, 0.2402198446236484, 0.0118074339438473, 0.0606852084612308, 0.023970568891968, 0.0176296267132116, 0.0183362682036178, 0.4244758238502724, 0.0169815761422454, 0.2679133609008565, 0.0163954123965595, 0.8370225743228507, 0.0199754185909019, 1.0275419475494163, 0.020242034749595, 0.8019057717646932, 0.026302670475873, 0.2484395747224545, 0.0237936951368424, 0.5007122676173598, 0.0203888054874976, 0.2706533243580707, 0.0172569827476072, 0.3824123898668294, 0.0172776266063164, 0.1679883946182303, 0.0240929620629432, 0.2912614257951905, 0.0189224697164043, 0.1871433963220869, 0.0189562872056975, 0.0050639094819469, 0.0229745459573647, 0.1629428538079006, 0.0207588508508395]|360301.3125000000000000|      0.06250000|[925, 136, 0, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6849183486361108, 0.0207330960357087, 0.6654741316377408, 0.0150293738072402, 0.6191681649676121, 0.0186892602506973, 1.3275238007803742, 0.0259335674168274, 0.0047085734133708, 0.0226603914847414, 1.2536483007208294, 0.0198378111223642, 0.2319101223880722, 0.0226569873494808, 1.2238273328443796, 0.0236153451733566, 4.5918487696383545, 0.0350273572643462, 4.455511588941166, 0.0338061961680675, 0.0835000873193238, 0.0193917849070922, 0.2433699775688832, 0.0223673858753433, 0.711274094298783, 0.016765760723674, 0.2033543985273977, 0.0198721545053133, -0.0603130753352312, 0.0214084213434764, 1.3978882748101125, 0.0213357594876838, 0.2402198446236484, 0.0118074339438473, 0.0606852084612308, 0.023970568891968, 0.0176296267132116, 0.0183362682036178, 0.4244758238502724, 0.0169815761422454, 0.2679133609008565, 0.0163954123965595, 0.8370225743228507, 0.0199754185909019, 1.0275419475494163, 0.020242034749595, 0.8019057717646932, 0.026302670475873, 0.2484395747224545, 0.0237936951368424, 0.5007122676173598, 0.0203888054874976, 0.2706533243580707, 0.0172569827476072, 0.3824123898668294, 0.0172776266063164, 0.1679883946182303, 0.0240929620629432, 0.2912614257951905, 0.0189224697164043, 0.1871433963220869, 0.0189562872056975, 0.0050639094819469, 0.0229745459573647, 0.1629428538079006, 0.0207588508508395]|360301.3125000000000000|      0.03125000|[1088, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[0.6820506982929243, 0.023017750066966, 0.6610689339715183, 0.0137663565646722, 0.6149546980589593, 0.0187859371619218, 1.3297005037075287, 0.0284199970721007, 0.0061500585900442, 0.019404289760653, 1.2547032718261915, 0.0239241336456944, 0.2309497641208911, 0.015064604406413, 1.2231771473029338, 0.0239834657231141, 4.5956227391275535, 0.0491117593178587, 4.451214321649602, 0.050677309085287, 0.0821798924224028, 0.0244098872975618, 0.241294729661141, 0.0252821111808255, 0.7084832575026745, 0.0196104069435491, 0.2061370505150386, 0.0197272136404072, -0.0609849834585314, 0.0221085673164149, 1.3977120655685795, 0.0231268042027257, 0.2376029034631611, 0.014364610160069, 0.0563152553571657, 0.0256990553531086, 0.0192989031392851, 0.0211766683166185, 0.4236710748473253, 0.0162576184047254, 0.2681169814260856, 0.0173837611301686, 0.837609437476769, 0.0190359805063006, 1.029289245178432, 0.0246622105174155, 0.7996605051333198, 0.0268673742094136, 0.2411926044565127, 0.0251462644845975, 0.5018765191944347, 0.020780697308272, 0.2682293984481287, 0.0167203195829126, 0.3883295328601136, 0.0176407335790401, 0.1689758358948666, 0.0274755353009927, 0.2918483200537347, 0.0147449835837519, 0.1905456712571819, 0.0150267673520821, 0.0071059110492535, 0.0233705104545389, 0.1616775294318188, 0.0223517607290707]|308001.5000000000000000|      0.06250000|[1197, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.6820506982929243, 0.023017750066966, 0.6610689339715183, 0.0137663565646722, 0.6149546980589593, 0.0187859371619218, 1.3297005037075287, 0.0284199970721007, 0.0061500585900442, 0.019404289760653, 1.2547032718261915, 0.0239241336456944, 0.2309497641208911, 0.015064604406413, 1.2231771473029338, 0.0239834657231141, 4.5956227391275535, 0.0491117593178587, 4.451214321649602, 0.050677309085287, 0.0821798924224028, 0.0244098872975618, 0.241294729661141, 0.0252821111808255, 0.7084832575026745, 0.0196104069435491, 0.2061370505150386, 0.0197272136404072, -0.0609849834585314, 0.0221085673164149, 1.3977120655685795, 0.0231268042027257, 0.2376029034631611, 0.014364610160069, 0.0563152553571657, 0.0256990553531086, 0.0192989031392851, 0.0211766683166185, 0.4236710748473253, 0.0162576184047254, 0.2681169814260856, 0.0173837611301686, 0.837609437476769, 0.0190359805063006, 1.029289245178432, 0.0246622105174155, 0.7996605051333198, 0.0268673742094136, 0.2411926044565127, 0.0251462644845975, 0.5018765191944347, 0.020780697308272, 0.2682293984481287, 0.0167203195829126, 0.3883295328601136, 0.0176407335790401, 0.1689758358948666, 0.0274755353009927, 0.2918483200537347, 0.0147449835837519, 0.1905456712571819, 0.0150267673520821, 0.0071059110492535, 0.0233705104545389, 0.1616775294318188, 0.0223517607290707]|308001.5000000000000000|      0.03125000|[1359, 200, 0, 25]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[0.6812819041223536, 0.0231005275800964, 0.6569955956380754, 0.0170814025181231, 0.6138927867873387, 0.0199508721534305, 1.3304148699549299, 0.0305342751469778, 0.0065035909495853, 0.0170737555468324, 1.2485766648346592, 0.0259710285817869, 0.228759965973776, 0.0152217208632631, 1.220125105241054, 0.0303765898489997, 4.598658033645002, 0.0543340991171787, 4.455065544552936, 0.0622312020461908, 0.0830223756872006, 0.0198929498611389, 0.2396724549777087, 0.0226262919581449, 0.7079969160713475, 0.0247841024034281, 0.2045979013877053, 0.020060970282687, -0.0590818311907744, 0.0173989323620149, 1.4017606249788082, 0.0237397407016976, 0.2370151284601393, 0.0153321656622832, 0.0592611258183757, 0.0214142414744549, 0.0181540193382541, 0.0196424121796201, 0.4141320289629847, 0.0179555809000085, 0.2616502103219103, 0.0190841025675217, 0.8432450974828389, 0.0288605194033758, 1.0272868232954788, 0.0304381701103888, 0.795679994608971, 0.032643346380733, 0.2388476158387289, 0.0217620971988274, 0.5032117554504807, 0.020532404091358, 0.2623046373505941, 0.0174279760680765, 0.3888951347046921, 0.0170177947055744, 0.1727422127594096, 0.0296820584629949, 0.2954706632352387, 0.0100550609312246, 0.1949640512210805, 0.0174638318349885, 0.0044952511041091, 0.0231237329375242, 0.1577123921657909, 0.0252150985014959]|287749.4375000000000000|      0.06250000|[1468, 216, 0, 27]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
