k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4239553134704672, 0.5835679900683828, 5.207814600170916, 5.679309156411615, 6.168896367343269, 7.747489194679574]|169.5143111118264017|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[-1.0352807368211345, 0.6911039226971406, 4.11669334999127, 5.697860219438642, 5.365618213420495, 7.8988848868918184]| 62.3626691346704192|      4.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[-1.0352807368211345, 0.6911039226971406, 4.11669334999127, 5.697860219438642, 5.365618213420495, 7.8988848868918184]| 62.3626691346704192|      2.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-1.0352807368211345, 0.6911039226971406, 4.11669334999127, 5.697860219438642, 5.365618213420495, 7.8988848868918184]| 62.3626691346704192|      1.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[-1.2550288758874433, 1.0909030257074772, 3.4657044438239235, 5.714935891613761, 4.76015207955166, 7.86418533626419]| 36.4196152421720853|      2.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[-0.987016886788836, 1.9258571994577227, 2.547214323259527, 5.318906896041578, 3.267442588842914, 7.91293378112324]| 10.0330167402489536|      4.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[-0.987016886788836, 1.9258571994577227, 2.547214323259527, 5.318906896041578, 3.267442588842914, 7.91293378112324]| 10.0330167402489536|      2.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[-0.987016886788836, 1.9258571994577227, 2.547214323259527, 5.318906896041578, 3.267442588842914, 7.91293378112324]| 10.0330167402489536|      1.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-0.943824350702961, 2.4638409086728803, 1.885625145978958, 5.291244804699266, 2.7747866674160586, 7.747004140201504]|  4.4769681770585317|      2.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[-0.943824350702961, 2.4638409086728803, 1.885625145978958, 5.291244804699266, 2.7747866674160586, 7.747004140201504]|  4.4769681770585317|      1.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-0.5810971675090522, 2.951471887752763, 1.4342204392704656, 5.053827453634608, 2.209948448393062, 7.520135020840587]|  2.1559746604095666|      2.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[-0.5810971675090522, 2.951471887752763, 1.4342204392704656, 5.053827453634608, 2.209948448393062, 7.520135020840587]|  2.1559746604095666|      1.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-0.5810971675090522, 2.951471887752763, 1.4342204392704656, 5.053827453634608, 2.209948448393062, 7.520135020840587]|  2.1559746604095666|      0.50000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-0.1474809229116801, 3.084935590746846, 1.5484381791727313, 4.912048698586958, 2.1670351488523414, 7.424343927122725]|  2.0050738258221092|      1.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[-0.1474809229116801, 3.084935590746846, 1.5484381791727313, 4.912048698586958, 2.1670351488523414, 7.424343927122725]|  2.0050738258221092|      0.50000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-0.3589628567491895, 3.1015568311128523, 1.2380267040650663, 4.85766816925914, 1.8426188305944544, 7.445335654744578]|  1.6773670778061625|      1.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[-0.3589628567491895, 3.1015568311128523, 1.2380267040650663, 4.85766816925914, 1.8426188305944544, 7.445335654744578]|  1.6773670778061625|      0.50000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-0.3589628567491895, 3.1015568311128523, 1.2380267040650663, 4.85766816925914, 1.8426188305944544, 7.445335654744578]|  1.6773670778061625|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-0.1605254918302728, 3.089067714892387, 1.3628700322931608, 4.819812978520553, 1.906367950324283, 7.401932753403564]|  1.2081049754194426|      0.50000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-0.1605254918302728, 3.089067714892387, 1.3628700322931608, 4.819812978520553, 1.906367950324283, 7.401932753403564]|  1.2081049754194426|      0.25000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-0.0672040468913961, 3.12014469568436, 1.2920190222986632, 4.732058379663209, 1.7121131327762842, 7.353253601799255]|  0.9541641372662480|      0.50000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[0.3132992526756501, 3.1733198468203496, 1.3344067291841544, 4.642609920702083, 1.4829786668863947, 7.153030490355846]|  0.7265179240918167|      1.00000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[0.3132992526756501, 3.1733198468203496, 1.3344067291841544, 4.642609920702083, 1.4829786668863947, 7.153030490355846]|  0.7265179240918167|      0.50000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[0.3132992526756501, 3.1733198468203496, 1.3344067291841544, 4.642609920702083, 1.4829786668863947, 7.153030490355846]|  0.7265179240918167|      0.25000000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[0.1792536243795756, 3.1727402042781714, 1.205948212263823, 4.620355298615392, 1.3170451069343379, 7.152237737381294]|  0.5881228692855061|      0.50000000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[0.1792536243795756, 3.1727402042781714, 1.205948212263823, 4.620355298615392, 1.3170451069343379, 7.152237737381294]|  0.5881228692855061|      0.25000000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[0.3860229822871857, 3.183803506145862, 1.2887547047298473, 4.555886186511065, 1.2402156271696418, 7.100198469407011]|  0.4122765419969121|      0.50000000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[0.3860229822871857, 3.183803506145862, 1.2887547047298473, 4.555886186511065, 1.2402156271696418, 7.100198469407011]|  0.4122765419969121|      0.25000000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[0.3860229822871857, 3.183803506145862, 1.2887547047298473, 4.555886186511065, 1.2402156271696418, 7.100198469407011]|  0.4122765419969121|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[0.3485236963569984, 3.1744044630285466, 1.2248303429136562, 4.53072703072213, 1.1448633856636383, 7.082334975085729]|  0.3638991050508749|      0.25000000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
