k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[1.3139421660982682, 0.4835644831987396, 0.642056283094799, 0.7561499106430111, 0.5026029718062329, 3.0705027561214675, 5.00137802823672, 7.043721218667076, 1.8837546069676292, 4.472582600804218, 5.472541835040735]|  2.7530660489941021|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[1.3139421660982682, 0.4835644831987396, 0.642056283094799, 0.7561499106430111, 0.5026029718062329, 3.0705027561214675, 5.00137802823672, 7.043721218667076, 1.8837546069676292, 4.472582600804218, 5.472541835040735]|  2.7530660489941021|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[1.3139421660982682, 0.4835644831987396, 0.642056283094799, 0.7561499106430111, 0.5026029718062329, 3.0705027561214675, 5.00137802823672, 7.043721218667076, 1.8837546069676292, 4.472582600804218, 5.472541835040735]|  2.7530660489941021|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[1.285358589644996, 0.3845993820538136, 0.6583840542342035, 0.7533515229833906, 0.5408483008835246, 3.0472849727919424, 4.979632810778162, 7.012243429451793, 1.9070306460772493, 4.487419322844324, 5.495171067372906]|  2.3976262910259822|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[1.2369899128929531, 0.3176185964037161, 0.6220391841674627, 0.7804173736522185, 0.4147891080964758, 2.995084534951535, 4.998006882184236, 6.97774581416547, 2.013322410332711, 4.5056121164872085, 5.642982166292961]|  1.3562936532571721|      0.50000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[1.2369899128929531, 0.3176185964037161, 0.6220391841674627, 0.7804173736522185, 0.4147891080964758, 2.995084534951535, 4.998006882184236, 6.97774581416547, 2.013322410332711, 4.5056121164872085, 5.642982166292961]|  1.3562936532571721|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[1.2369899128929531, 0.3176185964037161, 0.6220391841674627, 0.7804173736522185, 0.4147891080964758, 2.995084534951535, 4.998006882184236, 6.97774581416547, 2.013322410332711, 4.5056121164872085, 5.642982166292961]|  1.3562936532571721|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[1.2369899128929531, 0.3176185964037161, 0.6220391841674627, 0.7804173736522185, 0.4147891080964758, 2.995084534951535, 4.998006882184236, 6.97774581416547, 2.013322410332711, 4.5056121164872085, 5.642982166292961]|  1.3562936532571721|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[1.2385016665431923, 0.2921108741742419, 0.6223258386922723, 0.7827361991874937, 0.393976341584332, 2.997618265270603, 5.005056930857929, 6.974683164736499, 2.056428964952768, 4.521366399322102, 5.668335964016114]|  1.1816989985346149|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[1.2385016665431923, 0.2921108741742419, 0.6223258386922723, 0.7827361991874937, 0.393976341584332, 2.997618265270603, 5.005056930857929, 6.974683164736499, 2.056428964952768, 4.521366399322102, 5.668335964016114]|  1.1816989985346149|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[1.2292564566221031, 0.2497338096568481, 0.6014795341742596, 0.7888712278785346, 0.413423929565946, 2.9961233030356214, 4.999852287384312, 6.978356831951736, 2.0754372533728587, 4.543991728608736, 5.684414061491674]|  1.0224079744223589|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[1.2292564566221031, 0.2497338096568481, 0.6014795341742596, 0.7888712278785346, 0.413423929565946, 2.9961233030356214, 4.999852287384312, 6.978356831951736, 2.0754372533728587, 4.543991728608736, 5.684414061491674]|  1.0224079744223589|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[1.2285664398863887, 0.1999829088967766, 0.6044391561298031, 0.7644466166747014, 0.408980889103643, 2.988200840183728, 5.000172911189673, 6.9851128144760155, 2.085120488213073, 4.5544031420025926, 5.706660096292893]|  0.9192837240663514|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[1.2285664398863887, 0.1999829088967766, 0.6044391561298031, 0.7644466166747014, 0.408980889103643, 2.988200840183728, 5.000172911189673, 6.9851128144760155, 2.085120488213073, 4.5544031420025926, 5.706660096292893]|  0.9192837240663514|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[1.2368767132868392, 0.1950697233421353, 0.5663347938942741, 0.7513018232132948, 0.3807246674055211, 3.0068527008626726, 5.003036481176284, 6.974139497993808, 2.0795754155068322, 4.576974943594314, 5.687342534085011]|  0.8201703104309110|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[1.2368767132868392, 0.1950697233421353, 0.5663347938942741, 0.7513018232132948, 0.3807246674055211, 3.0068527008626726, 5.003036481176284, 6.974139497993808, 2.0795754155068322, 4.576974943594314, 5.687342534085011]|  0.8201703104309110|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.2297401176301155, 0.214205730397664, 0.537690769613244, 0.7268204677356974, 0.3789093423582851, 2.9947173860617693, 5.018112236715661, 6.9846498205171486, 2.1067109662751595, 4.5927484674114085, 5.711752913420239]|  0.7734792876377133|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.2297401176301155, 0.214205730397664, 0.537690769613244, 0.7268204677356974, 0.3789093423582851, 2.9947173860617693, 5.018112236715661, 6.9846498205171486, 2.1067109662751595, 4.5927484674114085, 5.711752913420239]|  0.7734792876377133|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[1.196732870690964, 0.1933984006296434, 0.548988813973535, 0.7357234229924817, 0.3577616979864931, 3.000670947565251, 5.014308837681381, 6.994094807020693, 2.144589333341713, 4.604430486510739, 5.716150256432557]|  0.6794701210942800|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[1.196732870690964, 0.1933984006296434, 0.548988813973535, 0.7357234229924817, 0.3577616979864931, 3.000670947565251, 5.014308837681381, 6.994094807020693, 2.144589333341713, 4.604430486510739, 5.716150256432557]|  0.6794701210942800|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.1903765572178469, 0.176359917793224, 0.5637337910037982, 0.7265977769285212, 0.3608677649359859, 2.995705958392547, 5.034686578358656, 6.993388983948595, 2.185461453351569, 4.636627691290283, 5.705305619161454]|  0.6145641475262512|      0.12500000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[1.1903765572178469, 0.176359917793224, 0.5637337910037982, 0.7265977769285212, 0.3608677649359859, 2.995705958392547, 5.034686578358656, 6.993388983948595, 2.185461453351569, 4.636627691290283, 5.705305619161454]|  0.6145641475262512|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[1.1975313588811252, 0.1673408777045858, 0.5567806016871308, 0.7143264579211406, 0.3273754360006356, 2.995831467617049, 5.014716845712489, 6.968344939786572, 2.1911710094207697, 4.665423940317943, 5.72907985750017]|  0.5793962868664817|      0.12500000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[1.1975313588811252, 0.1673408777045858, 0.5567806016871308, 0.7143264579211406, 0.3273754360006356, 2.995831467617049, 5.014716845712489, 6.968344939786572, 2.1911710094207697, 4.665423940317943, 5.72907985750017]|  0.5793962868664817|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[1.1975313588811252, 0.1673408777045858, 0.5567806016871308, 0.7143264579211406, 0.3273754360006356, 2.995831467617049, 5.014716845712489, 6.968344939786572, 2.1911710094207697, 4.665423940317943, 5.72907985750017]|  0.5793962868664817|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.1873791690911517, 0.1560054156953497, 0.5476668083680212, 0.7104072213353635, 0.3518432101966817, 2.996214689145564, 5.011833195014423, 6.965850882660336, 2.194422646594484, 4.669884285905093, 5.727418900783549]|  0.5358630816997939|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[1.1873791690911517, 0.1560054156953497, 0.5476668083680212, 0.7104072213353635, 0.3518432101966817, 2.996214689145564, 5.011833195014423, 6.965850882660336, 2.194422646594484, 4.669884285905093, 5.727418900783549]|  0.5358630816997939|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[1.1853211488985271, 0.1458537469335844, 0.5441604276864646, 0.7019501893837815, 0.3342169555170545, 3.006523234807553, 5.021363721485835, 6.95690229247903, 2.206673014405624, 4.671225869427261, 5.734180857062413]|  0.5079885061633840|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[1.1853211488985271, 0.1458537469335844, 0.5441604276864646, 0.7019501893837815, 0.3342169555170545, 3.006523234807553, 5.021363721485835, 6.95690229247903, 2.206673014405624, 4.671225869427261, 5.734180857062413]|  0.5079885061633840|      0.03125000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[1.1816158270027326, 0.133914838827216, 0.5455620261787498, 0.7001832559917042, 0.3255496783848565, 2.999947144528441, 5.020972433932999, 6.967628755985619, 2.2262601649461295, 4.683151270066638, 5.741648159297624]|  0.4879167975680868|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[1.1816158270027326, 0.133914838827216, 0.5455620261787498, 0.7001832559917042, 0.3255496783848565, 2.999947144528441, 5.020972433932999, 6.967628755985619, 2.2262601649461295, 4.683151270066638, 5.741648159297624]|  0.4879167975680868|      0.03125000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[1.1669817913441283, 0.1281008061079715, 0.5477881945069736, 0.6959732831882823, 0.3226636723567912, 2.9981858091214066, 5.01496609264824, 6.982337419588789, 2.214307876610032, 4.6912879981092885, 5.75691279273284]|  0.4792662372954578|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[1.1669817913441283, 0.1281008061079715, 0.5477881945069736, 0.6959732831882823, 0.3226636723567912, 2.9981858091214066, 5.01496609264824, 6.982337419588789, 2.214307876610032, 4.6912879981092885, 5.75691279273284]|  0.4792662372954578|      0.03125000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[1.1669817913441283, 0.1281008061079715, 0.5477881945069736, 0.6959732831882823, 0.3226636723567912, 2.9981858091214066, 5.01496609264824, 6.982337419588789, 2.214307876610032, 4.6912879981092885, 5.75691279273284]|  0.4792662372954578|      0.01562500|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[1.1645910365363201, 0.1269360370697247, 0.539428060733529, 0.6932896855898428, 0.3251394875677781, 2.9967081136039595, 5.012919907963482, 6.9923332458960505, 2.2204457688387715, 4.693977756529479, 5.758540525836058]|  0.4689473814046177|      0.03125000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[1.1645910365363201, 0.1269360370697247, 0.539428060733529, 0.6932896855898428, 0.3251394875677781, 2.9967081136039595, 5.012919907963482, 6.9923332458960505, 2.2204457688387715, 4.693977756529479, 5.758540525836058]|  0.4689473814046177|      0.01562500|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[1.162997580575909, 0.1218859326180373, 0.5283047614652908, 0.6916844562088429, 0.3267380575624018, 2.9955668296142814, 5.017673906523394, 6.993939936089653, 2.228046004434566, 4.695342770383475, 5.759601970776226]|  0.4613870976656255|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[1.162997580575909, 0.1218859326180373, 0.5283047614652908, 0.6916844562088429, 0.3267380575624018, 2.9955668296142814, 5.017673906523394, 6.993939936089653, 2.228046004434566, 4.695342770383475, 5.759601970776226]|  0.4613870976656255|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[1.162997580575909, 0.1218859326180373, 0.5283047614652908, 0.6916844562088429, 0.3267380575624018, 2.9955668296142814, 5.017673906523394, 6.993939936089653, 2.228046004434566, 4.695342770383475, 5.759601970776226]|  0.4613870976656255|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[1.1645709075549031, 0.1203142182817408, 0.5285447028264036, 0.688865698717573, 0.3251274411711735, 2.996846925158168, 5.016738385747951, 6.993978594216284, 2.2327500042374218, 4.6996402249351386, 5.761145147291987]|  0.4547219074504236|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[1.1674715664263506, 0.1198109581273072, 0.5264738815222454, 0.6879788144592804, 0.3154561391627816, 2.994657434357209, 5.015350417303713, 6.994933493278477, 2.2365850022413953, 4.710311412074864, 5.760338312749231]|  0.4518951814992454|      0.03125000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[1.1674715664263506, 0.1198109581273072, 0.5264738815222454, 0.6879788144592804, 0.3154561391627816, 2.994657434357209, 5.015350417303713, 6.994933493278477, 2.2365850022413953, 4.710311412074864, 5.760338312749231]|  0.4518951814992454|      0.01562500|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[1.1628390166074518, 0.1251900405629015, 0.5226331277926591, 0.6859137390281024, 0.3186315264026365, 2.993933910809641, 5.025026809874362, 7.002758540808808, 2.2394665037149886, 4.7112255102180125, 5.759991160130161]|  0.4472133933726521|      0.03125000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
