k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       4|[120.01600761119637, -0.0083306631081967, 0.8671798729877292, 109.9962639933142, 0.1925612752777805, 0.828199133751984, 99.99821847351284, 0.2552085161609961, 0.7035563471809014, 88.01117364343078, 0.319910222933417, 0.7105092913119005, 85.99299947106717, 0.3530485927552407, 0.6291254432250879, 84.00018708273855, 0.4855627061122758, 0.5535909990513908, 79.99668654862788, 0.6516937868315316, 0.3395613443833126, 75.99747423186965, 0.8827176616542945, 0.1273515561127378, 886.371134667945, 910.0011739288254, 922.5343167656473, 926.4592291204698, 935.5505845415533, 952.8449519330698, 975.7215178717108]|2329.5360136928484280|      0.25000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=16
       5|[120.01600761119637, -0.0083306631081967, 0.8671798729877292, 109.9962639933142, 0.1925612752777805, 0.828199133751984, 99.99821847351284, 0.2552085161609961, 0.7035563471809014, 88.01117364343078, 0.319910222933417, 0.7105092913119005, 85.99299947106717, 0.3530485927552407, 0.6291254432250879, 84.00018708273855, 0.4855627061122758, 0.5535909990513908, 79.99668654862788, 0.6516937868315316, 0.3395613443833126, 75.99747423186965, 0.8827176616542945, 0.1273515561127378, 886.371134667945, 910.0011739288254, 922.5343167656473, 926.4592291204698, 935.5505845415533, 952.8449519330698, 975.7215178717108]|2329.5360136928484280|      0.12500000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       6|[120.01600761119637, -0.0083306631081967, 0.8671798729877292, 109.9962639933142, 0.1925612752777805, 0.828199133751984, 99.99821847351284, 0.2552085161609961, 0.7035563471809014, 88.01117364343078, 0.319910222933417, 0.7105092913119005, 85.99299947106717, 0.3530485927552407, 0.6291254432250879, 84.00018708273855, 0.4855627061122758, 0.5535909990513908, 79.99668654862788, 0.6516937868315316, 0.3395613443833126, 75.99747423186965, 0.8827176616542945, 0.1273515561127378, 886.371134667945, 910.0011739288254, 922.5343167656473, 926.4592291204698, 935.5505845415533, 952.8449519330698, 975.7215178717108]|2329.5360136928484280|      0.06250000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[120.02513761507522, 0.0016445654798914, 0.8728455794268467, 109.99250502950073, 0.1466790054003699, 0.8048171697572274, 100.00313247086913, 0.2706039991151681, 0.7128279080981309, 88.01442734379708, 0.329534782025524, 0.7160854911602487, 85.99540120366211, 0.3617489463442864, 0.6352010091833038, 84.00414190843559, 0.4730881534197109, 0.554591036941969, 79.99225190660144, 0.65274753005598, 0.3314819311423415, 76.00096086808895, 0.8767341975938926, 0.1298562500125154, 886.3738013570129, 910.0091801963016, 922.5330272087359, 926.4579807205371, 935.5545894906842, 952.841647524484, 975.7249100462587]|1086.5440590876576152|      0.12500000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
       8|[120.02513761507522, 0.0016445654798914, 0.8728455794268467, 109.99250502950073, 0.1466790054003699, 0.8048171697572274, 100.00313247086913, 0.2706039991151681, 0.7128279080981309, 88.01442734379708, 0.329534782025524, 0.7160854911602487, 85.99540120366211, 0.3617489463442864, 0.6352010091833038, 84.00414190843559, 0.4730881534197109, 0.554591036941969, 79.99225190660144, 0.65274753005598, 0.3314819311423415, 76.00096086808895, 0.8767341975938926, 0.1298562500125154, 886.3738013570129, 910.0091801963016, 922.5330272087359, 926.4579807205371, 935.5545894906842, 952.841647524484, 975.7249100462587]|1086.5440590876576152|      0.06250000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[120.0250688977883, -0.0176246863601953, 0.844832024690268, 109.99027823902499, 0.1251178227926746, 0.7851045845913665, 100.0041432979717, 0.2402711873483387, 0.7152561324667709, 88.01701324675781, 0.3464143197298764, 0.721882250735552, 85.98913076484507, 0.3602659756816922, 0.6504040641689015, 84.00005201468456, 0.4729826137841612, 0.5485060956491866, 79.98770241197222, 0.6469828667628723, 0.3254170136083321, 76.00610307778877, 0.8749031826062735, 0.1302065428277523, 886.3726565460606, 910.0120509151377, 922.5318885761772, 926.469260067782, 935.547440269386, 952.8398399315394, 975.7251361498872]|576.9431337309135870|      0.12500000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[120.0250688977883, -0.0176246863601953, 0.844832024690268, 109.99027823902499, 0.1251178227926746, 0.7851045845913665, 100.0041432979717, 0.2402711873483387, 0.7152561324667709, 88.01701324675781, 0.3464143197298764, 0.721882250735552, 85.98913076484507, 0.3602659756816922, 0.6504040641689015, 84.00005201468456, 0.4729826137841612, 0.5485060956491866, 79.98770241197222, 0.6469828667628723, 0.3254170136083321, 76.00610307778877, 0.8749031826062735, 0.1302065428277523, 886.3726565460606, 910.0120509151377, 922.5318885761772, 926.469260067782, 935.547440269386, 952.8398399315394, 975.7251361498872]|576.9431337309135870|      0.06250000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[120.0250688977883, -0.0176246863601953, 0.844832024690268, 109.99027823902499, 0.1251178227926746, 0.7851045845913665, 100.0041432979717, 0.2402711873483387, 0.7152561324667709, 88.01701324675781, 0.3464143197298764, 0.721882250735552, 85.98913076484507, 0.3602659756816922, 0.6504040641689015, 84.00005201468456, 0.4729826137841612, 0.5485060956491866, 79.98770241197222, 0.6469828667628723, 0.3254170136083321, 76.00610307778877, 0.8749031826062735, 0.1302065428277523, 886.3726565460606, 910.0120509151377, 922.5318885761772, 926.469260067782, 935.547440269386, 952.8398399315394, 975.7251361498872]|576.9431337309135870|      0.03125000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      12|[120.02839665164086, -0.0093351540182711, 0.8444538918214634, 109.99246406537394, 0.1022093211078748, 0.7789570472775079, 100.00333971435907, 0.2384808985749972, 0.7126195342781921, 88.01987097999242, 0.352386943472507, 0.7201657510654293, 85.98674877402131, 0.370656338032538, 0.6560101255202766, 83.99739090556635, 0.4706913323708991, 0.5504906555473037, 79.98926853298104, 0.6452270348907008, 0.3244349800058882, 76.00646062374078, 0.8753164899810791, 0.1351950699633203, 886.3704469817993, 910.0152129356276, 922.5351620192324, 926.470649328341, 935.5444862133309, 952.8453835560881, 975.7217196919925]|435.5827266930919563|      0.06250000|[588, 192, 12, 24]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      13|[120.02839665164086, -0.0093351540182711, 0.8444538918214634, 109.99246406537394, 0.1022093211078748, 0.7789570472775079, 100.00333971435907, 0.2384808985749972, 0.7126195342781921, 88.01987097999242, 0.352386943472507, 0.7201657510654293, 85.98674877402131, 0.370656338032538, 0.6560101255202766, 83.99739090556635, 0.4706913323708991, 0.5504906555473037, 79.98926853298104, 0.6452270348907008, 0.3244349800058882, 76.00646062374078, 0.8753164899810791, 0.1351950699633203, 886.3704469817993, 910.0152129356276, 922.5351620192324, 926.470649328341, 935.5444862133309, 952.8453835560881, 975.7217196919925]|435.5827266930919563|      0.03125000|[637, 208, 13, 26]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
