k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[0.0540517615561026, 0.0256872256337936, -0.0397905606495787, 0.0063840478943537, -0.0377745506718735, -0.0428162961078208, 0.0639688450962538, -0.0496298882559692, -0.0266014690660849, 0.0252934158811927, -0.014486429938368, -0.0451006078571301, 0.0210500762167801, -0.020395094936436, -0.0486325730596242, -0.0007324279299586, -0.0516456569842709, -0.0274038736947738, -0.0102638845676506, -0.0246260707240602, -0.027272192876297, -0.0393610932103294, -0.0368045890041559, -0.0164499510621096, -0.0350223054776588, 0.000435452227917, 0.0668050457184621, -0.0166057402437961, -0.0360532510776338, -0.0048199656128882, 0.0549365949216566, 0.021716934509189, -0.0503310430049831, 0.0011134648845686, 0.033538738439274, -0.0472571777385778, -0.0060936671668238, -0.0221595656657085, -0.0007438177651107, 0.0136564399282531, 0.0012128054338108, -0.0366330445617521, 0.0037940699334497, 0.0508423856936679, -0.0062712570176146, 0.0051381782334431, -0.0040914745056647, -0.0386152999935953, 0.0618435856495984, 0.0116523284209388, -0.0451061063173808, 0.0211041921409704, 0.0353291903331166, 0.0234350216974902, -0.0343821872666854, -0.0067449716046961, 0.0157243819747686]|75133.5843672191986116|      0.50000000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=16
       4|[0.0540517615561026, 0.0256872256337936, -0.0397905606495787, 0.0063840478943537, -0.0377745506718735, -0.0428162961078208, 0.0639688450962538, -0.0496298882559692, -0.0266014690660849, 0.0252934158811927, -0.014486429938368, -0.0451006078571301, 0.0210500762167801, -0.020395094936436, -0.0486325730596242, -0.0007324279299586, -0.0516456569842709, -0.0274038736947738, -0.0102638845676506, -0.0246260707240602, -0.027272192876297, -0.0393610932103294, -0.0368045890041559, -0.0164499510621096, -0.0350223054776588, 0.000435452227917, 0.0668050457184621, -0.0166057402437961, -0.0360532510776338, -0.0048199656128882, 0.0549365949216566, 0.021716934509189, -0.0503310430049831, 0.0011134648845686, 0.033538738439274, -0.0472571777385778, -0.0060936671668238, -0.0221595656657085, -0.0007438177651107, 0.0136564399282531, 0.0012128054338108, -0.0366330445617521, 0.0037940699334497, 0.0508423856936679, -0.0062712570176146, 0.0051381782334431, -0.0040914745056647, -0.0386152999935953, 0.0618435856495984, 0.0116523284209388, -0.0451061063173808, 0.0211041921409704, 0.0353291903331166, 0.0234350216974902, -0.0343821872666854, -0.0067449716046961, 0.0157243819747686]|75133.5843672191986116|      0.25000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       5|[-0.0083417786129671, 0.059419740507969, -0.0288938908654765, -0.0129038905752967, 0.0100366217210249, -0.050709172854845, 0.0296119470964015, -0.0671781582674189, -0.0402525115329205, 0.0423152836235569, -0.0214584831994244, -0.0466996953915458, -0.0257487724924572, 0.0256012965208722, -0.0707646821853122, -0.0013128886822328, -0.0656331554674014, -0.0025871241033778, -0.0633117957114738, -0.0174660777985822, -0.099395722090531, -0.0048619315802142, -0.0334975841349493, 0.0079199431677584, -0.0318557471495624, 0.0361524193661383, 0.0746476652916206, -0.0220786830110105, -0.0483019340632945, 0.0375861543837879, 0.1169271481449176, 0.0386162188156767, -0.041229118302133, 0.0489235438352236, 0.0703988123934833, -0.0375179723491058, -0.0313929014051105, -0.0420249970989779, 0.0426813094516023, 0.0635324510193849, 0.0683039329838993, -0.0377896237118481, -0.0286003986980159, 0.1037728969238183, 0.0062936228521215, -0.0266689131356253, -0.0411802150036607, -0.0579377618122995, 0.1176555336102467, 0.0238569188015858, -0.0649941005509133, 0.031626813423863, 0.0931145536798361, -0.0127090274502458, -0.0263912975936646, -0.0095519811644433, 0.0422056915489337]|20600.8858240181943984|      0.50000000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=16
       6|[-0.0083417786129671, 0.059419740507969, -0.0288938908654765, -0.0129038905752967, 0.0100366217210249, -0.050709172854845, 0.0296119470964015, -0.0671781582674189, -0.0402525115329205, 0.0423152836235569, -0.0214584831994244, -0.0466996953915458, -0.0257487724924572, 0.0256012965208722, -0.0707646821853122, -0.0013128886822328, -0.0656331554674014, -0.0025871241033778, -0.0633117957114738, -0.0174660777985822, -0.099395722090531, -0.0048619315802142, -0.0334975841349493, 0.0079199431677584, -0.0318557471495624, 0.0361524193661383, 0.0746476652916206, -0.0220786830110105, -0.0483019340632945, 0.0375861543837879, 0.1169271481449176, 0.0386162188156767, -0.041229118302133, 0.0489235438352236, 0.0703988123934833, -0.0375179723491058, -0.0313929014051105, -0.0420249970989779, 0.0426813094516023, 0.0635324510193849, 0.0683039329838993, -0.0377896237118481, -0.0286003986980159, 0.1037728969238183, 0.0062936228521215, -0.0266689131356253, -0.0411802150036607, -0.0579377618122995, 0.1176555336102467, 0.0238569188015858, -0.0649941005509133, 0.031626813423863, 0.0931145536798361, -0.0127090274502458, -0.0263912975936646, -0.0095519811644433, 0.0422056915489337]|20600.8858240181943984|      0.25000000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[-0.0083417786129671, 0.059419740507969, -0.0288938908654765, -0.0129038905752967, 0.0100366217210249, -0.050709172854845, 0.0296119470964015, -0.0671781582674189, -0.0402525115329205, 0.0423152836235569, -0.0214584831994244, -0.0466996953915458, -0.0257487724924572, 0.0256012965208722, -0.0707646821853122, -0.0013128886822328, -0.0656331554674014, -0.0025871241033778, -0.0633117957114738, -0.0174660777985822, -0.099395722090531, -0.0048619315802142, -0.0334975841349493, 0.0079199431677584, -0.0318557471495624, 0.0361524193661383, 0.0746476652916206, -0.0220786830110105, -0.0483019340632945, 0.0375861543837879, 0.1169271481449176, 0.0386162188156767, -0.041229118302133, 0.0489235438352236, 0.0703988123934833, -0.0375179723491058, -0.0313929014051105, -0.0420249970989779, 0.0426813094516023, 0.0635324510193849, 0.0683039329838993, -0.0377896237118481, -0.0286003986980159, 0.1037728969238183, 0.0062936228521215, -0.0266689131356253, -0.0411802150036607, -0.0579377618122995, 0.1176555336102467, 0.0238569188015858, -0.0649941005509133, 0.031626813423863, 0.0931145536798361, -0.0127090274502458, -0.0263912975936646, -0.0095519811644433, 0.0422056915489337]|20600.8858240181943984|      0.12500000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       8|[0.0070945073909463, 0.081879690404968, -0.0327373809840971, 0.0030285881091113, 0.0407431245205404, -0.0428628453664909, 0.0313189353767379, -0.0717847655992704, -0.0187848225486253, 0.0436560340115909, -0.0054154061149972, -0.0430764724010724, -0.0014834969831996, 0.021879083473698, -0.0866600748863531, -0.0033167954457781, -0.0709563836481754, -0.0265862060493615, -0.0865453248404938, -0.0023341913886797, -0.1217417553137277, -0.0301607555741346, -0.0093269351476676, 0.0197271368727441, -0.04720491327358, 0.0283865237165796, 0.0566743431129435, -0.0485604902133481, -0.0659951693917718, 0.0276373833949608, 0.1108193118486882, 0.0585502759874499, -0.0524582828462168, 0.0439320606338527, 0.0501269888238507, -0.0306321705291343, -0.0399934203844716, -0.0363094145556363, 0.0153183753438384, 0.0824614756546928, 0.0487774445015876, -0.057899855567367, 0.0044028342659827, 0.1246714364921468, 0.0280879893134823, -0.0337912330763392, -0.0655254122454343, -0.0705947401779608, 0.114646476144348, 0.0154656725848712, -0.0606271983736864, 0.024765922560909, 0.114822662533002, 0.000505753973433, -0.0264511404793647, -0.0291165830179793, 0.0407992842131306]|9916.4295527864633186|      0.25000000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
       9|[0.0070945073909463, 0.081879690404968, -0.0327373809840971, 0.0030285881091113, 0.0407431245205404, -0.0428628453664909, 0.0313189353767379, -0.0717847655992704, -0.0187848225486253, 0.0436560340115909, -0.0054154061149972, -0.0430764724010724, -0.0014834969831996, 0.021879083473698, -0.0866600748863531, -0.0033167954457781, -0.0709563836481754, -0.0265862060493615, -0.0865453248404938, -0.0023341913886797, -0.1217417553137277, -0.0301607555741346, -0.0093269351476676, 0.0197271368727441, -0.04720491327358, 0.0283865237165796, 0.0566743431129435, -0.0485604902133481, -0.0659951693917718, 0.0276373833949608, 0.1108193118486882, 0.0585502759874499, -0.0524582828462168, 0.0439320606338527, 0.0501269888238507, -0.0306321705291343, -0.0399934203844716, -0.0363094145556363, 0.0153183753438384, 0.0824614756546928, 0.0487774445015876, -0.057899855567367, 0.0044028342659827, 0.1246714364921468, 0.0280879893134823, -0.0337912330763392, -0.0655254122454343, -0.0705947401779608, 0.114646476144348, 0.0154656725848712, -0.0606271983736864, 0.024765922560909, 0.114822662533002, 0.000505753973433, -0.0264511404793647, -0.0291165830179793, 0.0407992842131306]|9916.4295527864633186|      0.12500000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
      10|[0.0070945073909463, 0.081879690404968, -0.0327373809840971, 0.0030285881091113, 0.0407431245205404, -0.0428628453664909, 0.0313189353767379, -0.0717847655992704, -0.0187848225486253, 0.0436560340115909, -0.0054154061149972, -0.0430764724010724, -0.0014834969831996, 0.021879083473698, -0.0866600748863531, -0.0033167954457781, -0.0709563836481754, -0.0265862060493615, -0.0865453248404938, -0.0023341913886797, -0.1217417553137277, -0.0301607555741346, -0.0093269351476676, 0.0197271368727441, -0.04720491327358, 0.0283865237165796, 0.0566743431129435, -0.0485604902133481, -0.0659951693917718, 0.0276373833949608, 0.1108193118486882, 0.0585502759874499, -0.0524582828462168, 0.0439320606338527, 0.0501269888238507, -0.0306321705291343, -0.0399934203844716, -0.0363094145556363, 0.0153183753438384, 0.0824614756546928, 0.0487774445015876, -0.057899855567367, 0.0044028342659827, 0.1246714364921468, 0.0280879893134823, -0.0337912330763392, -0.0655254122454343, -0.0705947401779608, 0.114646476144348, 0.0154656725848712, -0.0606271983736864, 0.024765922560909, 0.114822662533002, 0.000505753973433, -0.0264511404793647, -0.0291165830179793, 0.0407992842131306]|9916.4295527864633186|      0.06250000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[0.0182626525947983, 0.0792275548754022, -0.0372437162642011, -0.0099594792794951, 0.0333022546515376, -0.0375622897525468, 0.0344240525209585, -0.0918169821244133, -0.0310863546970586, 0.0386926032925311, -0.0102270537194067, -0.0435640739552436, -0.0165898072941454, 0.0200794001903517, -0.0715877806965874, -0.0125291428973436, -0.0745289175228387, -0.0280485918874245, -0.0824797275160361, -0.0070438856135601, -0.1209202729766048, -0.0238747089349748, -0.0051706564196958, 0.0150025470952599, -0.0346226400353601, 0.0373618667944144, 0.0547803631468392, -0.0421755351659979, -0.0617897690622308, 0.029269007282526, 0.1291764668225618, 0.061926102324474, -0.0576767016580757, 0.0385260868260909, 0.063834771774428, -0.0460356067274962, -0.037237068548419, -0.0339058842058797, 0.0252594360036787, 0.0996022162182336, 0.0483710592294504, -0.0561931770866111, 0.0067371050206265, 0.1279396789065094, 0.0247194578760884, -0.0266604275635186, -0.0568730541255442, -0.0671120220288289, 0.1312449128753332, 0.0167686148465181, -0.0673078083157085, 0.0225672877494038, 0.1142225206813978, 0.0127111156422576, -0.0238311418505282, -0.0329408468802482, 0.0438645355905039]|4556.5122465612985252|      0.12500000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
