k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.445543794670906, -0.9867084732527885, -0.5081465923344071, -0.1429286964466108, 0.0686313933814294, -0.2045876105941637, -0.5514614303436867]|53765.1367187500000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      2.00000000|[19, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.307831158618797, 0.6295577231717402, -0.6977680548079606, 1.4942463804426525, 1.0301753105234728, 0.9964294595161283, 1.0057305378860577]|46108.4570312500000000|      4.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[7.497467233105652, 0.6151197275479631, -1.0422397521498175, 4.7084923691875815, 0.2492135539576057, 1.6238421451665608, 2.1321354525224554]|41884.3164062500000000|      8.00000000|[31, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
       6|[7.497467233105652, 0.6151197275479631, -1.0422397521498175, 4.7084923691875815, 0.2492135539576057, 1.6238421451665608, 2.1321354525224554]|41884.3164062500000000|      4.00000000|[40, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[8.828237204901232, 2.8216255784762176, -1.6386698520950034, 7.061211954721003, -1.582892381534824, 1.9530154867095302, 2.0658206573086986]|35391.0820312500000000|      8.00000000|[45, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[8.828237204901232, 2.8216255784762176, -1.6386698520950034, 7.061211954721003, -1.582892381534824, 1.9530154867095302, 2.0658206573086986]|35391.0820312500000000|      4.00000000|[54, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      8.00000000|[59, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      4.00000000|[67, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      2.00000000|[75, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      1.00000000|[84, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      0.50000000|[92, 42, 0, 42]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[8.220738646035562, 2.7138679098692857, -3.5648433532501116, 4.11819555494983, -2.0451527474482196, 1.6061584853948951, 0.3588205182627289]|8938.2216796875000000|      0.25000000|[101, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[8.131288477221238, 2.7043934406970687, -3.578339029758245, 4.25654766565051, -1.899896801083674, 1.5477513619705279, 0.2559867694626429]|6291.5991210937500000|      0.50000000|[110, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[8.131288477221238, 2.7043934406970687, -3.578339029758245, 4.25654766565051, -1.899896801083674, 1.5477513619705279, 0.2559867694626429]|6291.5991210937500000|      0.25000000|[119, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[8.131288477221238, 2.7043934406970687, -3.578339029758245, 4.25654766565051, -1.899896801083674, 1.5477513619705279, 0.2559867694626429]|6291.5991210937500000|      0.12500000|[127, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[8.12080644895649, 2.6605686956951278, -3.5987577069363543, 4.191856178601933, -1.8194715786843236, 1.5877621246426834, 0.2863764125523416]|6013.4672851562500000|      0.25000000|[133, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      19|[8.12080644895649, 2.6605686956951278, -3.5987577069363543, 4.191856178601933, -1.8194715786843236, 1.5877621246426834, 0.2863764125523416]|6013.4672851562500000|      0.12500000|[142, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[8.12080644895649, 2.6605686956951278, -3.5987577069363543, 4.191856178601933, -1.8194715786843236, 1.5877621246426834, 0.2863764125523416]|6013.4672851562500000|      0.06250000|[151, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
