k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[146, 48, 1, 4]                                                            |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[290, 96, 1, 7]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[100.06271819874067, 0.0775430323167911, 0.3650570185683094, 0.1006565821834282, 99.97985042935552, -0.0261722692633503, 0.2401173729565562, 0.8566345379259095, 100.01119293982613, 0.0268958562659751, 0.3001569672502944, 0.904370195792228, 99.99817217159037, 0.043433304723167, 0.3851790759758111, 0.7974984928501101, 100.01623123806569, 0.0442470119001619, 0.4046825243660602, 0.7989732918427327, 99.99875270262581, 0.0482663627201226, 0.4818537239110283, 0.8006350915667922, 100.0347537294127, 0.0854381748976239, 0.4989743135443148, 0.6670961256957596, 100.05811453430672, 0.1052449502979802, 0.4914034680386196, 0.6627896189308773, 100.00003426157086, 0.1548538632571075, 0.5169643205500959, 0.5963356929570969, 100.02241461683266, 0.2245541505653387, 0.5113354671320128, 0.6255790426166119, 100.02507405227078, 0.2752020081562161, 0.5858817164868017, 0.4768902349067818, 100.00150552144443, 0.3501203643578234, 0.6196068313388959, 0.5221362165522045, 100.00915533520762, 0.326082858217946, 0.5599305749797958, 0.4630987385501156, 100.03974891498424, 0.3988645044718492, 0.5910898171321863, 0.4231011944195692, 99.9704916810091, 0.4251583639770685, 0.6923040713711691, 0.4289227092743713, 100.00826628501953, 0.4540457957856723, 0.7279592581276596, 0.2949153398467514, 99.97485456253085, 0.4475228008045203, 0.7546975864236265, 0.2635688634578585, 99.98513858765817, 0.465313584488156, 0.7576464095294219, 0.1779923461923169, 100.00422679345075, 0.4455396329383787, 0.8268428952923395, 0.0931743933567311, 99.98742205127293, 0.5223197465952691, 0.799080429465945, -0.0057832247186211, 300.01225122293056, 300.0373046058887, 300.02016246159377, 299.97758577353443, 299.99437836313615, 299.9918069984076, 300.0002192085343, 300.00239102223765, 300.0179654812165, 300.0172581043006, 299.99847621082205, 299.9902041800297, 299.99010222462766, 300.00395059720654, 300.01037293615843, 300.0175377988173, 300.0169153456969, 299.97049269471825, 299.9634908276021]|830.9713745117187500|      0.50000000|[386, 128, 1, 9]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       4|[100.06271819874067, 0.0775430323167911, 0.3650570185683094, 0.1006565821834282, 99.97985042935552, -0.0261722692633503, 0.2401173729565562, 0.8566345379259095, 100.01119293982613, 0.0268958562659751, 0.3001569672502944, 0.904370195792228, 99.99817217159037, 0.043433304723167, 0.3851790759758111, 0.7974984928501101, 100.01623123806569, 0.0442470119001619, 0.4046825243660602, 0.7989732918427327, 99.99875270262581, 0.0482663627201226, 0.4818537239110283, 0.8006350915667922, 100.0347537294127, 0.0854381748976239, 0.4989743135443148, 0.6670961256957596, 100.05811453430672, 0.1052449502979802, 0.4914034680386196, 0.6627896189308773, 100.00003426157086, 0.1548538632571075, 0.5169643205500959, 0.5963356929570969, 100.02241461683266, 0.2245541505653387, 0.5113354671320128, 0.6255790426166119, 100.02507405227078, 0.2752020081562161, 0.5858817164868017, 0.4768902349067818, 100.00150552144443, 0.3501203643578234, 0.6196068313388959, 0.5221362165522045, 100.00915533520762, 0.326082858217946, 0.5599305749797958, 0.4630987385501156, 100.03974891498424, 0.3988645044718492, 0.5910898171321863, 0.4231011944195692, 99.9704916810091, 0.4251583639770685, 0.6923040713711691, 0.4289227092743713, 100.00826628501953, 0.4540457957856723, 0.7279592581276596, 0.2949153398467514, 99.97485456253085, 0.4475228008045203, 0.7546975864236265, 0.2635688634578585, 99.98513858765817, 0.465313584488156, 0.7576464095294219, 0.1779923461923169, 100.00422679345075, 0.4455396329383787, 0.8268428952923395, 0.0931743933567311, 99.98742205127293, 0.5223197465952691, 0.799080429465945, -0.0057832247186211, 300.01225122293056, 300.0373046058887, 300.02016246159377, 299.97758577353443, 299.99437836313615, 299.9918069984076, 300.0002192085343, 300.00239102223765, 300.0179654812165, 300.0172581043006, 299.99847621082205, 299.9902041800297, 299.99010222462766, 300.00395059720654, 300.01037293615843, 300.0175377988173, 300.0169153456969, 299.97049269471825, 299.9634908276021]|830.9713745117187500|      0.25000000|[530, 176, 1, 12]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[100.09920366830646, 0.1317588217706276, 0.3959154244900105, 0.1041682515604177, 99.97907667641215, -0.0644601988639214, 0.2389828193542397, 0.8348472875385272, 100.01603956983034, 0.0058866884286224, 0.3157361338945967, 0.9104111335228916, 99.99647819306118, 0.0346709084504063, 0.3380665007782512, 0.7855111567031642, 100.01694298619962, 0.0475002336707628, 0.4168341450098925, 0.7949978927916814, 99.96496199439544, 0.0182404930405135, 0.4811846874135748, 0.7940137423013335, 100.00341332332046, 0.1058728039730311, 0.4856516799965882, 0.6998064394866069, 100.07877616522634, 0.0702707763635368, 0.5083749021670253, 0.6550984222164231, 99.9552085022996, 0.1576704519379483, 0.5155605825003927, 0.5861767359040699, 100.04689103352797, 0.2074843348123571, 0.4885944383664542, 0.6393243664358309, 100.00550871173303, 0.2411564891110961, 0.6446849080884365, 0.5005963617968981, 99.99874439673125, 0.3204985474221501, 0.6016922193616266, 0.4725396124077, 100.01107481498988, 0.3790889579600878, 0.5389118391213099, 0.4949676116574409, 100.00815392776252, 0.373186098632286, 0.5735545527717915, 0.3855814760737164, 99.96553273563912, 0.4250103090250976, 0.7000498664710965, 0.4008920618664729, 99.9954395213823, 0.44896124018739, 0.7107613618093814, 0.2847529498132984, 100.00373057072939, 0.4415145637524429, 0.7238013743826915, 0.2665089295261076, 99.96817917701854, 0.4598822684774966, 0.7624460680118471, 0.1628143345401695, 100.00376450786406, 0.3975332307851775, 0.8541423532495714, 0.1149938367231758, 99.99036697244783, 0.5567105031581422, 0.8275028286461281, -0.0478463415883496, 299.9841324189004, 300.01927701869226, 299.99598092824874, 299.96145761438737, 299.9605301339262, 299.9971791826462, 299.99972606306574, 299.9733995063219, 300.0781632593091, 300.0408781409786, 300.0077007543722, 299.98328719849707, 300.01095730158283, 300.0042811955892, 300.00017120505987, 300.03379540142186, 299.9678546830355, 299.9540728114516, 299.92214008957575]|732.0631713867187500|      0.50000000|[626, 208, 1, 14]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       6|[100.09920366830646, 0.1317588217706276, 0.3959154244900105, 0.1041682515604177, 99.97907667641215, -0.0644601988639214, 0.2389828193542397, 0.8348472875385272, 100.01603956983034, 0.0058866884286224, 0.3157361338945967, 0.9104111335228916, 99.99647819306118, 0.0346709084504063, 0.3380665007782512, 0.7855111567031642, 100.01694298619962, 0.0475002336707628, 0.4168341450098925, 0.7949978927916814, 99.96496199439544, 0.0182404930405135, 0.4811846874135748, 0.7940137423013335, 100.00341332332046, 0.1058728039730311, 0.4856516799965882, 0.6998064394866069, 100.07877616522634, 0.0702707763635368, 0.5083749021670253, 0.6550984222164231, 99.9552085022996, 0.1576704519379483, 0.5155605825003927, 0.5861767359040699, 100.04689103352797, 0.2074843348123571, 0.4885944383664542, 0.6393243664358309, 100.00550871173303, 0.2411564891110961, 0.6446849080884365, 0.5005963617968981, 99.99874439673125, 0.3204985474221501, 0.6016922193616266, 0.4725396124077, 100.01107481498988, 0.3790889579600878, 0.5389118391213099, 0.4949676116574409, 100.00815392776252, 0.373186098632286, 0.5735545527717915, 0.3855814760737164, 99.96553273563912, 0.4250103090250976, 0.7000498664710965, 0.4008920618664729, 99.9954395213823, 0.44896124018739, 0.7107613618093814, 0.2847529498132984, 100.00373057072939, 0.4415145637524429, 0.7238013743826915, 0.2665089295261076, 99.96817917701854, 0.4598822684774966, 0.7624460680118471, 0.1628143345401695, 100.00376450786406, 0.3975332307851775, 0.8541423532495714, 0.1149938367231758, 99.99036697244783, 0.5567105031581422, 0.8275028286461281, -0.0478463415883496, 299.9841324189004, 300.01927701869226, 299.99598092824874, 299.96145761438737, 299.9605301339262, 299.9971791826462, 299.99972606306574, 299.9733995063219, 300.0781632593091, 300.0408781409786, 300.0077007543722, 299.98328719849707, 300.01095730158283, 300.0042811955892, 300.00017120505987, 300.03379540142186, 299.9678546830355, 299.9540728114516, 299.92214008957575]|732.0631713867187500|      0.25000000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[100.08896896130526, 0.1864510990392836, 0.4234227805324874, 0.0756654732979575, 99.977661870278, -0.0039626850046781, 0.2614377368845874, 0.8480691889733412, 100.0331153464873, -0.0292862213205777, 0.270268340314802, 0.9079714587167182, 99.98228341066293, 0.0397123702149277, 0.3588922232985713, 0.8201108514809989, 100.00658622247236, 0.0208407793753415, 0.4013826810892159, 0.7618361371237847, 99.98108636220826, 0.0246632334675138, 0.4690619029103872, 0.8398396337547185, 99.97446452286249, 0.1022801266897562, 0.4857020445692926, 0.6701281012380651, 100.09528692853135, 0.0662516987842101, 0.5547568772161865, 0.6748491955738697, 99.94045474135275, 0.1339264048290927, 0.4731826453762922, 0.5647287856510375, 100.02207962366117, 0.2013352879523992, 0.4705816131981361, 0.6248387774517248, 100.00136860183369, 0.235746383801398, 0.6493152130091376, 0.4734567388070743, 99.98342786425894, 0.3077022557424428, 0.6108283288890819, 0.4653763359219849, 99.98444145316348, 0.3704113594203898, 0.532329960415367, 0.5214530777989898, 99.99852754315887, 0.360444239138227, 0.6131920999668924, 0.3491064882224545, 99.96228548032379, 0.3975087178558562, 0.7049542565661325, 0.3722574251815152, 99.96095669602921, 0.4275613814815472, 0.7241762405957883, 0.3066652950858829, 99.96834118552569, 0.4293909977136885, 0.6703313545107157, 0.3026826480998707, 99.96221533529804, 0.3911529897454298, 0.7459035955353769, 0.1719523091845342, 99.99532789316557, 0.3953379065220674, 0.8681720036679201, 0.160938403457155, 99.96672098487979, 0.5588791737149116, 0.8125285049350291, -0.0401955101628041, 299.98901262269516, 300.0226160177139, 300.022463234904, 299.98530507691606, 299.97862138054796, 299.94137834352813, 300.014450770083, 299.97241910975833, 300.08679210176587, 300.0574038430432, 299.98707464701147, 299.99299045449726, 300.017261292033, 299.9761535446804, 299.9720393579671, 300.08738656545273, 299.97011335318325, 299.95827503859283, 299.9037204043764]|573.5390625000000000|      0.50000000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       8|[100.08896896130526, 0.1864510990392836, 0.4234227805324874, 0.0756654732979575, 99.977661870278, -0.0039626850046781, 0.2614377368845874, 0.8480691889733412, 100.0331153464873, -0.0292862213205777, 0.270268340314802, 0.9079714587167182, 99.98228341066293, 0.0397123702149277, 0.3588922232985713, 0.8201108514809989, 100.00658622247236, 0.0208407793753415, 0.4013826810892159, 0.7618361371237847, 99.98108636220826, 0.0246632334675138, 0.4690619029103872, 0.8398396337547185, 99.97446452286249, 0.1022801266897562, 0.4857020445692926, 0.6701281012380651, 100.09528692853135, 0.0662516987842101, 0.5547568772161865, 0.6748491955738697, 99.94045474135275, 0.1339264048290927, 0.4731826453762922, 0.5647287856510375, 100.02207962366117, 0.2013352879523992, 0.4705816131981361, 0.6248387774517248, 100.00136860183369, 0.235746383801398, 0.6493152130091376, 0.4734567388070743, 99.98342786425894, 0.3077022557424428, 0.6108283288890819, 0.4653763359219849, 99.98444145316348, 0.3704113594203898, 0.532329960415367, 0.5214530777989898, 99.99852754315887, 0.360444239138227, 0.6131920999668924, 0.3491064882224545, 99.96228548032379, 0.3975087178558562, 0.7049542565661325, 0.3722574251815152, 99.96095669602921, 0.4275613814815472, 0.7241762405957883, 0.3066652950858829, 99.96834118552569, 0.4293909977136885, 0.6703313545107157, 0.3026826480998707, 99.96221533529804, 0.3911529897454298, 0.7459035955353769, 0.1719523091845342, 99.99532789316557, 0.3953379065220674, 0.8681720036679201, 0.160938403457155, 99.96672098487979, 0.5588791737149116, 0.8125285049350291, -0.0401955101628041, 299.98901262269516, 300.0226160177139, 300.022463234904, 299.98530507691606, 299.97862138054796, 299.94137834352813, 300.014450770083, 299.97241910975833, 300.08679210176587, 300.0574038430432, 299.98707464701147, 299.99299045449726, 300.017261292033, 299.9761535446804, 299.9720393579671, 300.08738656545273, 299.97011335318325, 299.95827503859283, 299.9037204043764]|573.5390625000000000|      0.25000000|[1010, 336, 1, 22]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[100.08896896130526, 0.1864510990392836, 0.4234227805324874, 0.0756654732979575, 99.977661870278, -0.0039626850046781, 0.2614377368845874, 0.8480691889733412, 100.0331153464873, -0.0292862213205777, 0.270268340314802, 0.9079714587167182, 99.98228341066293, 0.0397123702149277, 0.3588922232985713, 0.8201108514809989, 100.00658622247236, 0.0208407793753415, 0.4013826810892159, 0.7618361371237847, 99.98108636220826, 0.0246632334675138, 0.4690619029103872, 0.8398396337547185, 99.97446452286249, 0.1022801266897562, 0.4857020445692926, 0.6701281012380651, 100.09528692853135, 0.0662516987842101, 0.5547568772161865, 0.6748491955738697, 99.94045474135275, 0.1339264048290927, 0.4731826453762922, 0.5647287856510375, 100.02207962366117, 0.2013352879523992, 0.4705816131981361, 0.6248387774517248, 100.00136860183369, 0.235746383801398, 0.6493152130091376, 0.4734567388070743, 99.98342786425894, 0.3077022557424428, 0.6108283288890819, 0.4653763359219849, 99.98444145316348, 0.3704113594203898, 0.532329960415367, 0.5214530777989898, 99.99852754315887, 0.360444239138227, 0.6131920999668924, 0.3491064882224545, 99.96228548032379, 0.3975087178558562, 0.7049542565661325, 0.3722574251815152, 99.96095669602921, 0.4275613814815472, 0.7241762405957883, 0.3066652950858829, 99.96834118552569, 0.4293909977136885, 0.6703313545107157, 0.3026826480998707, 99.96221533529804, 0.3911529897454298, 0.7459035955353769, 0.1719523091845342, 99.99532789316557, 0.3953379065220674, 0.8681720036679201, 0.160938403457155, 99.96672098487979, 0.5588791737149116, 0.8125285049350291, -0.0401955101628041, 299.98901262269516, 300.0226160177139, 300.022463234904, 299.98530507691606, 299.97862138054796, 299.94137834352813, 300.014450770083, 299.97241910975833, 300.08679210176587, 300.0574038430432, 299.98707464701147, 299.99299045449726, 300.017261292033, 299.9761535446804, 299.9720393579671, 300.08738656545273, 299.97011335318325, 299.95827503859283, 299.9037204043764]|573.5390625000000000|      0.12500000|[1154, 384, 2, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[100.10085485201617, 0.2240314845040857, 0.4412482033689407, 0.0936492328952001, 99.97435102304402, 0.0187862419644974, 0.2447970612286115, 0.8553258511484323, 100.03421886350014, -0.0212676893215562, 0.2861498990175776, 0.923923056392765, 99.98494352006433, 0.0066152453805942, 0.350750501140846, 0.81826892961412, 100.01575285086028, 0.0359598862821834, 0.4252267450870969, 0.7701910659681623, 99.97995117620091, -0.0017266707981917, 0.4588824106110105, 0.8440977781492776, 99.98650903893596, 0.1108358318904201, 0.4816897056729789, 0.6752267911952322, 100.0898255820063, 0.0553357222976956, 0.5326479615183298, 0.6633741054081103, 99.94605557619163, 0.1478834860624689, 0.4902225692854838, 0.5826435505747483, 100.03622254413139, 0.1913477475787894, 0.4863517813278907, 0.6239226455968822, 100.00513721096796, 0.2240906118652269, 0.6496344900302079, 0.4953414042391457, 99.9928020056085, 0.3149380799981437, 0.599890242342996, 0.4791338584881856, 99.98062794895345, 0.3794253980166984, 0.528423068888809, 0.522254966890874, 100.01165396527149, 0.3732965139343414, 0.6243766575391747, 0.3455157044740118, 99.9614268848353, 0.3931033054973288, 0.6944076266646578, 0.3748066156510069, 99.93597953886469, 0.4069091581697937, 0.711607917147082, 0.3000739126122671, 99.95926150024583, 0.4369600071754182, 0.6620041808980427, 0.3114265418814239, 99.94734844768934, 0.4068075676693937, 0.7331087477802182, 0.184024673642537, 99.98330579175015, 0.3923152369231052, 0.8531461216531199, 0.1623217362880154, 99.96620543339229, 0.5538332376329136, 0.7965216265584958, -0.0531417598250681, 299.9743523049361, 300.0273127950337, 300.0141672760925, 299.97839913728853, 299.99467286502227, 299.9493015024983, 300.01799021114243, 299.97040415364364, 300.07227812906996, 300.04775124893337, 299.98917161179594, 300.00844076071735, 300.0202228410357, 299.9757916905408, 299.9818748541298, 300.09786265202786, 299.95501930028075, 299.9618894776727, 299.90391913222203]|435.0797819604474057|      0.25000000|[1251, 416, 3, 29]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
