k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|328350.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8482774489737813, 1.117858103072085, 0.9369352082482019, 0.996241312650653, 0.9327299228890304, 0.861716049571728, 0.9876286269975504, 0.8561909820212144, 1.0841262721784943, 0.9043277530709438, 1.044552018152004, 0.9511216268475797, 0.9140033242949163, 0.7772727708226762, 0.924319896891422, 1.079012401103049, 1.0495976334908306, 1.1406955045486493, 1.2386240865382643, 0.9664549976917135, 0.9109737604010104, 1.0602026110598985, 1.1734727467271187, 1.0589317657894075, 1.0272612283550504, 1.1503124655768968, 0.9147903522257292, 0.9696662347262115, 1.186432530310942, 1.0086106445035063, 0.855852456492636, 1.0359815480784826, 1.0825004593173142, 1.1090887020681646, 1.0739773661271257, 1.1864953594598284, 0.9519771156507728, 1.1099394201927182, 0.9555885897098936, 0.9749046341920118, 1.0829636548195765, 0.9046427245824257, 0.9527241730127385, 1.0034847845953476, 0.860131335634601, 1.0056947061693404, 1.0654466187867624, 0.9238478378760606, 0.9472963023760137, 0.9212298260003869, 1.1071920677163354, 1.1281902479140562, 1.1041707176848496, 1.1822727117077252, 1.2716265421610378, 0.9678029800147621, 1.083609058245601, 1.1186904802721023, 1.0101230003590602, 1.0339077382829176, 0.9429388652034605, 0.8734004006273315, 1.1280017518741066, 1.1349377599563937, 1.0278978334555244, 1.0461974952558415, 1.1484029429269675, 1.128541635084822, 1.1105135697578001, 1.0237475202609656, 0.9792515884053418, 1.000077459609289, 1.1171309412336445, 0.968234068768276, 1.0117156270286092, 0.9334469295110599, 1.0263977449957584, 0.9975892364739155, 1.0371379448250275, 1.0712767063928423, 1.028518133501269, 0.9607164361183473, 1.0302586043366226, 0.9527095835952722, 0.9052077218531652, 0.9700655530503162, 0.9378604776023273, 1.081350145719376, 0.9608154380959311, 1.0731386763414374, 0.970362135235104, 1.0545549272555121, 1.197543202887713, 1.2664208012632414, 1.0396408468277756, 1.0310085478695383, 0.9723040236103849, 0.8715861332858305, 1.0786624505816231, 0.9599373586390896]|327689.2187500000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.6315221967063972, 1.3296754416343493, 0.8638080723949971, 0.7949992797566947, 0.9633851225284438, 0.6721881825862135, 0.8831843051093178, 0.8362753010995956, 0.918760655596213, 0.892971724376095, 1.2595700640857168, 0.9616016452233846, 1.1341557875853967, 0.7154891457220592, 0.8765354794450542, 0.9396571793127405, 1.361163993794589, 1.309639008423135, 1.2825192794681486, 1.4207907218360698, 0.9174023774108696, 1.086607337397255, 1.2921089144133868, 1.0698919491253254, 1.2782008477801148, 1.2345634196436905, 1.022018310998001, 1.4209808981138825, 1.0627278326764318, 1.286268045807383, 0.6355805203920555, 1.106825880619858, 1.2159162817290827, 1.1318779117482853, 1.2354606564274153, 1.2243932080527438, 0.6632246024760352, 0.987454563919478, 0.7678235390466244, 1.0716146301875642, 1.596650823309807, 0.7707341988022933, 1.2898916771609064, 1.0159739308453155, 0.9221892396076041, 0.5971619056410324, 1.3336044924839419, 0.6768568961933099, 0.9648586213864028, 1.2325598537715066, 0.9414523263330332, 1.430136603945665, 0.9562843092937454, 1.3204585699338771, 0.9661590755105347, 1.0134623635731232, 1.270845760510586, 1.242758198138488, 0.8448939687559184, 1.2338957558636867, 1.069997479689515, 0.6252708956543828, 1.1327994595712194, 1.1996123621332229, 0.9178587017772377, 0.9837375648046919, 1.4056699005585753, 0.8910554597435508, 1.023628253673641, 0.8996095703965024, 0.8363861876953015, 1.4490031807866763, 1.1387764359533268, 0.8226651431285055, 1.2256619135359645, 1.443744242759132, 1.1425968595047304, 0.7386019438167768, 1.1953364741569075, 0.9720790153372072, 1.0467048875737222, 0.9455989912985031, 1.098196811920705, 0.9163349066731634, 1.0427731126722282, 1.2968502518702973, 0.7860898001675177, 1.1893072542744303, 0.8219997145758753, 1.164876144168018, 0.9135667342578268, 1.0187353293013155, 1.505977204949411, 1.610815594101012, 1.2295554221122962, 1.1721723464959195, 1.0229447161100653, 0.9426034898484519, 1.2298973842638496, 1.306541253253932]|326072.4062500000000000|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.8993640609903811, 1.767685377586428, 0.9540781763092109, 1.0014701455489217, 0.3255016810912669, 0.2968428479106314, 0.7324336614839378, 0.4251526813682373, 1.4302416040842254, 1.1345351890405506, 0.8263866327330425, 1.1655475297589968, 0.9785560237477376, 0.5148300636578795, 0.6705496201123329, 0.9522982610638552, 1.2331859589782606, 1.664602180508831, 1.729198127952367, 1.0636871157194758, 0.9788392060115509, 1.5741181712328642, 1.3788626303017395, 1.4139278661767207, 2.1865529428453736, 1.1924202947928269, 1.7080578791867866, 0.5535409240137564, 1.3388931826469581, 1.9132979127165841, 0.6215578012319493, 0.7792696969419919, 1.5607045884577817, 0.977525706369254, 1.8455861426663152, 1.8136777409257776, 0.6895758493226024, 1.6272198906551147, 0.7165698517450072, 1.5363139108585624, 1.6905543854883434, 0.8092212132195145, 0.9478151906724035, 1.394286882118028, 1.6056836766984852, 0.5512869547018043, 1.2555434213584715, 0.3111616474730667, 0.9490136759457724, 0.8073420780197345, 1.0841990621891444, 0.8024127833499552, 0.9893723190503341, 1.0939600822238362, 0.7478141708971177, 1.4232605275655998, 1.419592824111262, 0.9998513034461253, 1.0431574994843742, 1.1861086199901543, 1.1582685528880763, 0.4892550317670489, 0.9869733309182976, 0.7548240577333014, 0.9181135142101778, 0.5805612571209249, 1.2053585296407348, 1.119698777631346, 0.9155995341935147, 1.6561563192491915, 0.8168951325972232, 2.3006494677338307, 1.4340231598365356, 1.3639062231763392, 2.3574257029254952, 1.4393530405840473, 1.2827121562999824, 1.39384144162506, 1.08112267361112, 0.973666409412716, 1.0513253478894624, 1.0589963865792869, 1.4456073604232107, 1.2134459793934254, 1.1272466371726415, 1.6038381330112226, 1.5250316884065773, 0.7954563893475333, 0.9515037308906349, 1.6802172533915014, 0.4356370128348063, 0.6793711878651556, 2.1201099067361047, 1.952603766946733, 1.0545629630100481, 1.5504362979110047, 1.1489978854897769, 0.1521881377324473, 1.9713372545764956, 1.4744185812213748]|321871.1250000000000000|      8.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[1.0302950806747855, 1.3459723878812648, -0.10021681651806, 0.6079499889963841, 0.2405383589862334, -0.3528867636322308, 1.091184926306893, 0.0556876585766771, 1.759271667063618, 0.7764804738545865, 0.9693782279316321, 0.7034135845175565, 1.29331597951961, 1.992561825265456, 0.4613677193446776, 0.2470373058200562, 0.2659921099720054, 3.3666829506494276, 1.9543026942840442, 0.2352438388278553, 2.6385583152437224, 2.708307555776515, -0.042743282613241, 1.5850470119794011, 1.9999939794931323, 1.4901892693464944, 2.155021467415142, 0.0329921134362523, 0.7597305197975412, 2.478889624641677, 1.3615892591381114, 1.1908936417128404, 1.783299492890817, 1.4821006315815, 2.6647512774327904, 1.9184130669843618, 0.1513829127981391, 2.1322749451202814, -0.2291148848830902, 1.976614318045162, 2.84264604324769, -0.3613537039690704, 0.7744341826784022, 1.5918827353295364, 0.9529535525369636, 1.8529325790972142, 2.144492631260703, 0.979053676194684, 1.6747137533013974, 1.2097860457469167, 2.0866346008699206, 1.9123431261733068, 2.299273974480811, 1.3363422527244473, 0.4905111501995124, 3.0321014995148077, 1.4375170151025012, -0.0786721374727967, 0.5448163412686089, 1.205644570364145, 0.6033425759414847, -0.5727089801792705, 0.683725422040119, 0.2594140002707046, 0.6923731703188792, 1.0394326185638534, 1.0858845009791516, 1.8445485069308682, 1.9514624680433088, 1.0529889989659926, 0.3760744897121818, 2.3785719337746167, 1.4095372805172073, 1.956010525796811, 1.7524223967575558, 0.3039010370454833, 0.4976825070949021, 4.250494795054035, 0.7692571474440661, 1.550801789149058, 2.0145965729143707, 1.4563756671210824, 0.8468326177574216, 1.3192756760055917, 1.4944103101347472, 1.5361535162027906, 0.7553793572718239, 0.6075993664284939, 1.2881367275538025, 1.612247216125361, 0.216885724962474, 0.6425994626006304, 2.9855883939221184, 4.6524923088103165, -0.1319842824887982, 2.5524853013509885, 0.9955410642899205, 0.2691346168554506, 1.8394698107380862, 1.1692756242799192]|311758.8437500000000000|     16.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[-0.2101080612283108, 0.0357413678228067, -0.6800168043302087, -0.9986833535485199, 0.041289291206272, 0.4749141595895561, 0.9407898193287858, -0.2009276457260118, 2.106370880277696, -1.595182003760835, -0.1782186022359702, 0.5413088744312209, 1.5713655404528482, 1.2894582890100539, 0.6792483642681008, -0.3870284905483485, 2.0573404716290495, 5.562828586650821, 0.3766384363590149, 1.0980948943952304, 4.092791575542254, 0.3733172382357925, 2.0422961858510047, 1.4420025702251835, -0.2323961182674941, 3.6820336110142704, 2.8986910190380213, -0.9869884163722336, 0.188471804366485, 1.0440176916181059, -0.209136811316035, 1.5374692187166359, 3.8678176574319254, 2.5395085359237797, 3.487999617416332, 1.03775673597212, 0.8266142959957435, 2.4805757193547677, 2.4510935305889197, 1.546589505060891, 3.6508413909774533, -0.3083492247188973, 1.0336536625358521, -2.2157885075815615, 1.6523612444020885, 1.7079128672893993, 3.158196752627007, -2.828014274267767, 0.2233511505908601, -0.5237856387479043, 1.6284418930234228, 5.833805493624398, 2.9035986545292083, 3.099676544629944, 0.6969471626878883, 4.708591000975069, 0.336169936950935, 1.117055300716098, 0.807540892980649, 1.1820832821663163, -0.4618092927321212, 3.747315847434142, -1.2698168480720293, -1.1991211713025618, 2.232613427580743, -0.336490476719044, 1.4864062829974862, -0.6509566351365474, 2.333503863941844, 2.1851940858051186, 2.3942916238335017, 2.7305397020464253, -2.6474678109160914, 3.6031399274499263, -1.2341566784794775, 1.6488656528411016, 0.8362284431926026, 7.224114211315136, 2.1564055161601923, 4.190105693568325, 1.1120316743741774, 2.3232912969518567, 0.5078957020391851, 1.5855322370136138, 3.035852957981877, 1.211452588363481, 0.7276660359825162, -0.5100339980325471, 1.3519761379588877, 1.083597049701449, 2.0572487425566544, -0.5680809421786412, 7.127385016546487, 5.340707794277943, 1.1807683394729551, 1.241051083897606, -0.0887738152542346, -0.1013007795828591, 2.268570334590569, -0.4244458403792302]|286559.3437500000000000|     32.00000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[-0.6158913755107465, -5.873748228280502, -0.8867772512401558, -1.6097325439314858, -2.7418672860724396, 3.8485565960423793, 1.079587513920783, -0.2027047166522092, -1.415017826722873, 2.039923492404097, -0.1258249073541899, -7.137258206549349, 0.734300113990037, 3.6332603479817913, 1.05265636265183, -0.9239105232143705, -5.238430786571083, 4.248165949707503, 3.224156918974651, 0.0026768257290295, 4.79014374990239, 2.778071834500044, 0.7826323494199192, -0.900515806448329, 3.9562806911890656, 3.7751150888989833, 2.088926017893591, -3.4341161213748643, -3.449376526220674, -3.311674639976106, 2.8101200630445753, 2.827629356774742, 7.4441072772201045, 2.11980698122919, 0.9596438298981282, 5.070037467144193, 2.66717432019855, 4.187796856903551, -0.8914659835211451, 1.0308759302052701, 1.6755368851121046, -0.889037414149106, -5.154121524995938, -2.7160306492211874, 0.120490622254303, 3.0184903121162794, 2.056518358943248, -9.106069967193848, 2.4932422571725947, -2.1220685149127396, 0.6367597484750415, 1.7334917359182516, 5.661115036409763, 4.142299003016981, -2.737419177854233, 0.0363465772170919, -4.62100263230119, 0.8362193558526293, -0.0464366592052441, 5.7384374379984955, 1.4945722398374892, 12.907911386833153, 1.9182655685908927, -4.791793233023301, 2.189603602161512, -4.633675172381669, 1.0138795987981366, -5.4981213813982235, -1.37865463815736, 7.44430350031971, 6.531664585927942, 2.4818361474042843, 0.5202820146324307, 9.065897190977743, -5.647790370626922, 4.08573273753447, -1.9302072562084611, 10.484048112928656, 3.336693250075652, 4.060917327624771, 2.995453877422447, 4.357098989263605, -2.1139762972087994, 2.6858001841096963, 2.9856426255153394, -0.5207060274811757, 5.555122509490969, -2.020564250706189, 1.4740001517261363, -2.8215476367959065, -4.334196820897883, -3.2202043825754325, 6.91878413237307, 4.368388146870993, 2.9495335013511426, 6.456032389206693, 4.732242746063785, 3.2342340294155516, 4.811150505334178, 1.0963068131169083]|235178.0312500000000000|     64.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[-0.6158913755107465, -5.873748228280502, -0.8867772512401558, -1.6097325439314858, -2.7418672860724396, 3.8485565960423793, 1.079587513920783, -0.2027047166522092, -1.415017826722873, 2.039923492404097, -0.1258249073541899, -7.137258206549349, 0.734300113990037, 3.6332603479817913, 1.05265636265183, -0.9239105232143705, -5.238430786571083, 4.248165949707503, 3.224156918974651, 0.0026768257290295, 4.79014374990239, 2.778071834500044, 0.7826323494199192, -0.900515806448329, 3.9562806911890656, 3.7751150888989833, 2.088926017893591, -3.4341161213748643, -3.449376526220674, -3.311674639976106, 2.8101200630445753, 2.827629356774742, 7.4441072772201045, 2.11980698122919, 0.9596438298981282, 5.070037467144193, 2.66717432019855, 4.187796856903551, -0.8914659835211451, 1.0308759302052701, 1.6755368851121046, -0.889037414149106, -5.154121524995938, -2.7160306492211874, 0.120490622254303, 3.0184903121162794, 2.056518358943248, -9.106069967193848, 2.4932422571725947, -2.1220685149127396, 0.6367597484750415, 1.7334917359182516, 5.661115036409763, 4.142299003016981, -2.737419177854233, 0.0363465772170919, -4.62100263230119, 0.8362193558526293, -0.0464366592052441, 5.7384374379984955, 1.4945722398374892, 12.907911386833153, 1.9182655685908927, -4.791793233023301, 2.189603602161512, -4.633675172381669, 1.0138795987981366, -5.4981213813982235, -1.37865463815736, 7.44430350031971, 6.531664585927942, 2.4818361474042843, 0.5202820146324307, 9.065897190977743, -5.647790370626922, 4.08573273753447, -1.9302072562084611, 10.484048112928656, 3.336693250075652, 4.060917327624771, 2.995453877422447, 4.357098989263605, -2.1139762972087994, 2.6858001841096963, 2.9856426255153394, -0.5207060274811757, 5.555122509490969, -2.020564250706189, 1.4740001517261363, -2.8215476367959065, -4.334196820897883, -3.2202043825754325, 6.91878413237307, 4.368388146870993, 2.9495335013511426, 6.456032389206693, 4.732242746063785, 3.2342340294155516, 4.811150505334178, 1.0963068131169083]|235178.0312500000000000|     32.00000000|[305, 0, 0, 19]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-4.5263237234732046, -7.12100912269623, 2.074969236063518, -1.9102670076579673, 0.216080027742322, 2.488392052087903, 6.437806377410716, -2.628511364681283, -0.7095049128999017, 1.3932824873873433, -1.3144683785361722, -2.3908649627840433, 1.5499547359600805, 5.545163459331758, -1.4798389045943827, 2.521446249318294, -4.205163198350972, 2.710251941370444, 0.1704124175963293, 1.4626767836968118, 2.2209774106432887, 1.1692610413642162, 3.2357909314278306, -4.72299331546711, 5.102974084411223, -1.8393625668938278, -2.5324810929556683, -2.185305774231669, -1.7331330714642275, -4.2163928086689895, -2.1011516038780282, 2.171323610546249, 3.7046001299642244, 6.335839362788981, -2.6784989518160307, 5.084597188792812, 5.095269111499456, 0.5396226562665811, 4.466600355997189, 7.389067641373524, 5.4810696741610485, -3.2625666936361855, -2.575684659270446, -3.3331117416664062, -7.570018756393273, 1.1401217473006582, -2.2031745192971766, -8.863741424107328, 0.0192472487562503, -6.430701987876691, -4.336166031224428, -3.408049522709157, 3.90589813010539, 3.689638452721172, -5.94143321775888, -0.7199294098499259, -6.696635747065626, 1.182294792652685, -1.2994646314787184, 6.859239487529571, 4.1172454452901315, 11.040930449038092, 1.4847608087676778, -5.349697599871469, 5.872529829310222, -9.26300620643812, 2.5007347791942776, -7.662780009959201, -6.945820581549066, 10.021159573565601, 11.938003154279361, 0.481239605709102, 3.2553423860405504, 7.341032506297465, -5.653883297707157, 10.088374187330249, 0.5111730676679758, 11.514272224997026, 7.54762106546869, 10.062856537059107, 9.69291018543565, -2.658663628876405, -0.1214684825548584, 3.665215226257943, 0.1307034043474911, -0.4816905654706478, 1.0967838973933972, -2.002207857672029, 0.7643192654524873, -1.0194080144593338, -3.737263734655032, -7.100020630467791, 3.67045659655798, 4.936908112812314, 2.779074070849887, 7.485931182626101, 4.875354838637289, 5.28342338627305, 10.1757005145479, 5.125037955747562]|190484.6875000000000000|     64.00000000|[337, 0, 0, 21]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[-4.5263237234732046, -7.12100912269623, 2.074969236063518, -1.9102670076579673, 0.216080027742322, 2.488392052087903, 6.437806377410716, -2.628511364681283, -0.7095049128999017, 1.3932824873873433, -1.3144683785361722, -2.3908649627840433, 1.5499547359600805, 5.545163459331758, -1.4798389045943827, 2.521446249318294, -4.205163198350972, 2.710251941370444, 0.1704124175963293, 1.4626767836968118, 2.2209774106432887, 1.1692610413642162, 3.2357909314278306, -4.72299331546711, 5.102974084411223, -1.8393625668938278, -2.5324810929556683, -2.185305774231669, -1.7331330714642275, -4.2163928086689895, -2.1011516038780282, 2.171323610546249, 3.7046001299642244, 6.335839362788981, -2.6784989518160307, 5.084597188792812, 5.095269111499456, 0.5396226562665811, 4.466600355997189, 7.389067641373524, 5.4810696741610485, -3.2625666936361855, -2.575684659270446, -3.3331117416664062, -7.570018756393273, 1.1401217473006582, -2.2031745192971766, -8.863741424107328, 0.0192472487562503, -6.430701987876691, -4.336166031224428, -3.408049522709157, 3.90589813010539, 3.689638452721172, -5.94143321775888, -0.7199294098499259, -6.696635747065626, 1.182294792652685, -1.2994646314787184, 6.859239487529571, 4.1172454452901315, 11.040930449038092, 1.4847608087676778, -5.349697599871469, 5.872529829310222, -9.26300620643812, 2.5007347791942776, -7.662780009959201, -6.945820581549066, 10.021159573565601, 11.938003154279361, 0.481239605709102, 3.2553423860405504, 7.341032506297465, -5.653883297707157, 10.088374187330249, 0.5111730676679758, 11.514272224997026, 7.54762106546869, 10.062856537059107, 9.69291018543565, -2.658663628876405, -0.1214684825548584, 3.665215226257943, 0.1307034043474911, -0.4816905654706478, 1.0967838973933972, -2.002207857672029, 0.7643192654524873, -1.0194080144593338, -3.737263734655032, -7.100020630467791, 3.67045659655798, 4.936908112812314, 2.779074070849887, 7.485931182626101, 4.875354838637289, 5.28342338627305, 10.1757005145479, 5.125037955747562]|190484.6875000000000000|     32.00000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-4.5263237234732046, -7.12100912269623, 2.074969236063518, -1.9102670076579673, 0.216080027742322, 2.488392052087903, 6.437806377410716, -2.628511364681283, -0.7095049128999017, 1.3932824873873433, -1.3144683785361722, -2.3908649627840433, 1.5499547359600805, 5.545163459331758, -1.4798389045943827, 2.521446249318294, -4.205163198350972, 2.710251941370444, 0.1704124175963293, 1.4626767836968118, 2.2209774106432887, 1.1692610413642162, 3.2357909314278306, -4.72299331546711, 5.102974084411223, -1.8393625668938278, -2.5324810929556683, -2.185305774231669, -1.7331330714642275, -4.2163928086689895, -2.1011516038780282, 2.171323610546249, 3.7046001299642244, 6.335839362788981, -2.6784989518160307, 5.084597188792812, 5.095269111499456, 0.5396226562665811, 4.466600355997189, 7.389067641373524, 5.4810696741610485, -3.2625666936361855, -2.575684659270446, -3.3331117416664062, -7.570018756393273, 1.1401217473006582, -2.2031745192971766, -8.863741424107328, 0.0192472487562503, -6.430701987876691, -4.336166031224428, -3.408049522709157, 3.90589813010539, 3.689638452721172, -5.94143321775888, -0.7199294098499259, -6.696635747065626, 1.182294792652685, -1.2994646314787184, 6.859239487529571, 4.1172454452901315, 11.040930449038092, 1.4847608087676778, -5.349697599871469, 5.872529829310222, -9.26300620643812, 2.5007347791942776, -7.662780009959201, -6.945820581549066, 10.021159573565601, 11.938003154279361, 0.481239605709102, 3.2553423860405504, 7.341032506297465, -5.653883297707157, 10.088374187330249, 0.5111730676679758, 11.514272224997026, 7.54762106546869, 10.062856537059107, 9.69291018543565, -2.658663628876405, -0.1214684825548584, 3.665215226257943, 0.1307034043474911, -0.4816905654706478, 1.0967838973933972, -2.002207857672029, 0.7643192654524873, -1.0194080144593338, -3.737263734655032, -7.100020630467791, 3.67045659655798, 4.936908112812314, 2.779074070849887, 7.485931182626101, 4.875354838637289, 5.28342338627305, 10.1757005145479, 5.125037955747562]|190484.6875000000000000|     16.00000000|[561, 0, 0, 35]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
