k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.112106443475794, 10.160921202467334, 9.019420318419927]                     |33318424.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.112106443475794, 10.160921202467334, 9.019420318419927]                     |33318424.0000000000000000|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.082381527780411, 10.230952687921205, 8.022318507955205]                     |11557866.0000000000000000|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[9.04447212567671, 10.62121326235305, 6.357854402884488]                        |1619608.0000000000000000|      4.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[9.04447212567671, 10.62121326235305, 6.357854402884488]                        |1619608.0000000000000000|      2.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.04447212567671, 10.62121326235305, 6.357854402884488]                        |1619608.0000000000000000|      1.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.094831123175304, 9.765702501417488, 5.84252411142629]                        |1103499.8750000000000000|      2.00000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[9.094831123175304, 9.765702501417488, 5.84252411142629]                        |1103499.8750000000000000|      1.00000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[8.802394665564973, 9.390085210516364, 4.963096701666722]                       |767143.1250000000000000|      2.00000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[8.802394665564973, 9.390085210516364, 4.963096701666722]                       |767143.1250000000000000|      1.00000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[8.346741950469962, 8.570742235611597, 4.615163241504079]                       |500286.3750000000000000|      2.00000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[8.346741950469962, 8.570742235611597, 4.615163241504079]                       |500286.3750000000000000|      1.00000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[7.773084310702314, 7.885945157719387, 4.165752655907229]                       |326348.5937500000000000|      2.00000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[7.3545246159335385, 5.972851080550915, 4.571805403488106]                      |191689.8125000000000000|      4.00000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[7.3545246159335385, 5.972851080550915, 4.571805403488106]                      |191689.8125000000000000|      2.00000000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
