k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0554234696599368, -0.0144950550221722, 0.197203599431702, -0.008475915980607, -0.0341838185454078, 0.0680765065378608, -0.0196612214082464, 0.0366412174483699, 0.0239721144074691, 0.0615019901722969, 0.2454607974580157, 0.1227344743738706, 0.0643998303559471, 0.1254875648243579, 0.0710837577636266, 0.1159547296735899, -0.0893835606170873, 0.0984343014622469, 0.2388020558368093, 0.155055833397777, 0.1562441082339983, 0.1965217548554561, 0.2613632701038512, 0.1296125986534496, 0.042231053153384, 0.2722082765776341, 0.4510725346107493, 0.3721700658025178, 0.3639618208890614, 0.1516765957101948, 0.4062822760471213, 0.4762018062083176, 0.3468142218945854, 0.4284904038185975, 0.3415292494473296, 0.3556261967635257, 0.4016655128181193, 0.5023567551481957, 0.40636689595399, 0.4274505839986539, 0.7048588224043444, 0.2574984945497869, 0.3357381214315884, 0.3773854554142906, 0.3537331987860203, 0.3867648592918972, 0.4404892507482384, 0.5166050529281879, 0.6230831472682943, 0.4242612253527055, 0.4936872111134465, 0.4807886643865139, 0.6674927533949921, 0.5288656145960215, 0.394757042491507, 0.4594865907992412, 0.5991547095545486, 0.6832382887019253, 0.6866990767299337, 0.5909621611568635, 0.846090082513827, 0.4446885147121159, 0.7192199033622959, 0.7250791735112279, 0.6966830607821859, 0.5651350994002791, 0.6405109711761642, 0.7103033570311995, 0.6795291390032586, 0.8796881954408655, 0.9155355363733277, 0.623265882442738, 0.6466213762646182, 0.6895226874813486, 0.7247647998591513, 0.7888837822416688, 0.7385868178344314, 0.8179372254661661, 0.9440161891098202, 0.8653696859208483, 0.7566726520511491, 0.8660217173020044, 0.8518219298511884, 0.8544118798138933, 0.823703050375703, 0.9194217143501923, 0.8136462521418721, 0.8353278421519063, 0.976786755878199, 0.8064641446896315, 0.9038595485403971, 0.9398233088977895, 1.1214917022670037, 1.0917906562533386, 1.0591123517176448, 1.045380602094791, 1.0740106491654864, 0.852644986155644, 0.9015221906539055, 1.136511406350595]|-75.1173248291015625|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.314338324924645, 0.0120811765630324, 0.1205782614746303, 0.2175902931586974, 0.0467697589867122, 0.118780939915403, 0.0243787195389894, -0.3284397262576378, 0.2326814034461053, 0.1462734756078896, 0.3958394717154889, 0.403654697683942, -0.0847661568227173, 0.2757799036158649, 0.14643550063903, -0.0370768824383376, 0.1979109303427737, -0.200016084547223, 0.0229110010829355, 0.0942293332546745, 0.2523335134802906, 0.2960945079944399, 0.3735494074594155, 0.4599441161906375, -0.0115980950117245, 0.1179472354500748, 0.3834605011102978, 0.618785292075229, 0.7421264858293565, 0.2773098218781194, 0.0074534181280765, 0.40780393060635, 0.5147284854975658, 0.5114188286814572, 0.316306653810652, 0.6258832968161068, 0.1739999637974298, 0.0161603322244874, 0.2354123609458172, 0.7973866868352373, 0.4312934265046983, 0.3408661766492403, 0.3512680802251604, 0.2577120098250312, 0.338151499083568, 0.4669296833991991, 0.4337300183248261, 0.4335112467861166, 0.5906928261542052, 0.3416334777565596, 0.5068083074179985, 0.640907534460003, 0.5846635804561227, 0.6264741745530483, 0.0011239435996434, 0.7444307402140662, 0.9160235613101602, 0.7990873309943812, 0.4897744529201133, 0.8327993651828559, 1.0821764948691752, 0.4404181745696711, 0.2787824311731677, 0.7483472863164031, 0.5438654771283057, 0.5541805539124481, 0.7809072787076352, 1.0571476313538306, 0.9121618395941182, 0.8269759294513603, 0.8812511032318832, 0.8827592510657203, 0.7558768721829809, 0.7775282796184042, 0.6735573207255512, 1.0916578512869943, 0.8194039499203282, 0.713716468644181, 0.9029923835901831, 0.7707053364834173, 1.0123462237976897, 0.7946879381162304, 0.9961945757609523, 0.9813390458152713, 0.7880892250815252, 0.7057762496294676, 1.159685200493662, 0.6253750519186639, 1.2710105627311412, 0.7935082478241867, 1.0359789271009079, 0.8317206347589099, 1.058265764421118, 1.2220775829603705, 1.2790035784005371, 0.8971701226154072, 1.3918277111487711, 0.7290790869236077, 0.4966785058934886, 1.1111731034832022]|-138.6679534912109375|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[-0.0928756244264247, -0.3776519747523883, -0.16001071318148, -0.0845007094361802, 0.5262209974484549, 0.3665515014483058, -0.0299291690756932, -0.5345915413303901, 0.0212441733138253, 0.2070231405263587, 0.4958054791847219, 0.761086099952298, -0.4682660446504653, 0.8915216356728412, -0.031376919771142, -0.087104905061537, 1.1110927462065259, -0.6230153458604943, -0.482967770373544, 0.2601971486132992, 0.4129296288863119, 0.1393077552139946, 0.5910916197668145, 0.1247769067268709, -0.2172481573672832, 0.2845545131184751, -0.3259996305551003, 0.7330217680235134, 0.7426515547701167, 0.6952558726087181, -0.1940001591626403, 0.400730481935307, -0.1294398738687107, 0.2674650589367255, -0.0561185382962958, -0.0593070951116859, -0.0291987438865289, -0.5982635001512568, -0.2988349940109654, 1.132283606538803, 0.5504193226665286, 0.3338769347392977, 0.6179077883990071, 0.2757856853929886, 0.5594889736306027, 0.4006845443625465, 0.4279469134944589, 0.815447711591463, 1.042068264302703, -0.2043370001945699, 0.7766286500380466, 0.8642672341192215, 0.5880348408874007, 0.683682447355471, 0.5281559799873039, 0.9589899468612466, 0.9294769620288922, 0.1975655021988632, 0.6325649073111469, 0.7494549505745678, 1.0795188481783735, 0.0329336927961562, -0.0712825558434319, 0.0883276680453881, 0.2305928492568881, 1.200496882435408, 0.204540844708837, 1.2678097485819912, 1.1564507820904772, 1.393159693860563, 1.305525632038855, 1.300048428400444, 0.5414494922479975, 0.8763376428320262, 0.7554681257764548, 1.3388690397648764, 1.2687007286273215, 1.3919947605314709, 1.0487508990129302, 0.9048541786908628, 1.1929776754799812, 0.135575658128775, 1.127231138320182, 1.5612242033637544, 0.3611324591898112, 1.4221744706444142, 1.9213168069182305, 1.279481885888465, 1.8650820438628872, -0.17664061495163, 1.7345971416806858, 1.074277899509457, 1.1964729383057837, 1.6276514758661298, 1.670329162886114, 0.2889818661423763, 1.3033841579783236, 0.7841088755792315, 0.1074074900932385, 0.5605899592489766]|-431.2532958984375000|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.14607063855338, 0.1575123217612435, -0.506923264252571, -0.0263326759418444, 0.1095512379044998, 0.9989706474567743, 1.7162186432005155, -0.7515712189008179, -0.6587073015942673, 0.9320711669758239, 0.8963234229817467, 1.661444636430291, -0.3794715418981757, 0.8490695118692, -0.5483188977958466, 0.0968594664023752, 1.1506532796781026, -1.0289827780131056, -0.4059421608314898, -0.71562814953068, 0.4128081853708797, 0.4618123331342158, 1.442138776006642, -0.8110569800599978, -1.5926027557263267, -0.8016347766836678, -0.0011921986750468, -0.2833579450339092, 0.2775900598141066, 0.1175285642324305, -0.5971440914250747, 0.0816092920422717, 0.1456675757059608, 1.0835466386498112, 0.5143658619398435, -0.2648718450188903, -0.801007213012373, -1.4744025847153497, -1.0929568399120195, 2.19766619840524, 1.2851612769957672, 1.6161791807092465, 1.5063627066606178, -1.3461860290205294, 0.1428550565523029, 0.5484772028834728, -0.5890926865552404, 1.3967537347316092, 0.4976171145833659, 1.6456601148907295, 0.1727382848224919, -0.1092901154625283, 1.7018240084309375, -0.437683814176185, 0.1773705317566358, 0.7899374181132837, 3.0831672542139095, 0.0335530325027348, 2.3804782434546095, 0.5460426833436116, 0.794594386834259, -0.9510652857821036, -1.0908603947622533, -0.0528448125214865, -1.134734103973471, 1.8391421620673851, 1.010587990401604, -0.1786354570373097, 0.9871759448174002, 1.8996060560641572, 1.6491466272815452, 0.8956210265291347, 1.5495900505942044, 1.7589975242902394, -0.1044084669583508, 0.5633512287234271, 0.3003245380895937, 1.2058135737373197, 1.1778422665852726, 1.8854674898315185, 1.1355051368436941, -0.5685882550354114, 0.6565811590843518, 1.1984648963097677, 0.435566146885771, 2.129892261098241, 1.5164800180039466, 1.0954905178841239, 0.7358665810857947, 0.0068984574135067, 1.0787627860711821, 1.6977583081770506, -0.532431671588294, 2.1892445037933856, 2.333001185546654, -0.6251850396942016, 1.3368798510828885, 1.8104603847653924, -0.5459855330495684, 1.1652907539274273]|-908.5505981445312500|     16.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[-0.2449646638764973, 2.2628984363075944, 0.5429617557689881, -0.5542381259612332, 0.3168565096335952, 3.0313303655630897, 0.9555797876072442, 0.120962984113684, -1.2983517182141173, 1.4723630821782536, 2.9126217051763357, 2.149037453190202, -0.7588829406038643, 2.243738635147346, 0.3995697876037013, -0.0401832705844809, 0.997600005801292, -0.876734243261102, 0.1275389350906775, -1.310766560177098, -1.4542584892084907, -1.6586981405351615, 0.459428955011644, -1.4176841487134415, -0.6863090198271425, -1.9833647741377047, 0.2463892375625925, -0.8802522370175704, -1.7991037092403817, 1.6081883834687756, -1.830420306925933, 1.8734012662321335, -1.0817398555672124, -0.4670312874617162, -1.6165214161877717, -0.4368644538950912, -3.6409397094065015, -2.138483667670652, 0.3022899476812553, 2.427730908869195, 0.3815206939351965, 0.5301071028327917, 2.567989780597957, 2.607234414448895, -0.3321957229617173, -0.0360235588602676, -0.9327836276328672, 1.179441613600793, 2.0118936473985936, 1.9174115926795448, 0.8495984616155493, 2.1819405838319463, 4.882611785352202, -2.2074453482374947, 3.9193011494751797, 2.374206448752262, 1.0051838548305394, 1.075476234872091, 3.3488758796683245, 2.8735010589495715, 0.3721428492925097, -2.38838680299125, -2.059588304572315, 3.5254626932726394, -2.141107895911121, 1.961664354986526, 2.282086460654431, 2.32421922164766, 1.7089325468094054, -1.4009824715731618, 1.780875153100705, 2.732362804547556, 3.2986746544046737, 0.4072246653754485, -0.4053621265117043, 1.8277937869150191, 0.7995828277789107, 2.5410687548537894, 2.167054420478484, 2.0941947413517834, -0.484124018167484, 0.5961609112778142, 0.4573992644097243, 3.974724567591873, 3.2887453801144346, 2.628557161375763, 3.671378527829898, 3.8729637603869396, -1.0881861052801451, -1.5026440945696469, 3.8757063909377787, 1.5377736519659961, 0.4004510598438645, 0.1411001901772502, 2.253453361906325, -1.7108458983170176, 2.1346042557887106, -0.6342255141417645, -3.1092491601895405, -1.9724385453063467]|-983.8417968750000000|     32.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.2449646638764973, 2.2628984363075944, 0.5429617557689881, -0.5542381259612332, 0.3168565096335952, 3.0313303655630897, 0.9555797876072442, 0.120962984113684, -1.2983517182141173, 1.4723630821782536, 2.9126217051763357, 2.149037453190202, -0.7588829406038643, 2.243738635147346, 0.3995697876037013, -0.0401832705844809, 0.997600005801292, -0.876734243261102, 0.1275389350906775, -1.310766560177098, -1.4542584892084907, -1.6586981405351615, 0.459428955011644, -1.4176841487134415, -0.6863090198271425, -1.9833647741377047, 0.2463892375625925, -0.8802522370175704, -1.7991037092403817, 1.6081883834687756, -1.830420306925933, 1.8734012662321335, -1.0817398555672124, -0.4670312874617162, -1.6165214161877717, -0.4368644538950912, -3.6409397094065015, -2.138483667670652, 0.3022899476812553, 2.427730908869195, 0.3815206939351965, 0.5301071028327917, 2.567989780597957, 2.607234414448895, -0.3321957229617173, -0.0360235588602676, -0.9327836276328672, 1.179441613600793, 2.0118936473985936, 1.9174115926795448, 0.8495984616155493, 2.1819405838319463, 4.882611785352202, -2.2074453482374947, 3.9193011494751797, 2.374206448752262, 1.0051838548305394, 1.075476234872091, 3.3488758796683245, 2.8735010589495715, 0.3721428492925097, -2.38838680299125, -2.059588304572315, 3.5254626932726394, -2.141107895911121, 1.961664354986526, 2.282086460654431, 2.32421922164766, 1.7089325468094054, -1.4009824715731618, 1.780875153100705, 2.732362804547556, 3.2986746544046737, 0.4072246653754485, -0.4053621265117043, 1.8277937869150191, 0.7995828277789107, 2.5410687548537894, 2.167054420478484, 2.0941947413517834, -0.484124018167484, 0.5961609112778142, 0.4573992644097243, 3.974724567591873, 3.2887453801144346, 2.628557161375763, 3.671378527829898, 3.8729637603869396, -1.0881861052801451, -1.5026440945696469, 3.8757063909377787, 1.5377736519659961, 0.4004510598438645, 0.1411001901772502, 2.253453361906325, -1.7108458983170176, 2.1346042557887106, -0.6342255141417645, -3.1092491601895405, -1.9724385453063467]|-983.8417968750000000|     16.00000000|[265, 19, 0, 19]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 29 points | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.1640527429649109, 1.7444940343318596, 0.9128755335373071, 0.6629749827968081, 2.102886403237506, 3.1544173650003193, 4.612245886371075, -1.3911588389752074, -0.596436595182753, 1.6703882779017225, 4.2499823374946715, 0.5960170612901614, -1.3914218775618834, 0.1613745349284428, 2.0134141098006713, 0.131014715617976, 2.4120267839854193, 1.8376994370498057, -0.0488055506008553, -1.7027002497087758, -1.041144645218645, -0.0033716594345519, -1.4053106816247536, 1.3446417417631147, -1.8413200433409402, -7.4493783605276915, 1.7905280159280028, -1.602419386350444, -1.0693464997926088, 0.6997344260840754, -1.2088041574277266, 1.2947176288438764, -2.5016917681262156, -2.272045207202744, -2.149187118120174, -0.6172170618355168, -5.193706330230176, -2.5924843174971013, 1.042089381889023, 0.7948128333242737, 0.8053519354977503, -0.0200960684099472, 2.3373256331800376, 3.3881368510817316, -0.7040793678322859, 0.9154715924002925, -2.04011326840912, -0.4693889163590252, -1.6950395029990575, 1.465410676307456, 1.397619679174045, 2.336832241429378, 2.9020677461845974, -1.732871847325763, 3.1733892988111285, 1.3022940795090194, -0.3185135287165393, 0.5525573491823473, 2.2886439428091525, 1.6679874062898854, 0.8810006249918028, -2.080288654972523, -2.442605148635719, 1.7300127743440465, -2.0515794516514836, 2.351389611311039, 6.98124664927718, 0.5028086911002048, 1.2920660177114616, -1.5418701072325045, 2.896894187093427, 0.3872830559367841, 2.3360768246391665, 2.6017025081651353, 0.4110031579628238, 4.94774100502182, -0.9042871152604165, 1.892775650948554, 0.5181978383818917, -0.1478061892401623, -0.5229983273232107, 0.8044016478511569, -3.7435791553688538, 3.976075449947516, 2.7164725075381746, 4.968944447570471, 4.720307585126683, 4.692705011529669, -2.0383243795295583, -3.166206919051424, 2.349022520423545, 1.9745434826630508, 2.717322140855928, -1.842954735333553, 0.7474028352823083, 0.8608225233652291, 3.176965287472902, -0.163587405537244, -2.0673042975249927, -4.342195078370473]|-1110.0441894531250000|     32.00000000|[307, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=1
       8|[-0.1640527429649109, 1.7444940343318596, 0.9128755335373071, 0.6629749827968081, 2.102886403237506, 3.1544173650003193, 4.612245886371075, -1.3911588389752074, -0.596436595182753, 1.6703882779017225, 4.2499823374946715, 0.5960170612901614, -1.3914218775618834, 0.1613745349284428, 2.0134141098006713, 0.131014715617976, 2.4120267839854193, 1.8376994370498057, -0.0488055506008553, -1.7027002497087758, -1.041144645218645, -0.0033716594345519, -1.4053106816247536, 1.3446417417631147, -1.8413200433409402, -7.4493783605276915, 1.7905280159280028, -1.602419386350444, -1.0693464997926088, 0.6997344260840754, -1.2088041574277266, 1.2947176288438764, -2.5016917681262156, -2.272045207202744, -2.149187118120174, -0.6172170618355168, -5.193706330230176, -2.5924843174971013, 1.042089381889023, 0.7948128333242737, 0.8053519354977503, -0.0200960684099472, 2.3373256331800376, 3.3881368510817316, -0.7040793678322859, 0.9154715924002925, -2.04011326840912, -0.4693889163590252, -1.6950395029990575, 1.465410676307456, 1.397619679174045, 2.336832241429378, 2.9020677461845974, -1.732871847325763, 3.1733892988111285, 1.3022940795090194, -0.3185135287165393, 0.5525573491823473, 2.2886439428091525, 1.6679874062898854, 0.8810006249918028, -2.080288654972523, -2.442605148635719, 1.7300127743440465, -2.0515794516514836, 2.351389611311039, 6.98124664927718, 0.5028086911002048, 1.2920660177114616, -1.5418701072325045, 2.896894187093427, 0.3872830559367841, 2.3360768246391665, 2.6017025081651353, 0.4110031579628238, 4.94774100502182, -0.9042871152604165, 1.892775650948554, 0.5181978383818917, -0.1478061892401623, -0.5229983273232107, 0.8044016478511569, -3.7435791553688538, 3.976075449947516, 2.7164725075381746, 4.968944447570471, 4.720307585126683, 4.692705011529669, -2.0383243795295583, -3.166206919051424, 2.349022520423545, 1.9745434826630508, 2.717322140855928, -1.842954735333553, 0.7474028352823083, 0.8608225233652291, 3.176965287472902, -0.163587405537244, -2.0673042975249927, -4.342195078370473]|-1110.0441894531250000|     16.00000000|[426, 31, 0, 31]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.1640527429649109, 1.7444940343318596, 0.9128755335373071, 0.6629749827968081, 2.102886403237506, 3.1544173650003193, 4.612245886371075, -1.3911588389752074, -0.596436595182753, 1.6703882779017225, 4.2499823374946715, 0.5960170612901614, -1.3914218775618834, 0.1613745349284428, 2.0134141098006713, 0.131014715617976, 2.4120267839854193, 1.8376994370498057, -0.0488055506008553, -1.7027002497087758, -1.041144645218645, -0.0033716594345519, -1.4053106816247536, 1.3446417417631147, -1.8413200433409402, -7.4493783605276915, 1.7905280159280028, -1.602419386350444, -1.0693464997926088, 0.6997344260840754, -1.2088041574277266, 1.2947176288438764, -2.5016917681262156, -2.272045207202744, -2.149187118120174, -0.6172170618355168, -5.193706330230176, -2.5924843174971013, 1.042089381889023, 0.7948128333242737, 0.8053519354977503, -0.0200960684099472, 2.3373256331800376, 3.3881368510817316, -0.7040793678322859, 0.9154715924002925, -2.04011326840912, -0.4693889163590252, -1.6950395029990575, 1.465410676307456, 1.397619679174045, 2.336832241429378, 2.9020677461845974, -1.732871847325763, 3.1733892988111285, 1.3022940795090194, -0.3185135287165393, 0.5525573491823473, 2.2886439428091525, 1.6679874062898854, 0.8810006249918028, -2.080288654972523, -2.442605148635719, 1.7300127743440465, -2.0515794516514836, 2.351389611311039, 6.98124664927718, 0.5028086911002048, 1.2920660177114616, -1.5418701072325045, 2.896894187093427, 0.3872830559367841, 2.3360768246391665, 2.6017025081651353, 0.4110031579628238, 4.94774100502182, -0.9042871152604165, 1.892775650948554, 0.5181978383818917, -0.1478061892401623, -0.5229983273232107, 0.8044016478511569, -3.7435791553688538, 3.976075449947516, 2.7164725075381746, 4.968944447570471, 4.720307585126683, 4.692705011529669, -2.0383243795295583, -3.166206919051424, 2.349022520423545, 1.9745434826630508, 2.717322140855928, -1.842954735333553, 0.7474028352823083, 0.8608225233652291, 3.176965287472902, -0.163587405537244, -2.0673042975249927, -4.342195078370473]|-1110.0441894531250000|      8.00000000|[547, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.1640527429649109, 1.7444940343318596, 0.9128755335373071, 0.6629749827968081, 2.102886403237506, 3.1544173650003193, 4.612245886371075, -1.3911588389752074, -0.596436595182753, 1.6703882779017225, 4.2499823374946715, 0.5960170612901614, -1.3914218775618834, 0.1613745349284428, 2.0134141098006713, 0.131014715617976, 2.4120267839854193, 1.8376994370498057, -0.0488055506008553, -1.7027002497087758, -1.041144645218645, -0.0033716594345519, -1.4053106816247536, 1.3446417417631147, -1.8413200433409402, -7.4493783605276915, 1.7905280159280028, -1.602419386350444, -1.0693464997926088, 0.6997344260840754, -1.2088041574277266, 1.2947176288438764, -2.5016917681262156, -2.272045207202744, -2.149187118120174, -0.6172170618355168, -5.193706330230176, -2.5924843174971013, 1.042089381889023, 0.7948128333242737, 0.8053519354977503, -0.0200960684099472, 2.3373256331800376, 3.3881368510817316, -0.7040793678322859, 0.9154715924002925, -2.04011326840912, -0.4693889163590252, -1.6950395029990575, 1.465410676307456, 1.397619679174045, 2.336832241429378, 2.9020677461845974, -1.732871847325763, 3.1733892988111285, 1.3022940795090194, -0.3185135287165393, 0.5525573491823473, 2.2886439428091525, 1.6679874062898854, 0.8810006249918028, -2.080288654972523, -2.442605148635719, 1.7300127743440465, -2.0515794516514836, 2.351389611311039, 6.98124664927718, 0.5028086911002048, 1.2920660177114616, -1.5418701072325045, 2.896894187093427, 0.3872830559367841, 2.3360768246391665, 2.6017025081651353, 0.4110031579628238, 4.94774100502182, -0.9042871152604165, 1.892775650948554, 0.5181978383818917, -0.1478061892401623, -0.5229983273232107, 0.8044016478511569, -3.7435791553688538, 3.976075449947516, 2.7164725075381746, 4.968944447570471, 4.720307585126683, 4.692705011529669, -2.0383243795295583, -3.166206919051424, 2.349022520423545, 1.9745434826630508, 2.717322140855928, -1.842954735333553, 0.7474028352823083, 0.8608225233652291, 3.176965287472902, -0.163587405537244, -2.0673042975249927, -4.342195078370473]|-1110.0441894531250000|      4.00000000|[667, 49, 0, 49]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
