k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.0023227542493101, 0.0344123996041079, -0.0895927912683503, -0.0179368727515528, 0.4477281148587244, -0.1664051911438148, -0.0316095547456341, 0.0611922092818835, -0.0869884418313905]|147674.2812500000000000|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[0.0023227542493101, 0.0344123996041079, -0.0895927912683503, -0.0179368727515528, 0.4477281148587244, -0.1664051911438148, -0.0316095547456341, 0.0611922092818835, -0.0869884418313905]|147674.2812500000000000|      0.50000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.0023227542493101, 0.0344123996041079, -0.0895927912683503, -0.0179368727515528, 0.4477281148587244, -0.1664051911438148, -0.0316095547456341, 0.0611922092818835, -0.0869884418313905]|147674.2812500000000000|      0.25000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.004550040051294, 0.0320757116877622, -0.0615531447110875, 0.0826984638702189, 0.6045600976786905, -0.0042748135389967, -0.0128960509119569, 0.066082387117641, -0.0691209549072885]|36438.4609375000000000|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[0.004550040051294, 0.0320757116877622, -0.0615531447110875, 0.0826984638702189, 0.6045600976786905, -0.0042748135389967, -0.0128960509119569, 0.066082387117641, -0.0691209549072885]|36438.4609375000000000|      0.25000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.004550040051294, 0.0320757116877622, -0.0615531447110875, 0.0826984638702189, 0.6045600976786905, -0.0042748135389967, -0.0128960509119569, 0.066082387117641, -0.0691209549072885]|36438.4609375000000000|      0.12500000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.0194558512819895, 0.0365237667252682, -0.1031791797467289, 0.0228490829614328, 0.6496592136211599, -0.0372801670978084, -0.0600826727859523, 0.0339682182017401, -0.1298430732712906]|17437.3085937500000000|      0.25000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[0.0194558512819895, 0.0365237667252682, -0.1031791797467289, 0.0228490829614328, 0.6496592136211599, -0.0372801670978084, -0.0600826727859523, 0.0339682182017401, -0.1298430732712906]|17437.3085937500000000|      0.12500000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.0578206115113867, 0.0105282620549978, -0.1497502607911332, 0.0061361371879461, 0.7376160013845878, 0.0085550011656058, -0.0525008807812795, 0.0484237311472437, -0.099421268993916]|5344.1813193479038091|      0.25000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
