k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0040463503741353, 2.0002539674367292, -8.022169741149803]                    | 41.0307846069335938|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.0040463503741353, 2.0002539674367292, -8.022169741149803]                    | 41.0307846069335938|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.7044448775288812, 1.053164543439683, -8.137324334726861]                     |  8.5801753997802734|      2.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.6466614616819115, -0.3444445597769528, -7.174109384798701]                   |  1.4676260948181152|      4.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.6466614616819115, -0.3444445597769528, -7.174109384798701]                   |  1.4676260948181152|      2.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.6466614616819115, -0.3444445597769528, -7.174109384798701]                   |  1.4676260948181152|      1.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.3225008605004881, -0.4326072725340172, -6.943996957187036]                  |  1.1623286008834839|      2.00000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.3225008605004881, -0.4326072725340172, -6.943996957187036]                  |  1.1623286008834839|      1.00000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.3225008605004881, -0.4326072725340172, -6.943996957187036]                  |  1.1623286008834839|      0.50000000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.3225008605004881, -0.4326072725340172, -6.943996957187036]                  |  1.1623286008834839|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.0739192225277163, -0.4123237046858793, -6.926799685946405]                  |  1.0622183084487915|      0.50000000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-0.0739192225277163, -0.4123237046858793, -6.926799685946405]                  |  1.0622183084487915|      0.25000000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.0739192225277163, -0.4123237046858793, -6.926799685946405]                  |  1.0622183084487915|      0.12500000|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0448599710996203, -0.2934291719231638, -6.952189644307424]                  |  1.0430853366851807|      0.25000000|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.0448599710996203, -0.2934291719231638, -6.952189644307424]                  |  1.0430853366851807|      0.12500000|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
