k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       2|[0.8896397346659536, 0.8853707267171866, 0.8840146986495848, 0.8900503796064094, 0.8906379464220362, 0.8882513454246748, 0.888044808811554, 0.8858155569151278, 0.8889810730140598, 0.8872132678707046, 1.0426084606886274, 0.6550736808404327, 0.9885132820241923, 0.9872570756526131, 0.9877736304851338, 0.9899433761584862, 0.9750777724174785, 0.9614471782884524, 0.9775203485775354, 0.9956300733794938, 0.991678190174137, 0.9938683865138038]|  1.3729528188705444|      1.00000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[0.8896397346659536, 0.8853707267171866, 0.8840146986495848, 0.8900503796064094, 0.8906379464220362, 0.8882513454246748, 0.888044808811554, 0.8858155569151278, 0.8889810730140598, 0.8872132678707046, 1.0426084606886274, 0.6550736808404327, 0.9885132820241923, 0.9872570756526131, 0.9877736304851338, 0.9899433761584862, 0.9750777724174785, 0.9614471782884524, 0.9775203485775354, 0.9956300733794938, 0.991678190174137, 0.9938683865138038]|  1.3729528188705444|      0.50000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[0.7785734722563654, 0.7705205794088799, 0.7731071936820634, 0.7791569002574505, 0.7783959513204121, 0.7735594148691389, 0.7759612310815333, 0.7766831539475839, 0.7757825772915731, 0.7753378885955683, 1.0784226596409519, 0.3098388387325284, 0.9762494633305068, 0.9702203514281507, 0.9743073740215316, 0.9779477773050756, 0.9434219933775551, 0.9226843026877823, 0.9600806715316128, 0.9930167043279066, 0.978346323950063, 0.9842882919129172]|  1.2272638082504272|      1.00000000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[0.7785734722563654, 0.7705205794088799, 0.7731071936820634, 0.7791569002574505, 0.7783959513204121, 0.7735594148691389, 0.7759612310815333, 0.7766831539475839, 0.7757825772915731, 0.7753378885955683, 1.0784226596409519, 0.3098388387325284, 0.9762494633305068, 0.9702203514281507, 0.9743073740215316, 0.9779477773050756, 0.9434219933775551, 0.9226843026877823, 0.9600806715316128, 0.9930167043279066, 0.978346323950063, 0.9842882919129172]|  1.2272638082504272|      0.50000000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[0.6646233935881541, 0.6549775859466442, 0.6633962579597371, 0.666711822779274, 0.6627347647769692, 0.6561586948535625, 0.6629188458005258, 0.6587716854767578, 0.6657745382701075, 0.6620616142124001, 1.1039037482454916, -0.0295815747222994, 0.9619344612598015, 0.9554834573537847, 0.9573931451904518, 0.9637515737491174, 0.9137996411218778, 0.885270796793068, 0.9337662446936777, 0.9860926014622694, 0.9625491960250531, 0.970985033571268]|  1.0931781530380249|      1.00000000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[0.6646233935881541, 0.6549775859466442, 0.6633962579597371, 0.666711822779274, 0.6627347647769692, 0.6561586948535625, 0.6629188458005258, 0.6587716854767578, 0.6657745382701075, 0.6620616142124001, 1.1039037482454916, -0.0295815747222994, 0.9619344612598015, 0.9554834573537847, 0.9573931451904518, 0.9637515737491174, 0.9137996411218778, 0.885270796793068, 0.9337662446936777, 0.9860926014622694, 0.9625491960250531, 0.970985033571268]|  1.0931781530380249|      0.50000000|[822, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[0.5375838828006441, 0.5396195161491424, 0.5397044564515285, 0.5503331233458107, 0.5387753937687544, 0.5436379310284, 0.5501920279498997, 0.5391054276221025, 0.5570325727756943, 0.5490998333636016, 1.1118403180218333, -0.3556302768034481, 0.9454364422768996, 0.9305530928432234, 0.9493968248226049, 0.9528373193760592, 0.8744767536453425, 0.8425216033186874, 0.9021115776316586, 0.9833800605310333, 0.949610995234507, 0.9624780738089235]|  0.9722572565078735|      1.00000000|[939, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[0.5375838828006441, 0.5396195161491424, 0.5397044564515285, 0.5503331233458107, 0.5387753937687544, 0.5436379310284, 0.5501920279498997, 0.5391054276221025, 0.5570325727756943, 0.5490998333636016, 1.1118403180218333, -0.3556302768034481, 0.9454364422768996, 0.9305530928432234, 0.9493968248226049, 0.9528373193760592, 0.8744767536453425, 0.8425216033186874, 0.9021115776316586, 0.9833800605310333, 0.949610995234507, 0.9624780738089235]|  0.9722572565078735|      0.50000000|[1056, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[0.5375838828006441, 0.5396195161491424, 0.5397044564515285, 0.5503331233458107, 0.5387753937687544, 0.5436379310284, 0.5501920279498997, 0.5391054276221025, 0.5570325727756943, 0.5490998333636016, 1.1118403180218333, -0.3556302768034481, 0.9454364422768996, 0.9305530928432234, 0.9493968248226049, 0.9528373193760592, 0.8744767536453425, 0.8425216033186874, 0.9021115776316586, 0.9833800605310333, 0.949610995234507, 0.9624780738089235]|  0.9722572565078735|      0.25000000|[1174, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[0.4776846259244025, 0.4844717820003529, 0.4796994511116331, 0.4929236828677818, 0.4814023641248845, 0.4817958246475985, 0.4880157991291265, 0.4793323950855958, 0.4947518536737015, 0.4927313315605699, 1.1129962227303358, -0.5154953137711883, 0.9371138944368694, 0.9173677779553648, 0.9395704278537926, 0.9429923420585885, 0.8528358354605496, 0.8184412529265777, 0.886920101331552, 0.9810533191849667, 0.9440459670787532, 0.9551887339582059]|  0.9165545701980591|      0.50000000|[1291, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
