k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0976280424712048, 0.0799386483757919, 0.1506656971841674, -0.009820755944805, 0.0630488447826542, -0.0642025375218477, -0.0119489268984901, 0.0361111149022404, 0.004220191368299, 0.0774481750419062, 0.0320629907970087, 0.0848174564947445]| 17.5254091355019384|      0.50000000|[33, 10, 3, 13]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       4|[0.210914768980828, 0.274861395704476, 0.3994619799880622, 0.1681328406040404, 0.1817079419973707, 0.0807130059764213, -0.1770892726954534, -0.0070981150055086, 0.1291433681108203, -0.0111325312535493, -0.0365418486415899, 0.1998232573956318]|  9.1824547766333549|      1.00000000|[47, 14, 5, 19]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       5|[0.210914768980828, 0.274861395704476, 0.3994619799880622, 0.1681328406040404, 0.1817079419973707, 0.0807130059764213, -0.1770892726954534, -0.0070981150055086, 0.1291433681108203, -0.0111325312535493, -0.0365418486415899, 0.1998232573956318]|  9.1824547766333549|      0.50000000|[60, 18, 5, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1959195388851856, 0.6105610792109044, 0.542791300899941, 0.3000743338289468, -0.0690672029170125, 0.1490058720644563, -0.1294932232614119, 0.0984793722096677, 0.1591891882721731, 0.0269916367073929, -0.1603323962204495, 0.2218376150987584]|  1.5766819715499878|      1.00000000|[72, 22, 5, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | iterate success | actual_k=1
       7|[0.1959195388851856, 0.6105610792109044, 0.542791300899941, 0.3000743338289468, -0.0690672029170125, 0.1490058720644563, -0.1294932232614119, 0.0984793722096677, 0.1591891882721731, 0.0269916367073929, -0.1603323962204495, 0.2218376150987584]|  1.5766819715499878|      0.50000000|[85, 26, 6, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.1959195388851856, 0.6105610792109044, 0.542791300899941, 0.3000743338289468, -0.0690672029170125, 0.1490058720644563, -0.1294932232614119, 0.0984793722096677, 0.1591891882721731, 0.0269916367073929, -0.1603323962204495, 0.2218376150987584]|  1.5766819715499878|      0.25000000|[98, 30, 7, 37]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1959195388851856, 0.6105610792109044, 0.542791300899941, 0.3000743338289468, -0.0690672029170125, 0.1490058720644563, -0.1294932232614119, 0.0984793722096677, 0.1591891882721731, 0.0269916367073929, -0.1603323962204495, 0.2218376150987584]|  1.5766819715499878|      0.12500000|[111, 34, 9, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2068925711431517, 0.6627247489668862, 0.5962783220818682, 0.2679180909769851, -0.0054047528985646, 0.1461518973727114, -0.1349003234276731, 0.0717427179939927, 0.2185291707322716, 0.0173549455506027, -0.1521632594352583, 0.2017705655895786]|  0.8391466736793518|      0.25000000|[118, 36, 9, 45]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.2068925711431517, 0.6627247489668862, 0.5962783220818682, 0.2679180909769851, -0.0054047528985646, 0.1461518973727114, -0.1349003234276731, 0.0717427179939927, 0.2185291707322716, 0.0173549455506027, -0.1521632594352583, 0.2017705655895786]|  0.8391466736793518|      0.12500000|[130, 40, 9, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.2080976050210858, 0.7318048661424948, 0.618788288698981, 0.2798168772806001, 0.0760376547242783, 0.1131416528014316, -0.1373674479624702, 0.0831924764682546, 0.2454099006427211, 0.0172887352788621, -0.1509103727749388, 0.2420114920675092]|  0.5798222422599792|      0.25000000|[136, 42, 9, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.2080976050210858, 0.7318048661424948, 0.618788288698981, 0.2798168772806001, 0.0760376547242783, 0.1131416528014316, -0.1373674479624702, 0.0831924764682546, 0.2454099006427211, 0.0172887352788621, -0.1509103727749388, 0.2420114920675092]|  0.5798222422599792|      0.12500000|[149, 46, 10, 56]                                                          |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.1888740753906736, 0.7799625672254689, 0.6594769036578632, 0.3043462376630376, 0.1338765134790907, 0.1527818349094202, -0.1619071369880964, 0.1264510680670471, 0.2237444121713562, 0.0256395349289727, -0.1952207308298427, 0.2700529265218269]|  0.4619067609310150|      0.25000000|[159, 49, 11, 60]                                                          |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.1888740753906736, 0.7799625672254689, 0.6594769036578632, 0.3043462376630376, 0.1338765134790907, 0.1527818349094202, -0.1619071369880964, 0.1264510680670471, 0.2237444121713562, 0.0256395349289727, -0.1952207308298427, 0.2700529265218269]|  0.4619067609310150|      0.12500000|[171, 53, 11, 64]                                                          |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
