k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1117422844022454, -0.09015445268138, 0.0649525529036768, -0.0645814196179057, -0.0529509850152297, 0.1184879888357083, 0.0836363808458145, -0.0744328855042085, 0.1698337451942982, 0.1028157192608412, 0.1972664558089728, 0.0778965822917615, 0.0804693348153926, 0.0675255642246913, 0.1586415854651373, 0.1080194213360095, 0.2021023404929787, 0.1610463193257353, 0.1311517198525447, 0.1920260624952104, 0.377467783545665, 0.2099169174107164, 0.1278946791519139, 0.4664447035240018, 0.3864116943042419, 0.3163510941083477, 0.3934387124822237, 0.447846347778951, 0.3322676521637212, 0.2742234974376773, 0.4286504500268052, 0.3441336936784228, 0.331668930041135, 0.2797104109418904, 0.2993952518257718, 0.3176645766019321, 0.359999756899295, 0.3931850393359203, 0.4122921447992058, 0.4460429032642232, 0.3982909389165352, 0.403252247203054, 0.4319905626471286, 0.378721300937875, 0.5564367866550736, 0.5325010241973209, 0.3867727884331728, 0.5726100851785633, 0.5409177843506445, 0.6132512571073842, 0.458241469095532, 0.5103768811186499, 0.5054793886610575, 0.4640823711311499, 0.6388192232276508, 0.5162754528640691, 0.7095774829627302, 0.6389715178807589, 0.5762805564422994, 0.7635447458546848, 0.7135350581686419, 0.7422041124945726, 0.5221249755823262, 0.6695682506717338, 0.5768861529169578, 0.7606983592859957, 0.8000771289650005, 0.6657142467062204, 0.7561138093865531, 0.7041178862157803, 0.7789666032445813, 0.7736635909559291, 0.6829820013948278, 0.7965424496511461, 0.6853418533210579, 0.8301670610552487, 0.7841921649311542, 0.9551329304790701, 1.0284848026816598, 0.8490412083912794, 0.831840646513845, 0.8151741757617947, 0.9770695916790322, 0.9177492145754613, 0.7846185875454376, 0.8637986650769495, 0.8834549635819541, 0.9974894466649024, 0.8177218874956815, 1.1925111425412043, 1.0172793914346108, 1.048884832197326, 1.1074018525662144, 1.1414089593256167, 0.9954800834968207, 1.0963647971626933, 1.2029182032074262, 1.238323288482291, 1.0432993739708394, 1.1524403026621566]|-114.0903244018554688|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[0.3179636431213447, -0.0686645931856115, -0.2177827980969305, -0.2226393522543664, -0.4774508731825029, -0.1172054701378666, -0.1483780905469884, 0.0045016720827835, 0.453098666728294, -0.105756791966267, 0.3743906841358974, -0.0386295339228735, 0.1216042860809646, -0.1004130348970736, 0.2697328505595306, 0.2829298285266875, 0.1705972120724616, 0.0559911856579601, 0.0850862585000635, 0.3169601301947303, 0.5951163870021985, 0.4696418920594366, 0.3019974697692935, 0.3848897879094623, 0.2437488705620387, 0.4341427783227894, 0.5451199391315179, 0.6169963811073704, 0.6847598257001385, 0.3471454318873742, 0.979501333270182, 0.2977493506270645, 0.5862941716509817, -0.003312205524109, 0.1187858911871425, 0.2699212067232645, 0.3990869582512621, 0.3462626926602602, 0.4426013481666732, 0.6877879692402524, 0.3216992341487644, 0.4714790504661991, 0.3935846021908704, 0.2245855148936056, 0.7315368890534735, 0.8641414752114356, 0.5909713315867539, 0.6487231617300118, 0.4836662670868578, 0.5177201837586612, 0.5353624660794087, 0.4884448808703495, 0.4816717153421411, 0.8960105557144548, 0.4629068755398761, 0.6381892132370599, 0.557207314996893, 0.8380402220229244, 0.3787341244522823, 0.9650480516969839, 0.7011098840728857, 0.7055486252042014, 0.6732691877474591, 0.3703236453040439, 0.6071801571679405, 0.9463489421176998, 0.7333165586162663, 0.6450531814030154, 0.8642466627029437, 0.8877427119769994, 0.8438823915373339, 0.9084668066211457, 0.8297571481968727, 0.9465534812121856, 0.6153181431790228, 0.7962712527835945, 0.9363358805690197, 1.1660028850457853, 1.0819988954017055, 0.7597318242855308, 0.9477393432863298, 0.530708818789084, 1.132230412988102, 1.305522482213123, 0.8906032064728134, 1.0184817672570132, 1.0019038888563627, 1.0321696460348795, 0.5689013488809285, 1.6238819275260656, 1.0678431099627017, 1.0850858295447376, 1.3928166925388754, 1.4104737604017497, 1.3168146797638554, 1.2779673613085714, 1.761490481883126, 1.6981990979673744, 1.0593853347745028, 1.2779316825619964]|-293.6564941406250000|      4.00000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[0.0815739698063259, -0.3916765450648739, -0.8756678803137621, -0.6037347697272957, -0.5677592490635822, -0.4991158218838698, -0.7622643812557812, -0.2240557251996058, 0.7309290988384813, -0.794956337033303, 0.6189787799170271, -0.0938279765491392, 0.2864085292700868, -0.5561481405184528, 0.5040942869087592, 0.4183725207897925, -0.4558299762079864, -0.3811775093715836, 0.4345950345448581, 0.6608792381247358, 0.2338666584808095, 0.3225947997762114, 0.2711913637056116, 0.0285058626663864, 0.4456009383937299, 0.9266239020737203, 1.3324220696799811, 0.7410916068691228, 0.9816623524414716, 0.2486192392492058, 1.1897919968525201, 0.3002042434324436, 0.2972571692421712, 0.5327131407179675, -0.2825097380248371, 0.0538677146884741, 0.8967556967378849, 0.781245390468136, 0.39310792057844, 0.5413111407997742, 0.1115819295389198, 1.117726994263236, 0.3218581088014525, 0.541316121212278, 1.035247041359638, 0.5012826511186477, 0.5699912292790021, 1.4799294288660545, -0.1270717491622915, 0.4820247394913374, 0.6659504355795138, 0.3303027458264138, 0.0766849566024973, 0.9341794006639551, 0.2955667481363148, 0.391481623871533, 0.4039354437424499, 0.4663111911753083, 0.8073961657066657, 1.3768118581106217, 1.1171953430033192, 0.978660261362917, 1.306995653012791, 0.8402795804375289, 0.746615408638734, 0.8693140242541194, 0.9703561773908288, 0.5340317364535409, 1.2716199829427142, 1.259873163100047, 1.6242300229743345, 0.5205426097894046, 1.379843943396406, 1.3735981890145523, 0.853945529128612, 0.7878791135209956, 1.201367182282663, 1.1046177515434084, 1.290602118973634, 0.9806629190988765, 1.3528595194859638, 0.7131875322604126, 1.7020330261433592, 1.7563589576467888, 0.3241902419135209, 1.7633752465048569, 1.0607419955231985, 1.558806730168814, 0.6715560603070883, 2.289054676492487, 1.7352648881225186, 1.2776028175083074, 1.495334285748628, 2.353562037977709, 2.0216022353077725, 1.7871605202826364, 2.341643154490466, 1.413342851484149, 1.359004412568302, 1.685661786266133]|-786.3968505859375000|      8.00000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[0.8827539339566459, -0.0798678397205009, 0.2390535545575057, -1.2009764200660302, -1.428800367459064, 0.1392038790393856, -0.0638288129435152, -0.0280972072063187, 0.9834392527998544, -0.6860846973022849, 1.7338860361839759, 0.1249306404071719, 1.8862459155210685, -1.3651208436756779, 0.2333838271192581, 0.313185285966555, -2.1302706611700084, -1.658474132796592, 1.580356634337797, 1.2888576838508035, -0.319066036412779, 0.169969397806015, 1.3346508788417724, -0.3177821470706313, 1.282948583596607, 1.1339150062799934, 2.01065176552393, 1.2989480244714922, 0.8035449526401768, 0.9458588955323599, 1.5944158158134638, 0.1144357482467848, 0.379023633682556, 1.438893542310523, -1.168796005725627, 1.0437523697731543, 1.281617490569349, 1.371916804757161, 0.9519895279113448, 2.0024258089649685, -1.202749577435797, 1.1872347500908713, 1.3093840680096462, 0.7099313955390717, 0.4354580781298217, 0.4174264832086063, 1.6417737459458717, 1.7885907179292326, -0.3119189623139325, 0.680136321450638, 0.2392266789459729, 1.129001730576399, 0.0395678302008665, 1.4141314836440697, 2.245266827334721, -0.4316810105615203, 0.4241974493117177, 0.4865770172392215, 1.0618127054652036, 1.383995212862272, 2.1213437311486776, 0.9280328597417926, 0.5876856283775749, 1.4372809576529122, -0.6847878506463456, 2.0817517210686303, 2.6180998592160747, 1.104130888147148, 1.8804348191710756, 1.9131478893143514, 2.0094294718962544, 0.785083977364841, -0.1973084266424296, 0.2609846074673097, 0.0677921359052781, 1.7707213431390338, 0.3337362036586632, 0.8053264755977969, 1.651891683873563, 1.5724731317564418, 1.5277000307861683, 0.3470081379081053, 2.4244330601745374, 1.6798909094713508, 0.9546743264655548, 2.081526230588948, 0.7454927851322344, 0.7309640854804729, 1.9647363032789718, 0.467447529278574, 1.5511022943852926, -0.3891446112527097, 1.2766985605765004, 1.4325244416035066, 2.477864093627156, 1.6902616504906915, 3.333292848387937, 0.9220085496903283, 2.015526171559786, 0.601906928053275]|-1018.1070556640625000|     16.00000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[1.0246923915203268, 1.1640672423201073, -0.5373988165845527, -1.1377314160976686, -1.1407938856540425, -1.0736815980002454, 0.1006771580245625, 1.3975662396809823, 0.751493248784068, -3.3512672571073927, 4.311662948021472, -0.0987844663619216, 0.5510843515993873, 0.424564447938675, -1.3477945198376446, 0.8275361081516586, -3.459460346730782, -0.4990335486459563, -0.9220098239962771, -1.0353594750467858, 0.9490509370238674, 1.8735592399295014, 1.4212196722049593, -1.4366393332908074, 1.1463853956883046, 2.2595249240824793, 1.9148310324149502, 1.52361627862666, -0.2164280181697829, 3.568949427489983, 4.12023065951488, -0.9771337139031664, 1.9897114469111798, 2.407093843431954, -1.7290796508356854, 1.6341894681299474, 0.1295998357861361, -3.025178842528139, 1.2335491900272593, 1.3956374038476433, -2.200013128379932, 0.7248282117530433, 2.1036103066014165, -2.139565332182965, 2.2298558012560146, -0.5718044396336404, 0.7135467970380894, 1.5028728476599242, 1.0007406589465784, -1.08237855588401, -1.755478515837754, -0.7156539192436362, 0.9539264207047864, 5.850451331727309, 0.6409175303135062, -1.5236479763270467, 1.6182282070061575, -2.0847001714506477, 3.156846579216584, 3.3062744651362754, 3.57478741641248, 3.3018443972841016, -0.8518479868537128, -0.8153538582579525, -3.025896581422705, 1.4289946730643561, 3.6019343571538838, 1.3860189629713762, 2.491416460742821, 1.5876222281067656, 5.490695257541237, -0.2252811254349674, -0.4297591882711108, 1.3278160011037752, -0.4338475861201925, 2.1032987949843283, -0.966458701479027, 0.7757674888515803, -1.2316083375067053, 1.0155263868224802, 2.1941613194924523, -1.3435662935698325, 3.6501930027746408, 4.215233441496107, -2.5603775140128957, 0.0607888478215779, -0.4313262494661889, 1.1949844134154914, 1.8015748836217578, 2.880777376864348, 1.1093290413181958, 1.2172811152709502, -0.6289048649366811, 1.0087311764661089, 3.4094706374606734, -0.1267863692119957, 2.5628815228417268, 2.3150214203586446, 3.2008257419429187, 1.6274881180832286]|-1102.6417236328125000|     32.00000000|[687, 0, 0, 11]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       6|[1.0246923915203268, 1.1640672423201073, -0.5373988165845527, -1.1377314160976686, -1.1407938856540425, -1.0736815980002454, 0.1006771580245625, 1.3975662396809823, 0.751493248784068, -3.3512672571073927, 4.311662948021472, -0.0987844663619216, 0.5510843515993873, 0.424564447938675, -1.3477945198376446, 0.8275361081516586, -3.459460346730782, -0.4990335486459563, -0.9220098239962771, -1.0353594750467858, 0.9490509370238674, 1.8735592399295014, 1.4212196722049593, -1.4366393332908074, 1.1463853956883046, 2.2595249240824793, 1.9148310324149502, 1.52361627862666, -0.2164280181697829, 3.568949427489983, 4.12023065951488, -0.9771337139031664, 1.9897114469111798, 2.407093843431954, -1.7290796508356854, 1.6341894681299474, 0.1295998357861361, -3.025178842528139, 1.2335491900272593, 1.3956374038476433, -2.200013128379932, 0.7248282117530433, 2.1036103066014165, -2.139565332182965, 2.2298558012560146, -0.5718044396336404, 0.7135467970380894, 1.5028728476599242, 1.0007406589465784, -1.08237855588401, -1.755478515837754, -0.7156539192436362, 0.9539264207047864, 5.850451331727309, 0.6409175303135062, -1.5236479763270467, 1.6182282070061575, -2.0847001714506477, 3.156846579216584, 3.3062744651362754, 3.57478741641248, 3.3018443972841016, -0.8518479868537128, -0.8153538582579525, -3.025896581422705, 1.4289946730643561, 3.6019343571538838, 1.3860189629713762, 2.491416460742821, 1.5876222281067656, 5.490695257541237, -0.2252811254349674, -0.4297591882711108, 1.3278160011037752, -0.4338475861201925, 2.1032987949843283, -0.966458701479027, 0.7757674888515803, -1.2316083375067053, 1.0155263868224802, 2.1941613194924523, -1.3435662935698325, 3.6501930027746408, 4.215233441496107, -2.5603775140128957, 0.0607888478215779, -0.4313262494661889, 1.1949844134154914, 1.8015748836217578, 2.880777376864348, 1.1093290413181958, 1.2172811152709502, -0.6289048649366811, 1.0087311764661089, 3.4094706374606734, -0.1267863692119957, 2.5628815228417268, 2.3150214203586446, 3.2008257419429187, 1.6274881180832286]|-1102.6417236328125000|     16.00000000|[873, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.0246923915203268, 1.1640672423201073, -0.5373988165845527, -1.1377314160976686, -1.1407938856540425, -1.0736815980002454, 0.1006771580245625, 1.3975662396809823, 0.751493248784068, -3.3512672571073927, 4.311662948021472, -0.0987844663619216, 0.5510843515993873, 0.424564447938675, -1.3477945198376446, 0.8275361081516586, -3.459460346730782, -0.4990335486459563, -0.9220098239962771, -1.0353594750467858, 0.9490509370238674, 1.8735592399295014, 1.4212196722049593, -1.4366393332908074, 1.1463853956883046, 2.2595249240824793, 1.9148310324149502, 1.52361627862666, -0.2164280181697829, 3.568949427489983, 4.12023065951488, -0.9771337139031664, 1.9897114469111798, 2.407093843431954, -1.7290796508356854, 1.6341894681299474, 0.1295998357861361, -3.025178842528139, 1.2335491900272593, 1.3956374038476433, -2.200013128379932, 0.7248282117530433, 2.1036103066014165, -2.139565332182965, 2.2298558012560146, -0.5718044396336404, 0.7135467970380894, 1.5028728476599242, 1.0007406589465784, -1.08237855588401, -1.755478515837754, -0.7156539192436362, 0.9539264207047864, 5.850451331727309, 0.6409175303135062, -1.5236479763270467, 1.6182282070061575, -2.0847001714506477, 3.156846579216584, 3.3062744651362754, 3.57478741641248, 3.3018443972841016, -0.8518479868537128, -0.8153538582579525, -3.025896581422705, 1.4289946730643561, 3.6019343571538838, 1.3860189629713762, 2.491416460742821, 1.5876222281067656, 5.490695257541237, -0.2252811254349674, -0.4297591882711108, 1.3278160011037752, -0.4338475861201925, 2.1032987949843283, -0.966458701479027, 0.7757674888515803, -1.2316083375067053, 1.0155263868224802, 2.1941613194924523, -1.3435662935698325, 3.6501930027746408, 4.215233441496107, -2.5603775140128957, 0.0607888478215779, -0.4313262494661889, 1.1949844134154914, 1.8015748836217578, 2.880777376864348, 1.1093290413181958, 1.2172811152709502, -0.6289048649366811, 1.0087311764661089, 3.4094706374606734, -0.1267863692119957, 2.5628815228417268, 2.3150214203586446, 3.2008257419429187, 1.6274881180832286]|-1102.6417236328125000|      8.00000000|[1059, 0, 0, 17]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0246923915203268, 1.1640672423201073, -0.5373988165845527, -1.1377314160976686, -1.1407938856540425, -1.0736815980002454, 0.1006771580245625, 1.3975662396809823, 0.751493248784068, -3.3512672571073927, 4.311662948021472, -0.0987844663619216, 0.5510843515993873, 0.424564447938675, -1.3477945198376446, 0.8275361081516586, -3.459460346730782, -0.4990335486459563, -0.9220098239962771, -1.0353594750467858, 0.9490509370238674, 1.8735592399295014, 1.4212196722049593, -1.4366393332908074, 1.1463853956883046, 2.2595249240824793, 1.9148310324149502, 1.52361627862666, -0.2164280181697829, 3.568949427489983, 4.12023065951488, -0.9771337139031664, 1.9897114469111798, 2.407093843431954, -1.7290796508356854, 1.6341894681299474, 0.1295998357861361, -3.025178842528139, 1.2335491900272593, 1.3956374038476433, -2.200013128379932, 0.7248282117530433, 2.1036103066014165, -2.139565332182965, 2.2298558012560146, -0.5718044396336404, 0.7135467970380894, 1.5028728476599242, 1.0007406589465784, -1.08237855588401, -1.755478515837754, -0.7156539192436362, 0.9539264207047864, 5.850451331727309, 0.6409175303135062, -1.5236479763270467, 1.6182282070061575, -2.0847001714506477, 3.156846579216584, 3.3062744651362754, 3.57478741641248, 3.3018443972841016, -0.8518479868537128, -0.8153538582579525, -3.025896581422705, 1.4289946730643561, 3.6019343571538838, 1.3860189629713762, 2.491416460742821, 1.5876222281067656, 5.490695257541237, -0.2252811254349674, -0.4297591882711108, 1.3278160011037752, -0.4338475861201925, 2.1032987949843283, -0.966458701479027, 0.7757674888515803, -1.2316083375067053, 1.0155263868224802, 2.1941613194924523, -1.3435662935698325, 3.6501930027746408, 4.215233441496107, -2.5603775140128957, 0.0607888478215779, -0.4313262494661889, 1.1949844134154914, 1.8015748836217578, 2.880777376864348, 1.1093290413181958, 1.2172811152709502, -0.6289048649366811, 1.0087311764661089, 3.4094706374606734, -0.1267863692119957, 2.5628815228417268, 2.3150214203586446, 3.2008257419429187, 1.6274881180832286]|-1102.6417236328125000|      4.00000000|[1245, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.6996367239929038, 1.5989931549787673, -0.7749978773953337, -0.9400263440308553, -1.396484084800794, -0.9590107726383722, -0.2834963209339761, 1.7752589931987968, 0.8971229398590205, -3.626141305711515, 4.175816317179258, -0.5019215487544334, 1.0162801726331518, 0.3423616955264738, -1.663143779492625, 1.1994613071466806, -3.4498871021979793, -0.920004630099194, -1.3752980169549343, -1.4788997132838144, 1.313670418320857, 2.1960000635744974, 1.9287096981548792, -1.4884013463165973, 1.0861470875970445, 2.5033950523236776, 2.505492058250909, 1.1067502824802795, -0.4223415945086579, 3.771837615988486, 4.22512537755676, -0.6857501349152124, 1.6420669042692753, 2.430388177296514, -1.1565983700795361, 1.0091639153758352, 0.2415558934189386, -3.257637354628768, 0.6792420934596838, 0.8502851122830315, -1.9430761207266831, 1.1137589898041518, 1.9497252218551593, -1.734658401980552, 1.7585831856339018, -0.811518200650231, 1.5544467999777518, 1.1462288659829403, 1.2620464793575525, -0.7103156594589212, -1.27094154475204, -0.7594133023205689, 0.7368560322904102, 4.942099834126456, 1.192145807012582, -1.6182306680669114, 1.6378451909909806, -1.76112438781823, 2.898273795554828, 3.909659993686523, 3.8540408145482816, 4.117352113042316, -0.9085814809510177, -1.2432304064413249, -2.9997155935632116, 1.2604844178922838, 3.4917930592955293, 1.427751766542352, 2.158739592791766, 1.5017248106344212, 5.101458448819011, -0.6264380576816259, -1.1969963066337315, 1.6960815367809665, -1.7379979386857753, 1.95731064574568, -0.7347275571057387, 0.6583512141277861, -1.4781718408052724, 1.6425037842412071, 1.9202693857681976, -1.395031905083092, 4.247377060801292, 3.977603993298411, -2.5040317886910772, -0.4380368857717241, -0.9693411980669527, 1.3959975150415809, 1.5804176568193677, 2.2608074727018965, 0.5605608018920294, 1.3345738108435734, -0.963628101292898, 1.13083822769266, 3.477678422996946, -0.4348380366609437, 2.9744787271876003, 2.9808659374811435, 2.908408330998124, 1.6199863411450093]|-1308.4987792968750000|      8.00000000|[1370, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[1.6996367239929038, 1.5989931549787673, -0.7749978773953337, -0.9400263440308553, -1.396484084800794, -0.9590107726383722, -0.2834963209339761, 1.7752589931987968, 0.8971229398590205, -3.626141305711515, 4.175816317179258, -0.5019215487544334, 1.0162801726331518, 0.3423616955264738, -1.663143779492625, 1.1994613071466806, -3.4498871021979793, -0.920004630099194, -1.3752980169549343, -1.4788997132838144, 1.313670418320857, 2.1960000635744974, 1.9287096981548792, -1.4884013463165973, 1.0861470875970445, 2.5033950523236776, 2.505492058250909, 1.1067502824802795, -0.4223415945086579, 3.771837615988486, 4.22512537755676, -0.6857501349152124, 1.6420669042692753, 2.430388177296514, -1.1565983700795361, 1.0091639153758352, 0.2415558934189386, -3.257637354628768, 0.6792420934596838, 0.8502851122830315, -1.9430761207266831, 1.1137589898041518, 1.9497252218551593, -1.734658401980552, 1.7585831856339018, -0.811518200650231, 1.5544467999777518, 1.1462288659829403, 1.2620464793575525, -0.7103156594589212, -1.27094154475204, -0.7594133023205689, 0.7368560322904102, 4.942099834126456, 1.192145807012582, -1.6182306680669114, 1.6378451909909806, -1.76112438781823, 2.898273795554828, 3.909659993686523, 3.8540408145482816, 4.117352113042316, -0.9085814809510177, -1.2432304064413249, -2.9997155935632116, 1.2604844178922838, 3.4917930592955293, 1.427751766542352, 2.158739592791766, 1.5017248106344212, 5.101458448819011, -0.6264380576816259, -1.1969963066337315, 1.6960815367809665, -1.7379979386857753, 1.95731064574568, -0.7347275571057387, 0.6583512141277861, -1.4781718408052724, 1.6425037842412071, 1.9202693857681976, -1.395031905083092, 4.247377060801292, 3.977603993298411, -2.5040317886910772, -0.4380368857717241, -0.9693411980669527, 1.3959975150415809, 1.5804176568193677, 2.2608074727018965, 0.5605608018920294, 1.3345738108435734, -0.963628101292898, 1.13083822769266, 3.477678422996946, -0.4348380366609437, 2.9744787271876003, 2.9808659374811435, 2.908408330998124, 1.6199863411450093]|-1308.4987792968750000|      4.00000000|[1556, 0, 0, 25]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
