k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.860462709314561, 9.247105570743503, 9.905034206940217, 10.255915996451193, -0.2898214206017498, 0.077837658008149, 0.4963679678049909, 0.0522638259693492]|1591.6951904296875000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.337989204229908, 9.964107698526783, 8.744094194301473, 9.300889813663252, -0.4912484632321649, 0.4038275180057606, -0.2264119487834531, 0.6256455683576702]|1579.7644042968750000|      4.00000000|[11, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
       3|[9.08869135213627, 10.639863728288283, 6.008458295904749, 7.279650747687575, -0.6843174818764205, 1.566355818852165, -1.2310363823080008, 0.7500625523611142]|1233.1695556640625000|      8.00000000|[16, 7, 0, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[4.1497595841006785, 9.028122181496611, 6.731553886537619, 11.197378600584448, -2.4571444413545813, 3.322256771750803, -0.2705717998829978, 4.490274794432682]|892.2736206054687500|     16.00000000|[21, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[4.1497595841006785, 9.028122181496611, 6.731553886537619, 11.197378600584448, -2.4571444413545813, 3.322256771750803, -0.2705717998829978, 4.490274794432682]|892.2736206054687500|      8.00000000|[33, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-1.3377348042907933, 5.016814426431033, 3.972920522548418, 12.964972299072679, -4.4728126913925905, 1.6148740573921527, -0.3539353434350908, 4.212162939637527]|547.8176269531250000|     16.00000000|[37, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.4177535913445382, 2.761638055645786, -3.6306947379294536, 3.4571913176756013, 4.13585744945488, 3.520646699274897, 1.7941267053174967, 8.62799902843557]|283.7571716308593750|     32.00000000|[46, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[-0.4177535913445382, 2.761638055645786, -3.6306947379294536, 3.4571913176756013, 4.13585744945488, 3.520646699274897, 1.7941267053174967, 8.62799902843557]|283.7571716308593750|     16.00000000|[59, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-2.6166633182147057, 9.69452367936395, 6.063361595892856, 3.370652524235536, -3.2192912984112185, -0.0168393653222352, 1.2052815502326442, 2.135009239570567]|243.8492126464843750|     32.00000000|[71, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | iterate success | actual_k=1
      10|[-2.6166633182147057, 9.69452367936395, 6.063361595892856, 3.370652524235536, -3.2192912984112185, -0.0168393653222352, 1.2052815502326442, 2.135009239570567]|243.8492126464843750|     16.00000000|[83, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-2.6166633182147057, 9.69452367936395, 6.063361595892856, 3.370652524235536, -3.2192912984112185, -0.0168393653222352, 1.2052815502326442, 2.135009239570567]|243.8492126464843750|      8.00000000|[95, 46, 0, 46]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-2.6166633182147057, 9.69452367936395, 6.063361595892856, 3.370652524235536, -3.2192912984112185, -0.0168393653222352, 1.2052815502326442, 2.135009239570567]|243.8492126464843750|      4.00000000|[107, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-5.500162262619371, 9.248120071012062, 4.568147697030822, 3.2896986049589945, -1.5188300193865358, 1.2171035293837058, 2.0489035823473474, 2.4786045738582656]|190.0039215087890625|      8.00000000|[114, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      14|[-5.500162262619371, 9.248120071012062, 4.568147697030822, 3.2896986049589945, -1.5188300193865358, 1.2171035293837058, 2.0489035823473474, 2.4786045738582656]|190.0039215087890625|      4.00000000|[127, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-6.931950631576582, 8.398258311813217, 4.004430589632834, 2.2098932549371013, -1.7369450033077676, 1.5482256133732304, 3.6925519995801652, 5.459403860202914]|166.6119232177734375|      8.00000000|[134, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      16|[-6.931950631576582, 8.398258311813217, 4.004430589632834, 2.2098932549371013, -1.7369450033077676, 1.5482256133732304, 3.6925519995801652, 5.459403860202914]|166.6119232177734375|      4.00000000|[147, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-6.089413026843834, 6.9157632127977395, 2.2964721953130294, 2.09288736249403, -3.002445983729081, -0.7025391504855181, 5.035762267604376, 4.159450848509299]|131.3412780761718750|      8.00000000|[154, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      18|[-6.089413026843834, 6.9157632127977395, 2.2964721953130294, 2.09288736249403, -3.002445983729081, -0.7025391504855181, 5.035762267604376, 4.159450848509299]|131.3412780761718750|      4.00000000|[167, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
