k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.5177277319395737, 0.4551272421877035, 0.6975959075692645, 0.8739963491071181, 0.6590496282807388, 3.071303112006676, 5.121919662218566, 6.748861917865509, 2.1116424772547613, 4.681874266155305, 5.494421563443866]|  2.5010454654693604|      1.00000000|[57, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[1.5177277319395737, 0.4551272421877035, 0.6975959075692645, 0.8739963491071181, 0.6590496282807388, 3.071303112006676, 5.121919662218566, 6.748861917865509, 2.1116424772547613, 4.681874266155305, 5.494421563443866]|  2.5010454654693604|      0.50000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.4250620512528058, 0.3342354120392661, 0.4609812228658956, 0.8387291268931111, 0.6066940138270728, 3.17083812795422, 5.237602507928714, 6.663887187279758, 2.2928624225925227, 4.484481353775866, 5.7484132270987525]|  1.8407862186431885|      1.00000000|[113, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[1.4250620512528058, 0.3342354120392661, 0.4609812228658956, 0.8387291268931111, 0.6066940138270728, 3.17083812795422, 5.237602507928714, 6.663887187279758, 2.2928624225925227, 4.484481353775866, 5.7484132270987525]|  1.8407862186431885|      0.50000000|[141, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.4250620512528058, 0.3342354120392661, 0.4609812228658956, 0.8387291268931111, 0.6066940138270728, 3.17083812795422, 5.237602507928714, 6.663887187279758, 2.2928624225925227, 4.484481353775866, 5.7484132270987525]|  1.8407862186431885|      0.25000000|[169, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.4250620512528058, 0.3342354120392661, 0.4609812228658956, 0.8387291268931111, 0.6066940138270728, 3.17083812795422, 5.237602507928714, 6.663887187279758, 2.2928624225925227, 4.484481353775866, 5.7484132270987525]|  1.8407862186431885|      0.12500000|[197, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.4171821381117506, 0.3604092020116155, 0.519139495600089, 0.8261957619715502, 0.514138282894807, 3.169997629019607, 5.248868350806384, 6.645565070013371, 2.296147334781654, 4.517765216453833, 5.7139186675697164]|  1.2308393716812134|      0.25000000|[225, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.2847858316903267, 0.3312136501412927, 0.5490977705340079, 0.8811782900814804, 0.49177228269448, 3.2267287780294462, 5.18673914703282, 6.689909610711699, 2.451003849324627, 4.570565385030425, 5.651591099189093]|  0.9966534376144409|      0.50000000|[254, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[1.2847858316903267, 0.3312136501412927, 0.5490977705340079, 0.8811782900814804, 0.49177228269448, 3.2267287780294462, 5.18673914703282, 6.689909610711699, 2.451003849324627, 4.570565385030425, 5.651591099189093]|  0.9966534376144409|      0.25000000|[282, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.2847858316903267, 0.3312136501412927, 0.5490977705340079, 0.8811782900814804, 0.49177228269448, 3.2267287780294462, 5.18673914703282, 6.689909610711699, 2.451003849324627, 4.570565385030425, 5.651591099189093]|  0.9966534376144409|      0.12500000|[310, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.2848786961282552, 0.3484356135298383, 0.5724084956840446, 0.8541339329718735, 0.4278523336003288, 3.2152360817497123, 5.16262230428064, 6.6970440211469215, 2.4400198955769192, 4.615734425425479, 5.735509838860496]|  0.7216212153434753|      0.25000000|[339, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[1.2848786961282552, 0.3484356135298383, 0.5724084956840446, 0.8541339329718735, 0.4278523336003288, 3.2152360817497123, 5.16262230428064, 6.6970440211469215, 2.4400198955769192, 4.615734425425479, 5.735509838860496]|  0.7216212153434753|      0.12500000|[367, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
