k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00781250|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00390625|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00195312|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00097656|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00048828|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00048828|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00024414|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00012207|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00006104|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00003052|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[-2.19977189555e-05, -0.0002037167037072, 1.0000905986400195, 0.0500845464662645, 26061.400033012033, 38.71053356600428, 37027.09999310359]|9276.0902780877149780|      0.00001526|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[-3.08897530006e-05, -0.0002087557470945, 1.000086661875365, 0.0500934925204803, 26061.400029124885, 38.710537454045806, 37027.099991486924]|9272.6406878013494861|      0.00003052|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      20|[-3.08897530006e-05, -0.0002087557470945, 1.000086661875365, 0.0500934925204803, 26061.400029124885, 38.710537454045806, 37027.099991486924]|9272.6406878013494861|      0.00001526|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[-3.08897530006e-05, -0.0002087557470945, 1.000086661875365, 0.0500934925204803, 26061.400029124885, 38.710537454045806, 37027.099991486924]|9272.6406878013494861|      0.00000763|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[-2.96937343391e-05, -0.0002076558488123, 1.000087046027875, 0.0501005276344594, 26061.400027321488, 38.71053581999382, 37027.09999141868]|9270.1402903935213544|      0.00001526|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
