k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[999.9649302390073, 1000.0058096389157, 400.0499171241822, 40.02938839150311, 0.618887527111077, 0.3605268695188445, 0.0023734199379695]|1847126.7936040232889354|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[999.9649302390073, 1000.0058096389157, 400.0499171241822, 40.02938839150311, 0.618887527111077, 0.3605268695188445, 0.0023734199379695]|1847126.7936040232889354|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[999.9649302390073, 1000.0058096389157, 400.0499171241822, 40.02938839150311, 0.618887527111077, 0.3605268695188445, 0.0023734199379695]|1847126.7936040232889354|      0.06250000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[999.9610271361659, 1000.0082070200708, 400.0581315804988, 40.028408613252594, 0.6348999349080838, 0.3596438903246225, -0.05728941806101]|1691968.8812614982016385|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[999.9610271361659, 1000.0082070200708, 400.0581315804988, 40.028408613252594, 0.6348999349080838, 0.3596438903246225, -0.05728941806101]|1691968.8812614982016385|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[999.9402420924445, 999.9940071289643, 400.0439366474956, 40.028664480103416, 0.6708671113391971, 0.3433082027642114, -0.018423739233106]|1604356.1697243414819241|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[999.9402420924445, 999.9940071289643, 400.0439366474956, 40.028664480103416, 0.6708671113391971, 0.3433082027642114, -0.018423739233106]|1604356.1697243414819241|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[999.9543687973897, 1000.0066223387196, 400.03129426463994, 40.03206233393613, 0.6907315191242934, 0.3149479164726944, -0.0650849318892112]|1448880.6541391885839403|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
