k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.3398362998771619, -0.1684060262901096, 0.2599381578852863, 0.4073828244248557, 0.5101126979797683, 0.4463573433016411, 0.8033490021154381, 0.8784064633113524, 0.7862911885716704, 0.9596332361614631]| 46.4154809611389751|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[0.3398362998771619, -0.1684060262901096, 0.2599381578852863, 0.4073828244248557, 0.5101126979797683, 0.4463573433016411, 0.8033490021154381, 0.8784064633113524, 0.7862911885716704, 0.9596332361614631]| 46.4154809611389751|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.3398362998771619, -0.1684060262901096, 0.2599381578852863, 0.4073828244248557, 0.5101126979797683, 0.4463573433016411, 0.8033490021154381, 0.8784064633113524, 0.7862911885716704, 0.9596332361614631]| 46.4154809611389751|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.3091472840304898, -0.1982848118523223, 0.2954207926924028, 0.2425693942372678, 0.5119258084473717, 0.3186978588350261, 0.8766411538410009, 0.9038058798682442, 0.7356350806413208, 1.0454226052939004]| 29.1760442082919056|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[0.3091472840304898, -0.1982848118523223, 0.2954207926924028, 0.2425693942372678, 0.5119258084473717, 0.3186978588350261, 0.8766411538410009, 0.9038058798682442, 0.7356350806413208, 1.0454226052939004]| 29.1760442082919056|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.3091472840304898, -0.1982848118523223, 0.2954207926924028, 0.2425693942372678, 0.5119258084473717, 0.3186978588350261, 0.8766411538410009, 0.9038058798682442, 0.7356350806413208, 1.0454226052939004]| 29.1760442082919056|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.3303981937620071, -0.2827361684761306, 0.3012396296338411, 0.2852428411012706, 0.473602065138192, 0.3311836958559284, 0.9140358740570497, 0.9491422690511766, 0.7660703312851277, 1.031938463641549]| 23.9077591943933676|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.3303981937620071, -0.2827361684761306, 0.3012396296338411, 0.2852428411012706, 0.473602065138192, 0.3311836958559284, 0.9140358740570497, 0.9491422690511766, 0.7660703312851277, 1.031938463641549]| 23.9077591943933676|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.2861670312808687, -0.2772239022042522, 0.3411864038224749, 0.2954221564552861, 0.3878206195343148, 0.3058616611797383, 0.918627471703454, 0.8997115754998263, 0.7791151699871153, 0.99581990807446]|  8.7995841069344287|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[0.2861670312808687, -0.2772239022042522, 0.3411864038224749, 0.2954221564552861, 0.3878206195343148, 0.3058616611797383, 0.918627471703454, 0.8997115754998263, 0.7791151699871153, 0.99581990807446]|  8.7995841069344287|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.2861670312808687, -0.2772239022042522, 0.3411864038224749, 0.2954221564552861, 0.3878206195343148, 0.3058616611797383, 0.918627471703454, 0.8997115754998263, 0.7791151699871153, 0.99581990807446]|  8.7995841069344287|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.2765589858173906, -0.2735006939868305, 0.3388943747869457, 0.3103394887216941, 0.3296268618414326, 0.3103254570489686, 0.9207802386696813, 0.8960162595376849, 0.7751871651381579, 0.9843249053275737]|  6.3502287028267892|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[0.2765589858173906, -0.2735006939868305, 0.3388943747869457, 0.3103394887216941, 0.3296268618414326, 0.3103254570489686, 0.9207802386696813, 0.8960162595376849, 0.7751871651381579, 0.9843249053275737]|  6.3502287028267892|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.2768559008232883, -0.2590291089464676, 0.3149058032308955, 0.3359444335827113, 0.3457821641980584, 0.3297427311745025, 0.9436851186828374, 0.901819971540964, 0.8033004034873359, 1.0062104073929008]|  5.5131017995629223|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[0.2768559008232883, -0.2590291089464676, 0.3149058032308955, 0.3359444335827113, 0.3457821641980584, 0.3297427311745025, 0.9436851186828374, 0.901819971540964, 0.8033004034873359, 1.0062104073929008]|  5.5131017995629223|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.2768559008232883, -0.2590291089464676, 0.3149058032308955, 0.3359444335827113, 0.3457821641980584, 0.3297427311745025, 0.9436851186828374, 0.901819971540964, 0.8033004034873359, 1.0062104073929008]|  5.5131017995629223|      0.03125000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[0.2728944688033601, -0.2773947479377873, 0.3267838423876811, 0.3429642090586918, 0.3428634480092842, 0.3272102680769208, 0.9373411750268104, 0.9157233527523222, 0.8071231829650116, 0.9931676986189024]|  5.4144321716269364|      0.06250000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.2510928787449829, -0.2625278521653768, 0.32905050530935, 0.3355471227007578, 0.3360785296698217, 0.3373435211031125, 0.9320988222597891, 0.9368316255262599, 0.8513308359484645, 0.9692158888318948]|  4.4253873265037784|      0.12500000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[0.2510928787449829, -0.2625278521653768, 0.32905050530935, 0.3355471227007578, 0.3360785296698217, 0.3373435211031125, 0.9320988222597891, 0.9368316255262599, 0.8513308359484645, 0.9692158888318948]|  4.4253873265037784|      0.06250000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[0.2510928787449829, -0.2625278521653768, 0.32905050530935, 0.3355471227007578, 0.3360785296698217, 0.3373435211031125, 0.9320988222597891, 0.9368316255262599, 0.8513308359484645, 0.9692158888318948]|  4.4253873265037784|      0.03125000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
