k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.050111912760374, 0.0500837132464739, 4.066503187230014, 0.1545686574102193, 0.0318838965608729, 0.1691327592781408, 1.1549360821323695, 0.0132803075279329, 1.1615949862002557, 0.2689927720538118, 0.0262398117894528, 0.2642187933668794, 0.3165095184116095, 0.0221157918463549, 0.3075729462287155, 0.068080516627015, 0.0196610094118177, 0.0777397744348032, 0.2364233200794814, 0.0186543334774962, 0.2306774442758096, 1.3682671106474062, 0.0246553579811113, 1.3680864823397902, 0.2455809387754744, 0.0222828764677614, 0.2424245288234268, 1.1567454316241124, 0.0220375162812968, 1.1700137692349777, 0.0430861520859624, 0.0299264537653185, 0.0557234491988538, 0.1242393593381605, 0.0193750855859032, 0.1243942757931562, 0.2941802130801628, 0.0166823528314814, 0.2996653967436628, 0.093081571010688, 0.0117620406154678, 0.0872487530762998, 0.108144331459945, 0.0165006851718628, 0.1164256938590425, 0.5331001607076308, 0.0251264030822244, 0.5391564578816384, 0.0048705706559489, 0.0102404285781022, 0.0018173089716922, 0.0970357014791948, 0.0121677386357536, 0.0834986236442095, 0.0904392537417861, 0.0196547639924187, 0.1094999996623711, 0.025480727019518, 0.0193160643822901, 0.0221324220234315, 0.0967333076293244, 0.0226141192077216, 0.0937534234233805, 0.2690378999518144, 0.021750749960121, 0.2711888279182912, 0.3915599880288395, 0.0175067126916902, 0.4008384162170277, 0.1345891446203789, 0.0165543634927372, 0.1333123314409934, 0.041341077676507, 0.010695429150724, 0.0480596352107114, 0.290097931779529, 0.0200170599376344, 0.2919215126674973, 0.0987004120005778, 0.0259149516652094, 0.0825927454064951, 0.2716070705466609, 0.022613869504939, 0.2827389247698707, 0.0656492478655755, 0.0172435594057036, 0.0617547697043997, 0.1402447235434408, 0.0259253225085452, 0.1521080681154427, 0.1757565974089166, 0.0108909276585261, 0.166668704939304, 0.1351428881204222, 0.0221518604977375, 0.1337581409525514, 0.3806038757504082, 0.0292679645027606, 0.3788604968077917]|59254.0190690027302480|      0.12500000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       6|[4.049311673255624, 0.1375862846311053, 4.067808105020375, 0.1558611158872965, 0.0277966640821218, 0.1739153625332909, 1.1724086196478671, 0.0207500817965073, 1.178619564300863, 0.266619346358021, 0.0373133213633219, 0.2668477106727278, 0.3219828379971213, 0.0170192403386373, 0.29739036664722, 0.0843912141972308, 0.0063381197054279, 0.0727399660142584, 0.2451712877184929, 0.0205057333532556, 0.2351214977246727, 1.3755485533851957, 0.0186857872156966, 1.3639521576713975, 0.2479017711013571, 0.009010325693396, 0.2396009367063648, 1.1494897062489053, 0.0252818690060669, 1.1707195034799964, 0.041330654841054, 0.0373619163599555, 0.0668772297626823, 0.1376847008686877, 0.0217098195184306, 0.1084590205814873, 0.3013925219445313, 0.0214853669258002, 0.2957169538694001, 0.0942773518168831, -0.0003395138971317, 0.0851397393157367, 0.1203093605218745, -0.0004120273422717, 0.1159730012699701, 0.5168618387140238, 0.0322512961258986, 0.5393440133684986, 0.0025473625094122, 0.0130245490077033, 0.01758930537616, 0.0895416964456436, 0.0011663675831963, 0.0967167539461853, 0.1092088284896157, 0.030621308016722, 0.0912376788024999, 0.0389823382283835, 0.0100576893911291, 0.0152803682188725, 0.0989438070864843, 0.01721357795278, 0.0923813395479851, 0.2799306888653616, 0.0214761072497779, 0.2794802542851131, 0.3923769439073937, 0.0148820222315426, 0.4094387689229722, 0.1339954767276948, 0.0244617315214111, 0.1489655917370683, 0.0457669657858826, -0.0031163606801782, 0.0486370529642546, 0.289485744052192, 0.0277188839652092, 0.2869241592679093, 0.1027818704987445, 0.0282140500591381, 0.0767937973389682, 0.2723169898423853, 0.0135883639138072, 0.2900727163880804, 0.0606722859098596, 0.0194701774081931, 0.0671900916439615, 0.1463553201342779, 0.0186710437532236, 0.1451616215509522, 0.1709083108174987, -0.0021780265446287, 0.1680184419459346, 0.1214848272593016, 0.0068320037287854, 0.1135244323799014, 0.3753297727677334, 0.0289981076716887, 0.3975865329757498]|21126.4352954721471178|      0.25000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.005443273775683, 0.3200294416132475, 4.051245398866056, 0.1790373422560934, 0.0348171355952046, 0.1925186519128486, 1.1968107173771416, 0.0221938084454767, 1.1677950578704401, 0.2710956983476058, 0.0125940981677346, 0.2442613292277576, 0.3468856498201573, 0.0266702576840982, 0.2922787159756302, 0.0632802851325336, -0.0311014315971599, 0.061935293505708, 0.2298670745444663, -0.0001988424487382, 0.2222856148499137, 1.377170549528242, -0.0138014812241414, 1.3799667528869959, 0.2413107021640059, -4.37470481603e-05, 0.2603637700006531, 1.1570203664438894, 0.0388817687880068, 1.1981659295977485, 0.0733334871757464, 0.0206952439809844, 0.0547478150752158, 0.1358908628878305, 0.0207520106139905, 0.1252872020394599, 0.2934608163797006, -0.0024928333615899, 0.3258867292796521, 0.0940479404386855, 0.0213907228826417, 0.0854485988954982, 0.1368624638665198, 0.0093761904277286, 0.1346771414208091, 0.5422429283537735, 0.0441225328937772, 0.5225933395609927, 0.0229910277380076, 0.0104685914036762, 0.0363861553744575, 0.0931784460373847, -0.0098866873231234, 0.1062525523387271, 0.1156812089967869, 0.0193808058784511, 0.1015481293764955, 0.0247871644658571, 0.0025282382938745, -0.0014375071323732, 0.1034129769839967, 0.0042870085543703, 0.0994444976948851, 0.278416448762021, 0.0047065703665383, 0.2674406640801442, 0.3697328687562312, -0.0069133419752642, 0.3887723261005305, 0.1708401123907814, 0.0170900232850451, 0.1419359478516059, 0.0286238172789423, -0.0123912333713162, 0.0778340755955346, 0.3060509093232365, -0.0056426063436189, 0.2839260612607863, 0.09164063032592, 0.0472238311593012, 0.0671275173740913, 0.2657158554641794, 0.0094447258451235, 0.2871283945715864, 0.0588292613487082, 0.0423290179833396, 0.0880102181944362, 0.1566649881474901, 0.0254604687001943, 0.156682877710327, 0.1888117112909582, -0.0247454706248789, 0.1512660465104049, 0.1373720538263432, 0.004994947801496, 0.1196427419108902, 0.3578493927028841, 0.0413906315626864, 0.374231500128537]|8537.4295908712792880|      0.50000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[3.9385379236363014, 0.6900878471809413, 4.030621503490809, 0.1794072253947393, 0.0325542359480683, 0.1898605604996779, 1.2101344183069231, -0.0326429480948443, 1.1535701597256625, 0.2888854341055845, 0.0532908412222547, 0.2489907925561595, 0.3160602418344645, 0.0516872938447704, 0.2654656405193182, 0.0969787148602204, -0.0135324723758361, -0.0112174053131422, 0.1580531670993276, -0.040053754892831, 0.2403264331000038, 1.3754391237277714, -0.0817099190303484, 1.3886896846764833, 0.2047142082690545, 0.0610987523941066, 0.1929542382130308, 1.1820487151939862, 0.0197793564489496, 1.2278228258619004, 0.0941942558349419, 0.0699892340621938, -0.0111984415389795, 0.1444782610693308, 0.0538190463313425, 0.0542139464713633, 0.2429260252530354, -0.0455662996518881, 0.3559149941088704, 0.1160599863615781, 0.0335422019755933, 0.129612103762401, 0.1213928625350513, 0.0097694914052062, 0.1563792284428191, 0.5597529696593635, 0.0624115665173796, 0.5445997910567397, -0.0255400830641925, 0.0748949950968793, 0.0575897340574203, 0.1150127876539736, -0.0210496865280294, 0.0979477778770152, 0.2039109844604455, 0.0316574175408051, 0.1392494083542885, 0.0421113617706373, 0.0118633669812093, 0.0398994206540988, 0.1288997279236836, 0.0054323619899161, 0.102295232111253, 0.2119937609456421, -0.0242289082576584, 0.2985885467675358, 0.3682650163542622, 0.0441983669669627, 0.3800446814921855, 0.1576762125101504, 0.0134274159093595, 0.1379535492120595, 0.0099212604002869, -0.0257898648562958, 0.0613130040060144, 0.3082242287388069, -0.0040830626103942, 0.2844335592445307, 0.1232658246162726, -0.0042429116928563, 0.0996464613376881, 0.261278330947825, 0.0259360669279481, 0.3103334900459062, 0.0245763717320205, 0.0335190462442223, 0.1188642382197927, 0.1064479737604292, 0.0310276332260553, 0.1338741985629051, 0.1715578545403697, -0.0238131385013667, 0.1358238251470269, 0.1261394680377294, 0.0126097051865585, 0.1458646530654837, 0.2942170408749408, 0.0050258764810736, 0.3754391054985277]|3507.1588255705314623|      1.00000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[3.7766935324798796, 1.622022579233001, 3.9741705127479956, 0.2031334582929853, 0.0277780383960112, 0.1726079562129238, 1.278652315162787, -0.0220180574483243, 1.1697931331810811, 0.3147517152895059, 0.1070673690224078, 0.2678239423748591, 0.2998925337553868, 0.0084945628030374, 0.2492087445453278, 0.0475152713952658, -0.0175296132190104, 0.0358626152969277, 0.1048142992123947, -0.0526759528758177, 0.2409375127946453, 1.4273108053203525, -0.0806907224971187, 1.4232784450875704, 0.1873742798020243, 0.1272713429339333, 0.2096783781895811, 1.1302838247928084, 0.0263750133511767, 1.238220023647109, 0.0902880716909788, 0.0792835857687828, -0.0152129241809826, 0.1334091378967802, 0.1488746264338626, 0.0579856098517089, 0.2731861802576344, -0.0440965919422606, 0.3771215807039527, 0.1192054830119647, 0.0299505502132578, 0.1268418128651112, 0.144294327306717, 0.0110340666675891, 0.1411208698817037, 0.5525090554665684, 0.0449515368667537, 0.5432570940504172, 0.0013140074826408, 0.148979568073168, 0.082476043988481, 0.1602758672586486, -0.022208565925647, 0.0753287073438099, 0.2306655718949618, 0.0716258901147854, 0.1581221657169261, 0.0443512290855425, 0.0105422824897417, 0.0878595213755257, 0.1095872122112995, -0.0183225150096247, 0.0369835354911524, 0.1844263855846283, 0.0036752508047904, 0.2739601158778602, 0.3459488202265323, -0.0053981987296955, 0.3410809154150694, 0.1478096262396247, 0.025936341916006, 0.2232588878476654, -0.0013276003036795, -0.0324530242262057, 0.0741254574711243, 0.2710750681378551, -0.0121730504217217, 0.318505310659651, 0.1189210546349239, -0.0688753944776322, 0.1235108362335949, 0.2631806947854013, -0.0229175910535858, 0.3411408304768196, 0.0300122675492488, 0.0040606820731334, 0.1324502834909266, 0.0916823142175957, 0.0559065364300205, 0.1227303460883941, 0.1879100508681795, -0.0765710348923331, 0.1196206239556115, 0.1511225774316758, 0.0160664311992114, 0.1763163857335095, 0.2907478025133451, -0.0457819215429534, 0.441895651643993]|1117.9249212840188648|      2.00000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[3.7766935324798796, 1.622022579233001, 3.9741705127479956, 0.2031334582929853, 0.0277780383960112, 0.1726079562129238, 1.278652315162787, -0.0220180574483243, 1.1697931331810811, 0.3147517152895059, 0.1070673690224078, 0.2678239423748591, 0.2998925337553868, 0.0084945628030374, 0.2492087445453278, 0.0475152713952658, -0.0175296132190104, 0.0358626152969277, 0.1048142992123947, -0.0526759528758177, 0.2409375127946453, 1.4273108053203525, -0.0806907224971187, 1.4232784450875704, 0.1873742798020243, 0.1272713429339333, 0.2096783781895811, 1.1302838247928084, 0.0263750133511767, 1.238220023647109, 0.0902880716909788, 0.0792835857687828, -0.0152129241809826, 0.1334091378967802, 0.1488746264338626, 0.0579856098517089, 0.2731861802576344, -0.0440965919422606, 0.3771215807039527, 0.1192054830119647, 0.0299505502132578, 0.1268418128651112, 0.144294327306717, 0.0110340666675891, 0.1411208698817037, 0.5525090554665684, 0.0449515368667537, 0.5432570940504172, 0.0013140074826408, 0.148979568073168, 0.082476043988481, 0.1602758672586486, -0.022208565925647, 0.0753287073438099, 0.2306655718949618, 0.0716258901147854, 0.1581221657169261, 0.0443512290855425, 0.0105422824897417, 0.0878595213755257, 0.1095872122112995, -0.0183225150096247, 0.0369835354911524, 0.1844263855846283, 0.0036752508047904, 0.2739601158778602, 0.3459488202265323, -0.0053981987296955, 0.3410809154150694, 0.1478096262396247, 0.025936341916006, 0.2232588878476654, -0.0013276003036795, -0.0324530242262057, 0.0741254574711243, 0.2710750681378551, -0.0121730504217217, 0.318505310659651, 0.1189210546349239, -0.0688753944776322, 0.1235108362335949, 0.2631806947854013, -0.0229175910535858, 0.3411408304768196, 0.0300122675492488, 0.0040606820731334, 0.1324502834909266, 0.0916823142175957, 0.0559065364300205, 0.1227303460883941, 0.1879100508681795, -0.0765710348923331, 0.1196206239556115, 0.1511225774316758, 0.0160664311992114, 0.1763163857335095, 0.2907478025133451, -0.0457819215429534, 0.441895651643993]|1117.9249212840188648|      1.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[3.2895207726874403, 2.129725062513515, 3.9457344631819113, 0.2725140437100554, 0.0342802446627244, 0.2131616037239415, 1.229911895453098, 0.1191525359285271, 1.2632552558573842, 0.4511684606517314, 0.0218929640642899, 0.2457163028660868, 0.3122157779872499, 0.0659792636716392, 0.2245287738219663, 0.0596197787014903, -0.040941412262759, 0.0628116932377245, 0.0196489072561597, -0.1176322620653675, 0.172416072265644, 1.5511510806130258, 0.0530795973877398, 1.2798802725922154, 0.2277123861510404, 0.0802498924068826, 0.1120330418440085, 1.1591867397388542, 0.0017010911196135, 1.2642751147143658, 0.0932576639036294, 0.102562698125297, -0.1099936756434851, 0.2108668206272124, 0.1658368724969235, -0.0344521818213828, 0.3274905752778526, 0.0288526332337635, 0.2127798913949933, 0.0839633910193394, 0.0591787776827363, 0.0413971669343829, -0.0457618156885797, -0.1735076487762429, 0.1926035365365767, 0.5452975650435797, 0.0892490493883422, 0.6382579273004559, 0.0874108174904689, 0.1321811569974042, 0.174884913839669, 0.1588794863455129, -0.0042522165704564, 0.0384248127268136, 0.1347551361231634, 0.0708265232641778, 0.1288438004795411, 0.087117168770169, 0.0509413786540255, 0.1037932114533414, 0.1951826210847101, 0.0949381618953105, -0.0106953941322027, 0.1960366334859841, 0.0258350343281655, 0.2649279593946367, 0.2789540498118379, 0.0730816671983391, 0.2791921284501726, 0.1068196702246103, 0.0001294937067472, 0.1245033623476273, -0.0855049411862401, -0.0501512352354977, 0.0970379749549577, 0.196316057523137, 0.0034416788166621, 0.3243131620859651, 0.1692810776430168, 0.0074576307153823, 0.076833317393221, 0.2776915580959673, -0.1297976281792237, 0.4130411376986503, -0.0539526457173306, -0.0957812169444446, 0.1237132177485091, 0.0522502054416092, 0.1614991818220898, 0.067976198384056, 0.1847111593891714, -0.0067625147331732, 0.1423959024480613, 0.0165361979423355, -0.086514006997019, 0.1604992718687248, 0.2696940632943413, -0.0834055497706475, 0.511620931014278]|658.3150614074073701|      2.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
