k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8906250000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[8.795759645247943, -0.9115650304524293, 1.1838244222068295, -0.0837086532562408, 1.2629864311339887, 1.251296675184118, -0.1685820709307512]|52323.8320312500000000|      4.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[8.795759645247943, -0.9115650304524293, 1.1838244222068295, -0.0837086532562408, 1.2629864311339887, 1.251296675184118, -0.1685820709307512]|52323.8320312500000000|      2.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[8.795759645247943, -0.9115650304524293, 1.1838244222068295, -0.0837086532562408, 1.2629864311339887, 1.251296675184118, -0.1685820709307512]|52323.8320312500000000|      1.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[8.951438874936814, -1.2629880543642962, 1.044174110247822, -0.8811650478940682, 1.248394366882512, 0.837775522207986, -0.3286266035811358]|39155.1562500000000000|      2.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[8.951438874936814, -1.2629880543642962, 1.044174110247822, -0.8811650478940682, 1.248394366882512, 0.837775522207986, -0.3286266035811358]|39155.1562500000000000|      1.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[8.951438874936814, -1.2629880543642962, 1.044174110247822, -0.8811650478940682, 1.248394366882512, 0.837775522207986, -0.3286266035811358]|39155.1562500000000000|      0.50000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[8.951438874936814, -1.2629880543642962, 1.044174110247822, -0.8811650478940682, 1.248394366882512, 0.837775522207986, -0.3286266035811358]|39155.1562500000000000|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.25000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.12500000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.06250000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.03125000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.01562500|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.00781250|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[8.956690233983005, -1.270522237563173, 1.0466274017845845, -0.9557128721691996, 1.2489940454775215, 0.8372456729498495, -0.0901908214226689]|14717.3632812500000000|      0.00390625|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[8.956700843756721, -1.2704918977585935, 1.046656167505359, -0.9561588341682921, 1.2489410338732958, 0.8363165730946717, -0.0939580498002775]|14632.9785156250000000|      0.00781250|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[8.956700843756721, -1.2704918977585935, 1.046656167505359, -0.9561588341682921, 1.2489410338732958, 0.8363165730946717, -0.0939580498002775]|14632.9785156250000000|      0.00390625|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[8.956601908690413, -1.2704999890587887, 1.046830593386868, -0.9581190556521226, 1.2489232400819696, 0.8344827734735432, -0.0911273422698632]|14614.4501953125000000|      0.00781250|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[8.956601908690413, -1.2704999890587887, 1.046830593386868, -0.9581190556521226, 1.2489232400819696, 0.8344827734735432, -0.0911273422698632]|14614.4501953125000000|      0.00390625|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[8.956644705118414, -1.2706351859750609, 1.0468712877390078, -0.9589326651611082, 1.2488926881838704, 0.8332241502518672, -0.0947315061154804]|14588.7568359375000000|      0.00781250|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[8.956644705118414, -1.2706351859750609, 1.0468712877390078, -0.9589326651611082, 1.2488926881838704, 0.8332241502518672, -0.0947315061154804]|14588.7568359375000000|      0.00390625|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[8.956667942586032, -1.270690084580709, 1.046920598246112, -0.9603420896345622, 1.2487507678737315, 0.8320172509475019, -0.0912979104712749]|14557.1875000000000000|      0.00781250|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[8.956667942586032, -1.270690084580709, 1.046920598246112, -0.9603420896345622, 1.2487507678737315, 0.8320172509475019, -0.0912979104712749]|14557.1875000000000000|      0.00390625|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[8.956725713073322, -1.2706856722067836, 1.0469985436723566, -0.9613315427577963, 1.248647038940147, 0.8306789606012277, -0.0948289950708152]|14539.2265625000000000|      0.00781250|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
