k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.3058856977816678, -0.045386586349118, 0.7999079242053733, 0.736280467506488, 0.3103648693249491, 0.1509032504500368, 0.8923809521592726, 1.2962141759134667, 1.0046347833497016, 0.9493317957801805]| 27.3029533935132207|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.3234402382414541, -0.058765714826726, 0.8034616649188783, 0.762058929101647, 0.3247572845951574, 0.1570350501113731, 0.8913600180407001, 1.3451472379772675, 0.9958735351811623, 0.9443376039665223]| 20.2601996941291773|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.01562500|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.311455810488909, -0.0510516375023741, 0.8474488616176593, 0.7491673380955635, 0.3057148353100462, 0.1528091003311231, 0.886754270947345, 1.4518009451117841, 0.9834184876510631, 0.9070686889934362]|  6.2702013669270764|      0.00781250|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.31369341168892, -0.0444858330048632, 0.8460545230218323, 0.7513549793427916, 0.3054132982270795, 0.1509208414098412, 0.8858491161225927, 1.4529442439839473, 0.9840529689451462, 0.9070129787862966]|  6.0602957462893672|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.31369341168892, -0.0444858330048632, 0.8460545230218323, 0.7513549793427916, 0.3054132982270795, 0.1509208414098412, 0.8858491161225927, 1.4529442439839473, 0.9840529689451462, 0.9070129787862966]|  6.0602957462893672|      0.00781250|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.3160579281632035, -0.050946662939186, 0.8473519436744122, 0.7534229862280382, 0.3064960017827617, 0.1489767528113808, 0.8853273838829877, 1.4543644254535335, 0.9844237587789598, 0.9064099785209385]|  5.9457907237957857|      0.01562500|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[0.3160579281632035, -0.050946662939186, 0.8473519436744122, 0.7534229862280382, 0.3064960017827617, 0.1489767528113808, 0.8853273838829877, 1.4543644254535335, 0.9844237587789598, 0.9064099785209385]|  5.9457907237957857|      0.00781250|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.3199285694072922, -0.0455950321433316, 0.8470663427682271, 0.7549430699069847, 0.3080391056102604, 0.1467958564642806, 0.8846457077365852, 1.456277814682978, 0.9827304070014189, 0.9073536198257484]|  5.6495788644830656|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[0.32615772916951, -0.0468668742144882, 0.8534834030436195, 0.7610099065980936, 0.3019582213479969, 0.1426069383176621, 0.8902839992962577, 1.452887877522378, 0.9774790247018632, 0.9079471103625777]|  5.3176269461075183|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[0.3351275242389688, -0.0508553357222225, 0.8581337995582304, 0.78390848035329, 0.3065915710394297, 0.1326317136867978, 0.8974257601588232, 1.4637642440498453, 0.972534684171147, 0.9035304433718377]|  4.6720467221182664|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[0.3351275242389688, -0.0508553357222225, 0.8581337995582304, 0.78390848035329, 0.3065915710394297, 0.1326317136867978, 0.8974257601588232, 1.4637642440498453, 0.972534684171147, 0.9035304433718377]|  4.6720467221182664|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[0.3351275242389688, -0.0508553357222225, 0.8581337995582304, 0.78390848035329, 0.3065915710394297, 0.1326317136867978, 0.8974257601588232, 1.4637642440498453, 0.972534684171147, 0.9035304433718377]|  4.6720467221182664|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[0.3351275242389688, -0.0508553357222225, 0.8581337995582304, 0.78390848035329, 0.3065915710394297, 0.1326317136867978, 0.8974257601588232, 1.4637642440498453, 0.972534684171147, 0.9035304433718377]|  4.6720467221182664|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[0.3349540100688126, -0.0447513052787756, 0.858573151193803, 0.786513895023831, 0.30846185681294, 0.1336023720811382, 0.8942738297591083, 1.4635549457970778, 0.9721466829462145, 0.902048726996761]|  4.5308859606305152|      0.01562500|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[0.3349540100688126, -0.0447513052787756, 0.858573151193803, 0.786513895023831, 0.30846185681294, 0.1336023720811382, 0.8942738297591083, 1.4635549457970778, 0.9721466829462145, 0.902048726996761]|  4.5308859606305152|      0.00781250|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[0.3349540100688126, -0.0447513052787756, 0.858573151193803, 0.786513895023831, 0.30846185681294, 0.1336023720811382, 0.8942738297591083, 1.4635549457970778, 0.9721466829462145, 0.902048726996761]|  4.5308859606305152|      0.00390625|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[0.3371474035088794, -0.0472619488845051, 0.8575920336427856, 0.7877131054234028, 0.309634752759484, 0.1331535855045586, 0.8939565678625183, 1.4634567196050092, 0.9719382534769734, 0.9019349504569821]|  4.4114410282448482|      0.00781250|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[0.3371474035088794, -0.0472619488845051, 0.8575920336427856, 0.7877131054234028, 0.309634752759484, 0.1331535855045586, 0.8939565678625183, 1.4634567196050092, 0.9719382534769734, 0.9019349504569821]|  4.4114410282448482|      0.00390625|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[0.3380664548285703, -0.0472593428289359, 0.8579176383826542, 0.7900909819418086, 0.3120439735641776, 0.1334904591818839, 0.8942297861710755, 1.4620508629688949, 0.9712920238291403, 0.9024519505690894]|  4.3197584970787011|      0.00781250|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[0.3380664548285703, -0.0472593428289359, 0.8579176383826542, 0.7900909819418086, 0.3120439735641776, 0.1334904591818839, 0.8942297861710755, 1.4620508629688949, 0.9712920238291403, 0.9024519505690894]|  4.3197584970787011|      0.00390625|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[0.3380664548285703, -0.0472593428289359, 0.8579176383826542, 0.7900909819418086, 0.3120439735641776, 0.1334904591818839, 0.8942297861710755, 1.4620508629688949, 0.9712920238291403, 0.9024519505690894]|  4.3197584970787011|      0.00195312|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[0.3382863571485624, -0.0474153224845017, 0.8581709385686638, 0.791348431243184, 0.312938051792336, 0.1344311726209091, 0.8938373683888416, 1.461914957083882, 0.9708039706015898, 0.9024931224263258]|  4.2791149362986216|      0.00390625|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[0.3389978523633122, -0.0474551723248612, 0.858003548545338, 0.7931314602339384, 0.3150112534445628, 0.1345618942998827, 0.8936332451614746, 1.4624242953748616, 0.9681728454722409, 0.9025609407813749]|  4.2097253920466899|      0.00781250|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[0.3389978523633122, -0.0474551723248612, 0.858003548545338, 0.7931314602339384, 0.3150112534445628, 0.1345618942998827, 0.8936332451614746, 1.4624242953748616, 0.9681728454722409, 0.9025609407813749]|  4.2097253920466899|      0.00390625|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[0.3399954601008262, -0.0478879162401983, 0.8585202307301224, 0.7951732875710952, 0.3177279432690194, 0.1354662179315214, 0.8932850888455113, 1.46163620310222, 0.9676007957164866, 0.9019505857971158]|  4.1305456511852769|      0.00781250|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[0.3399954601008262, -0.0478879162401983, 0.8585202307301224, 0.7951732875710952, 0.3177279432690194, 0.1354662179315214, 0.8932850888455113, 1.46163620310222, 0.9676007957164866, 0.9019505857971158]|  4.1305456511852769|      0.00390625|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[0.3416319568604294, -0.0461378799454567, 0.8590304949845843, 0.7970809126423731, 0.3191217273469601, 0.1359385059378245, 0.8936146895614302, 1.459840889121366, 0.9672556591960635, 0.9019957433780047]|  4.0844435727872197|      0.00781250|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[0.3416319568604294, -0.0461378799454567, 0.8590304949845843, 0.7970809126423731, 0.3191217273469601, 0.1359385059378245, 0.8936146895614302, 1.459840889121366, 0.9672556591960635, 0.9019957433780047]|  4.0844435727872197|      0.00390625|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[0.3420689298859335, -0.0493045631493778, 0.8593778194217704, 0.7981932477840429, 0.3202977676981305, 0.1354855647045119, 0.8939200152784813, 1.4597623960404391, 0.9658744263195332, 0.9017014280597564]|  4.0725876751709880|      0.00781250|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[0.3420689298859335, -0.0493045631493778, 0.8593778194217704, 0.7981932477840429, 0.3202977676981305, 0.1354855647045119, 0.8939200152784813, 1.4597623960404391, 0.9658744263195332, 0.9017014280597564]|  4.0725876751709880|      0.00390625|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[0.3416134033436366, -0.0457966314299053, 0.8593820929094685, 0.7991995286062388, 0.3213646049561736, 0.1351299084446921, 0.8936310673120127, 1.4598778718455752, 0.9655152374152616, 0.9012088786111557]|  4.0262975327872832|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[0.3416134033436366, -0.0457966314299053, 0.8593820929094685, 0.7991995286062388, 0.3213646049561736, 0.1351299084446921, 0.8936310673120127, 1.4598778718455752, 0.9655152374152616, 0.9012088786111557]|  4.0262975327872832|      0.00390625|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      43|[0.3426634146078065, -0.0482551188404933, 0.8602381635170263, 0.8010684606386828, 0.3228604404906346, 0.1356957966098726, 0.892929177926494, 1.45908550936936, 0.9659628603158528, 0.9012968252232478]|  3.9651203681507456|      0.00781250|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[0.3426634146078065, -0.0482551188404933, 0.8602381635170263, 0.8010684606386828, 0.3228604404906346, 0.1356957966098726, 0.892929177926494, 1.45908550936936, 0.9659628603158528, 0.9012968252232478]|  3.9651203681507456|      0.00390625|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[0.3436758077357388, -0.0461217024059417, 0.860620998939923, 0.8020475946296527, 0.3255951100535582, 0.1348868321500835, 0.8932630289158896, 1.4585735795117771, 0.9657727021517369, 0.9011108486243574]|  3.9204344009474958|      0.00781250|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[0.3398600306849671, -0.0475764859630848, 0.8591285329202635, 0.8028949255007904, 0.3309698216211138, 0.1363293473244458, 0.8924985100072305, 1.4591414342546192, 0.9639661641994453, 0.9036156999411488]|  3.8235288250796589|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      47|[0.3398600306849671, -0.0475764859630848, 0.8591285329202635, 0.8028949255007904, 0.3309698216211138, 0.1363293473244458, 0.8924985100072305, 1.4591414342546192, 0.9639661641994453, 0.9036156999411488]|  3.8235288250796589|      0.00781250|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      48|[0.3416891919088549, -0.0463768320150977, 0.8596330173594374, 0.8074936069650506, 0.3359940269992754, 0.1383415420732423, 0.8914865201657782, 1.4582783286579548, 0.9623615650502949, 0.902514609761225]|  3.7374485431454221|      0.01562500|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      49|[0.3416891919088549, -0.0463768320150977, 0.8596330173594374, 0.8074936069650506, 0.3359940269992754, 0.1383415420732423, 0.8914865201657782, 1.4582783286579548, 0.9623615650502949, 0.902514609761225]|  3.7374485431454221|      0.00781250|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      50|[0.3420033321631543, -0.0484014411737521, 0.8543060424967331, 0.8092688439058153, 0.339545033786166, 0.1366810640946173, 0.8940683886157328, 1.4565779788484399, 0.9625020822345616, 0.9031191649339578]|  3.7059394042423293|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
