k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[76, 5, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=1
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[152, 10, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[228, 15, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[304, 20, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[380, 25, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       6|[1.0198404593080073, 0.0150052099178395, 0.0144715888579458, 0.0172614059236739, 0.4263785566332536, 0.0195748461318512, 0.8055556287113522, 0.0210190196498246, 0.2218167228851215, 0.0153806326829665, 2.696095992070403, 0.0173062357905853, 0.8026252055910492, 0.0230286199642445, 2.2674007793921347, 0.0177774626168236, 14.352066822316907, 0.0376382077077971, 12.163159911869643, 0.0351788814984441, 0.2742414438696642, 0.0179309479513185, 0.2437695904498647, 0.0163449909062293, 1.1622670149509355, 0.0207407435056889, 0.1753694125182179, 0.0181934900029699, 0.1164760044731413, 0.0172727561051018, 3.745038981993284, 0.0192522288330831, 0.8373425334811161, 0.0220231942843394, 0.1618624912525348, 0.0220157987700451, 0.3903439858205524, 0.0235350626801039, 0.9249776749157839, 0.0248772594462969, 0.2622781826789345, 0.0192259843968049, 2.0692243575571587, 0.0208480215670154, 1.9473327902066164, 0.0195071003315489, 1.4824574191335895, 0.0198710801373216, 0.4839328132771089, 0.02033542061247, 0.4964725160522153, 0.0176131537742601, 0.3332383982765839, 0.0212365184919631, 0.8418825780864, 0.0200456760077447, 0.4632173167545042, 0.0159540568531939, 0.4912004344411312, 0.0200238562816823, 0.9812432327232189, 0.0207442559769177, -0.0139912919622929, 0.0193095123099064, 0.2636603056747694, 0.023245949255738]|2364651.0750175970606506|      0.06250000|[456, 30, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       7|[1.0198404593080073, 0.0150052099178395, 0.0144715888579458, 0.0172614059236739, 0.4263785566332536, 0.0195748461318512, 0.8055556287113522, 0.0210190196498246, 0.2218167228851215, 0.0153806326829665, 2.696095992070403, 0.0173062357905853, 0.8026252055910492, 0.0230286199642445, 2.2674007793921347, 0.0177774626168236, 14.352066822316907, 0.0376382077077971, 12.163159911869643, 0.0351788814984441, 0.2742414438696642, 0.0179309479513185, 0.2437695904498647, 0.0163449909062293, 1.1622670149509355, 0.0207407435056889, 0.1753694125182179, 0.0181934900029699, 0.1164760044731413, 0.0172727561051018, 3.745038981993284, 0.0192522288330831, 0.8373425334811161, 0.0220231942843394, 0.1618624912525348, 0.0220157987700451, 0.3903439858205524, 0.0235350626801039, 0.9249776749157839, 0.0248772594462969, 0.2622781826789345, 0.0192259843968049, 2.0692243575571587, 0.0208480215670154, 1.9473327902066164, 0.0195071003315489, 1.4824574191335895, 0.0198710801373216, 0.4839328132771089, 0.02033542061247, 0.4964725160522153, 0.0176131537742601, 0.3332383982765839, 0.0212365184919631, 0.8418825780864, 0.0200456760077447, 0.4632173167545042, 0.0159540568531939, 0.4912004344411312, 0.0200238562816823, 0.9812432327232189, 0.0207442559769177, -0.0139912919622929, 0.0193095123099064, 0.2636603056747694, 0.023245949255738]|2364651.0750175970606506|      0.03125000|[532, 35, 7, 42]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       8|[1.022074860088613, 0.0180328253466125, 0.0155331065197667, 0.0140190568191263, 0.4296315014012123, 0.0223400482484254, 0.801115539838853, 0.0236138301905084, 0.2243106875023727, 0.0181655019419046, 2.6990083790405466, 0.0212125457404909, 0.8032800827228006, 0.0226400931866304, 2.2654151161882643, 0.0211126497847115, 14.348205163966387, 0.0533913582969128, 12.16563036037477, 0.0511685501287437, 0.2754732743535189, 0.0216855626767829, 0.2456447182737319, 0.0191804169374567, 1.1631616342443223, 0.0187203221663434, 0.1750235158232455, 0.0135110298243954, 0.1177234506621232, 0.0196168772676272, 3.7486500242128984, 0.0254074966767382, 0.8362180615305397, 0.0189785701035709, 0.1646619365465408, 0.022395556994461, 0.38520067377959, 0.0218413711499035, 0.9256998518345257, 0.0214753763413546, 0.2604071129042946, 0.0178108837768883, 2.070498597157949, 0.021113151425458, 1.944707593655905, 0.0203872279837607, 1.4846543128376788, 0.0179020440713186, 0.4848855817262618, 0.0173432209402714, 0.4987770795483515, 0.0153132908365692, 0.3287139404755067, 0.0190480235952508, 0.8372799173448032, 0.0181698146486893, 0.4651312124680718, 0.0159802343827696, 0.4913631653138915, 0.0245746115461536, 0.9841947497408144, 0.0215090785222999, -0.0125739214089834, 0.0236906378086155, 0.2635466896621736, 0.0206064272110139]|1943756.5380908455699682|      0.06250000|[608, 40, 8, 48]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       9|[1.022074860088613, 0.0180328253466125, 0.0155331065197667, 0.0140190568191263, 0.4296315014012123, 0.0223400482484254, 0.801115539838853, 0.0236138301905084, 0.2243106875023727, 0.0181655019419046, 2.6990083790405466, 0.0212125457404909, 0.8032800827228006, 0.0226400931866304, 2.2654151161882643, 0.0211126497847115, 14.348205163966387, 0.0533913582969128, 12.16563036037477, 0.0511685501287437, 0.2754732743535189, 0.0216855626767829, 0.2456447182737319, 0.0191804169374567, 1.1631616342443223, 0.0187203221663434, 0.1750235158232455, 0.0135110298243954, 0.1177234506621232, 0.0196168772676272, 3.7486500242128984, 0.0254074966767382, 0.8362180615305397, 0.0189785701035709, 0.1646619365465408, 0.022395556994461, 0.38520067377959, 0.0218413711499035, 0.9256998518345257, 0.0214753763413546, 0.2604071129042946, 0.0178108837768883, 2.070498597157949, 0.021113151425458, 1.944707593655905, 0.0203872279837607, 1.4846543128376788, 0.0179020440713186, 0.4848855817262618, 0.0173432209402714, 0.4987770795483515, 0.0153132908365692, 0.3287139404755067, 0.0190480235952508, 0.8372799173448032, 0.0181698146486893, 0.4651312124680718, 0.0159802343827696, 0.4913631653138915, 0.0245746115461536, 0.9841947497408144, 0.0215090785222999, -0.0125739214089834, 0.0236906378086155, 0.2635466896621736, 0.0206064272110139]|1943756.5380908455699682|      0.03125000|[684, 45, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
      10|[1.0243485239669332, 0.0136780042434934, 0.014602595598887, 0.0140702215074492, 0.4281803472858836, 0.0189792591737804, 0.803112814424364, 0.0210658651966378, 0.2227482333073172, 0.0163877680020225, 2.6989206897336726, 0.0301424300252629, 0.7996580722944678, 0.0212003848838525, 2.265144264459369, 0.0237669850752115, 14.347063661948646, 0.066204433543092, 12.171569037179431, 0.0634203889608216, 0.2771331069845224, 0.0272315030891131, 0.2447249557812029, 0.0169251155337727, 1.165180902518831, 0.0200363997220908, 0.1748999301425879, 0.0137686664393438, 0.1142957642213463, 0.0179802054586394, 3.746941045578529, 0.0360269840523842, 0.8364190849809316, 0.0211627826266991, 0.1636450559365255, 0.0174241293761949, 0.3815171328891605, 0.0209360296272, 0.9281381808618728, 0.0257163319270613, 0.2580332979210864, 0.0152339350201252, 2.0657162319629774, 0.0252029001341569, 1.9455328850964162, 0.0230842898102238, 1.485102304492141, 0.0173990558317467, 0.4896288812210747, 0.0178520854273915, 0.4984712541963454, 0.0180316490063903, 0.3308706679107486, 0.0193130968858399, 0.8366728234057285, 0.0231752394178744, 0.4667585380818056, 0.0163861901910446, 0.4927721388593013, 0.0210981968668029, 0.9808901090175365, 0.0182250584716794, -0.0122276235136536, 0.0187832269746874, 0.257122232161348, 0.0203029578719329]|1742659.5926109128631651|      0.06250000|[760, 50, 10, 60]                                                          |  | used linear model with 81 points | iterate success | actual_k=1
      11|[1.0243485239669332, 0.0136780042434934, 0.014602595598887, 0.0140702215074492, 0.4281803472858836, 0.0189792591737804, 0.803112814424364, 0.0210658651966378, 0.2227482333073172, 0.0163877680020225, 2.6989206897336726, 0.0301424300252629, 0.7996580722944678, 0.0212003848838525, 2.265144264459369, 0.0237669850752115, 14.347063661948646, 0.066204433543092, 12.171569037179431, 0.0634203889608216, 0.2771331069845224, 0.0272315030891131, 0.2447249557812029, 0.0169251155337727, 1.165180902518831, 0.0200363997220908, 0.1748999301425879, 0.0137686664393438, 0.1142957642213463, 0.0179802054586394, 3.746941045578529, 0.0360269840523842, 0.8364190849809316, 0.0211627826266991, 0.1636450559365255, 0.0174241293761949, 0.3815171328891605, 0.0209360296272, 0.9281381808618728, 0.0257163319270613, 0.2580332979210864, 0.0152339350201252, 2.0657162319629774, 0.0252029001341569, 1.9455328850964162, 0.0230842898102238, 1.485102304492141, 0.0173990558317467, 0.4896288812210747, 0.0178520854273915, 0.4984712541963454, 0.0180316490063903, 0.3308706679107486, 0.0193130968858399, 0.8366728234057285, 0.0231752394178744, 0.4667585380818056, 0.0163861901910446, 0.4927721388593013, 0.0210981968668029, 0.9808901090175365, 0.0182250584716794, -0.0122276235136536, 0.0187832269746874, 0.257122232161348, 0.0203029578719329]|1742659.5926109128631651|      0.03125000|[836, 55, 11, 66]                                                          |  | used linear model with 81 points | iterate failure | actual_k=1
