k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[113, 0, 0, 7]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[99.99570687330782, 0.0404991005311671, 0.3086968115849213, 0.0862262399512137, 99.98650012809978, -0.038726385290332, 0.2642488493440068, 0.8278483542007643, 99.99902256815398, 0.0354984535085247, 0.286556967435819, 0.8495879799022714, 100.00809510750403, 0.020238608807317, 0.4012006787301315, 0.7966720557914565, 100.02705469995445, 0.0860603400989318, 0.4106621160852227, 0.7542215139573644, 99.97398101233419, 0.0715732900917823, 0.4160053843667529, 0.8347995515908165, 99.99898786012656, 0.1135143694233726, 0.531773407408118, 0.7028557615026266, 100.01574943401619, 0.1069260444358215, 0.5111414738037697, 0.7042721412296076, 100.02842709974902, 0.1522914357400826, 0.5174687254979266, 0.5945827079835501, 99.98849832334626, 0.1531096655946158, 0.4662155436472993, 0.5867946835374651, 100.02947726831343, 0.2321754413653164, 0.6156649019170493, 0.5533738892105229, 100.00216918481296, 0.3027029404378051, 0.6035850509906008, 0.4835963555230725, 99.97198173421872, 0.3013718942781213, 0.5810576286693602, 0.5112714155309038, 99.93193542302951, 0.4351658112237933, 0.5963567650866596, 0.3861179063057093, 99.99587369192997, 0.3801158857223377, 0.7158432425810352, 0.4079202448711299, 100.02157257532515, 0.4522209844088158, 0.7277932575138676, 0.2808786391421224, 99.99836777534904, 0.446816938086321, 0.7546072861052798, 0.3594773456219473, 99.99923155311822, 0.4322296186319453, 0.7629554491610466, 0.23084369693127, 99.99165753012413, 0.4672977418538553, 0.7625739039519834, 0.0738335791526276, 99.99786306527291, 0.5107548207037994, 0.7959809684722573, 0.0055235805239216, 300.04080540917346, 299.9978560915209, 299.9658713922531, 299.9855567612041, 300.01072776175465, 300.038497922743, 300.0199925680368, 300.004337544863, 299.995454016695, 299.9911519172508, 300.00705616891383, 299.9826525082321, 299.9775006760444, 299.9931350649226, 300.01293611667785, 300.0419445711094, 299.99882131218374, 299.9924354792827, 299.9723002917929]|1020.5712280273437500|      0.50000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | iterate success | actual_k=0
       4|[99.99570687330782, 0.0404991005311671, 0.3086968115849213, 0.0862262399512137, 99.98650012809978, -0.038726385290332, 0.2642488493440068, 0.8278483542007643, 99.99902256815398, 0.0354984535085247, 0.286556967435819, 0.8495879799022714, 100.00809510750403, 0.020238608807317, 0.4012006787301315, 0.7966720557914565, 100.02705469995445, 0.0860603400989318, 0.4106621160852227, 0.7542215139573644, 99.97398101233419, 0.0715732900917823, 0.4160053843667529, 0.8347995515908165, 99.99898786012656, 0.1135143694233726, 0.531773407408118, 0.7028557615026266, 100.01574943401619, 0.1069260444358215, 0.5111414738037697, 0.7042721412296076, 100.02842709974902, 0.1522914357400826, 0.5174687254979266, 0.5945827079835501, 99.98849832334626, 0.1531096655946158, 0.4662155436472993, 0.5867946835374651, 100.02947726831343, 0.2321754413653164, 0.6156649019170493, 0.5533738892105229, 100.00216918481296, 0.3027029404378051, 0.6035850509906008, 0.4835963555230725, 99.97198173421872, 0.3013718942781213, 0.5810576286693602, 0.5112714155309038, 99.93193542302951, 0.4351658112237933, 0.5963567650866596, 0.3861179063057093, 99.99587369192997, 0.3801158857223377, 0.7158432425810352, 0.4079202448711299, 100.02157257532515, 0.4522209844088158, 0.7277932575138676, 0.2808786391421224, 99.99836777534904, 0.446816938086321, 0.7546072861052798, 0.3594773456219473, 99.99923155311822, 0.4322296186319453, 0.7629554491610466, 0.23084369693127, 99.99165753012413, 0.4672977418538553, 0.7625739039519834, 0.0738335791526276, 99.99786306527291, 0.5107548207037994, 0.7959809684722573, 0.0055235805239216, 300.04080540917346, 299.9978560915209, 299.9658713922531, 299.9855567612041, 300.01072776175465, 300.038497922743, 300.0199925680368, 300.004337544863, 299.995454016695, 299.9911519172508, 300.00705616891383, 299.9826525082321, 299.9775006760444, 299.9931350649226, 300.01293611667785, 300.0419445711094, 299.99882131218374, 299.9924354792827, 299.9723002917929]|1020.5712280273437500|      0.25000000|[401, 0, 0, 25]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[99.9505893939762, 0.1027307701504783, 0.3453124048898993, 0.0706898409705148, 99.97445481966983, -0.0647982036027658, 0.28103576242061, 0.8442816691126347, 99.99597967000268, 0.0473952319968261, 0.257053671201498, 0.8507149177039991, 99.98426621328225, 0.022656385578038, 0.414180418914269, 0.821687087196978, 100.03009226182178, 0.0480287019188, 0.3960669151630391, 0.7185441298604962, 99.98924581242807, 0.0845140780472154, 0.3934412024031844, 0.8549664482023032, 100.00630364063814, 0.0640731347633578, 0.5072704351900599, 0.6985011945148079, 99.99124141550794, 0.0873461439519515, 0.5002079799992541, 0.6549409565302527, 100.00891964173839, 0.1528839873991736, 0.5511254166133672, 0.6066697615745713, 99.97264830398198, 0.1948155414564017, 0.440523942824901, 0.5986577950712848, 100.03320756629681, 0.2173384776173321, 0.5963483638115694, 0.5368083847265146, 100.03408832751688, 0.2831015722323069, 0.5949242899181483, 0.4707014689118391, 99.99015905362307, 0.2634656770699979, 0.6124769162194726, 0.5561991966913244, 99.93526679877418, 0.4327217391567955, 0.580734166703185, 0.3284961771801614, 99.97469211849003, 0.3773027619844588, 0.7030186621511431, 0.4021892335071668, 100.01686955036513, 0.4595174830106406, 0.7250875678614123, 0.2417214777884697, 100.00644241243411, 0.4278710984795351, 0.7365204133807486, 0.3873854564564649, 99.97212059443022, 0.4527716710489797, 0.7575248129775269, 0.2655928895607988, 100.00034207228582, 0.4354188090219737, 0.8146947541249855, 0.0454544290767998, 99.97996799031873, 0.5300824225279136, 0.7862725340032412, 0.0515150911850937, 300.06064308582245, 299.979280531789, 299.9806620443, 299.9904331532483, 300.01210045933215, 300.0392790606263, 300.0006024474644, 300.0276027370689, 300.03045326643115, 300.0170121965287, 300.0071521674409, 299.92000580665854, 299.9685348332765, 300.0302863024522, 300.05057118616924, 300.0320408779012, 299.9848659854333, 300.0070120791321, 299.9859512676654]|787.3511962890625000|      0.50000000|[465, 0, 0, 29]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | iterate success | actual_k=0
       6|[99.9505893939762, 0.1027307701504783, 0.3453124048898993, 0.0706898409705148, 99.97445481966983, -0.0647982036027658, 0.28103576242061, 0.8442816691126347, 99.99597967000268, 0.0473952319968261, 0.257053671201498, 0.8507149177039991, 99.98426621328225, 0.022656385578038, 0.414180418914269, 0.821687087196978, 100.03009226182178, 0.0480287019188, 0.3960669151630391, 0.7185441298604962, 99.98924581242807, 0.0845140780472154, 0.3934412024031844, 0.8549664482023032, 100.00630364063814, 0.0640731347633578, 0.5072704351900599, 0.6985011945148079, 99.99124141550794, 0.0873461439519515, 0.5002079799992541, 0.6549409565302527, 100.00891964173839, 0.1528839873991736, 0.5511254166133672, 0.6066697615745713, 99.97264830398198, 0.1948155414564017, 0.440523942824901, 0.5986577950712848, 100.03320756629681, 0.2173384776173321, 0.5963483638115694, 0.5368083847265146, 100.03408832751688, 0.2831015722323069, 0.5949242899181483, 0.4707014689118391, 99.99015905362307, 0.2634656770699979, 0.6124769162194726, 0.5561991966913244, 99.93526679877418, 0.4327217391567955, 0.580734166703185, 0.3284961771801614, 99.97469211849003, 0.3773027619844588, 0.7030186621511431, 0.4021892335071668, 100.01686955036513, 0.4595174830106406, 0.7250875678614123, 0.2417214777884697, 100.00644241243411, 0.4278710984795351, 0.7365204133807486, 0.3873854564564649, 99.97212059443022, 0.4527716710489797, 0.7575248129775269, 0.2655928895607988, 100.00034207228582, 0.4354188090219737, 0.8146947541249855, 0.0454544290767998, 99.97996799031873, 0.5300824225279136, 0.7862725340032412, 0.0515150911850937, 300.06064308582245, 299.979280531789, 299.9806620443, 299.9904331532483, 300.01210045933215, 300.0392790606263, 300.0006024474644, 300.0276027370689, 300.03045326643115, 300.0170121965287, 300.0071521674409, 299.92000580665854, 299.9685348332765, 300.0302863024522, 300.05057118616924, 300.0320408779012, 299.9848659854333, 300.0070120791321, 299.9859512676654]|787.3511962890625000|      0.25000000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[99.9505893939762, 0.1027307701504783, 0.3453124048898993, 0.0706898409705148, 99.97445481966983, -0.0647982036027658, 0.28103576242061, 0.8442816691126347, 99.99597967000268, 0.0473952319968261, 0.257053671201498, 0.8507149177039991, 99.98426621328225, 0.022656385578038, 0.414180418914269, 0.821687087196978, 100.03009226182178, 0.0480287019188, 0.3960669151630391, 0.7185441298604962, 99.98924581242807, 0.0845140780472154, 0.3934412024031844, 0.8549664482023032, 100.00630364063814, 0.0640731347633578, 0.5072704351900599, 0.6985011945148079, 99.99124141550794, 0.0873461439519515, 0.5002079799992541, 0.6549409565302527, 100.00891964173839, 0.1528839873991736, 0.5511254166133672, 0.6066697615745713, 99.97264830398198, 0.1948155414564017, 0.440523942824901, 0.5986577950712848, 100.03320756629681, 0.2173384776173321, 0.5963483638115694, 0.5368083847265146, 100.03408832751688, 0.2831015722323069, 0.5949242899181483, 0.4707014689118391, 99.99015905362307, 0.2634656770699979, 0.6124769162194726, 0.5561991966913244, 99.93526679877418, 0.4327217391567955, 0.580734166703185, 0.3284961771801614, 99.97469211849003, 0.3773027619844588, 0.7030186621511431, 0.4021892335071668, 100.01686955036513, 0.4595174830106406, 0.7250875678614123, 0.2417214777884697, 100.00644241243411, 0.4278710984795351, 0.7365204133807486, 0.3873854564564649, 99.97212059443022, 0.4527716710489797, 0.7575248129775269, 0.2655928895607988, 100.00034207228582, 0.4354188090219737, 0.8146947541249855, 0.0454544290767998, 99.97996799031873, 0.5300824225279136, 0.7862725340032412, 0.0515150911850937, 300.06064308582245, 299.979280531789, 299.9806620443, 299.9904331532483, 300.01210045933215, 300.0392790606263, 300.0006024474644, 300.0276027370689, 300.03045326643115, 300.0170121965287, 300.0071521674409, 299.92000580665854, 299.9685348332765, 300.0302863024522, 300.05057118616924, 300.0320408779012, 299.9848659854333, 300.0070120791321, 299.9859512676654]|787.3511962890625000|      0.12500000|[689, 0, 0, 43]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[99.92276483737936, 0.1377509047602637, 0.3728084218214906, 0.0930289759615153, 99.98036009659933, -0.0655536628602642, 0.2763368743939452, 0.8418112385234192, 99.96946983463337, 0.0453893900820965, 0.2638735354846752, 0.8595364470088322, 99.98997306357496, 0.0219870018739637, 0.4163756012307896, 0.8110227638564239, 100.0301797136203, 0.0523034227557574, 0.4120107675262872, 0.7349400175698141, 99.959689888363, 0.082155276585532, 0.3981401091694756, 0.8720498768719588, 100.01750163971825, 0.0722988581482047, 0.5030726759094202, 0.7128931897802988, 99.98390030848762, 0.0706380428484544, 0.4821368677253102, 0.6395942026976811, 99.98339728109164, 0.1514147116250417, 0.5534299304014358, 0.6011537157924786, 99.9836913487777, 0.2042214411340064, 0.4486536343810053, 0.6063772922815261, 100.0322553809579, 0.1888891686379796, 0.6036879362417533, 0.5149891925411344, 100.04499789535514, 0.2966723265750623, 0.5926063310646095, 0.4619255992318695, 99.98178821781062, 0.2599750849004605, 0.6353595878821283, 0.5590094128302677, 99.94934075840175, 0.4303384828666305, 0.5893236833745252, 0.3148556936115415, 99.96866488622163, 0.3805136776163413, 0.7110244707351546, 0.4096591249411181, 100.0066797962004, 0.4465301165154609, 0.7325559662684612, 0.2377022525540017, 99.9952897719828, 0.4201647575531436, 0.7219070957389636, 0.3810490194967974, 99.996771043611, 0.4568123468119978, 0.7600521835665428, 0.2733319595288371, 100.0100875330622, 0.4514170648309158, 0.8218104899576801, 0.0543535020822751, 99.98705296882724, 0.5128124753392644, 0.7800953316196751, 0.0477680585213669, 300.0558932637039, 299.98180720529746, 299.9886603891652, 299.9927140417599, 300.00146402385303, 300.05565215703547, 299.9939081374707, 300.02061491764056, 300.0346256245149, 300.036341233707, 300.0133876576848, 299.9212624212627, 299.9925047649033, 300.0355024017239, 300.0562785535162, 300.0324446729295, 300.0000942595882, 299.9995594745211, 299.9851277816041]|672.8762207031250000|      0.25000000|[721, 0, 0, 45]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[99.92276483737936, 0.1377509047602637, 0.3728084218214906, 0.0930289759615153, 99.98036009659933, -0.0655536628602642, 0.2763368743939452, 0.8418112385234192, 99.96946983463337, 0.0453893900820965, 0.2638735354846752, 0.8595364470088322, 99.98997306357496, 0.0219870018739637, 0.4163756012307896, 0.8110227638564239, 100.0301797136203, 0.0523034227557574, 0.4120107675262872, 0.7349400175698141, 99.959689888363, 0.082155276585532, 0.3981401091694756, 0.8720498768719588, 100.01750163971825, 0.0722988581482047, 0.5030726759094202, 0.7128931897802988, 99.98390030848762, 0.0706380428484544, 0.4821368677253102, 0.6395942026976811, 99.98339728109164, 0.1514147116250417, 0.5534299304014358, 0.6011537157924786, 99.9836913487777, 0.2042214411340064, 0.4486536343810053, 0.6063772922815261, 100.0322553809579, 0.1888891686379796, 0.6036879362417533, 0.5149891925411344, 100.04499789535514, 0.2966723265750623, 0.5926063310646095, 0.4619255992318695, 99.98178821781062, 0.2599750849004605, 0.6353595878821283, 0.5590094128302677, 99.94934075840175, 0.4303384828666305, 0.5893236833745252, 0.3148556936115415, 99.96866488622163, 0.3805136776163413, 0.7110244707351546, 0.4096591249411181, 100.0066797962004, 0.4465301165154609, 0.7325559662684612, 0.2377022525540017, 99.9952897719828, 0.4201647575531436, 0.7219070957389636, 0.3810490194967974, 99.996771043611, 0.4568123468119978, 0.7600521835665428, 0.2733319595288371, 100.0100875330622, 0.4514170648309158, 0.8218104899576801, 0.0543535020822751, 99.98705296882724, 0.5128124753392644, 0.7800953316196751, 0.0477680585213669, 300.0558932637039, 299.98180720529746, 299.9886603891652, 299.9927140417599, 300.00146402385303, 300.05565215703547, 299.9939081374707, 300.02061491764056, 300.0346256245149, 300.036341233707, 300.0133876576848, 299.9212624212627, 299.9925047649033, 300.0355024017239, 300.0562785535162, 300.0324446729295, 300.0000942595882, 299.9995594745211, 299.9851277816041]|672.8762207031250000|      0.12500000|[833, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[99.94382867983377, 0.1480695911691796, 0.3746386082833955, 0.1097234821668024, 99.95852929268344, -0.0616070881515757, 0.269248507844997, 0.834619456052476, 99.97009480572781, 0.0253568444462772, 0.271076378094916, 0.8666841049369363, 99.99469592587712, 0.016785474500935, 0.434402107189605, 0.8068036320278335, 100.03174399632209, 0.0471691688363256, 0.431963624872771, 0.7361298023437756, 99.9733356588751, 0.0918189349952355, 0.4161551774214319, 0.8687871491363873, 100.01434070726245, 0.0841210227534214, 0.508026797071543, 0.7017013283806631, 99.98824563378875, 0.0790292673473058, 0.4950707768004269, 0.6380167196007013, 99.99964390081216, 0.1417933628040464, 0.5615745220553655, 0.594542151340374, 99.98339100459722, 0.2254204820141965, 0.4548548567786426, 0.6046026625951099, 100.04614600204259, 0.187518485958657, 0.5956724954441353, 0.5104659471192001, 100.04609508729602, 0.2836115616232608, 0.583713101533885, 0.4568842067864326, 99.99404335034711, 0.2626943702004599, 0.6169006403847176, 0.5628426565347958, 99.93249987227814, 0.4241024776862465, 0.6045882994476096, 0.3268768815133133, 99.98363453951245, 0.3784224117009527, 0.6943115184945113, 0.4119052978173909, 99.98833424055819, 0.4335685110442118, 0.7099581162866786, 0.2311492445846757, 99.99486293759202, 0.4001642188586472, 0.6994440810450478, 0.3905860542852743, 99.98947714446723, 0.4382718210276769, 0.7646190825473954, 0.2740028381539028, 99.99307886558405, 0.4651328809680239, 0.8260319182864896, 0.0618589932318432, 99.97515771718766, 0.5185301869382132, 0.7685649510439885, 0.050876158698087, 300.1000187856191, 299.9759322207171, 299.98293395518357, 299.9933358615142, 300.01199354406896, 300.0539782589082, 299.9681255108617, 300.02618564274957, 300.0342266496427, 300.01688406647213, 300.0216076401886, 299.94428069426334, 300.00450213155545, 300.0114939643855, 300.052647298698, 300.01286875472306, 300.0134991167107, 300.00210798280193, 299.9892447552732]|627.9020385742187500|      0.25000000|[865, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
