k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[119.98182265678828, 0.0165588605116975, 0.8233987487436785, 109.95307589473113, 0.2025413903045593, 0.7592716337775761, 99.99163869762317, 0.21922958180266, 0.6442273042459028, 87.97124859422412, 0.3076427051793151, 0.7244985043957023, 86.05263349500598, 0.342705791572876, 0.6300769228797303, 83.99721237199259, 0.4826307023922576, 0.4951946886085216, 79.91308622424009, 0.5827846125658613, 0.3571715128856739, 75.9633141025035, 0.865123859794464, 0.1179552363281536, 886.4000930217553, 910.052047426792, 922.5191995086379, 926.4112186476632, 935.4950351179376, 952.8357538807173, 975.7861254689575]|2429.8493652343750000|      0.50000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[119.98182265678828, 0.0165588605116975, 0.8233987487436785, 109.95307589473113, 0.2025413903045593, 0.7592716337775761, 99.99163869762317, 0.21922958180266, 0.6442273042459028, 87.97124859422412, 0.3076427051793151, 0.7244985043957023, 86.05263349500598, 0.342705791572876, 0.6300769228797303, 83.99721237199259, 0.4826307023922576, 0.4951946886085216, 79.91308622424009, 0.5827846125658613, 0.3571715128856739, 75.9633141025035, 0.865123859794464, 0.1179552363281536, 886.4000930217553, 910.052047426792, 922.5191995086379, 926.4112186476632, 935.4950351179376, 952.8357538807173, 975.7861254689575]|2429.8493652343750000|      0.25000000|[155, 22, 1, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[119.98182265678828, 0.0165588605116975, 0.8233987487436785, 109.95307589473113, 0.2025413903045593, 0.7592716337775761, 99.99163869762317, 0.21922958180266, 0.6442273042459028, 87.97124859422412, 0.3076427051793151, 0.7244985043957023, 86.05263349500598, 0.342705791572876, 0.6300769228797303, 83.99721237199259, 0.4826307023922576, 0.4951946886085216, 79.91308622424009, 0.5827846125658613, 0.3571715128856739, 75.9633141025035, 0.865123859794464, 0.1179552363281536, 886.4000930217553, 910.052047426792, 922.5191995086379, 926.4112186476632, 935.4950351179376, 952.8357538807173, 975.7861254689575]|2429.8493652343750000|      0.12500000|[199, 28, 2, 16]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[119.99694422564106, 0.0145077731676358, 0.7971433331368868, 109.94949559234429, 0.1731384989521721, 0.7428704558144927, 99.99342568618407, 0.2419989100203912, 0.6580540490870269, 87.95072898735398, 0.2806548820401534, 0.6869544527738844, 86.02514139046029, 0.3464612885924174, 0.6465160169782989, 84.03667569556664, 0.4769807666275975, 0.4778811120929333, 79.88325945863603, 0.6154749515682032, 0.3004702330447302, 75.95726694721056, 0.8634618785890247, 0.1014342903127344, 886.407640224999, 910.0664048949994, 922.555236680277, 926.4155391602382, 935.4879481333248, 952.8439132639722, 975.772986707827]|1464.1636962890625000|      0.25000000|[227, 32, 2, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[119.99694422564106, 0.0145077731676358, 0.7971433331368868, 109.94949559234429, 0.1731384989521721, 0.7428704558144927, 99.99342568618407, 0.2419989100203912, 0.6580540490870269, 87.95072898735398, 0.2806548820401534, 0.6869544527738844, 86.02514139046029, 0.3464612885924174, 0.6465160169782989, 84.03667569556664, 0.4769807666275975, 0.4778811120929333, 79.88325945863603, 0.6154749515682032, 0.3004702330447302, 75.95726694721056, 0.8634618785890247, 0.1014342903127344, 886.407640224999, 910.0664048949994, 922.555236680277, 926.4155391602382, 935.4879481333248, 952.8439132639722, 975.772986707827]|1464.1636962890625000|      0.12500000|[269, 38, 2, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[120.01756780649502, 0.0115350035194098, 0.8226163358239185, 109.91969581280864, 0.1257326566164318, 0.7397340926275214, 99.99551190102278, 0.2253052005705846, 0.6760071460199121, 87.96661213923099, 0.3025951529529914, 0.6729976406560423, 85.99454230639603, 0.3387093425697491, 0.6316908428143567, 84.02414756507862, 0.4454070004006815, 0.4844241547286535, 79.8803271472652, 0.5563375627481466, 0.2903024498323067, 75.97409473528418, 0.83643340646347, 0.1267695085386576, 886.410016918845, 910.060407501948, 922.5688278545541, 926.4402142836424, 935.4935717620798, 952.8635034344503, 975.8035602567776]|818.3981323242187500|      0.25000000|[297, 42, 2, 23]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[120.01756780649502, 0.0115350035194098, 0.8226163358239185, 109.91969581280864, 0.1257326566164318, 0.7397340926275214, 99.99551190102278, 0.2253052005705846, 0.6760071460199121, 87.96661213923099, 0.3025951529529914, 0.6729976406560423, 85.99454230639603, 0.3387093425697491, 0.6316908428143567, 84.02414756507862, 0.4454070004006815, 0.4844241547286535, 79.8803271472652, 0.5563375627481466, 0.2903024498323067, 75.97409473528418, 0.83643340646347, 0.1267695085386576, 886.410016918845, 910.060407501948, 922.5688278545541, 926.4402142836424, 935.4935717620798, 952.8635034344503, 975.8035602567776]|818.3981323242187500|      0.12500000|[339, 48, 3, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[120.02919459426604, -0.0312821863053557, 0.7790264286595404, 109.91961613990932, 0.0981365850129786, 0.717313492021506, 100.00678455281944, 0.2006342409009894, 0.6602319605659751, 87.93118738466096, 0.3334526458305388, 0.6828193469100996, 85.98458119081617, 0.3479531395840109, 0.6323633230086639, 84.01494917016207, 0.4568084464667793, 0.5054902783514007, 79.8645331803378, 0.5530678721027825, 0.3127248007507482, 75.96051415807536, 0.8463811883951422, 0.1313993590323697, 886.45209538028, 910.0491268052015, 922.533427032822, 926.4024392616135, 935.4774490370177, 952.843350399384, 975.7965818396541]|424.4971923828125000|      0.25000000|[368, 52, 3, 29]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[120.02919459426604, -0.0312821863053557, 0.7790264286595404, 109.91961613990932, 0.0981365850129786, 0.717313492021506, 100.00678455281944, 0.2006342409009894, 0.6602319605659751, 87.93118738466096, 0.3334526458305388, 0.6828193469100996, 85.98458119081617, 0.3479531395840109, 0.6323633230086639, 84.01494917016207, 0.4568084464667793, 0.5054902783514007, 79.8645331803378, 0.5530678721027825, 0.3127248007507482, 75.96051415807536, 0.8463811883951422, 0.1313993590323697, 886.45209538028, 910.0491268052015, 922.533427032822, 926.4024392616135, 935.4774490370177, 952.843350399384, 975.7965818396541]|424.4971923828125000|      0.12500000|[411, 58, 5, 34]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[120.02919459426604, -0.0312821863053557, 0.7790264286595404, 109.91961613990932, 0.0981365850129786, 0.717313492021506, 100.00678455281944, 0.2006342409009894, 0.6602319605659751, 87.93118738466096, 0.3334526458305388, 0.6828193469100996, 85.98458119081617, 0.3479531395840109, 0.6323633230086639, 84.01494917016207, 0.4568084464667793, 0.5054902783514007, 79.8645331803378, 0.5530678721027825, 0.3127248007507482, 75.96051415807536, 0.8463811883951422, 0.1313993590323697, 886.45209538028, 910.0491268052015, 922.533427032822, 926.4024392616135, 935.4774490370177, 952.843350399384, 975.7965818396541]|424.4971923828125000|      0.06250000|[454, 64, 5, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[120.03594068515955, -0.0350194291939889, 0.8096116735720521, 109.92506906099986, 0.0778725158142169, 0.707689767574297, 100.01125530621465, 0.2195762968043829, 0.6472461892213768, 87.95407081426883, 0.3361518407607422, 0.6870180693696455, 85.99118729506252, 0.3444007718808018, 0.6330193494197736, 84.00426100384281, 0.4419463119799316, 0.5029203196342714, 79.84275114050311, 0.5528541650570646, 0.3205311060445121, 75.95559194835518, 0.8535022782381563, 0.1251477117076825, 886.4537650708194, 910.0492000286058, 922.5350174816425, 926.4054425619793, 935.4685652371332, 952.8538662696654, 975.8021155612693]|281.8324584960937500|      0.12500000|[482, 68, 5, 39]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[120.03594068515955, -0.0350194291939889, 0.8096116735720521, 109.92506906099986, 0.0778725158142169, 0.707689767574297, 100.01125530621465, 0.2195762968043829, 0.6472461892213768, 87.95407081426883, 0.3361518407607422, 0.6870180693696455, 85.99118729506252, 0.3444007718808018, 0.6330193494197736, 84.00426100384281, 0.4419463119799316, 0.5029203196342714, 79.84275114050311, 0.5528541650570646, 0.3205311060445121, 75.95559194835518, 0.8535022782381563, 0.1251477117076825, 886.4537650708194, 910.0492000286058, 922.5350174816425, 926.4054425619793, 935.4685652371332, 952.8538662696654, 975.8021155612693]|281.8324584960937500|      0.06250000|[524, 74, 5, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[120.03594068515955, -0.0350194291939889, 0.8096116735720521, 109.92506906099986, 0.0778725158142169, 0.707689767574297, 100.01125530621465, 0.2195762968043829, 0.6472461892213768, 87.95407081426883, 0.3361518407607422, 0.6870180693696455, 85.99118729506252, 0.3444007718808018, 0.6330193494197736, 84.00426100384281, 0.4419463119799316, 0.5029203196342714, 79.84275114050311, 0.5528541650570646, 0.3205311060445121, 75.95559194835518, 0.8535022782381563, 0.1251477117076825, 886.4537650708194, 910.0492000286058, 922.5350174816425, 926.4054425619793, 935.4685652371332, 952.8538662696654, 975.8021155612693]|281.8324584960937500|      0.03125000|[566, 80, 5, 45]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
