k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.01220677897376, 149.9709851549209, -100.06231820675684, 1.1387801697257838, 1.9832908151861208]|84545.2500000000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[47.38893710466507, 149.91465717911385, -100.13612913978459, 2.2209416887351994, 1.5528246532731997]|79261.5468750000000000|      4.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[47.38893710466507, 149.91465717911385, -100.13612913978459, 2.2209416887351994, 1.5528246532731997]|79261.5468750000000000|      2.00000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[45.39548061283169, 149.7985407684885, -100.24840828771094, 2.2260171329578244, 1.548846317225857]|72999.3046875000000000|      4.00000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[45.39548061283169, 149.7985407684885, -100.24840828771094, 2.2260171329578244, 1.548846317225857]|72999.3046875000000000|      2.00000000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[43.40738923096705, 149.6663242479723, -100.39572318839375, 2.195329561362204, 1.463009017381842]|67007.5468750000000000|      4.00000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[43.40738923096705, 149.6663242479723, -100.39572318839375, 2.195329561362204, 1.463009017381842]|67007.5468750000000000|      2.00000000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[41.41593368688387, 149.52910878822675, -100.51872361887241, 2.2074797487143125, 1.4630334418731992]|61273.1054687500000000|      4.00000000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[41.41593368688387, 149.52910878822675, -100.51872361887241, 2.2074797487143125, 1.4630334418731992]|61273.1054687500000000|      2.00000000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[39.42407496443811, 149.40351140752844, -100.64799978870725, 2.2048365342110707, 1.4608395621131227]|55802.4843750000000000|      4.00000000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[39.42407496443811, 149.40351140752844, -100.64799978870725, 2.2048365342110707, 1.4608395621131227]|55802.4843750000000000|      2.00000000|[257, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[39.42407496443811, 149.40351140752844, -100.64799978870725, 2.2048365342110707, 1.4608395621131227]|55802.4843750000000000|      1.00000000|[279, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[38.428687904578055, 149.33707487598807, -100.71717692658295, 2.202618826167804, 1.4602121018433827]|53166.1757812500000000|      2.00000000|[301, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[38.428687904578055, 149.33707487598807, -100.71717692658295, 2.202618826167804, 1.4602121018433827]|53166.1757812500000000|      1.00000000|[323, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[37.43369947668123, 149.26538190916594, -100.78660575700013, 2.2059329768220812, 1.4550351556412386]|50595.9062500000000000|      2.00000000|[346, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[37.43369947668123, 149.26538190916594, -100.78660575700013, 2.2059329768220812, 1.4550351556412386]|50595.9062500000000000|      1.00000000|[368, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[36.438152752351364, 149.19910483970463, -100.8535272610489, 2.2072388734216393, 1.4513100154254737]|48091.5351562500000000|      2.00000000|[390, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[34.44966337355676, 149.04973504126136, -100.99810465025287, 2.22790704719323, 1.4989425553323235]|43282.2968750000000000|      4.00000000|[412, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[34.44966337355676, 149.04973504126136, -100.99810465025287, 2.22790704719323, 1.4989425553323235]|43282.2968750000000000|      2.00000000|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[32.45832415419722, 148.91747631533704, -101.12858704269206, 2.224350299615104, 1.4928239225238482]|38735.2304687500000000|      4.00000000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[32.45832415419722, 148.91747631533704, -101.12858704269206, 2.224350299615104, 1.4928239225238482]|38735.2304687500000000|      2.00000000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[30.469400866138727, 148.74828543017742, -101.23649851164978, 2.2536031693620693, 1.4375248892914525]|34454.8828125000000000|      4.00000000|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[30.469400866138727, 148.74828543017742, -101.23649851164978, 2.2536031693620693, 1.4375248892914525]|34454.8828125000000000|      2.00000000|[526, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[28.48211418963121, 148.5933318988398, -101.39939613832782, 2.2430676004477283, 1.4316568817903876]|30435.0449218750000000|      4.00000000|[549, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[28.48211418963121, 148.5933318988398, -101.39939613832782, 2.2430676004477283, 1.4316568817903876]|30435.0449218750000000|      2.00000000|[572, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
