k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0960059857235275, 0.1753622465633987, 0.3623026238256623, 0.2626828611776973, 0.4293311429653059, 0.666176335640383, 0.8447371509864112, 0.7838274583997465, 0.8080125916690326, 0.9903075605057817]| 24.9934036650527602|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[0.0960059857235275, 0.1753622465633987, 0.3623026238256623, 0.2626828611776973, 0.4293311429653059, 0.666176335640383, 0.8447371509864112, 0.7838274583997465, 0.8080125916690326, 0.9903075605057817]| 24.9934036650527602|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.1190784016216694, 0.2381882917835128, 0.2553182560948513, 0.1850528898770959, 0.4042473845022666, 0.7922694585830856, 0.7606437971494618, 0.8969485245823181, 0.7453701444829146, 1.0053962890261197]| 12.1714051297390782|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[0.1190784016216694, 0.2381882917835128, 0.2553182560948513, 0.1850528898770959, 0.4042473845022666, 0.7922694585830856, 0.7606437971494618, 0.8969485245823181, 0.7453701444829146, 1.0053962890261197]| 12.1714051297390782|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.1190784016216694, 0.2381882917835128, 0.2553182560948513, 0.1850528898770959, 0.4042473845022666, 0.7922694585830856, 0.7606437971494618, 0.8969485245823181, 0.7453701444829146, 1.0053962890261197]| 12.1714051297390782|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.1798096534461296, 0.2573595507940064, 0.2025038440014226, 0.1976386718835887, 0.3330197427301293, 0.802990196275485, 0.7664182515255255, 0.8851915368817708, 0.8021970451583759, 1.0110738724642705]|  6.4873583341712351|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[0.1798096534461296, 0.2573595507940064, 0.2025038440014226, 0.1976386718835887, 0.3330197427301293, 0.802990196275485, 0.7664182515255255, 0.8851915368817708, 0.8021970451583759, 1.0110738724642705]|  6.4873583341712351|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.1798096534461296, 0.2573595507940064, 0.2025038440014226, 0.1976386718835887, 0.3330197427301293, 0.802990196275485, 0.7664182515255255, 0.8851915368817708, 0.8021970451583759, 1.0110738724642705]|  6.4873583341712351|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.1983336970706035, 0.2468875721448344, 0.2090289834664795, 0.2237354891449765, 0.3499525155449087, 0.8063155256968338, 0.8153953227390403, 0.8848222763309199, 0.8044345113435679, 1.005767891795087]|  4.8044210350060155|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[0.1983336970706035, 0.2468875721448344, 0.2090289834664795, 0.2237354891449765, 0.3499525155449087, 0.8063155256968338, 0.8153953227390403, 0.8848222763309199, 0.8044345113435679, 1.005767891795087]|  4.8044210350060155|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.1983336970706035, 0.2468875721448344, 0.2090289834664795, 0.2237354891449765, 0.3499525155449087, 0.8063155256968338, 0.8153953227390403, 0.8848222763309199, 0.8044345113435679, 1.005767891795087]|  4.8044210350060155|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.2101818120947257, 0.2417109304394109, 0.2236355728221166, 0.2360027396798466, 0.3451407739178084, 0.8147493806705814, 0.8216014384678038, 0.8757478450325625, 0.8086836181640032, 0.9911956472549931]|  4.0437242628276886|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[0.2101818120947257, 0.2417109304394109, 0.2236355728221166, 0.2360027396798466, 0.3451407739178084, 0.8147493806705814, 0.8216014384678038, 0.8757478450325625, 0.8086836181640032, 0.9911956472549931]|  4.0437242628276886|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
