k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.02470955331035, 150.01229123749056, -100.17394996376446, 1.1283067266652098, 2.04400300075739]|84572.6562500000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[49.02470955331035, 150.01229123749056, -100.17394996376446, 1.1283067266652098, 2.04400300075739]|84572.6562500000000000|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[48.029266410277096, 149.96604391999287, -100.25118602513635, 1.1576245234862987, 2.05536927656134]|81302.6953125000000000|      2.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[46.0538892131151, 149.93936592158417, -100.42042540910951, 1.395168835824213, 1.945351351105546]|75018.2109375000000000|      4.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[46.0538892131151, 149.93936592158417, -100.42042540910951, 1.395168835824213, 1.945351351105546]|75018.2109375000000000|      2.00000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[44.06121122679876, 149.8183101380561, -100.5395719450354, 1.3948660415207916, 1.9257566728195532]|68933.5078125000000000|      4.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[44.06121122679876, 149.8183101380561, -100.5395719450354, 1.3948660415207916, 1.9257566728195532]|68933.5078125000000000|      2.00000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[44.06121122679876, 149.8183101380561, -100.5395719450354, 1.3948660415207916, 1.9257566728195532]|68933.5078125000000000|      1.00000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[43.06532910241752, 149.75464748292273, -100.60410163522471, 1.3942665843653206, 1.926948484242471]|65990.0390625000000000|      2.00000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[43.06532910241752, 149.75464748292273, -100.60410163522471, 1.3942665843653206, 1.926948484242471]|65990.0390625000000000|      1.00000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[42.06940717088149, 149.69014182087224, -100.66717452782187, 1.3945974394605716, 1.9264724555722164]|63112.5664062500000000|      2.00000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[42.06940717088149, 149.69014182087224, -100.66717452782187, 1.3945974394605716, 1.9264724555722164]|63112.5664062500000000|      1.00000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[41.07375696908076, 149.62279538650893, -100.73110209417386, 1.4012567167118362, 1.9302212846587452]|60301.1953125000000000|      2.00000000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
