k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[20.011375948380017, 2.0055114842424833, 2.0510347202437464, 1.9232104455629844, 0.691262692455785]|4914.8017578125000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[20.011375948380017, 2.0055114842424833, 2.0510347202437464, 1.9232104455629844, 0.691262692455785]|4914.8017578125000000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[20.011375948380017, 2.0055114842424833, 2.0510347202437464, 1.9232104455629844, 0.691262692455785]|4914.8017578125000000|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[20.011375948380017, 2.0055114842424833, 2.0510347202437464, 1.9232104455629844, 0.691262692455785]|4914.8017578125000000|      0.12500000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[20.00111897582476, 2.007973546931312, 2.0551187381387717, 1.9293557149353282, 0.5669273023872634]|4116.3496093750000000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[20.185441374377472, 2.097991119336041, 2.1946883632603877, 1.8992888042906555, 0.5731233235163254]|3776.4421386718750000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[20.185441374377472, 2.097991119336041, 2.1946883632603877, 1.8992888042906555, 0.5731233235163254]|3776.4421386718750000|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[20.185441374377472, 2.097991119336041, 2.1946883632603877, 1.8992888042906555, 0.5731233235163254]|3776.4421386718750000|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[20.217200046979237, 2.197958249524353, 2.18703031144209, 1.938608387278395, 0.5181844098712094]|3529.0859375000000000|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[20.217200046979237, 2.197958249524353, 2.18703031144209, 1.938608387278395, 0.5181844098712094]|3529.0859375000000000|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[20.217200046979237, 2.197958249524353, 2.18703031144209, 1.938608387278395, 0.5181844098712094]|3529.0859375000000000|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[20.226369479332906, 2.231030018959819, 2.197442490779513, 1.9398898513100296, 0.5693544591979379]|3503.6157226562500000|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[20.226369479332906, 2.231030018959819, 2.197442490779513, 1.9398898513100296, 0.5693544591979379]|3503.6157226562500000|      0.06250000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[20.22743310323864, 2.244884401875106, 2.214282887511914, 1.9478876775783456, 0.5113405764533661]|3416.4838867187500000|      0.12500000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[20.22743310323864, 2.244884401875106, 2.214282887511914, 1.9478876775783456, 0.5113405764533661]|3416.4838867187500000|      0.06250000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[20.230331880595905, 2.2986098051994275, 2.2092488066691285, 1.938910055213205, 0.5414319116548693]|3306.0039062500000000|      0.12500000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[20.246432801157628, 2.3998761940997406, 2.259997592109446, 1.9890130874176943, 0.5464444735152467]|3173.2670898437500000|      0.25000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[20.246432801157628, 2.3998761940997406, 2.259997592109446, 1.9890130874176943, 0.5464444735152467]|3173.2670898437500000|      0.12500000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[20.332277289136833, 2.4624668993337044, 2.250650357808047, 2.01994576709568, 0.4890517384283304]|2978.2202148437500000|      0.25000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[20.332277289136833, 2.4624668993337044, 2.250650357808047, 2.01994576709568, 0.4890517384283304]|2978.2202148437500000|      0.12500000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[20.332277289136833, 2.4624668993337044, 2.250650357808047, 2.01994576709568, 0.4890517384283304]|2978.2202148437500000|      0.06250000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[20.332277289136833, 2.4624668993337044, 2.250650357808047, 2.01994576709568, 0.4890517384283304]|2978.2202148437500000|      0.03125000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[20.327315403296843, 2.477944974573983, 2.258637377873255, 2.0286789021205314, 0.5129747658053757]|2950.7795410156250000|      0.06250000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[20.370236955741312, 2.4975964123605108, 2.295183640230602, 2.0467316527939086, 0.5170096424468328]|2914.3962402343750000|      0.12500000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
