k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[187, 0, 0, 3]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[373, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[559, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[745, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[931, 0, 0, 15]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.0179493642346698, 0.0203156545608846, 0.0123949832310577, 0.0154491950967201, 0.4283312498220205, 0.0173678239943754, 0.8022374450642271, 0.0243482558054447, 0.2211741564433235, 0.0224614638978033, 2.694354206777649, 0.0194364429196481, 0.8111188566694022, 0.0225135298615099, 2.2631661007821267, 0.0229417360433388, 14.352143989124349, 0.0370722063859418, 12.162242946866398, 0.0321257766124349, 0.2787953682201205, 0.0190266888352357, 0.2415109268063365, 0.0224002836384656, 1.1598234783538885, 0.0163294464635413, 0.1744151350581972, 0.018897865295869, 0.1182778110552529, 0.0226072826758235, 3.743203192064435, 0.0195082988815414, 0.8328187207428824, 0.0127910818270772, 0.1573384918836433, 0.0234801769074117, 0.3828636681373793, 0.0194115486040604, 0.9229039997717027, 0.0167376306015079, 0.2602081602052508, 0.0152471328729083, 2.0714207320945963, 0.0200912619203608, 1.9440445677338956, 0.0203192648049993, 1.4875719269686045, 0.0262970650243482, 0.4855597179905587, 0.0238223362567739, 0.4887536708865547, 0.0207850879337527, 0.3262350348056601, 0.0176720036250265, 0.8374356505888451, 0.0172573918627624, 0.4622716826027346, 0.0241445489750245, 0.4877211896639079, 0.0192474035284397, 0.9873744649324635, 0.0183657030916819, -0.0195357903099575, 0.0223531802396068, 0.2670559973694036, 0.0208737686847761]|2420453.5000000000000000|      0.06250000|[1056, 0, 0, 17]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[1.0179493642346698, 0.0203156545608846, 0.0123949832310577, 0.0154491950967201, 0.4283312498220205, 0.0173678239943754, 0.8022374450642271, 0.0243482558054447, 0.2211741564433235, 0.0224614638978033, 2.694354206777649, 0.0194364429196481, 0.8111188566694022, 0.0225135298615099, 2.2631661007821267, 0.0229417360433388, 14.352143989124349, 0.0370722063859418, 12.162242946866398, 0.0321257766124349, 0.2787953682201205, 0.0190266888352357, 0.2415109268063365, 0.0224002836384656, 1.1598234783538885, 0.0163294464635413, 0.1744151350581972, 0.018897865295869, 0.1182778110552529, 0.0226072826758235, 3.743203192064435, 0.0195082988815414, 0.8328187207428824, 0.0127910818270772, 0.1573384918836433, 0.0234801769074117, 0.3828636681373793, 0.0194115486040604, 0.9229039997717027, 0.0167376306015079, 0.2602081602052508, 0.0152471328729083, 2.0714207320945963, 0.0200912619203608, 1.9440445677338956, 0.0203192648049993, 1.4875719269686045, 0.0262970650243482, 0.4855597179905587, 0.0238223362567739, 0.4887536708865547, 0.0207850879337527, 0.3262350348056601, 0.0176720036250265, 0.8374356505888451, 0.0172573918627624, 0.4622716826027346, 0.0241445489750245, 0.4877211896639079, 0.0192474035284397, 0.9873744649324635, 0.0183657030916819, -0.0195357903099575, 0.0223531802396068, 0.2670559973694036, 0.0208737686847761]|2420453.5000000000000000|      0.03125000|[1242, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0150375188127334, 0.0207001913382964, 0.0070912729435763, 0.0137566752443035, 0.4242500237749466, 0.0170267152108418, 0.8032427986422012, 0.0237338687721774, 0.2206858201126964, 0.0192273809282178, 2.6961729937280228, 0.0220304616993565, 0.8102302524787787, 0.0159665210551672, 2.2648786719234644, 0.0216672260353329, 14.355103321259646, 0.0551767158164667, 12.158501906556227, 0.046890984972901, 0.2779365340341379, 0.0233357924523914, 0.2391025863360314, 0.0259104333632666, 1.157910775057576, 0.0181296036895304, 0.1771223357218644, 0.0177782614660911, 0.1151375503611118, 0.0248829966304626, 3.7421714139549738, 0.0233239007835128, 0.8299383068661726, 0.0138676832340207, 0.1530778084252352, 0.0259907136566006, 0.3838532641304552, 0.0214014520029426, 0.9220243509314545, 0.0146528469446328, 0.2572566316722703, 0.0164169601629892, 2.0703248180568488, 0.0179553806819712, 1.9443280738522486, 0.0242357821005075, 1.4859703311085866, 0.0266438890411376, 0.4795055869814982, 0.0237798655653861, 0.4899010508859249, 0.0205888024264002, 0.3225220226919384, 0.0171139742270139, 0.8400666597243037, 0.017091505253011, 0.4645300659844037, 0.0256593208845009, 0.4889661705075499, 0.015793862513601, 0.9903644894107111, 0.0145968055295089, -0.0161773438486255, 0.022256931739426, 0.2648388697871963, 0.0216013956148964]|1965315.1250000000000000|      0.06250000|[1367, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[1.0150375188127334, 0.0207001913382964, 0.0070912729435763, 0.0137566752443035, 0.4242500237749466, 0.0170267152108418, 0.8032427986422012, 0.0237338687721774, 0.2206858201126964, 0.0192273809282178, 2.6961729937280228, 0.0220304616993565, 0.8102302524787787, 0.0159665210551672, 2.2648786719234644, 0.0216672260353329, 14.355103321259646, 0.0551767158164667, 12.158501906556227, 0.046890984972901, 0.2779365340341379, 0.0233357924523914, 0.2391025863360314, 0.0259104333632666, 1.157910775057576, 0.0181296036895304, 0.1771223357218644, 0.0177782614660911, 0.1151375503611118, 0.0248829966304626, 3.7421714139549738, 0.0233239007835128, 0.8299383068661726, 0.0138676832340207, 0.1530778084252352, 0.0259907136566006, 0.3838532641304552, 0.0214014520029426, 0.9220243509314545, 0.0146528469446328, 0.2572566316722703, 0.0164169601629892, 2.0703248180568488, 0.0179553806819712, 1.9443280738522486, 0.0242357821005075, 1.4859703311085866, 0.0266438890411376, 0.4795055869814982, 0.0237798655653861, 0.4899010508859249, 0.0205888024264002, 0.3225220226919384, 0.0171139742270139, 0.8400666597243037, 0.017091505253011, 0.4645300659844037, 0.0256593208845009, 0.4889661705075499, 0.015793862513601, 0.9903644894107111, 0.0145968055295089, -0.0161773438486255, 0.022256931739426, 0.2648388697871963, 0.0216013956148964]|1965315.1250000000000000|      0.03125000|[1553, 0, 0, 25]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.01484674919634, 0.0216830818319215, 0.0037835837958329, 0.0115458653626128, 0.4231424776398949, 0.0176198946267884, 0.8070088532357315, 0.0221629795276557, 0.2229125565354497, 0.019566345454131, 2.6909209156122973, 0.0218778071657192, 0.8077854316259964, 0.0162341800008975, 2.262898920793647, 0.0270942181901964, 14.357620254194227, 0.0631844810723494, 12.16250324922003, 0.0603365336273715, 0.2817202291494701, 0.0205991832267716, 0.2377837112717733, 0.0252914726535477, 1.156687786567783, 0.0197281387632355, 0.1760223056183406, 0.0143694357665818, 0.118496113426873, 0.0209530541914177, 3.742256962782184, 0.0265234002771331, 0.830422143474799, 0.0133447077240249, 0.151786933938468, 0.0228489050821965, 0.3786220016642315, 0.0162032236960458, 0.913884082818961, 0.0147283233102154, 0.252070053788793, 0.0194274314215005, 2.0732006340729603, 0.0273164811712106, 1.9410391400997602, 0.0276623874004819, 1.4811210964769108, 0.031299559381445, 0.4784968091663017, 0.0222626701108139, 0.4939812286603211, 0.0221191454004249, 0.3156630056878845, 0.017193019952223, 0.840149486585355, 0.0176370999741728, 0.4652965257479547, 0.0298055118050647, 0.4926722966098673, 0.0128980105190312, 0.9942167989352794, 0.0143902130141618, -0.0223075332482467, 0.0238823935667042, 0.2613811491521821, 0.0255293770538523]|1791461.0000000000000000|      0.06250000|[1678, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
