k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1080958729047873, -0.3749684282531114, 0.6858156805372994, 0.7030138406827529, 0.9971995491708324, 0.1871079086820644]|447.1078491210937500|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[0.1080958729047873, -0.3749684282531114, 0.6858156805372994, 0.7030138406827529, 0.9971995491708324, 0.1871079086820644]|447.1078491210937500|      1.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.7365296284989491, -0.4538943390067056, 0.375369689536865, 1.4098055178628583, 1.0209760122446687, 0.1386805715064252]|334.9602661132812500|      2.00000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.7365296284989491, -0.4538943390067056, 0.375369689536865, 1.4098055178628583, 1.0209760122446687, 0.1386805715064252]|334.9602661132812500|      1.00000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.138184518110206, -0.9093187126299558, 0.6909868413165523, 1.5661598747031271, 1.1193069867810435, -0.5666790088549035]|271.0447387695312500|      2.00000000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[1.138184518110206, -0.9093187126299558, 0.6909868413165523, 1.5661598747031271, 1.1193069867810435, -0.5666790088549035]|271.0447387695312500|      1.00000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.138184518110206, -0.9093187126299558, 0.6909868413165523, 1.5661598747031271, 1.1193069867810435, -0.5666790088549035]|271.0447387695312500|      0.50000000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.1523758988494357, -0.7833918100609085, 0.5300868771211514, 1.6403788846316394, 1.3381804422644572, -0.1734384075762714]|182.0495910644531250|      1.00000000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[1.1523758988494357, -0.7833918100609085, 0.5300868771211514, 1.6403788846316394, 1.3381804422644572, -0.1734384075762714]|182.0495910644531250|      0.50000000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[1.1959349863902533, -0.6910040883172353, 0.9510579294922559, 1.8773680434205917, 1.390381795547588, -0.1146026602698553]|146.6251831054687500|      1.00000000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[1.1959349863902533, -0.6910040883172353, 0.9510579294922559, 1.8773680434205917, 1.390381795547588, -0.1146026602698553]|146.6251831054687500|      0.50000000|[257, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[1.1959349863902533, -0.6910040883172353, 0.9510579294922559, 1.8773680434205917, 1.390381795547588, -0.1146026602698553]|146.6251831054687500|      0.25000000|[279, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[1.021194105836642, -0.7778887229755389, 0.9751085188718427, 1.8243021561789627, 1.2534411440996684, -0.0669631423628244]|120.2899017333984375|      0.50000000|[301, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[1.021194105836642, -0.7778887229755389, 0.9751085188718427, 1.8243021561789627, 1.2534411440996684, -0.0669631423628244]|120.2899017333984375|      0.25000000|[323, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[1.021194105836642, -0.7778887229755389, 0.9751085188718427, 1.8243021561789627, 1.2534411440996684, -0.0669631423628244]|120.2899017333984375|      0.12500000|[346, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[1.0177786791969277, -0.774329510802532, 1.051995364072526, 1.9040180342243969, 1.2396108892382447, -0.1230272373129435]|113.0950851440429688|      0.25000000|[368, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[0.9619397800466633, -0.7247522646883511, 1.2583508850452039, 1.966507519686426, 1.3299973868195916, -0.0754157026266594]|107.0010528564453125|      0.50000000|[390, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[0.9619397800466633, -0.7247522646883511, 1.2583508850452039, 1.966507519686426, 1.3299973868195916, -0.0754157026266594]|107.0010528564453125|      0.25000000|[412, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[0.8461274943974437, -0.6066738741873062, 1.3708301685639872, 1.9815102922530505, 1.1835108638698442, -0.0469545997335044]| 92.6369171142578125|      0.50000000|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[0.8461274943974437, -0.6066738741873062, 1.3708301685639872, 1.9815102922530505, 1.1835108638698442, -0.0469545997335044]| 92.6369171142578125|      0.25000000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[0.8461274943974437, -0.6066738741873062, 1.3708301685639872, 1.9815102922530505, 1.1835108638698442, -0.0469545997335044]| 92.6369171142578125|      0.12500000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[0.8682758244345032, -0.6104893171479138, 1.4114424092245792, 2.0963890327409493, 1.190181100221785, -0.0318244076979326]| 87.4029006958007812|      0.25000000|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[0.8682758244345032, -0.6104893171479138, 1.4114424092245792, 2.0963890327409493, 1.190181100221785, -0.0318244076979326]| 87.4029006958007812|      0.12500000|[526, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[0.773732058932835, -0.6348242391945451, 1.4808616503307779, 2.0708762934705964, 1.1655532277023992, -0.0360463702843702]| 85.2994613647460938|      0.25000000|[549, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[0.773732058932835, -0.6348242391945451, 1.4808616503307779, 2.0708762934705964, 1.1655532277023992, -0.0360463702843702]| 85.2994613647460938|      0.12500000|[572, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[0.773732058932835, -0.6348242391945451, 1.4808616503307779, 2.0708762934705964, 1.1655532277023992, -0.0360463702843702]| 85.2994613647460938|      0.06250000|[596, 208, 0, 52]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      27|[0.7919721541165661, -0.6337240828635935, 1.4882680648232518, 2.1285350082934986, 1.1755780020438127, -0.0264307521307339]| 81.7232971191406250|      0.12500000|[619, 216, 0, 54]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      28|[0.7919721541165661, -0.6337240828635935, 1.4882680648232518, 2.1285350082934986, 1.1755780020438127, -0.0264307521307339]| 81.7232971191406250|      0.06250000|[641, 224, 0, 56]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
