k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[5050, 0, 1, 80]                                                           |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[10100, 0, 2, 160]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[15150, 0, 3, 240]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[20200, 0, 4, 320]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       5|[0.59682981756607, 0.0250281653203901, 1.888527283705089, 0.6550085177947628, 0.0212669500251694, 2.0033456478420395, 1.2967954696768016, 0.0252449546066917, 2.118727437902863, -0.0218359173946446, 0.0206750375365101, 2.1601109447868634, 1.232357529666827, 0.0228329387526602, 2.22075475007136, 0.2196173934684008, 0.019311025755345, 2.2816056827269557, 1.335407086914, 0.0215349302085486, 2.390773528718038, 4.503316205013191, 0.0660815142657694, 2.490453218812123, 0.6613595628643062, 0.0234399613669165, 2.5602269975220127, 4.3862723560581145, 0.058306337421263, 2.7097924952306074, 0.2274177482923052, 0.0201582044012121, 2.941123863794262, 0.2343337575017471, 0.0193290126793989, 2.968121763654153, 0.7131171492234557, 0.0190514649773863, 3.13144677219254, 0.2020172263060427, 0.0191691792965521, 3.2238066306626494, -0.0667868293510149, 0.0208559655457443, 3.2535914550379585, 1.3819561218559957, 0.0258797306638957, 3.3795084931666524, 0.239734673961172, 0.0214225438715048, 3.6675484216992555, 0.0591855445245782, 0.0183471552174648, 3.720575574808192, 0.016545987556346, 0.0187562554163505, 3.8339621708248957, 0.4142897732351337, 0.0215485589428882, 3.9592556417145985, 0.2631132838333653, 0.018865611710277, 4.0508741061050655, 0.817691346863659, 0.0240271675950375, 4.175768309780972, 0.9659761838908603, 0.0214800466293536, 4.429876048581027, 0.7448734454416249, 0.0219268419534884, 4.561923998252569, 0.2126706369277008, 0.0199548733341806, 4.5985936183019405, 0.5046139812660349, 0.0209715809754171, 4.704519918851985, 0.0508313411385159, 0.0172736100641031, 4.798745684148525, 0.3660713797910149, 0.0209371722157613, 4.967458785407329, 0.1608674162280467, 0.0194008243773595, 5.3919720198861, 0.2900654665263784, 0.0198760033778679, 5.419518705957712, 0.0966773387148105, 0.0198639003978294, 2.5863407414979633, 0.0002138325910243, 0.020988288203965, 3.8603036959835295, 0.1556341215822971, 0.0219996180896519, 5.19715177672062]|291842.4907979723066092|      0.12500000|[25250, 0, 5, 400]                                                         |  | used quadratic model with 5050 points | iterate success | actual_k=0
       6|[0.59682981756607, 0.0250281653203901, 1.888527283705089, 0.6550085177947628, 0.0212669500251694, 2.0033456478420395, 1.2967954696768016, 0.0252449546066917, 2.118727437902863, -0.0218359173946446, 0.0206750375365101, 2.1601109447868634, 1.232357529666827, 0.0228329387526602, 2.22075475007136, 0.2196173934684008, 0.019311025755345, 2.2816056827269557, 1.335407086914, 0.0215349302085486, 2.390773528718038, 4.503316205013191, 0.0660815142657694, 2.490453218812123, 0.6613595628643062, 0.0234399613669165, 2.5602269975220127, 4.3862723560581145, 0.058306337421263, 2.7097924952306074, 0.2274177482923052, 0.0201582044012121, 2.941123863794262, 0.2343337575017471, 0.0193290126793989, 2.968121763654153, 0.7131171492234557, 0.0190514649773863, 3.13144677219254, 0.2020172263060427, 0.0191691792965521, 3.2238066306626494, -0.0667868293510149, 0.0208559655457443, 3.2535914550379585, 1.3819561218559957, 0.0258797306638957, 3.3795084931666524, 0.239734673961172, 0.0214225438715048, 3.6675484216992555, 0.0591855445245782, 0.0183471552174648, 3.720575574808192, 0.016545987556346, 0.0187562554163505, 3.8339621708248957, 0.4142897732351337, 0.0215485589428882, 3.9592556417145985, 0.2631132838333653, 0.018865611710277, 4.0508741061050655, 0.817691346863659, 0.0240271675950375, 4.175768309780972, 0.9659761838908603, 0.0214800466293536, 4.429876048581027, 0.7448734454416249, 0.0219268419534884, 4.561923998252569, 0.2126706369277008, 0.0199548733341806, 4.5985936183019405, 0.5046139812660349, 0.0209715809754171, 4.704519918851985, 0.0508313411385159, 0.0172736100641031, 4.798745684148525, 0.3660713797910149, 0.0209371722157613, 4.967458785407329, 0.1608674162280467, 0.0194008243773595, 5.3919720198861, 0.2900654665263784, 0.0198760033778679, 5.419518705957712, 0.0966773387148105, 0.0198639003978294, 2.5863407414979633, 0.0002138325910243, 0.020988288203965, 3.8603036959835295, 0.1556341215822971, 0.0219996180896519, 5.19715177672062]|291842.4907979723066092|      0.06250000|[30300, 0, 6, 480]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       7|[0.5941837085313906, 0.0359723690500655, 1.8851745290823176, 0.6542216074285229, 0.0295267442139511, 1.9984497681248676, 1.2918015647875318, 0.0381374728915382, 2.1141347913237913, -0.0176414060793611, 0.0239592188167355, 2.1575861153998592, 1.2317345319917383, 0.0397990160750776, 2.2184697486938383, 0.2151972158640308, 0.0226818202682662, 2.2807139443544777, 1.3349795871268635, 0.0505518563848313, 2.3832807401689946, 4.5035159741316955, 0.0779155863990679, 2.4864067092722295, 0.6618748124541501, 0.0270507636285694, 2.564436529279264, 4.386847999459705, 0.0804346758101083, 2.7179533562666705, 0.2246127369031667, 0.017511421884999, 2.937782586956867, 0.237030456328102, 0.027747565759133, 2.970041081676878, 0.7075109179310278, 0.0273127723345708, 3.1299366573146195, 0.199426256443201, 0.0212668229459733, 3.226550191532388, -0.0708677480466784, 0.0252348126402925, 3.2525218293810476, 1.3813485014282505, 0.0429973715772537, 3.3779932400478283, 0.2383296386319684, 0.0248825256790006, 3.6652725998223237, 0.0591173753555986, 0.0219624999452038, 3.718886487305868, 0.0144193972754025, 0.015651014172553, 3.8354958956670013, 0.4160219436478793, 0.0274400496448255, 3.961125532517169, 0.2599137435179073, 0.0143980002297865, 4.047271237069671, 0.8162258410195686, 0.0324397576115929, 4.182237547814461, 0.9695988718286593, 0.0390230381154816, 4.430550392535592, 0.7436179663475867, 0.0308206539088755, 4.557448228724593, 0.2133751980705776, 0.0186796890379292, 4.598650658423879, 0.5031976413950118, 0.0261624760188417, 4.7059972120494225, 0.0534684181064016, 0.0192874661200947, 4.8046832537433035, 0.3655875263255448, 0.0194288371170216, 4.964446294822203, 0.1586140047421645, 0.0190909004233598, 5.39136985076065, 0.2917178741936782, 0.0284564093498094, 5.4209005175153235, 0.0973568581398689, 0.02213049236581, 2.5891065821400594, -0.0005234914762875, 0.017263521280143, 3.858407325292828, 0.1554749532926891, 0.0252905294942842, 5.193994676263592]|250226.4105700863874517|      0.12500000|[35350, 0, 7, 560]                                                         |  | used quadratic model with 5050 points | iterate success | actual_k=0
       8|[0.5941837085313906, 0.0359723690500655, 1.8851745290823176, 0.6542216074285229, 0.0295267442139511, 1.9984497681248676, 1.2918015647875318, 0.0381374728915382, 2.1141347913237913, -0.0176414060793611, 0.0239592188167355, 2.1575861153998592, 1.2317345319917383, 0.0397990160750776, 2.2184697486938383, 0.2151972158640308, 0.0226818202682662, 2.2807139443544777, 1.3349795871268635, 0.0505518563848313, 2.3832807401689946, 4.5035159741316955, 0.0779155863990679, 2.4864067092722295, 0.6618748124541501, 0.0270507636285694, 2.564436529279264, 4.386847999459705, 0.0804346758101083, 2.7179533562666705, 0.2246127369031667, 0.017511421884999, 2.937782586956867, 0.237030456328102, 0.027747565759133, 2.970041081676878, 0.7075109179310278, 0.0273127723345708, 3.1299366573146195, 0.199426256443201, 0.0212668229459733, 3.226550191532388, -0.0708677480466784, 0.0252348126402925, 3.2525218293810476, 1.3813485014282505, 0.0429973715772537, 3.3779932400478283, 0.2383296386319684, 0.0248825256790006, 3.6652725998223237, 0.0591173753555986, 0.0219624999452038, 3.718886487305868, 0.0144193972754025, 0.015651014172553, 3.8354958956670013, 0.4160219436478793, 0.0274400496448255, 3.961125532517169, 0.2599137435179073, 0.0143980002297865, 4.047271237069671, 0.8162258410195686, 0.0324397576115929, 4.182237547814461, 0.9695988718286593, 0.0390230381154816, 4.430550392535592, 0.7436179663475867, 0.0308206539088755, 4.557448228724593, 0.2133751980705776, 0.0186796890379292, 4.598650658423879, 0.5031976413950118, 0.0261624760188417, 4.7059972120494225, 0.0534684181064016, 0.0192874661200947, 4.8046832537433035, 0.3655875263255448, 0.0194288371170216, 4.964446294822203, 0.1586140047421645, 0.0190909004233598, 5.39136985076065, 0.2917178741936782, 0.0284564093498094, 5.4209005175153235, 0.0973568581398689, 0.02213049236581, 2.5891065821400594, -0.0005234914762875, 0.017263521280143, 3.858407325292828, 0.1554749532926891, 0.0252905294942842, 5.193994676263592]|250226.4105700863874517|      0.06250000|[40400, 0, 8, 640]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       9|[0.5914237642451726, 0.0352103021709909, 1.8821312875709024, 0.6515199457092999, 0.0350162297680316, 1.994724927214986, 1.2916730170751367, 0.0490323938487282, 2.1108625435603936, -0.020176701467768, 0.0244720753828002, 2.15690585500765, 1.2296399116176344, 0.0464390062675484, 2.2191051194134213, 0.212993667867469, 0.0252785005420366, 2.281624015719599, 1.3318973489056674, 0.0571795959836487, 2.3719263873290246, 4.499245939296519, 0.1148464681475229, 2.4804380641653974, 0.6578730644655233, 0.0378800053208661, 2.568820203586379, 4.384864188547562, 0.1047813844640182, 2.736776800947086, 0.2220369318105649, 0.0227189427968601, 2.938849829798497, 0.2343065217828789, 0.0269546273027088, 2.9706798912409207, 0.7065911911718292, 0.0345997970049251, 3.129945491477713, 0.19968993840682, 0.0228004239573898, 3.227163918725637, -0.0731154984245192, 0.0263506472583573, 3.2497305132871483, 1.3761641853432294, 0.054003084833885, 3.3786235170376906, 0.2387066247423302, 0.0274521704249657, 3.6656004504504995, 0.0602194206665329, 0.0231915847167723, 3.7187301495860288, 0.0144078624238631, 0.0180331092004794, 3.833450681275842, 0.413995881639222, 0.0313743420878411, 3.962008694525627, 0.2587798249043182, 0.0293695846211985, 4.046762812933751, 0.818571624276694, 0.0389794252698822, 4.184016431011994, 0.9675416068975113, 0.0459865708951406, 4.428914757652038, 0.7412980766286611, 0.0393459293704796, 4.554098123319366, 0.2113029250656418, 0.0204536351723671, 4.598941955074836, 0.5031871732310885, 0.0310367842631476, 4.709281084170412, 0.0521332014071728, 0.0211855083134769, 4.804407946271183, 0.365411176055533, 0.0294366086333148, 4.966020690447352, 0.1559808505048187, 0.0213134608198496, 5.389751846378391, 0.291794207348931, 0.0318579606402056, 5.420091787042423, 0.094594644711847, 0.0258968985404098, 2.589437972450504, -0.0015961730507899, 0.0182820914802567, 3.858796958273547, 0.1530912761837652, 0.0251001237827622, 5.191789633633422]|220871.5011703688069247|      0.12500000|[45450, 0, 9, 720]                                                         |  | used quadratic model with 5050 points | iterate success | actual_k=0
      10|[0.5977648603445016, 0.0456594481992598, 1.8797588211976977, 0.6486111570631944, 0.0531866949470511, 1.9951983462594471, 1.2869189154124383, 0.0745959347488619, 2.0928286947703025, -0.0154787174961014, 0.0352741959001716, 2.1628649847427655, 1.216766549900397, 0.0697785358191014, 2.21579825730344, 0.2125112293142608, 0.0396734951470244, 2.2793400493723395, 1.3235141453445909, 0.0741726347690615, 2.365947176867583, 4.484888198708212, 0.1445363688282857, 2.4857488062273183, 0.6481128140532884, 0.0643094573908112, 2.5873761556338453, 4.362819105815847, 0.1320120596405985, 2.7600966458464207, 0.2259002044184529, 0.032346271133022, 2.924537384043252, 0.242810725600956, 0.0184986419448452, 2.955644922063604, 0.7160706839531087, 0.0452026783438777, 3.131334024399689, 0.1952341985252241, 0.0334036704248065, 3.242762439681968, -0.0858838391047894, 0.0501370751545024, 3.2322544613347963, 1.36047474216199, 0.0702813143693878, 3.3873817549183745, 0.2349545893347443, 0.0276341697929422, 3.6632376711386083, 0.0536373319441546, 0.0134307199434753, 3.7157383043244128, 0.0061010537243955, 0.0152819810282463, 3.829056595581722, 0.4140571717436715, 0.0388801824106232, 3.959811653755906, 0.2725941857960572, 0.0455795590859617, 4.055691518967208, 0.8184182745188374, 0.0566953165385971, 4.164392029889228, 0.9720651714453878, 0.0585858623077646, 4.429387154154998, 0.7485555253150907, 0.0670736914946164, 4.554367025088971, 0.2040539613532593, 0.0419279563585671, 4.600064668812351, 0.5056712351765188, 0.0570498778915942, 4.719227547802216, 0.0524384872099351, 0.0174842531408548, 4.805329237604361, 0.3819420251178561, 0.0436692997401606, 4.955911911124874, 0.1612059479176463, 0.0429958196186984, 5.4000703958613645, 0.2788398280489023, 0.0380696757935039, 5.4066838921617535, 0.0850956745031822, 0.0296720692971258, 2.586927160954217, -0.0101627342603263, 0.0189438637062242, 3.8585181281832295, 0.1595797558705387, 0.0251667983120078, 5.184485944810154]|196655.7775339308427647|      0.25000000|[50500, 0, 10, 800]                                                        |  | used quadratic model with 5050 points | iterate success | actual_k=0
      11|[0.5977648603445016, 0.0456594481992598, 1.8797588211976977, 0.6486111570631944, 0.0531866949470511, 1.9951983462594471, 1.2869189154124383, 0.0745959347488619, 2.0928286947703025, -0.0154787174961014, 0.0352741959001716, 2.1628649847427655, 1.216766549900397, 0.0697785358191014, 2.21579825730344, 0.2125112293142608, 0.0396734951470244, 2.2793400493723395, 1.3235141453445909, 0.0741726347690615, 2.365947176867583, 4.484888198708212, 0.1445363688282857, 2.4857488062273183, 0.6481128140532884, 0.0643094573908112, 2.5873761556338453, 4.362819105815847, 0.1320120596405985, 2.7600966458464207, 0.2259002044184529, 0.032346271133022, 2.924537384043252, 0.242810725600956, 0.0184986419448452, 2.955644922063604, 0.7160706839531087, 0.0452026783438777, 3.131334024399689, 0.1952341985252241, 0.0334036704248065, 3.242762439681968, -0.0858838391047894, 0.0501370751545024, 3.2322544613347963, 1.36047474216199, 0.0702813143693878, 3.3873817549183745, 0.2349545893347443, 0.0276341697929422, 3.6632376711386083, 0.0536373319441546, 0.0134307199434753, 3.7157383043244128, 0.0061010537243955, 0.0152819810282463, 3.829056595581722, 0.4140571717436715, 0.0388801824106232, 3.959811653755906, 0.2725941857960572, 0.0455795590859617, 4.055691518967208, 0.8184182745188374, 0.0566953165385971, 4.164392029889228, 0.9720651714453878, 0.0585858623077646, 4.429387154154998, 0.7485555253150907, 0.0670736914946164, 4.554367025088971, 0.2040539613532593, 0.0419279563585671, 4.600064668812351, 0.5056712351765188, 0.0570498778915942, 4.719227547802216, 0.0524384872099351, 0.0174842531408548, 4.805329237604361, 0.3819420251178561, 0.0436692997401606, 4.955911911124874, 0.1612059479176463, 0.0429958196186984, 5.4000703958613645, 0.2788398280489023, 0.0380696757935039, 5.4066838921617535, 0.0850956745031822, 0.0296720692971258, 2.586927160954217, -0.0101627342603263, 0.0189438637062242, 3.8585181281832295, 0.1595797558705387, 0.0251667983120078, 5.184485944810154]|196655.7775339308427647|      0.12500000|[55550, 0, 11, 880]                                                        |  | used quadratic model with 5050 points | iterate failure | actual_k=0
