k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9999970286085458, 0.9975622194358337]                                        |999996000010.9378662109375000|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[3.9999970173853203, 0.9977740988893378]                                        |999992000512.0000000000000000|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[7.999995913834089, 1.000745362700885]                                          |999984005120.0000000000000000|      8.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[15.999990116972441, 0.9911146953944795]                                        |999968000468.7874755859375000|     16.00000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       5|[31.999978148137906, 0.9715442441501009]                                        |999936032768.0000000000000000|     32.00000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[63.999878448782084, 0.8916646545615489]                                        |999872004096.0000000000000000|     64.00000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[127.70868683824767, -5.2065099571037905]                                       |999745043740.6241455078125000|    128.00000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[127.70868683824767, -5.2065099571037905]                                       |999745043740.6241455078125000|     64.00000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[182.1914936409995, -38.78661958905731]                                         |999685619712.0000000000000000|    128.00000000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
