k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[107.46974605570466, 0.0947207035964222, 0.908971467209614, 102.39956438663519, 0.1818303895923665, 0.8179620900578878, 97.44049004008768, 0.2843029916554725, 0.7158248679324674, 96.29971946598577, 0.3050368232439841, 0.6947887259354435, 93.98961155134708, 0.3561251020686954, 0.6435231734652318, 89.72016663293128, 0.4674998964160147, 0.5309997014584802, 83.70995778567674, 0.6572050124241318, 0.3425739260404699, 78.30985132278721, 0.8757604964921658, 0.1240504783435209, 886.3708704819807, 910.0097685232637, 922.5190685871997, 926.4599442867253, 935.5602806442799, 952.8291702790449, 975.7289633009675]|  0.6345052759186448|      0.00781250|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[107.46974605570466, 0.0947207035964222, 0.908971467209614, 102.39956438663519, 0.1818303895923665, 0.8179620900578878, 97.44049004008768, 0.2843029916554725, 0.7158248679324674, 96.29971946598577, 0.3050368232439841, 0.6947887259354435, 93.98961155134708, 0.3561251020686954, 0.6435231734652318, 89.72016663293128, 0.4674998964160147, 0.5309997014584802, 83.70995778567674, 0.6572050124241318, 0.3425739260404699, 78.30985132278721, 0.8757604964921658, 0.1240504783435209, 886.3708704819807, 910.0097685232637, 922.5190685871997, 926.4599442867253, 935.5602806442799, 952.8291702790449, 975.7289633009675]|  0.6345052759186448|      0.00390625|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[107.46974605570466, 0.0947207035964222, 0.908971467209614, 102.39956438663519, 0.1818303895923665, 0.8179620900578878, 97.44049004008768, 0.2843029916554725, 0.7158248679324674, 96.29971946598577, 0.3050368232439841, 0.6947887259354435, 93.98961155134708, 0.3561251020686954, 0.6435231734652318, 89.72016663293128, 0.4674998964160147, 0.5309997014584802, 83.70995778567674, 0.6572050124241318, 0.3425739260404699, 78.30985132278721, 0.8757604964921658, 0.1240504783435209, 886.3708704819807, 910.0097685232637, 922.5190685871997, 926.4599442867253, 935.5602806442799, 952.8291702790449, 975.7289633009675]|  0.6345052759186448|      0.00195312|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      12|[107.46974605570466, 0.0947207035964222, 0.908971467209614, 102.39956438663519, 0.1818303895923665, 0.8179620900578878, 97.44049004008768, 0.2843029916554725, 0.7158248679324674, 96.29971946598577, 0.3050368232439841, 0.6947887259354435, 93.98961155134708, 0.3561251020686954, 0.6435231734652318, 89.72016663293128, 0.4674998964160147, 0.5309997014584802, 83.70995778567674, 0.6572050124241318, 0.3425739260404699, 78.30985132278721, 0.8757604964921658, 0.1240504783435209, 886.3708704819807, 910.0097685232637, 922.5190685871997, 926.4599442867253, 935.5602806442799, 952.8291702790449, 975.7289633009675]|  0.6345052759186448|      0.00097656|[588, 192, 12, 24]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      13|[107.46975913416584, 0.0942860393439106, 0.9088515792996548, 102.39961494441302, 0.1825973697623213, 0.8182408303214744, 97.44042518544406, 0.284116223090162, 0.7157005027925541, 96.29974462836827, 0.3050959631858109, 0.694792751457274, 93.98955391470346, 0.3561502494088812, 0.643485673092937, 89.72016444538458, 0.467581253555927, 0.5310205440886947, 83.7099230502086, 0.6571856729477898, 0.3425459838925276, 78.30983949204548, 0.8757681896505426, 0.1240106741274008, 886.3708063225786, 910.0097588391412, 922.5190845283978, 926.459955436528, 935.5602459964522, 952.8291876698788, 975.7289814363695]|  0.3331788002949119|      0.00195312|[637, 208, 13, 26]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      14|[107.47005807464564, 0.0945352863376051, 0.9086968090859546, 102.39955903267962, 0.1838480377479256, 0.8187403127109195, 97.44040346975842, 0.2846341004494312, 0.7156604759866881, 96.29968998123405, 0.3048639822650066, 0.695052734148978, 93.98947687005918, 0.3558507585957963, 0.6437178742603781, 89.7199639555654, 0.4678309785458689, 0.5312809734830819, 83.70941167293508, 0.6568350031352848, 0.3424137230899641, 78.31026532550769, 0.8757424185462699, 0.1245087093121773, 886.3710108613212, 910.0099252819018, 922.5194893099946, 926.4601005634453, 935.5602682744226, 952.8292495997431, 975.7291121814704]|  0.2926084471288358|      0.00390625|[686, 224, 14, 28]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      15|[107.47005807464564, 0.0945352863376051, 0.9086968090859546, 102.39955903267962, 0.1838480377479256, 0.8187403127109195, 97.44040346975842, 0.2846341004494312, 0.7156604759866881, 96.29968998123405, 0.3048639822650066, 0.695052734148978, 93.98947687005918, 0.3558507585957963, 0.6437178742603781, 89.7199639555654, 0.4678309785458689, 0.5312809734830819, 83.70941167293508, 0.6568350031352848, 0.3424137230899641, 78.31026532550769, 0.8757424185462699, 0.1245087093121773, 886.3710108613212, 910.0099252819018, 922.5194893099946, 926.4601005634453, 935.5602682744226, 952.8292495997431, 975.7291121814704]|  0.2926084471288358|      0.00195312|[735, 240, 15, 30]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      16|[107.47005807464564, 0.0945352863376051, 0.9086968090859546, 102.39955903267962, 0.1838480377479256, 0.8187403127109195, 97.44040346975842, 0.2846341004494312, 0.7156604759866881, 96.29968998123405, 0.3048639822650066, 0.695052734148978, 93.98947687005918, 0.3558507585957963, 0.6437178742603781, 89.7199639555654, 0.4678309785458689, 0.5312809734830819, 83.70941167293508, 0.6568350031352848, 0.3424137230899641, 78.31026532550769, 0.8757424185462699, 0.1245087093121773, 886.3710108613212, 910.0099252819018, 922.5194893099946, 926.4601005634453, 935.5602682744226, 952.8292495997431, 975.7291121814704]|  0.2926084471288358|      0.00097656|[784, 256, 16, 32]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      17|[107.47005807464564, 0.0945352863376051, 0.9086968090859546, 102.39955903267962, 0.1838480377479256, 0.8187403127109195, 97.44040346975842, 0.2846341004494312, 0.7156604759866881, 96.29968998123405, 0.3048639822650066, 0.695052734148978, 93.98947687005918, 0.3558507585957963, 0.6437178742603781, 89.7199639555654, 0.4678309785458689, 0.5312809734830819, 83.70941167293508, 0.6568350031352848, 0.3424137230899641, 78.31026532550769, 0.8757424185462699, 0.1245087093121773, 886.3710108613212, 910.0099252819018, 922.5194893099946, 926.4601005634453, 935.5602682744226, 952.8292495997431, 975.7291121814704]|  0.2926084471288358|      0.00048828|[833, 272, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      18|[107.4700692830487, 0.0948236886847504, 0.9088495823422023, 102.39956801781163, 0.1835972418059464, 0.818671387110241, 97.44041929965351, 0.2848132336069499, 0.715700497887449, 96.29965298291228, 0.3049529331027542, 0.6950910589718571, 93.98950282420535, 0.355905728025512, 0.6437617807434358, 89.71999045951101, 0.4677633114037557, 0.5312856098180937, 83.70942693061556, 0.6568162945638054, 0.3424237567933519, 78.31023539849777, 0.8757818906078766, 0.124535351425007, 886.3710304491632, 910.0099162595758, 922.5195297976675, 926.4600708034068, 935.5602613561333, 952.8292102868406, 975.729111737571]|  0.2332466834755093|      0.00097656|[882, 288, 18, 36]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      19|[107.4702820069429, 0.0952265668146252, 0.9087495462710766, 102.39977856098912, 0.1838837004064437, 0.8188166868039858, 97.44052347035219, 0.2849069879683473, 0.7156933859491486, 96.29966405303614, 0.305061447058115, 0.6953944698649581, 93.98979094647645, 0.3561793265518626, 0.6437545566023891, 89.72010992567913, 0.4675289954501583, 0.5310050085558481, 83.70949355909669, 0.6568951244995, 0.3422111182109333, 78.31024875953342, 0.875663974529658, 0.1246820552232187, 886.3710479934238, 910.009775417292, 922.5195954837591, 926.4600513637508, 935.5603473095746, 952.82924728098, 975.7289271974778]|  0.2117311160722123|      0.00195312|[931, 304, 19, 38]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      20|[107.4702820069429, 0.0952265668146252, 0.9087495462710766, 102.39977856098912, 0.1838837004064437, 0.8188166868039858, 97.44052347035219, 0.2849069879683473, 0.7156933859491486, 96.29966405303614, 0.305061447058115, 0.6953944698649581, 93.98979094647645, 0.3561793265518626, 0.6437545566023891, 89.72010992567913, 0.4675289954501583, 0.5310050085558481, 83.70949355909669, 0.6568951244995, 0.3422111182109333, 78.31024875953342, 0.875663974529658, 0.1246820552232187, 886.3710479934238, 910.009775417292, 922.5195954837591, 926.4600513637508, 935.5603473095746, 952.82924728098, 975.7289271974778]|  0.2117311160722123|      0.00097656|[980, 320, 20, 40]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      21|[107.47026341934473, 0.0949994450413104, 0.9085941004280199, 102.40001978759979, 0.1838472286812028, 0.8188082648616235, 97.44048872904597, 0.2854863701421653, 0.7158559546354277, 96.29953636046976, 0.3054543116809036, 0.6953069414406093, 93.98977219331921, 0.356257010654375, 0.6438079934841553, 89.72012027883808, 0.4675296336877336, 0.5310929537278785, 83.7095104415664, 0.6567711542245939, 0.3424091008110237, 78.31002235372034, 0.8756783009683913, 0.1246186276514311, 886.3710012699445, 910.0099425892099, 922.51934285776, 926.4600917406118, 935.560428453283, 952.8294624980076, 975.7289058373863]|  0.1973912829457487|      0.00195312|[1029, 336, 21, 42]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      22|[107.47026341934473, 0.0949994450413104, 0.9085941004280199, 102.40001978759979, 0.1838472286812028, 0.8188082648616235, 97.44048872904597, 0.2854863701421653, 0.7158559546354277, 96.29953636046976, 0.3054543116809036, 0.6953069414406093, 93.98977219331921, 0.356257010654375, 0.6438079934841553, 89.72012027883808, 0.4675296336877336, 0.5310929537278785, 83.7095104415664, 0.6567711542245939, 0.3424091008110237, 78.31002235372034, 0.8756783009683913, 0.1246186276514311, 886.3710012699445, 910.0099425892099, 922.51934285776, 926.4600917406118, 935.560428453283, 952.8294624980076, 975.7289058373863]|  0.1973912829457487|      0.00097656|[1078, 352, 22, 44]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      23|[107.47026341934473, 0.0949994450413104, 0.9085941004280199, 102.40001978759979, 0.1838472286812028, 0.8188082648616235, 97.44048872904597, 0.2854863701421653, 0.7158559546354277, 96.29953636046976, 0.3054543116809036, 0.6953069414406093, 93.98977219331921, 0.356257010654375, 0.6438079934841553, 89.72012027883808, 0.4675296336877336, 0.5310929537278785, 83.7095104415664, 0.6567711542245939, 0.3424091008110237, 78.31002235372034, 0.8756783009683913, 0.1246186276514311, 886.3710012699445, 910.0099425892099, 922.51934285776, 926.4600917406118, 935.560428453283, 952.8294624980076, 975.7289058373863]|  0.1973912829457487|      0.00048828|[1127, 368, 23, 46]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      24|[107.47026933604926, 0.0951531699288984, 0.9086842244663249, 102.40011128669535, 0.1840762639056298, 0.8188355800073968, 97.44054030070478, 0.2852427519674732, 0.7158384278748258, 96.29950454182455, 0.3055653398981435, 0.6953206667551101, 93.98982404875709, 0.3563336983425209, 0.6438730818185194, 89.72002131373607, 0.467488079370831, 0.5310923737016094, 83.70951691923848, 0.656755292299344, 0.3424240612957526, 78.30993519764627, 0.875575786116482, 0.1246837067672455, 886.3709463238691, 910.0099115910534, 922.5192897259335, 926.4601589529831, 935.560334439656, 952.8294263143563, 975.7289294118777]|  0.1863444891937382|      0.00097656|[1176, 384, 24, 48]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      25|[107.47026933604926, 0.0951531699288984, 0.9086842244663249, 102.40011128669535, 0.1840762639056298, 0.8188355800073968, 97.44054030070478, 0.2852427519674732, 0.7158384278748258, 96.29950454182455, 0.3055653398981435, 0.6953206667551101, 93.98982404875709, 0.3563336983425209, 0.6438730818185194, 89.72002131373607, 0.467488079370831, 0.5310923737016094, 83.70951691923848, 0.656755292299344, 0.3424240612957526, 78.30993519764627, 0.875575786116482, 0.1246837067672455, 886.3709463238691, 910.0099115910534, 922.5192897259335, 926.4601589529831, 935.560334439656, 952.8294263143563, 975.7289294118777]|  0.1863444891937382|      0.00048828|[1225, 400, 25, 50]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
