k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[106, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[119.99010479151468, -0.0292048358704791, 0.8703396338593151, 109.9871103462013, 0.1591463428184755, 0.7729507827306618, 100.00853454058428, 0.233200947689551, 0.742750023799365, 87.98103597315551, 0.2106756061134291, 0.7026523444728144, 85.95413930840043, 0.3881724641375822, 0.6808564606920506, 83.98521458068161, 0.45457922570813, 0.5366465468520637, 80.04713187115571, 0.6630968277202067, 0.3258527771123055, 75.96576520365241, 0.7754445333417856, 0.1083715426294682, 886.3007061227738, 909.9771931948279, 922.4868879613979, 926.4738387731361, 935.6003358443895, 952.8434253146963, 975.6764151670081]|2510.0898437500000000|      0.50000000|[133, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[119.99010479151468, -0.0292048358704791, 0.8703396338593151, 109.9871103462013, 0.1591463428184755, 0.7729507827306618, 100.00853454058428, 0.233200947689551, 0.742750023799365, 87.98103597315551, 0.2106756061134291, 0.7026523444728144, 85.95413930840043, 0.3881724641375822, 0.6808564606920506, 83.98521458068161, 0.45457922570813, 0.5366465468520637, 80.04713187115571, 0.6630968277202067, 0.3258527771123055, 75.96576520365241, 0.7754445333417856, 0.1083715426294682, 886.3007061227738, 909.9771931948279, 922.4868879613979, 926.4738387731361, 935.6003358443895, 952.8434253146963, 975.6764151670081]|2510.0898437500000000|      0.25000000|[185, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[119.93632326370167, 0.0154489420114024, 0.8136969819735927, 109.96811797898559, 0.1059255460605532, 0.7591575488027775, 100.00592076711794, 0.1213350514649456, 0.7282793930030611, 87.98224076863976, 0.3244658700444396, 0.7033535641050722, 85.96803607573395, 0.3820892256007965, 0.5958166332479046, 83.95729353221304, 0.4523115049773888, 0.5385308841430404, 80.0296722456903, 0.6372773629211395, 0.3407622077989932, 76.00673398974862, 0.8176386632196085, 0.126087500543716, 886.2464712019705, 909.9373761605707, 922.5364127914037, 926.5375144595845, 935.6064140692127, 952.8257818401512, 975.6491672308279]|1089.5302734375000000|      0.50000000|[211, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[119.93632326370167, 0.0154489420114024, 0.8136969819735927, 109.96811797898559, 0.1059255460605532, 0.7591575488027775, 100.00592076711794, 0.1213350514649456, 0.7282793930030611, 87.98224076863976, 0.3244658700444396, 0.7033535641050722, 85.96803607573395, 0.3820892256007965, 0.5958166332479046, 83.95729353221304, 0.4523115049773888, 0.5385308841430404, 80.0296722456903, 0.6372773629211395, 0.3407622077989932, 76.00673398974862, 0.8176386632196085, 0.126087500543716, 886.2464712019705, 909.9373761605707, 922.5364127914037, 926.5375144595845, 935.6064140692127, 952.8257818401512, 975.6491672308279]|1089.5302734375000000|      0.25000000|[263, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[119.93632326370167, 0.0154489420114024, 0.8136969819735927, 109.96811797898559, 0.1059255460605532, 0.7591575488027775, 100.00592076711794, 0.1213350514649456, 0.7282793930030611, 87.98224076863976, 0.3244658700444396, 0.7033535641050722, 85.96803607573395, 0.3820892256007965, 0.5958166332479046, 83.95729353221304, 0.4523115049773888, 0.5385308841430404, 80.0296722456903, 0.6372773629211395, 0.3407622077989932, 76.00673398974862, 0.8176386632196085, 0.126087500543716, 886.2464712019705, 909.9373761605707, 922.5364127914037, 926.5375144595845, 935.6064140692127, 952.8257818401512, 975.6491672308279]|1089.5302734375000000|      0.12500000|[314, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[119.96418323457642, -0.0047796560458757, 0.7848665139498961, 109.98360416418994, 0.1002432106750628, 0.7639740705217203, 100.0572761706647, 0.1567280959116678, 0.7610502360822495, 87.97270597243813, 0.3091870873157722, 0.6836869960909355, 85.97376456483462, 0.4028882682418606, 0.6167023263108795, 83.96340881988117, 0.4755571887282696, 0.5333489203743315, 80.02591013862799, 0.6566430163915078, 0.3792632724050558, 75.99364061692357, 0.8059712793046593, 0.1076979904519199, 886.2525085177897, 909.9341052686893, 922.4950468891384, 926.4970543626965, 935.6017852944045, 952.8190448544497, 975.6615126852267]|505.8483276367187500|      0.25000000|[340, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[119.96418323457642, -0.0047796560458757, 0.7848665139498961, 109.98360416418994, 0.1002432106750628, 0.7639740705217203, 100.0572761706647, 0.1567280959116678, 0.7610502360822495, 87.97270597243813, 0.3091870873157722, 0.6836869960909355, 85.97376456483462, 0.4028882682418606, 0.6167023263108795, 83.96340881988117, 0.4755571887282696, 0.5333489203743315, 80.02591013862799, 0.6566430163915078, 0.3792632724050558, 75.99364061692357, 0.8059712793046593, 0.1076979904519199, 886.2525085177897, 909.9341052686893, 922.4950468891384, 926.4970543626965, 935.6017852944045, 952.8190448544497, 975.6615126852267]|505.8483276367187500|      0.12500000|[390, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[119.96418323457642, -0.0047796560458757, 0.7848665139498961, 109.98360416418994, 0.1002432106750628, 0.7639740705217203, 100.0572761706647, 0.1567280959116678, 0.7610502360822495, 87.97270597243813, 0.3091870873157722, 0.6836869960909355, 85.97376456483462, 0.4028882682418606, 0.6167023263108795, 83.96340881988117, 0.4755571887282696, 0.5333489203743315, 80.02591013862799, 0.6566430163915078, 0.3792632724050558, 75.99364061692357, 0.8059712793046593, 0.1076979904519199, 886.2525085177897, 909.9341052686893, 922.4950468891384, 926.4970543626965, 935.6017852944045, 952.8190448544497, 975.6615126852267]|505.8483276367187500|      0.06250000|[441, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
