k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.688230121458, 36.1584116764285, 269.2920133894705]                          |231811.1175620509311557|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[100.05949661909068, 36.480979748038976, 267.87230284444814]                    |225215.4569326933706179|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[102.81098887060821, 37.12699797707882, 265.0417638785289]                      |212307.3716698504867963|      8.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[108.12282690512443, 38.10674296987838, 259.14053718875067]                     |187654.1655713042418938|     16.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[119.33129199860285, 39.34833760459955, 247.79026172904014]                     |142949.4645074592262972|     32.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[140.4130443013992, 46.3629860989952, 224.7608365007889]                        |71748.8165000023582252|     64.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[177.97566312000117, 69.33048535584655, 178.31147003175147]                     |2670.2466633269555132|    128.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[177.97566312000117, 69.33048535584655, 178.31147003175147]                     |2670.2466633269555132|     64.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[177.97566312000117, 69.33048535584655, 178.31147003175147]                     |2670.2466633269555132|     32.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[177.97566312000117, 69.33048535584655, 178.31147003175147]                     |2670.2466633269555132|     16.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[189.03132692414437, 72.23115103819534, 167.11511185379905]                     |175.5491888848159192|     32.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[189.03132692414437, 72.23115103819534, 167.11511185379905]                     |175.5491888848159192|     16.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[189.03132692414437, 72.23115103819534, 167.11511185379905]                     |175.5491888848159192|      8.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[189.03132692414437, 72.23115103819534, 167.11511185379905]                     |175.5491888848159192|      4.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[189.03132692414437, 72.23115103819534, 167.11511185379905]                     |175.5491888848159192|      2.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
