k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, 0.0]                                                                | 25.2430323198307036|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, 0.0]                                                                | 25.2430323198307036|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.2419249146270306, -0.7754423324149761, -0.3755611662718576]                  | 13.8249046259113690|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[1.2419249146270306, -0.7754423324149761, -0.3755611662718576]                  | 13.8249046259113690|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.5928406811798115, -0.5924587883602477, -0.6811346392531447]                  |  5.4514126777648926|      1.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.5928406811798115, -0.5924587883602477, -0.6811346392531447]                  |  5.4514126777648926|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.85390361953881, -0.2161645135394476, -0.8817555777228213]                    |  1.4304203987121582|      1.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.85390361953881, -0.2161645135394476, -0.8817555777228213]                    |  1.4304203987121582|      0.50000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.85390361953881, -0.2161645135394476, -0.8817555777228213]                    |  1.4304203987121582|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.032027901139392, -0.3252984583574116, -1.0190928355691402]                   |  1.0646628141403198|      0.50000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.032027901139392, -0.3252984583574116, -1.0190928355691402]                   |  1.0646628141403198|      0.25000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[2.2000397980972712, -0.3843107416008939, -0.8436233142641402]                  |  0.7990855574607849|      0.50000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[2.2000397980972712, -0.3843107416008939, -0.8436233142641402]                  |  0.7990855574607849|      0.25000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[2.2000397980972712, -0.3843107416008939, -0.8436233142641402]                  |  0.7990855574607849|      0.12500000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[2.2000397980972712, -0.3843107416008939, -0.8436233142641402]                  |  0.7990855574607849|      0.06250000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[2.227387915793703, -0.4397700391844336, -0.8345350377497226]                   |  0.7046542763710022|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
