k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0, 2.0, 2.0]                                                            |2648.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.7232145632244054, 2.2104327809661015, 2.544671028234727, 2.368798334102434]  |1790.9801025390625000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.7232145632244054, 2.2104327809661015, 2.544671028234727, 2.368798334102434]  |1790.9801025390625000|      1.00000000|[15, 7, 0, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.7232145632244054, 2.2104327809661015, 2.544671028234727, 2.368798334102434]  |1790.9801025390625000|      0.50000000|[23, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.517942433559607, 2.0727705778699583, 2.209641442069522, 2.091909101708746]   |157.7186431884765625|      1.00000000|[28, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[2.517942433559607, 2.0727705778699583, 2.209641442069522, 2.091909101708746]   |157.7186431884765625|      0.50000000|[36, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.517942433559607, 2.0727705778699583, 2.209641442069522, 2.091909101708746]   |157.7186431884765625|      0.25000000|[45, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.544320053887252, 2.123564686016603, 2.4019637868826575, 1.9427907077762239]  | 35.7414474487304688|      0.50000000|[50, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[2.544320053887252, 2.123564686016603, 2.4019637868826575, 1.9427907077762239]  | 35.7414474487304688|      0.25000000|[59, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.544320053887252, 2.123564686016603, 2.4019637868826575, 1.9427907077762239]  | 35.7414474487304688|      0.12500000|[68, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[2.544320053887252, 2.123564686016603, 2.4019637868826575, 1.9427907077762239]  | 35.7414474487304688|      0.06250000|[77, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[2.544320053887252, 2.123564686016603, 2.4019637868826575, 1.9427907077762239]  | 35.7414474487304688|      0.03125000|[85, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
