k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.1186177355147808, 1.7972791445549676, 1.1294935522133358, 0.5894941704072556, 1.0776447930566286, 1.059344397424845]|  0.4895712733268738|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[1.1186177355147808, 1.7972791445549676, 1.1294935522133358, 0.5894941704072556, 1.0776447930566286, 1.059344397424845]|  0.4895712733268738|      0.50000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.1186177355147808, 1.7972791445549676, 1.1294935522133358, 0.5894941704072556, 1.0776447930566286, 1.059344397424845]|  0.4895712733268738|      0.25000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.1885830397755175, 1.7448800334896117, 1.097279650779157, 0.4831386100195281, 1.2447997486420885, 0.9386415825799235]|  0.3153636753559113|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[1.1885830397755175, 1.7448800334896117, 1.097279650779157, 0.4831386100195281, 1.2447997486420885, 0.9386415825799235]|  0.3153636753559113|      0.25000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.1885830397755175, 1.7448800334896117, 1.097279650779157, 0.4831386100195281, 1.2447997486420885, 0.9386415825799235]|  0.3153636753559113|      0.12500000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.1885830397755175, 1.7448800334896117, 1.097279650779157, 0.4831386100195281, 1.2447997486420885, 0.9386415825799235]|  0.3153636753559113|      0.06250000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.206113868134751, 1.760126708076587, 1.1276667292306082, 0.458553789417944, 1.2867947454398816, 0.9473071047341041]|  0.3092852729159456|      0.12500000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[1.206113868134751, 1.760126708076587, 1.1276667292306082, 0.458553789417944, 1.2867947454398816, 0.9473071047341041]|  0.3092852729159456|      0.06250000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[1.206113868134751, 1.760126708076587, 1.1276667292306082, 0.458553789417944, 1.2867947454398816, 0.9473071047341041]|  0.3092852729159456|      0.03125000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[1.2213407430621808, 1.7527029280071673, 1.1090048920391948, 0.4707344300305568, 1.3003142375833545, 0.9441159562707101]|  0.3069319725036621|      0.06250000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
