k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[117, 18, 0, 9]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[99.98008601443426, 0.0897198660094939, 0.3514509378773331, 0.1555881852102181, 99.97937462264557, -0.0768876383538448, 0.2513459874928892, 0.9430714602364079, 99.91646848817172, 0.0279407246491086, 0.3067261744706016, 0.988938664093834, 99.90889070239726, 0.0723979711117053, 0.3555061928553794, 0.8829991882972191, 99.94296339414561, 0.1088606357889206, 0.4207993218736285, 0.823910408437234, 100.07203763609716, 0.1116870702893506, 0.4138307292632209, 0.9068856939722127, 99.9492375063387, 0.1058338127556543, 0.4870895645673548, 0.672620249978899, 99.94177183999841, 0.127085446646345, 0.535702646879336, 0.6435348869481947, 100.05943554483773, 0.2146929680112224, 0.4987971929119458, 0.5008192081011756, 99.9987814806781, 0.2199389687961321, 0.4484815279919317, 0.5330635580429587, 100.00299068509315, 0.3181333956931965, 0.5034122608134882, 0.4610028750341218, 99.92727411122834, 0.2579503041342744, 0.614829841627103, 0.5510050132360758, 100.01907004589475, 0.3179966114185427, 0.6143083789938829, 0.4559003963620735, 100.06519289747233, 0.4023866297191915, 0.6226916174219043, 0.3499778274230235, 100.03383261319553, 0.3434902135670251, 0.6739062636274722, 0.4568228841241298, 100.00942208583704, 0.4525912081597278, 0.6358902791328015, 0.3883980834134506, 100.02906337520739, 0.4270938368851391, 0.6632664519020011, 0.2103350199885365, 100.02385657822362, 0.3643241554631088, 0.7594508228546513, 0.2226393307108951, 99.98023140826301, 0.4413787474940325, 0.8081933086488234, 0.0693483747829569, 99.98669798790405, 0.4324711268603499, 0.7775053753297521, 0.0030961408605295, 300.0503675449613, 300.05448301232036, 300.02464219527695, 300.04889406617457, 299.99426760543395, 299.9987010145151, 300.01709769016134, 299.9896483549476, 300.07719541278317, 300.02549067094236, 300.05444509677375, 299.97926290379695, 299.9156152740838, 299.97464747859703, 299.9712576457195, 299.9495098628092, 299.96918074360826, 299.9765336813781, 300.0257271796676]|874.3258666992187500|      1.00000000|[144, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[99.98008601443426, 0.0897198660094939, 0.3514509378773331, 0.1555881852102181, 99.97937462264557, -0.0768876383538448, 0.2513459874928892, 0.9430714602364079, 99.91646848817172, 0.0279407246491086, 0.3067261744706016, 0.988938664093834, 99.90889070239726, 0.0723979711117053, 0.3555061928553794, 0.8829991882972191, 99.94296339414561, 0.1088606357889206, 0.4207993218736285, 0.823910408437234, 100.07203763609716, 0.1116870702893506, 0.4138307292632209, 0.9068856939722127, 99.9492375063387, 0.1058338127556543, 0.4870895645673548, 0.672620249978899, 99.94177183999841, 0.127085446646345, 0.535702646879336, 0.6435348869481947, 100.05943554483773, 0.2146929680112224, 0.4987971929119458, 0.5008192081011756, 99.9987814806781, 0.2199389687961321, 0.4484815279919317, 0.5330635580429587, 100.00299068509315, 0.3181333956931965, 0.5034122608134882, 0.4610028750341218, 99.92727411122834, 0.2579503041342744, 0.614829841627103, 0.5510050132360758, 100.01907004589475, 0.3179966114185427, 0.6143083789938829, 0.4559003963620735, 100.06519289747233, 0.4023866297191915, 0.6226916174219043, 0.3499778274230235, 100.03383261319553, 0.3434902135670251, 0.6739062636274722, 0.4568228841241298, 100.00942208583704, 0.4525912081597278, 0.6358902791328015, 0.3883980834134506, 100.02906337520739, 0.4270938368851391, 0.6632664519020011, 0.2103350199885365, 100.02385657822362, 0.3643241554631088, 0.7594508228546513, 0.2226393307108951, 99.98023140826301, 0.4413787474940325, 0.8081933086488234, 0.0693483747829569, 99.98669798790405, 0.4324711268603499, 0.7775053753297521, 0.0030961408605295, 300.0503675449613, 300.05448301232036, 300.02464219527695, 300.04889406617457, 299.99426760543395, 299.9987010145151, 300.01709769016134, 299.9896483549476, 300.07719541278317, 300.02549067094236, 300.05444509677375, 299.97926290379695, 299.9156152740838, 299.97464747859703, 299.9712576457195, 299.9495098628092, 299.96918074360826, 299.9765336813781, 300.0257271796676]|874.3258666992187500|      0.50000000|[259, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[99.98008601443426, 0.0897198660094939, 0.3514509378773331, 0.1555881852102181, 99.97937462264557, -0.0768876383538448, 0.2513459874928892, 0.9430714602364079, 99.91646848817172, 0.0279407246491086, 0.3067261744706016, 0.988938664093834, 99.90889070239726, 0.0723979711117053, 0.3555061928553794, 0.8829991882972191, 99.94296339414561, 0.1088606357889206, 0.4207993218736285, 0.823910408437234, 100.07203763609716, 0.1116870702893506, 0.4138307292632209, 0.9068856939722127, 99.9492375063387, 0.1058338127556543, 0.4870895645673548, 0.672620249978899, 99.94177183999841, 0.127085446646345, 0.535702646879336, 0.6435348869481947, 100.05943554483773, 0.2146929680112224, 0.4987971929119458, 0.5008192081011756, 99.9987814806781, 0.2199389687961321, 0.4484815279919317, 0.5330635580429587, 100.00299068509315, 0.3181333956931965, 0.5034122608134882, 0.4610028750341218, 99.92727411122834, 0.2579503041342744, 0.614829841627103, 0.5510050132360758, 100.01907004589475, 0.3179966114185427, 0.6143083789938829, 0.4559003963620735, 100.06519289747233, 0.4023866297191915, 0.6226916174219043, 0.3499778274230235, 100.03383261319553, 0.3434902135670251, 0.6739062636274722, 0.4568228841241298, 100.00942208583704, 0.4525912081597278, 0.6358902791328015, 0.3883980834134506, 100.02906337520739, 0.4270938368851391, 0.6632664519020011, 0.2103350199885365, 100.02385657822362, 0.3643241554631088, 0.7594508228546513, 0.2226393307108951, 99.98023140826301, 0.4413787474940325, 0.8081933086488234, 0.0693483747829569, 99.98669798790405, 0.4324711268603499, 0.7775053753297521, 0.0030961408605295, 300.0503675449613, 300.05448301232036, 300.02464219527695, 300.04889406617457, 299.99426760543395, 299.9987010145151, 300.01709769016134, 299.9896483549476, 300.07719541278317, 300.02549067094236, 300.05444509677375, 299.97926290379695, 299.9156152740838, 299.97464747859703, 299.9712576457195, 299.9495098628092, 299.96918074360826, 299.9765336813781, 300.0257271796676]|874.3258666992187500|      0.25000000|[382, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[99.98008601443426, 0.0897198660094939, 0.3514509378773331, 0.1555881852102181, 99.97937462264557, -0.0768876383538448, 0.2513459874928892, 0.9430714602364079, 99.91646848817172, 0.0279407246491086, 0.3067261744706016, 0.988938664093834, 99.90889070239726, 0.0723979711117053, 0.3555061928553794, 0.8829991882972191, 99.94296339414561, 0.1088606357889206, 0.4207993218736285, 0.823910408437234, 100.07203763609716, 0.1116870702893506, 0.4138307292632209, 0.9068856939722127, 99.9492375063387, 0.1058338127556543, 0.4870895645673548, 0.672620249978899, 99.94177183999841, 0.127085446646345, 0.535702646879336, 0.6435348869481947, 100.05943554483773, 0.2146929680112224, 0.4987971929119458, 0.5008192081011756, 99.9987814806781, 0.2199389687961321, 0.4484815279919317, 0.5330635580429587, 100.00299068509315, 0.3181333956931965, 0.5034122608134882, 0.4610028750341218, 99.92727411122834, 0.2579503041342744, 0.614829841627103, 0.5510050132360758, 100.01907004589475, 0.3179966114185427, 0.6143083789938829, 0.4559003963620735, 100.06519289747233, 0.4023866297191915, 0.6226916174219043, 0.3499778274230235, 100.03383261319553, 0.3434902135670251, 0.6739062636274722, 0.4568228841241298, 100.00942208583704, 0.4525912081597278, 0.6358902791328015, 0.3883980834134506, 100.02906337520739, 0.4270938368851391, 0.6632664519020011, 0.2103350199885365, 100.02385657822362, 0.3643241554631088, 0.7594508228546513, 0.2226393307108951, 99.98023140826301, 0.4413787474940325, 0.8081933086488234, 0.0693483747829569, 99.98669798790405, 0.4324711268603499, 0.7775053753297521, 0.0030961408605295, 300.0503675449613, 300.05448301232036, 300.02464219527695, 300.04889406617457, 299.99426760543395, 299.9987010145151, 300.01709769016134, 299.9896483549476, 300.07719541278317, 300.02549067094236, 300.05444509677375, 299.97926290379695, 299.9156152740838, 299.97464747859703, 299.9712576457195, 299.9495098628092, 299.96918074360826, 299.9765336813781, 300.0257271796676]|874.3258666992187500|      0.12500000|[494, 78, 0, 39]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[99.98160797387818, 0.1192895379059462, 0.3558321229055226, 0.1476163353235074, 99.98445644690634, -0.0607140665863513, 0.2441583496447481, 0.9291885442783111, 99.92848180004738, -0.0030139975875984, 0.320582743136713, 0.9784293588860442, 99.89696362437199, 0.0833451127005548, 0.3478970500568084, 0.8930880130608121, 99.93743797669521, 0.1163232918041923, 0.451155673192384, 0.822011386801298, 100.05601055562526, 0.106261501883459, 0.4042181080818645, 0.8967113795338955, 99.94650281019608, 0.1154289628606562, 0.50241619138437, 0.6934047411062211, 99.933640913834, 0.1117917318305716, 0.5218534984966443, 0.6448212421218401, 100.07851152986512, 0.2038108225869996, 0.5092360654794372, 0.519925616114558, 100.00117753499043, 0.2410120781286675, 0.4643694692152051, 0.5362916952242378, 99.9948701811492, 0.3139975752830075, 0.5057036803655126, 0.4673019671393061, 99.90589191046332, 0.2606128237920748, 0.6155950775401205, 0.5274016894640897, 100.0362413198938, 0.3104706593343886, 0.6138649181323054, 0.4353799027119511, 100.05173827982728, 0.4042474466952969, 0.6187071044207301, 0.3385529888223048, 100.04140252518988, 0.3453428558157224, 0.6867586678541036, 0.4712331076640913, 100.02923948605832, 0.4282130986735803, 0.6353366684522856, 0.3925140108854157, 100.04001881552753, 0.424556012897317, 0.6614333700160916, 0.2020772766167018, 100.00746861313142, 0.3672883081417453, 0.7601255370333497, 0.237140128728261, 99.98031892397563, 0.4245136371650277, 0.7860943992022316, 0.0709250973950845, 99.97731659312625, 0.4363707727211281, 0.776682727361779, 0.0009442388366636, 300.038917198176, 300.0734691183802, 300.03226024372657, 300.0415210833472, 300.00768972496724, 299.9780611620779, 300.0179808104578, 299.9968791659616, 300.0710010830743, 300.02764278874287, 300.0362025149591, 299.97628706620674, 299.93067190845807, 299.9601634136778, 299.9764245699642, 299.9424965738796, 299.9674917915715, 299.9953178528292, 300.0360829974737]|697.6994628906250000|      0.25000000|[520, 82, 0, 41]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[99.96968165690754, 0.1522552382020194, 0.415153379918076, 0.1416678065025752, 99.97473086964929, -0.0425016736639028, 0.2647355007581376, 0.95707444311939, 99.95132704892447, -0.0009415483747663, 0.319127212799389, 0.9251878602024602, 99.89815283583337, 0.1010844887814009, 0.333582077160794, 0.9146683021644125, 99.93863468299656, 0.0914667575372374, 0.4393788387507173, 0.865414449339958, 100.01138874500363, 0.0874162163131074, 0.3811104511323441, 0.9139308976319673, 99.93098606710466, 0.0824607196637051, 0.4749548468134341, 0.6551057628997141, 99.94719927057345, 0.1187166786164204, 0.5420537105487622, 0.6912846643748195, 100.07573780638928, 0.1893201194846365, 0.5242887245495015, 0.5414117341314016, 100.03035753136372, 0.2410744501641222, 0.4594691251628691, 0.5431068368394462, 99.9843765013664, 0.3258785866778128, 0.4916594065980835, 0.466139749637848, 99.92525610154102, 0.2847756564387595, 0.6094472413800089, 0.5232101316818082, 100.01137372405547, 0.3654342332982641, 0.6082851744808373, 0.452821883793674, 100.08405372504166, 0.4056664283259384, 0.6047337149773192, 0.3535629293969461, 100.03481295240343, 0.3576033597746969, 0.642535760241343, 0.4589113326743101, 100.0502106761062, 0.3816910802630785, 0.6502875881433805, 0.3599239446915059, 100.05826890227985, 0.4135853472351465, 0.6528600520246182, 0.221383070592649, 100.02322214330397, 0.3661477109340597, 0.8025947767696984, 0.2007461739042085, 99.95842593162193, 0.3990969965841584, 0.8214421793474479, 0.0806528024556178, 99.95070067301326, 0.4153769730115354, 0.7863204866032567, -0.0247509647392405, 300.1088761677226, 300.0840263149025, 300.0172125184894, 300.0831608591423, 300.02669176215403, 299.9910038684883, 299.97649286199794, 300.0205493719141, 300.1130829830667, 300.03858528702216, 300.01445954727313, 299.9485075079677, 299.92557086773246, 299.97057580383796, 300.0082522087197, 299.9675852421756, 299.95557054721036, 299.9640499665197, 300.0499567391054]|588.9624023437500000|      0.50000000|[546, 86, 0, 43]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[99.96968165690754, 0.1522552382020194, 0.415153379918076, 0.1416678065025752, 99.97473086964929, -0.0425016736639028, 0.2647355007581376, 0.95707444311939, 99.95132704892447, -0.0009415483747663, 0.319127212799389, 0.9251878602024602, 99.89815283583337, 0.1010844887814009, 0.333582077160794, 0.9146683021644125, 99.93863468299656, 0.0914667575372374, 0.4393788387507173, 0.865414449339958, 100.01138874500363, 0.0874162163131074, 0.3811104511323441, 0.9139308976319673, 99.93098606710466, 0.0824607196637051, 0.4749548468134341, 0.6551057628997141, 99.94719927057345, 0.1187166786164204, 0.5420537105487622, 0.6912846643748195, 100.07573780638928, 0.1893201194846365, 0.5242887245495015, 0.5414117341314016, 100.03035753136372, 0.2410744501641222, 0.4594691251628691, 0.5431068368394462, 99.9843765013664, 0.3258785866778128, 0.4916594065980835, 0.466139749637848, 99.92525610154102, 0.2847756564387595, 0.6094472413800089, 0.5232101316818082, 100.01137372405547, 0.3654342332982641, 0.6082851744808373, 0.452821883793674, 100.08405372504166, 0.4056664283259384, 0.6047337149773192, 0.3535629293969461, 100.03481295240343, 0.3576033597746969, 0.642535760241343, 0.4589113326743101, 100.0502106761062, 0.3816910802630785, 0.6502875881433805, 0.3599239446915059, 100.05826890227985, 0.4135853472351465, 0.6528600520246182, 0.221383070592649, 100.02322214330397, 0.3661477109340597, 0.8025947767696984, 0.2007461739042085, 99.95842593162193, 0.3990969965841584, 0.8214421793474479, 0.0806528024556178, 99.95070067301326, 0.4153769730115354, 0.7863204866032567, -0.0247509647392405, 300.1088761677226, 300.0840263149025, 300.0172125184894, 300.0831608591423, 300.02669176215403, 299.9910038684883, 299.97649286199794, 300.0205493719141, 300.1130829830667, 300.03858528702216, 300.01445954727313, 299.9485075079677, 299.92557086773246, 299.97057580383796, 300.0082522087197, 299.9675852421756, 299.95557054721036, 299.9640499665197, 300.0499567391054]|588.9624023437500000|      0.25000000|[658, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[99.96968165690754, 0.1522552382020194, 0.415153379918076, 0.1416678065025752, 99.97473086964929, -0.0425016736639028, 0.2647355007581376, 0.95707444311939, 99.95132704892447, -0.0009415483747663, 0.319127212799389, 0.9251878602024602, 99.89815283583337, 0.1010844887814009, 0.333582077160794, 0.9146683021644125, 99.93863468299656, 0.0914667575372374, 0.4393788387507173, 0.865414449339958, 100.01138874500363, 0.0874162163131074, 0.3811104511323441, 0.9139308976319673, 99.93098606710466, 0.0824607196637051, 0.4749548468134341, 0.6551057628997141, 99.94719927057345, 0.1187166786164204, 0.5420537105487622, 0.6912846643748195, 100.07573780638928, 0.1893201194846365, 0.5242887245495015, 0.5414117341314016, 100.03035753136372, 0.2410744501641222, 0.4594691251628691, 0.5431068368394462, 99.9843765013664, 0.3258785866778128, 0.4916594065980835, 0.466139749637848, 99.92525610154102, 0.2847756564387595, 0.6094472413800089, 0.5232101316818082, 100.01137372405547, 0.3654342332982641, 0.6082851744808373, 0.452821883793674, 100.08405372504166, 0.4056664283259384, 0.6047337149773192, 0.3535629293969461, 100.03481295240343, 0.3576033597746969, 0.642535760241343, 0.4589113326743101, 100.0502106761062, 0.3816910802630785, 0.6502875881433805, 0.3599239446915059, 100.05826890227985, 0.4135853472351465, 0.6528600520246182, 0.221383070592649, 100.02322214330397, 0.3661477109340597, 0.8025947767696984, 0.2007461739042085, 99.95842593162193, 0.3990969965841584, 0.8214421793474479, 0.0806528024556178, 99.95070067301326, 0.4153769730115354, 0.7863204866032567, -0.0247509647392405, 300.1088761677226, 300.0840263149025, 300.0172125184894, 300.0831608591423, 300.02669176215403, 299.9910038684883, 299.97649286199794, 300.0205493719141, 300.1130829830667, 300.03858528702216, 300.01445954727313, 299.9485075079677, 299.92557086773246, 299.97057580383796, 300.0082522087197, 299.9675852421756, 299.95557054721036, 299.9640499665197, 300.0499567391054]|588.9624023437500000|      0.12500000|[772, 122, 0, 61]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[99.96433467742997, 0.1603556991357279, 0.4303035807696218, 0.130762594093517, 99.97126017667091, -0.0448909224672414, 0.2848692457044388, 0.945153570570051, 99.96400281064794, 0.0094532230685304, 0.3039348483091151, 0.9157275026920492, 99.90580872410321, 0.0801833321579776, 0.3273743284541503, 0.9225257165071339, 99.92517181059124, 0.09964010666619, 0.4644804296656237, 0.8753487083851882, 100.00795894078612, 0.0866500045447493, 0.3754478567784056, 0.9061660969916688, 99.9363367537532, 0.1075576050177243, 0.4878579813895279, 0.6688466917608779, 99.94249011325971, 0.1088913873061786, 0.5278541600175136, 0.6953747663592642, 100.08733499885086, 0.1883303301322777, 0.5137498655191631, 0.5423022259542112, 100.03604362971481, 0.2475850004681925, 0.4750895296546944, 0.5344204376972861, 99.98764609712157, 0.2933626908939207, 0.4832365499313068, 0.4789995273941861, 99.92299603775825, 0.2997275057942623, 0.6135505963957204, 0.5353812975232057, 100.02336568216748, 0.3670392157676152, 0.6077560283626661, 0.4613746025436252, 100.07340280557725, 0.4249334697232695, 0.5894834273113505, 0.3538710859519819, 100.04910435310266, 0.3346997828857902, 0.6507986061460104, 0.4880561125955536, 100.06063126085402, 0.3909341554748387, 0.6537988567758343, 0.3602884442961976, 100.06803545306148, 0.4379550415455069, 0.6583278069102474, 0.2220769619252516, 100.03342956820883, 0.3590275774365799, 0.7867276528335398, 0.2005742960223635, 99.95848583255004, 0.3935176704284006, 0.8048212062694651, 0.0746342798789641, 99.9547553313629, 0.4256553217945624, 0.769224700729008, -0.029170002535677, 300.107106778591, 300.08476107232127, 299.998779201859, 300.0963291162289, 300.03278644450586, 299.97970969375945, 299.98088252818445, 300.00591138150617, 300.09910012796377, 300.0295297383025, 299.9865112609796, 299.9181528698489, 299.91684473354655, 299.9594642003589, 300.021076305793, 299.9502855038208, 299.9446421867922, 299.95079223050004, 300.06058026664095]|547.9640502929687500|      0.25000000|[798, 126, 0, 63]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
