k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[200.0, 400.0, 250.0]                                                           |4515242499193466.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[199.9216611470696, 399.45561587907747, 250.83517001443354]                     |3886434275041401.0000000000000000|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[199.8200634341417, 398.4214177321493, 252.54400356326684]                      |2887995266225731.5000000000000000|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[200.59009395792532, 395.7946418776306, 255.4606971712002]                      |1656830083579788.2500000000000000|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[200.2042217871022, 391.6016393931211, 262.26289040814083]                      |539119660569250.2500000000000000|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[190.64814051449218, 389.08926386139274, 274.84737609087114]                    |104152794628814.7187500000000000|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[190.64814051449218, 389.08926386139274, 274.84737609087114]                    |104152794628814.7187500000000000|     16.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[195.2091367421101, 377.4641011307044, 284.8500209859311]                       |17770795486263.9921875000000000|     32.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[195.2091367421101, 377.4641011307044, 284.8500209859311]                       |17770795486263.9921875000000000|     16.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[188.19631292411046, 368.7153201024233, 296.26400944820335]                     |3220327152077.7924804687500000|     32.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[188.58827746809652, 350.0244388736153, 322.2350957305838]                      |111757355037.8914794921875000|     64.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[188.58827746809652, 350.0244388736153, 322.2350957305838]                      |111757355037.8914794921875000|     32.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[180.55589496354483, 319.3000382121012, 318.2991034425675]                      |13434985892.9591560363769531|     64.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      13|[180.55589496354483, 319.3000382121012, 318.2991034425675]                      |13434985892.9591560363769531|     32.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[180.55589496354483, 319.3000382121012, 318.2991034425675]                      |13434985892.9591560363769531|     16.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[177.81440190661294, 308.05713437964147, 329.3481454477758]                     |2302058164.1906547546386719|     32.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
