k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | k=0
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.30000000|[9, 0, 0, 2]                                                               | 
       2|[14.987317591905594, 5.700268179178238]                                         |-2822.1696777343750000|      1.00000000|[17, 0, 0, 4]                                                              | 
       3|[14.987317591905594, 5.700268179178238]                                         |-2822.1696777343750000|      0.30000000|[25, 0, 0, 6]                                                              | 
       4|[14.987317591905594, 5.700268179178238]                                         |-2822.1696777343750000|      0.09000000|[33, 0, 0, 8]                                                              | 
       5|[15.09015467762947, 5.5525368601083755]                                         |-2905.7687988281250000|      0.30000000|[41, 0, 0, 10]                                                             | 
       6|[15.09015467762947, 5.5525368601083755]                                         |-2905.7687988281250000|      0.09000000|[49, 0, 0, 12]                                                             | 
       7|[15.12886719033122, 5.3767490684986115]                                         |-3013.3576660156250000|      0.30000000|[57, 0, 0, 14]                                                             | 
       8|[15.104082856327295, 4.777261167764664]                                         |-3416.5651855468750000|      1.00000000|[65, 0, 0, 16]                                                             | 
       9|[15.104082856327295, 4.777261167764664]                                         |-3416.5651855468750000|      0.30000000|[73, 0, 0, 18]                                                             | 
      10|[14.942907635122538, 4.199314266443253]                                         |-3845.3093261718750000|      1.00000000|[81, 0, 0, 20]                                                             | 
