k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, -0.1, 0.003, -0.001, 1e-05]                                               |373285.3585472708800808|      1.00000000|[0, 0, 0, 0]                                                               | k=2
       1|[1.9400411136448383, 0.6628544569015503, 0.6325857429504395, -0.1345837244987488, 0.0153454927897453]|175803.7500000000000000|      3.33333333|[15, 2, 0, 1]                                                              | 
       2|[0.56215875223279, 2.294583821296692, 2.914080598831177, 1.0242456068992616, 0.0590110620653629]|103737.8046875000000000|     11.11111111|[29, 4, 0, 2]                                                              | 
       3|[-3.622077774256468, 7.733681702613831, 10.7513651638031, 4.88700996541977, 0.2045629671013355]|94484.5312500000000000|     37.03703704|[43, 6, 0, 3]                                                              | 
       4|[-3.622077774256468, 7.733681702613831, 10.7513651638031, 4.88700996541977, 0.2045629671013355]|94484.5312500000000000|     11.11111111|[57, 8, 0, 4]                                                              | 
       5|[-3.622077774256468, 7.733681702613831, 10.7513651638031, 4.88700996541977, 0.2045629671013355]|94484.5312500000000000|      3.33333333|[71, 10, 0, 5]                                                             | 
       6|[-3.622077774256468, 7.733681702613831, 10.7513651638031, 4.88700996541977, 0.2045629671013355]|94484.5312500000000000|      1.00000000|[85, 12, 0, 6]                                                             | 
       7|[-3.719822373241186, 7.154118740558625, 10.270557561397553, 5.537081228733063, 0.1765609732067585]|82928.3593750000000000|      3.33333333|[99, 14, 0, 7]                                                             | 
       8|[-3.719822373241186, 7.154118740558625, 10.270557561397553, 5.537081228733063, 0.1765609732067585]|82928.3593750000000000|      1.00000000|[113, 16, 0, 8]                                                            | 
       9|[-4.0646763406693935, 6.579052829742432, 10.626925507068634, 6.187152492046357, 0.1485589793121815]|74219.7343750000000000|      3.33333333|[127, 18, 0, 9]                                                            | 
      10|[-4.0646763406693935, 6.579052829742432, 10.626925507068634, 6.187152492046357, 0.1485589793121815]|74219.7343750000000000|      1.00000000|[141, 20, 0, 10]                                                           | 
      11|[-4.0646763406693935, 6.579052829742432, 10.626925507068634, 6.187152492046357, 0.1485589793121815]|74219.7343750000000000|      0.30000000|[155, 22, 0, 11]                                                           | 
      12|[-4.0646763406693935, 6.579052829742432, 10.626925507068634, 6.187152492046357, 0.1485589793121815]|74219.7343750000000000|      0.09000000|[169, 24, 0, 12]                                                           | 
      13|[-4.0646763406693935, 6.579052829742432, 10.626925507068634, 6.187152492046357, 0.1485589793121815]|74219.7343750000000000|      0.02700000|[183, 26, 0, 13]                                                           | 
      14|[-4.065938227577135, 6.563526049815119, 10.613943701118231, 6.204704417079688, 0.1516781781504303]|73767.8593750000000000|      0.09000000|[197, 28, 0, 14]                                                           | 
      15|[-4.065938227577135, 6.563526049815119, 10.613943701118231, 6.204704417079688, 0.1516781781504303]|73767.8593750000000000|      0.02700000|[211, 30, 0, 15]                                                           | 
      16|[-4.100271289004013, 6.555602291226387, 10.573247683674097, 6.20815412134491, 0.1542058693414927]|73616.5625000000000000|      0.09000000|[225, 32, 0, 16]                                                           | 
      17|[-4.150907170725986, 6.570903608202935, 10.529974998414517, 6.2666605356391525, 0.1516856897326559]|73107.2734375000000000|      0.30000000|[239, 34, 0, 17]                                                           | 
      18|[-4.150907170725986, 6.570903608202935, 10.529974998414517, 6.2666605356391525, 0.1516856897326559]|73107.2734375000000000|      0.09000000|[253, 36, 0, 18]                                                           | 
      19|[-4.205290716839954, 6.634814606606961, 10.521173793330789, 6.297948928480968, 0.1528646601766721]|72953.7500000000000000|      0.30000000|[267, 38, 0, 19]                                                           | 
      20|[-4.331682693911716, 6.757758976519108, 10.37693150664866, 6.492970319395885, 0.1444640616357699]|71432.9375000000000000|      1.00000000|[281, 40, 0, 20]                                                           | 
      21|[-4.331682693911716, 6.757758976519108, 10.37693150664866, 6.492970319395885, 0.1444640616357699]|71432.9375000000000000|      0.30000000|[295, 42, 0, 21]                                                           | 
      22|[-4.321427405579016, 6.581733183562756, 10.232689219966531, 6.687991710310802, 0.1360634630948678]|70483.4609375000000000|      1.00000000|[309, 44, 0, 22]                                                           | 
      23|[-4.321427405579016, 6.581733183562756, 10.232689219966531, 6.687991710310802, 0.1360634630948678]|70483.4609375000000000|      0.30000000|[323, 46, 0, 23]                                                           | 
      24|[-4.321427405579016, 6.581733183562756, 10.232689219966531, 6.687991710310802, 0.1360634630948678]|70483.4609375000000000|      0.09000000|[337, 48, 0, 24]                                                           | 
      25|[-4.250004761619493, 6.620328710973263, 10.223888014882803, 6.725811557775364, 0.1372424335388839]|69946.6875000000000000|      0.30000000|[351, 50, 0, 25]                                                           | 
      26|[-4.011929281754419, 6.767184363305569, 10.12619977208972, 6.772663021391258, 0.1411723349413276]|68927.1406250000000000|      1.00000000|[365, 52, 0, 26]                                                           | 
      27|[-4.048159905476496, 7.353814171254635, 9.645392169684172, 7.422734284704552, 0.1131703410467506]|68136.8359375000000000|      3.33333333|[379, 54, 0, 27]                                                           | 
      28|[-4.048159905476496, 7.353814171254635, 9.645392169684172, 7.422734284704552, 0.1131703410467506]|68136.8359375000000000|      1.00000000|[393, 56, 0, 28]                                                           | 
      29|[-4.048159905476496, 7.353814171254635, 9.645392169684172, 7.422734284704552, 0.1131703410467506]|68136.8359375000000000|      0.30000000|[407, 58, 0, 29]                                                           | 
      30|[-4.190750025911257, 7.367832510359586, 9.423947339385748, 7.281723434036598, 0.1366153400561214]|65654.2343750000000000|      1.00000000|[421, 60, 0, 30]                                                           | 
      31|[-4.6578335396479815, 7.011068998463452, 8.9431397369802, 7.931794697349892, 0.1086133461615443]|58540.4765625000000000|      3.33333333|[435, 62, 0, 31]                                                           | 
      32|[-4.6578335396479815, 7.011068998463452, 8.9431397369802, 7.931794697349892, 0.1086133461615443]|58540.4765625000000000|      1.00000000|[449, 64, 0, 32]                                                           | 
