k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | k=0
       1|[-0.5789178609848022, 0.7723932266235352]                                       | 20.5901145935058594|      3.33333333|[5, 0, 0, 1]                                                               | 
       2|[-0.5789178609848022, 0.7723932266235352]                                       | 20.5901145935058594|      1.00000000|[13, 0, 0, 3]                                                              | 
       3|[0.4124378561973572, 0.641192227602005]                                         | 13.5427532196044922|      3.33333333|[17, 0, 0, 4]                                                              | 
       4|[0.4124378561973572, 0.641192227602005]                                         | 13.5427532196044922|      1.00000000|[25, 0, 0, 6]                                                              | 
       5|[0.2744817435741425, -0.3492461144924164]                                       |  4.9613318443298340|      3.33333333|[33, 0, 0, 8]                                                              | 
       6|[0.2744817435741425, -0.3492461144924164]                                       |  4.9613318443298340|      1.00000000|[41, 0, 0, 10]                                                             | 
       7|[-0.0197215974330902, 0.0550364553928375]                                       |  0.0887890830636024|      3.33333333|[49, 0, 0, 12]                                                             | 
       8|[-0.0197215974330902, 0.0550364553928375]                                       |  0.0887890830636024|      1.00000000|[57, 0, 0, 14]                                                             | 
       9|[-0.0197215974330902, 0.0550364553928375]                                       |  0.0887890830636024|      0.30000000|[65, 0, 0, 16]                                                             | 
      10|[-0.0197215974330902, 0.0550364553928375]                                       |  0.0887890830636024|      0.09000000|[73, 0, 0, 18]                                                             | 
      11|[-0.0338700730353594, -0.0338444784283638]                                      |  0.0595864988863468|      0.30000000|[77, 0, 0, 19]                                                             | 
      12|[-0.0338700730353594, -0.0338444784283638]                                      |  0.0595864988863468|      0.09000000|[85, 0, 0, 21]                                                             | 
