k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 10.0, 1.0, 1.0]                                                         |3066308.1922855651937425|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[100.28745064139366, 11.205925226211548, 2.42512583732605, 1.6573681831359863]  |2641734.0000000000000000|      3.33333333|[7, 2, 0, 2]                                                               | 
       2|[103.52719673514366, 10.873166918754578, 2.8131001591682434, 1.0624699592590332]|2602722.2500000000000000|     11.11111111|[13, 4, 0, 4]                                                              | 
       3|[103.52719673514366, 10.873166918754578, 2.8131001591682434, 1.0624699592590332]|2602722.2500000000000000|      3.33333333|[19, 6, 0, 6]                                                              | 
       4|[103.17682012915611, 13.154184460639954, 5.053196728229523, 0.1865283846855164] |2601384.7500000000000000|     11.11111111|[25, 8, 0, 8]                                                              | 
       5|[103.17682012915611, 13.154184460639954, 5.053196728229523, 0.1865283846855164] |2601384.7500000000000000|      3.33333333|[31, 10, 0, 10]                                                            | 
       6|[104.17855224013329, 12.319977343082428, 3.6069840788841248, 2.892117202281952] |2590233.7500000000000000|     11.11111111|[37, 12, 0, 12]                                                            | 
       7|[114.97770556807518, 11.730365931987762, 5.359094798564911, 1.0434598326683044] |2486108.0000000000000000|     37.03703704|[43, 14, 0, 14]                                                            | 
       8|[111.0846320092678, -22.089885532855988, -2.427052319049835, -11.291548788547516]|1750293.7500000000000000|    123.45679012|[49, 16, 0, 16]                                                            | 
       9|[111.0846320092678, -22.089885532855988, -2.427052319049835, -11.291548788547516]|1750293.7500000000000000|     37.03703704|[55, 18, 0, 18]                                                            | 
      10|[111.0846320092678, -22.089885532855988, -2.427052319049835, -11.291548788547516]|1750293.7500000000000000|     11.11111111|[61, 20, 0, 20]                                                            | 
      11|[111.0846320092678, -22.089885532855988, -2.427052319049835, -11.291548788547516]|1750293.7500000000000000|      3.33333333|[67, 22, 0, 22]                                                            | 
      12|[112.45200237631798, -21.528023660182953, -3.184127688407898, -11.152898654341698]|984639.2500000000000000|     11.11111111|[73, 24, 0, 24]                                                            | 
      13|[112.45200237631798, -21.528023660182953, -3.184127688407898, -11.152898654341698]|984639.2500000000000000|      3.33333333|[79, 26, 0, 26]                                                            | 
      14|[112.45200237631798, -21.528023660182953, -3.184127688407898, -11.152898654341698]|984639.2500000000000000|      1.00000000|[85, 28, 0, 28]                                                            | 
      15|[113.42392620444298, -21.57562707364559, -3.0247039198875427, -11.319277822971344]|928578.9375000000000000|      3.33333333|[91, 30, 0, 30]                                                            | 
      16|[113.42392620444298, -21.57562707364559, -3.0247039198875427, -11.319277822971344]|928578.9375000000000000|      1.00000000|[97, 32, 0, 32]                                                            | 
      17|[113.42392620444298, -21.57562707364559, -3.0247039198875427, -11.319277822971344]|928578.9375000000000000|      0.30000000|[103, 34, 0, 34]                                                           | 
      18|[113.39239230751991, -21.79044798016548, -3.087771713733673, -11.516458079218864]|916966.0625000000000000|      1.00000000|[109, 36, 0, 36]                                                           | 
      19|[113.39239230751991, -21.79044798016548, -3.087771713733673, -11.516458079218864]|916966.0625000000000000|      0.30000000|[115, 38, 0, 38]                                                           | 
      20|[113.53017409145832, -21.543823331594467, -3.1508395075798035, -11.595292828977108]|901480.3750000000000000|      1.00000000|[121, 40, 0, 40]                                                           | 
