k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | k=8
       1|[0.1137565970420837, 0.1175317689776421, 0.3520833849906921, -0.1057201102375984, 0.282433807849884, 0.1440933793783188, -0.0922214910387993, 0.0455876365303993, -0.2995496392250061, -0.0706432536244392, 0.0481403991580009, -0.0948136374354362, 0.1516377180814743, 0.0914207175374031, 0.2047526389360428, -0.0095305414870381, 0.1520843058824539, -0.0169261936098337, 0.0941464453935623, -0.0323860570788383, -0.1596396118402481, 0.1202617660164833, -0.0252558812499046, 0.0240588579326868, -0.1873108446598053, 0.0035731517709792, -0.2745416760444641, -0.2897489964962006, -0.011865021660924, 0.0243669543415308, 0.0185486096888781, 0.0193164814263582, -0.0261481124907732, 0.0315729230642319, 0.0251807309687138, -0.0237472429871559, -0.0420350730419159, 0.0144015373662114, 0.0105294147506356, 0.0469832830131054, 0.0284041352570057, 0.025704400613904, 0.0635291486978531, 0.0102616753429174, -0.0233015920966864, -0.0258997660130262, -0.0358175039291382, -0.0375766046345234, -0.018682012334466, 0.0288899075239897, 0.0664769858121872, 0.1031019166111946, 0.0349775478243828, -0.0444444641470909, -0.1831855177879333, -0.2706871330738068, -0.3664405047893524]|116622.0937500000000000|      3.33333333|[57, 8, 0, 1]                                                              | 
       2|[0.1137565970420837, 0.1175317689776421, 0.3520833849906921, -0.1057201102375984, 0.282433807849884, 0.1440933793783188, -0.0922214910387993, 0.0455876365303993, -0.2995496392250061, -0.0706432536244392, 0.0481403991580009, -0.0948136374354362, 0.1516377180814743, 0.0914207175374031, 0.2047526389360428, -0.0095305414870381, 0.1520843058824539, -0.0169261936098337, 0.0941464453935623, -0.0323860570788383, -0.1596396118402481, 0.1202617660164833, -0.0252558812499046, 0.0240588579326868, -0.1873108446598053, 0.0035731517709792, -0.2745416760444641, -0.2897489964962006, -0.011865021660924, 0.0243669543415308, 0.0185486096888781, 0.0193164814263582, -0.0261481124907732, 0.0315729230642319, 0.0251807309687138, -0.0237472429871559, -0.0420350730419159, 0.0144015373662114, 0.0105294147506356, 0.0469832830131054, 0.0284041352570057, 0.025704400613904, 0.0635291486978531, 0.0102616753429174, -0.0233015920966864, -0.0258997660130262, -0.0358175039291382, -0.0375766046345234, -0.018682012334466, 0.0288899075239897, 0.0664769858121872, 0.1031019166111946, 0.0349775478243828, -0.0444444641470909, -0.1831855177879333, -0.2706871330738068, -0.3664405047893524]|116622.0937500000000000|      1.00000000|[169, 24, 0, 3]                                                            | 
       3|[0.1531163789331913, 0.0125444978475571, 0.269412063062191, -0.0683765299618244, 0.2170619368553162, -0.0665466785430908, -0.1985982283949852, 0.0385633269324899, -0.3538748249411583, -0.1389794424176216, 0.1290842220187187, -0.0364599041640759, 0.2896474599838257, 0.1125534418970346, 0.2641915902495384, 0.0046006599441171, 0.1282206475734711, -0.1353784892708063, 0.241130918264389, -0.0153933372348547, -0.1025817878544331, 0.1077855620533228, -0.0425950028002262, 0.0610425975173712, -0.1985546173527837, 0.1696984046138823, -0.1355763971805573, -0.4512026160955429, -0.0268814750015736, 0.0116357235237956, 0.0228899307549, -0.0195010397583246, -0.0138515150174499, 0.0474005714058876, 0.0141476215794683, -0.0045759845525026, 0.0007751956582069, 0.0376329692080617, 0.0188921894878149, 0.0092677436769009, -0.0868784971535206, -0.1287284325808287, -0.1024512946605682, 0.7979396786540747, -0.2247492577880621, -0.1539296787232161, -0.1120936721563339, -0.0804115906357765, -0.0227775913663208, 0.0382380494847894, 0.09837531670928, 0.1497264504432678, 0.0682112649083138, -0.0428288083057851, -0.198542314581573, -0.3121999800205231, -0.3969219084829092]|112115.5703125000000000|      3.33333333|[225, 32, 0, 4]                                                            | 
       4|[0.1531163789331913, 0.0125444978475571, 0.269412063062191, -0.0683765299618244, 0.2170619368553162, -0.0665466785430908, -0.1985982283949852, 0.0385633269324899, -0.3538748249411583, -0.1389794424176216, 0.1290842220187187, -0.0364599041640759, 0.2896474599838257, 0.1125534418970346, 0.2641915902495384, 0.0046006599441171, 0.1282206475734711, -0.1353784892708063, 0.241130918264389, -0.0153933372348547, -0.1025817878544331, 0.1077855620533228, -0.0425950028002262, 0.0610425975173712, -0.1985546173527837, 0.1696984046138823, -0.1355763971805573, -0.4512026160955429, -0.0268814750015736, 0.0116357235237956, 0.0228899307549, -0.0195010397583246, -0.0138515150174499, 0.0474005714058876, 0.0141476215794683, -0.0045759845525026, 0.0007751956582069, 0.0376329692080617, 0.0188921894878149, 0.0092677436769009, -0.0868784971535206, -0.1287284325808287, -0.1024512946605682, 0.7979396786540747, -0.2247492577880621, -0.1539296787232161, -0.1120936721563339, -0.0804115906357765, -0.0227775913663208, 0.0382380494847894, 0.09837531670928, 0.1497264504432678, 0.0682112649083138, -0.0428288083057851, -0.198542314581573, -0.3121999800205231, -0.3969219084829092]|112115.5703125000000000|      1.00000000|[337, 48, 0, 6]                                                            | 
       5|[0.1821663491427898, -0.0428688377141953, 0.1731894239783287, -0.165660236030817, 0.120085634291172, 0.1156216561794281, -0.2106627942994237, -0.0609151413664222, -0.3498778156936169, -0.1654498334974051, 0.1357314568012953, -0.0368037655134685, 0.1739399656653404, 0.1947574857622385, 0.1761857196688652, 0.0459605576470494, 0.3490183055400848, -0.0905649233609438, 0.2516929367557168, -0.103122366592288, -0.1981952898204327, -0.0150348749011755, -0.2368342764675617, 0.081807304173708, -0.2856186525896192, 0.3403252833522856, -0.026805691421032, -0.5845270305871964, -0.0136351948603988, 0.0174384354613721, 0.008744552731514, -0.1676507089287043, -0.1172854444012046, -0.1198142692446709, 0.7563308896496892, -0.2075690943747759, -0.1402989104390144, -0.0801839483901858, -0.0094252675771713, -0.0123618021607399, -0.0893409969285131, -0.1010272670537233, -0.0229386538267136, 0.7854021592065692, -0.2448092997074127, -0.1612638649530709, -0.0918215829879045, -0.1154334396123886, -0.0351207512430847, 0.0058713750913739, 0.0879397941753268, 0.1513779201777652, 0.114693708717823, -0.0205502219032496, -0.1347176311537623, -0.3427514117211103, -0.423008831217885]|80841.9218750000000000|      3.33333333|[393, 56, 0, 7]                                                            | 
       6|[0.1821663491427898, -0.0428688377141953, 0.1731894239783287, -0.165660236030817, 0.120085634291172, 0.1156216561794281, -0.2106627942994237, -0.0609151413664222, -0.3498778156936169, -0.1654498334974051, 0.1357314568012953, -0.0368037655134685, 0.1739399656653404, 0.1947574857622385, 0.1761857196688652, 0.0459605576470494, 0.3490183055400848, -0.0905649233609438, 0.2516929367557168, -0.103122366592288, -0.1981952898204327, -0.0150348749011755, -0.2368342764675617, 0.081807304173708, -0.2856186525896192, 0.3403252833522856, -0.026805691421032, -0.5845270305871964, -0.0136351948603988, 0.0174384354613721, 0.008744552731514, -0.1676507089287043, -0.1172854444012046, -0.1198142692446709, 0.7563308896496892, -0.2075690943747759, -0.1402989104390144, -0.0801839483901858, -0.0094252675771713, -0.0123618021607399, -0.0893409969285131, -0.1010272670537233, -0.0229386538267136, 0.7854021592065692, -0.2448092997074127, -0.1612638649530709, -0.0918215829879045, -0.1154334396123886, -0.0351207512430847, 0.0058713750913739, 0.0879397941753268, 0.1513779201777652, 0.114693708717823, -0.0205502219032496, -0.1347176311537623, -0.3427514117211103, -0.423008831217885]|80841.9218750000000000|      1.00000000|[505, 72, 0, 9]                                                            | 
       7|[0.0403005443513393, -0.3426766842603683, -0.0182064548134804, -0.1538549782708287, 0.4985137954354286, 0.1987302005290985, -0.3433010848239064, -0.0359164411202073, -0.5860477052628994, -0.2416667472571135, 0.4128030221909285, 0.1611537054996006, 0.073556013405323, 0.059060687199235, 0.1042307987809181, 0.0385901522822678, 0.337631531059742, -0.1625742185860872, 0.0352095821872354, -0.1509677413851023, -0.0974032394587994, -0.1260680239647627, -0.1489118821918964, -0.057167824357748, -0.0160361425951123, 0.3477726592682302, 0.4310417845845222, -0.4418759644031525, 0.0258636185899377, -0.0017088823951781, 0.0006152661517262, -0.1920996606349945, -0.1995063414797187, -0.1746033132076263, 0.7053099581971765, -0.1862924993038177, -0.1428187263663858, -0.0912620760500431, -0.0035264454782009, -0.0454920418560505, -0.0850276802666485, -0.1409770604223013, -0.1024590879678726, 0.7691349284723401, -0.2129950411617756, -0.1269284118898213, -0.0556333865970373, -0.0349305421113968, 0.0385407921858132, 0.0231105061247945, 0.067888262681663, 0.0648825281532481, 0.0720633566379547, -0.0270176592748612, -0.0688650636002421, -0.2720593865960836, -0.3377881441265345]|80636.3750000000000000|      3.33333333|[561, 80, 0, 10]                                                           | 
       8|[0.0403005443513393, -0.3426766842603683, -0.0182064548134804, -0.1538549782708287, 0.4985137954354286, 0.1987302005290985, -0.3433010848239064, -0.0359164411202073, -0.5860477052628994, -0.2416667472571135, 0.4128030221909285, 0.1611537054996006, 0.073556013405323, 0.059060687199235, 0.1042307987809181, 0.0385901522822678, 0.337631531059742, -0.1625742185860872, 0.0352095821872354, -0.1509677413851023, -0.0974032394587994, -0.1260680239647627, -0.1489118821918964, -0.057167824357748, -0.0160361425951123, 0.3477726592682302, 0.4310417845845222, -0.4418759644031525, 0.0258636185899377, -0.0017088823951781, 0.0006152661517262, -0.1920996606349945, -0.1995063414797187, -0.1746033132076263, 0.7053099581971765, -0.1862924993038177, -0.1428187263663858, -0.0912620760500431, -0.0035264454782009, -0.0454920418560505, -0.0850276802666485, -0.1409770604223013, -0.1024590879678726, 0.7691349284723401, -0.2129950411617756, -0.1269284118898213, -0.0556333865970373, -0.0349305421113968, 0.0385407921858132, 0.0231105061247945, 0.067888262681663, 0.0648825281532481, 0.0720633566379547, -0.0270176592748612, -0.0688650636002421, -0.2720593865960836, -0.3377881441265345]|80636.3750000000000000|      1.00000000|[673, 96, 0, 12]                                                           | 
       9|[0.0031412094831467, -0.0562074333429337, 0.2116720303893089, -0.1849307818338275, 0.1902129724621773, 0.1507320068776608, 0.0281646577641368, 0.0168899586424232, -0.9597523771226406, -0.3196074496954679, 0.7218615096062422, 0.393825592182111, -0.075570322573185, -0.1328600253909826, 0.211725726723671, 0.0462833689525723, 0.3089020922780037, -0.2317263055592775, 0.2762342253699899, -0.2780078742653131, 0.002066794782877, 0.147395821288228, -0.2634972892701626, -0.19289755448699, -0.1250163735821843, 0.179180936422199, 0.3818256407976151, -0.4375947075895965, 0.0762056345120072, 0.024582255166024, 0.0399582432582974, -0.1499539762735367, -0.2064055935479701, -0.1932100336998701, 0.702440072549507, -0.1992691401392221, -0.1788955589290708, -0.1126026809215546, -0.0027873590006493, -0.0478158602491021, -0.0345764276571572, -0.0980197135359049, -0.0965204946696758, 0.8000847073271871, -0.1861721873283386, -0.1487975851632655, -0.0870871935039759, -0.0581168849021196, 0.0503936135210097, 0.0456050122156739, 0.09655727352947, 0.0521793422522023, 0.0836083637550473, -0.027711235336028, -0.0547313215211034, -0.2879375070333481, -0.3608195669949055]|66405.5234375000000000|      3.33333333|[729, 104, 0, 13]                                                          | 
      10|[0.0031412094831467, -0.0562074333429337, 0.2116720303893089, -0.1849307818338275, 0.1902129724621773, 0.1507320068776608, 0.0281646577641368, 0.0168899586424232, -0.9597523771226406, -0.3196074496954679, 0.7218615096062422, 0.393825592182111, -0.075570322573185, -0.1328600253909826, 0.211725726723671, 0.0462833689525723, 0.3089020922780037, -0.2317263055592775, 0.2762342253699899, -0.2780078742653131, 0.002066794782877, 0.147395821288228, -0.2634972892701626, -0.19289755448699, -0.1250163735821843, 0.179180936422199, 0.3818256407976151, -0.4375947075895965, 0.0762056345120072, 0.024582255166024, 0.0399582432582974, -0.1499539762735367, -0.2064055935479701, -0.1932100336998701, 0.702440072549507, -0.1992691401392221, -0.1788955589290708, -0.1126026809215546, -0.0027873590006493, -0.0478158602491021, -0.0345764276571572, -0.0980197135359049, -0.0965204946696758, 0.8000847073271871, -0.1861721873283386, -0.1487975851632655, -0.0870871935039759, -0.0581168849021196, 0.0503936135210097, 0.0456050122156739, 0.09655727352947, 0.0521793422522023, 0.0836083637550473, -0.027711235336028, -0.0547313215211034, -0.2879375070333481, -0.3608195669949055]|66405.5234375000000000|      1.00000000|[841, 120, 0, 15]                                                          | 
      11|[0.048729419708252, -0.1568146720528603, 0.1705786772072315, -0.1655068313702941, 0.2445234805345535, -0.026722390204668, 0.1371298236772418, -0.0081023229286075, -0.7871712408959866, -0.3150395951233804, 0.7773029822856188, 0.5386720762471668, -0.1049673035740852, -0.2021319251507521, 0.2695980444550514, 0.0541436718776822, 0.3942791372537613, -0.1633125934749842, 0.1717980513349175, -0.2669219616800547, -0.1392781250178814, 0.1655853558331728, -0.1859889663755894, -0.154565017670393, -0.2767894240096211, 0.1333085424266756, 0.2920466810464859, -0.6145865875296295, 0.0848060604184866, 0.0603842134587467, 0.0571370245888829, -0.1107223853468895, -0.1919471616856754, -0.1980689051561058, 0.7118799097370356, -0.2325708698481321, -0.2245843221899122, -0.1189003703184426, -0.000315461482387, -0.0023922147229314, 0.011322311591357, -0.0438416060060263, -0.0369877927005291, 0.8138012597337365, -0.2265321798622608, -0.2502082870341837, -0.2440567407757044, -0.263038070872426, 0.8210113965906203, -0.1531866258010268, -0.0567151764407754, -0.0149820687947795, 0.0405389936640859, -0.0220852795755491, -0.0580855710431933, -0.2587654627859592, -0.3437000103294849]|28846.9550781250000000|      3.33333333|[897, 128, 0, 16]                                                          | 
      12|[0.048729419708252, -0.1568146720528603, 0.1705786772072315, -0.1655068313702941, 0.2445234805345535, -0.026722390204668, 0.1371298236772418, -0.0081023229286075, -0.7871712408959866, -0.3150395951233804, 0.7773029822856188, 0.5386720762471668, -0.1049673035740852, -0.2021319251507521, 0.2695980444550514, 0.0541436718776822, 0.3942791372537613, -0.1633125934749842, 0.1717980513349175, -0.2669219616800547, -0.1392781250178814, 0.1655853558331728, -0.1859889663755894, -0.154565017670393, -0.2767894240096211, 0.1333085424266756, 0.2920466810464859, -0.6145865875296295, 0.0848060604184866, 0.0603842134587467, 0.0571370245888829, -0.1107223853468895, -0.1919471616856754, -0.1980689051561058, 0.7118799097370356, -0.2325708698481321, -0.2245843221899122, -0.1189003703184426, -0.000315461482387, -0.0023922147229314, 0.011322311591357, -0.0438416060060263, -0.0369877927005291, 0.8138012597337365, -0.2265321798622608, -0.2502082870341837, -0.2440567407757044, -0.263038070872426, 0.8210113965906203, -0.1531866258010268, -0.0567151764407754, -0.0149820687947795, 0.0405389936640859, -0.0220852795755491, -0.0580855710431933, -0.2587654627859592, -0.3437000103294849]|28846.9550781250000000|      1.00000000|[1009, 144, 0, 18]                                                         | 
      13|[-0.0556958690285683, -0.1060220152139664, 0.1947788447141647, -0.1280725924298167, 0.2731330003589392, -0.1350432895123959, 0.115296577103436, -0.0715328706428409, -0.8626613132655621, -0.679378320928663, 0.5131860394030809, 0.2141287193517201, 0.3863852545619011, -0.5105519872158766, 0.3600284084677696, 0.5135171758010983, 0.321504071354866, -0.0899479482322931, 0.0276075908914208, -0.3003580924123526, -0.2118294052779675, 0.1994761023670435, -0.4050475396215916, -0.0933892726898193, -0.2136242808774114, 0.1407485939562321, 0.2720045335590839, -0.6178561951965094, 0.1016304176300764, 0.0739201889373362, 0.0726082976907492, -0.0945319291204214, -0.1954349391162395, -0.2123654489405453, 0.70314856688492, -0.2419425398111343, -0.2384456552099437, -0.1277557020075619, -0.0008804544340819, 0.0008258097805083, 0.0292900442145765, -0.0340681150555611, -0.0387317351996899, 0.8281325539574027, -0.2313703550025821, -0.2636040006764233, -0.2497172285802662, -0.2719691777601838, 0.8259856728836894, -0.1443312326446176, -0.0513446968980134, -0.0197558597428724, 0.0438834396190941, -0.0266126109054312, -0.058413672610186, -0.2716485662385821, -0.3530202861875296]|21330.2226562500000000|      3.33333333|[1065, 152, 0, 19]                                                         | 
      14|[-0.0556958690285683, -0.1060220152139664, 0.1947788447141647, -0.1280725924298167, 0.2731330003589392, -0.1350432895123959, 0.115296577103436, -0.0715328706428409, -0.8626613132655621, -0.679378320928663, 0.5131860394030809, 0.2141287193517201, 0.3863852545619011, -0.5105519872158766, 0.3600284084677696, 0.5135171758010983, 0.321504071354866, -0.0899479482322931, 0.0276075908914208, -0.3003580924123526, -0.2118294052779675, 0.1994761023670435, -0.4050475396215916, -0.0933892726898193, -0.2136242808774114, 0.1407485939562321, 0.2720045335590839, -0.6178561951965094, 0.1016304176300764, 0.0739201889373362, 0.0726082976907492, -0.0945319291204214, -0.1954349391162395, -0.2123654489405453, 0.70314856688492, -0.2419425398111343, -0.2384456552099437, -0.1277557020075619, -0.0008804544340819, 0.0008258097805083, 0.0292900442145765, -0.0340681150555611, -0.0387317351996899, 0.8281325539574027, -0.2313703550025821, -0.2636040006764233, -0.2497172285802662, -0.2719691777601838, 0.8259856728836894, -0.1443312326446176, -0.0513446968980134, -0.0197558597428724, 0.0438834396190941, -0.0266126109054312, -0.058413672610186, -0.2716485662385821, -0.3530202861875296]|21330.2226562500000000|      1.00000000|[1177, 168, 0, 21]                                                         | 
      15|[-0.0556958690285683, -0.1060220152139664, 0.1947788447141647, -0.1280725924298167, 0.2731330003589392, -0.1350432895123959, 0.115296577103436, -0.0715328706428409, -0.8626613132655621, -0.679378320928663, 0.5131860394030809, 0.2141287193517201, 0.3863852545619011, -0.5105519872158766, 0.3600284084677696, 0.5135171758010983, 0.321504071354866, -0.0899479482322931, 0.0276075908914208, -0.3003580924123526, -0.2118294052779675, 0.1994761023670435, -0.4050475396215916, -0.0933892726898193, -0.2136242808774114, 0.1407485939562321, 0.2720045335590839, -0.6178561951965094, 0.1016304176300764, 0.0739201889373362, 0.0726082976907492, -0.0945319291204214, -0.1954349391162395, -0.2123654489405453, 0.70314856688492, -0.2419425398111343, -0.2384456552099437, -0.1277557020075619, -0.0008804544340819, 0.0008258097805083, 0.0292900442145765, -0.0340681150555611, -0.0387317351996899, 0.8281325539574027, -0.2313703550025821, -0.2636040006764233, -0.2497172285802662, -0.2719691777601838, 0.8259856728836894, -0.1443312326446176, -0.0513446968980134, -0.0197558597428724, 0.0438834396190941, -0.0266126109054312, -0.058413672610186, -0.2716485662385821, -0.3530202861875296]|21330.2226562500000000|      0.30000000|[1289, 184, 0, 23]                                                         | 
      16|[-0.03043501265347, -0.0352288037538528, 0.1173702552914619, -0.1084249196574092, 0.2219321150332689, -0.1515773758292198, 0.2078588278964162, -0.0685392667073756, -0.8561256402172148, -0.6676778350956738, 0.4524610433727503, 0.1581793703953736, 0.4218563959002495, -0.4705893564969301, 0.381959306076169, 0.5175068196840584, 0.3462331015616655, -0.1144190467894077, 0.0705714980140328, -0.3046568711288273, -0.2690276838839054, 0.3037105295807123, -0.3842351883649826, -0.0949319013161585, -0.1402386771515012, 0.0270233266055584, 0.1690338663756847, -0.614331481512636, 0.0985303574707359, 0.0632965196855366, 0.0408596452325583, -0.0800207639113069, -0.218496123328805, -0.2127393086557277, 0.7478770806919783, -0.2260774727910757, -0.2416707160882652, -0.1180613175965846, -0.0166049625258893, 0.0123267848975956, 0.0497974972240627, -0.0123960915952921, -0.044199753087014, 0.8553172433748841, -0.2154713338240981, -0.2737651136703789, -0.2796482373960316, -0.2646065433509648, 0.8305820403620601, -0.1248931689187884, -0.0335341454483569, -0.0039176259888336, 0.0335582797415555, -0.0248882658779621, -0.0872314138105139, -0.2627173736691475, -0.3559505662415177]|19791.9375000000000000|      1.00000000|[1345, 192, 0, 24]                                                         | 
