k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.7, 90.0, 1500.0, 10.0]                                                       |29053.0023566288800794|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[1.3839591264724733, 89.11220437288284, 1499.8255457282066, 11.203919053077698] |24182.6855468750000000|      3.33333333|[4, 1, 0, 1]                                                               | 
       2|[2.547218990325928, 89.16120501980186, 1499.2785620689392, 12.263641595840454]  |15162.2314453125000000|     11.11111111|[10, 3, 0, 3]                                                              | 
       3|[1.4136139869689943, 93.3560607098043, 1494.4578533172607, 21.282270669937134]  |11794.5957031250000000|     37.03703704|[16, 5, 0, 5]                                                              | 
       4|[1.4136139869689943, 93.3560607098043, 1494.4578533172607, 21.282270669937134]  |11794.5957031250000000|     11.11111111|[22, 7, 0, 7]                                                              | 
       5|[2.744769644737244, 97.5086199901998, 1497.89968085289, 21.234376337379217]     |932.3723144531250000|     37.03703704|[25, 8, 0, 8]                                                              | 
       6|[2.744769644737244, 97.5086199901998, 1497.89968085289, 21.234376337379217]     |932.3723144531250000|     11.11111111|[31, 10, 0, 10]                                                            | 
       7|[2.744769644737244, 97.5086199901998, 1497.89968085289, 21.234376337379217]     |932.3723144531250000|      3.33333333|[37, 12, 0, 12]                                                            | 
       8|[2.744769644737244, 97.5086199901998, 1497.89968085289, 21.234376337379217]     |932.3723144531250000|      1.00000000|[43, 14, 0, 14]                                                            | 
       9|[2.8509497910737993, 97.90828466042876, 1498.1711189746857, 21.161470513790846] |903.4179077148437500|      3.33333333|[49, 16, 0, 16]                                                            | 
      10|[2.8509497910737993, 97.90828466042876, 1498.1711189746857, 21.161470513790846] |903.4179077148437500|      1.00000000|[55, 18, 0, 18]                                                            | 
      11|[2.8509497910737993, 97.90828466042876, 1498.1711189746857, 21.161470513790846] |903.4179077148437500|      0.30000000|[61, 20, 0, 20]                                                            | 
      12|[2.769300137460232, 97.78581016138196, 1498.1035484448075, 21.413992922753096]  |880.1122436523437500|      1.00000000|[64, 21, 0, 21]                                                            | 
      13|[2.769300137460232, 97.78581016138196, 1498.1035484448075, 21.413992922753096]  |880.1122436523437500|      0.30000000|[70, 23, 0, 23]                                                            | 
      14|[2.9073737010359766, 97.6881907992065, 1498.0575870536268, 21.657495941966772]  |871.3619995117187500|      1.00000000|[73, 24, 0, 24]                                                            | 
      15|[2.9073737010359766, 97.6881907992065, 1498.0575870536268, 21.657495941966772]  |871.3619995117187500|      0.30000000|[79, 26, 0, 26]                                                            | 
      16|[2.9073737010359766, 97.6881907992065, 1498.0575870536268, 21.657495941966772]  |871.3619995117187500|      0.09000000|[85, 28, 0, 28]                                                            | 
      17|[2.8478039734065534, 97.65144845098257, 1498.0085972622037, 21.68580580316484]  |827.0537109375000000|      0.30000000|[88, 29, 0, 29]                                                            | 
      18|[2.8478039734065534, 97.65144845098257, 1498.0085972622037, 21.68580580316484]  |827.0537109375000000|      0.09000000|[94, 31, 0, 31]                                                            | 
      19|[2.8323288176208736, 97.67782175168395, 1498.0341296829283, 21.706735784187913] |825.3152465820312500|      0.30000000|[97, 32, 0, 32]                                                            | 
      20|[2.8323288176208736, 97.67782175168395, 1498.0341296829283, 21.706735784187913] |825.3152465820312500|      0.09000000|[103, 34, 0, 34]                                                           | 
      21|[2.8228686487302186, 97.75548280403018, 1498.015209345147, 21.74700099416077]   |823.9414062500000000|      0.30000000|[106, 35, 0, 35]                                                           | 
      22|[2.8228686487302186, 97.75548280403018, 1498.015209345147, 21.74700099416077]   |823.9414062500000000|      0.09000000|[112, 37, 0, 37]                                                           | 
      23|[2.828927848301828, 97.83970384672284, 1497.9962890073657, 21.77174212411046]   |819.3804931640625000|      0.30000000|[115, 38, 0, 38]                                                           | 
      24|[2.828927848301828, 97.83970384672284, 1497.9962890073657, 21.77174212411046]   |819.3804931640625000|      0.09000000|[121, 40, 0, 40]                                                           | 
