k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | k=2
       1|[1.007647357415408, 0.9341640844941139, 0.8405563235282898, 0.7482930719852448, 0.8370990008115768, 0.6939786076545715, 0.8134288936853409, 0.1329164505004883]|91710.8515625000000000|      3.33333333|[15, 2, 0, 1]                                                              | 
       2|[1.6363542298786342, 1.1389584317803383, 0.8199152369052172, 0.9357172697782516, 1.5188464373350143, -0.5921819806098938, 1.118024006485939, -0.1724418699741364]|11946.7695312500000000|     11.11111111|[29, 4, 0, 2]                                                              | 
       3|[1.6363542298786342, 1.1389584317803383, 0.8199152369052172, 0.9357172697782516, 1.5188464373350143, -0.5921819806098938, 1.118024006485939, -0.1724418699741364]|11946.7695312500000000|      3.33333333|[43, 6, 0, 3]                                                              | 
       4|[1.8218582938425243, 1.5670638158917427, 1.203362526372075, 0.9911387115716934, 0.4902110546827316, -2.5450841784477234, 3.4346829801797867, -0.8827191889286041]|676.2914428710937500|     11.11111111|[57, 8, 0, 4]                                                              | 
       5|[1.8218582938425243, 1.5670638158917427, 1.203362526372075, 0.9911387115716934, 0.4902110546827316, -2.5450841784477234, 3.4346829801797867, -0.8827191889286041]|676.2914428710937500|      3.33333333|[71, 10, 0, 5]                                                             | 
       6|[1.4061200390569866, 0.8961154296994209, 0.8915660101920366, 1.6489198356866837, 1.347607597708702, -1.0040344595909119, 0.9093791395425797, -0.1963630020618439]|360.9096374511718750|     11.11111111|[85, 12, 0, 6]                                                             | 
       7|[1.4061200390569866, 0.8961154296994209, 0.8915660101920366, 1.6489198356866837, 1.347607597708702, -1.0040344595909119, 0.9093791395425797, -0.1963630020618439]|360.9096374511718750|      3.33333333|[99, 14, 0, 7]                                                             | 
       8|[4.481145359110087, 0.0460566356778145, 0.1470678765326738, 1.137871339917183, 1.1864984035491943, -1.1095892935991287, 1.1834792345762253, -0.2674649357795715]|285.1079101562500000|     11.11111111|[113, 16, 0, 8]                                                            | 
       9|[4.481145359110087, 0.0460566356778145, 0.1470678765326738, 1.137871339917183, 1.1864984035491943, -1.1095892935991287, 1.1834792345762253, -0.2674649357795715]|285.1079101562500000|      3.33333333|[127, 18, 0, 9]                                                            | 
      10|[4.481145359110087, 0.0460566356778145, 0.1470678765326738, 1.137871339917183, 1.1864984035491943, -1.1095892935991287, 1.1834792345762253, -0.2674649357795715]|285.1079101562500000|      1.00000000|[141, 20, 0, 10]                                                           | 
      11|[5.403652943205088, -0.2089610025286674, -0.0762815605849028, 1.2709671705961227, 1.138165645301342, -1.1920126676559448, 1.2657092660665512, -0.2887955158948898]|282.8247070312500000|      3.33333333|[155, 22, 0, 11]                                                           | 
      12|[5.403652943205088, -0.2089610025286674, -0.0762815605849028, 1.2709671705961227, 1.138165645301342, -1.1920126676559448, 1.2657092660665512, -0.2887955158948898]|282.8247070312500000|      1.00000000|[169, 24, 0, 12]                                                           | 
