k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | k=0
       1|[98.913703083992, 35.80122894048691, 269.64554741978645]                        |232311.4218750000000000|      3.33333333|[5, 0, 0, 1]                                                               | 
       2|[99.19247728586197, 36.063312232494354, 266.33424761891365]                     |223805.4218750000000000|     11.11111111|[9, 0, 0, 2]                                                               | 
       3|[103.42386108636856, 36.17665474116802, 244.51889231801033]                     |167741.6562500000000000|     37.03703704|[13, 0, 0, 3]                                                              | 
       4|[113.56192260980606, 60.71458999812603, 218.69542315602303]                     |92209.9765625000000000|    123.45679012|[17, 0, 0, 4]                                                              | 
       5|[205.87356048822403, 80.1067656725645, 298.3451729118824]                       |73692.2109375000000000|    411.52263374|[21, 0, 0, 5]                                                              | 
       6|[318.51868683099747, 380.33738701045513, 556.266712218523]                      |53252.3867187500000000|   1371.74211248|[25, 0, 0, 6]                                                              | 
       7|[1356.0426126122475, -163.32569892704487, 1270.1649666130543]                   |30375.1464843750000000|   4572.47370828|[33, 0, 0, 8]                                                              | 
       8|[1356.0426126122475, -163.32569892704487, 1270.1649666130543]                   |30375.1464843750000000|   1371.74211248|[41, 0, 0, 10]                                                             | 
       9|[1356.0426126122475, -163.32569892704487, 1270.1649666130543]                   |30375.1464843750000000|    411.52263374|[49, 0, 0, 12]                                                             | 
      10|[1614.4437356591225, 41.09872429072857, 1516.7220650017262]                     |29617.0664062500000000|   1371.74211248|[53, 0, 0, 13]                                                             | 
      11|[1614.4437356591225, 41.09872429072857, 1516.7220650017262]                     |29617.0664062500000000|    411.52263374|[61, 0, 0, 15]                                                             | 
      12|[1727.088862001896, -289.20742805302143, 1734.8042183220387]                    |801.2551269531250000|   1371.74211248|[65, 0, 0, 16]                                                             | 
      13|[1727.088862001896, -289.20742805302143, 1734.8042183220387]                    |801.2551269531250000|    411.52263374|[73, 0, 0, 18]                                                             | 
      14|[1727.088862001896, -289.20742805302143, 1734.8042183220387]                    |801.2551269531250000|    123.45679012|[81, 0, 0, 20]                                                             | 
      15|[1727.088862001896, -289.20742805302143, 1734.8042183220387]                    |801.2551269531250000|     37.03703704|[89, 0, 0, 22]                                                             | 
      16|[1739.199288904667, -297.8600436002016, 1745.8226270973682]                     |615.7635498046875000|    123.45679012|[97, 0, 0, 24]                                                             | 
      17|[1739.199288904667, -297.8600436002016, 1745.8226270973682]                     |615.7635498046875000|     37.03703704|[105, 0, 0, 26]                                                            | 
      18|[1766.6176066994667, -290.8592930585146, 1769.7175531685352]                    |519.5944213867187500|    123.45679012|[109, 0, 0, 27]                                                            | 
      19|[1766.6176066994667, -290.8592930585146, 1769.7175531685352]                    |519.5944213867187500|     37.03703704|[117, 0, 0, 29]                                                            | 
      20|[1766.6176066994667, -290.8592930585146, 1769.7175531685352]                    |519.5944213867187500|     11.11111111|[125, 0, 0, 31]                                                            | 
